instance kdown james-cpp-max-down kdown-par/t32 james-cpp-max-down-par/t32
g34-g60-normed 1000000 1000000 1000001 1000001
g34-g66-normed 1000000 1000000 1000002 1000000
g34-g73-normed 1000000 1000001 1000001 1000002
g34-g82-normed 1000000 1000002 1000001 1000000
g34-g86-normed 1000000 1000002 1000002 1000006
g34-g93-normed 1000000 1000017 1000004 1000009
g35-g58-normed 1000000 1000000 1000002 1000001
g35-g59-normed 1000000 1000000 1000001 1000001
g35-g60-normed 1000000 1000000 1000001 1000001
g35-g66-normed 1000000 1000000 1000001 1000000
g35-g73-normed 1000000 1000001 1000001 1000001
g35-g82-normed 1000000 1000001 1000002 1000002
g35-g86-normed 1000000 1000002 1000002 1000004
g35-g93-normed 1000000 1000013 1000002 1000008
g36-g58-normed 1000000 1000000 1000001 1000001
g36-g59-normed 1000000 1000000 1000001 1000001
g36-g60-normed 1000000 1000000 1000001 1000001
g36-g66-normed 1000000 1000000 1000001 1000001
g36-g73-normed 1000000 1000000 1000002 1000001
g36-g82-normed 1000000 1000002 1000001 1000002
g36-g86-normed 1000000 1000002 1000002 1000003
g36-g93-normed 1000000 1000013 1000002 1000008
g37-g58-normed 1000000 1000000 1000002 1000004
g37-g59-normed 1000000 1000000 1000002 1000004
g37-g60-normed 1000000 1000000 1000001 1000004
g37-g66-normed 1000000 1000000 1000001 1000000
g37-g73-normed 1000000 1000001 1000001 1000003
g37-g82-normed 1000000 1000000 1000001 1000001
g37-g86-normed 1000000 1000003 1000003 1000003
g37-g93-normed 1000000 1000013 1000002 1000004
g38-g58-normed 48468 1000000 3215 591
g38-g59-normed 25857 1000000 2482 216
g38-g60-normed 843038 1000000 42310 6713
g38-g66-normed 1000000 1000002 1000006 1000007
g38-g73-normed 1000000 1000001 411527 141370
g38-g82-normed 1000000 77978 177451 50382
g38-g86-normed 26603 1295 1449 1200
g38-g93-normed 1000001 1000023 1000003 1000022
g39-g58-normed 1000000 1000000 1000001 1000001
g39-g59-normed 1000000 1000000 1000001 1000001
g39-g60-normed 1000000 1000000 1000001 1000001
g39-g66-normed 1000000 1000000 1000001 1000001
g39-g73-normed 1000000 1000001 1000002 1000001
g39-g82-normed 1000000 1000002 1000001 1000001
g39-g86-normed 1000000 1000003 1000002 1000006
g39-g93-normed 1000000 1000013 1000003 1000007
g4-g58-normed 9 1 13 4
g4-g59-normed 9 1 8 6
g4-g60-normed 5 0 5 2
g4-g66-normed 579 59 130 72
g4-g73-normed 9 2 5 6
g4-g82-normed 2495 293 397 245
g4-g86-normed 963 108 281 188
g4-g93-normed 1000000 210196 210176 46281
g40-g58-normed 1000000 1000000 1000006 1000002
g40-g59-normed 1000000 1000000 1000005 1000002
g40-g60-normed 1000000 1000000 1000004 1000003
g40-g66-normed 1000000 1000000 1000003 1000003
g40-g73-normed 1000000 1000000 1000003 1000004
g40-g82-normed 1000000 1000001 1000009 1000003
g40-g86-normed 1000000 1000004 1000021 1000007
g40-g93-normed 1000000 1000005 1000004 1000011
g41-g58-normed 1000000 1000000 1000002 1000001
g41-g59-normed 1000000 1000000 1000002 1000001
g41-g60-normed 1000000 1000000 1000002 1000001
g41-g66-normed 1000000 1000000 1000001 1000000
g41-g73-normed 1000000 1000001 1000001 1000002
g41-g82-normed 1000000 1000000 1000002 1000002
g41-g86-normed 1000000 1000004 1000002 1000004
g41-g93-normed 1000000 1000012 1000002 1000006
g42-g58-normed 1000000 1000000 1000002 1000002
g42-g59-normed 1000000 1000000 1000002 1000001
g42-g60-normed 1000000 1000000 1000002 1000000
g42-g66-normed 1000000 1000000 1000002 1000001
g42-g73-normed 1000000 1000001 1000002 1000002
g42-g82-normed 1000000 1000002 1000002 1000001
g42-g86-normed 1000000 1000001 1000002 1000004
g42-g93-normed 1000000 1000009 1000002 1000009
g43-g58-normed 1000000 1000000 1000002 1000004
g43-g59-normed 1000000 1000000 1000002 1000003
g43-g60-normed 1000000 1000000 1000002 1000001
g43-g66-normed 1000000 1000000 1000003 1000003
g43-g73-normed 1000000 1000000 1000002 1000002
g43-g82-normed 1000000 1000000 1000003 1000005
g43-g86-normed 1000000 1000004 1000009 1000006
g43-g93-normed 1000000 1000011 1000003 1000005
g44-g58-normed 1000000 1000000 1000003 1000003
g44-g59-normed 1000000 1000000 1000003 1000001
g44-g60-normed 1000000 1000000 1000002 1000005
g44-g66-normed 1000000 1000000 1000003 1000003
g44-g73-normed 1000000 1000000 1000002 1000002
g44-g82-normed 1000000 1000002 1000004 1000004
g44-g86-normed 1000000 1000003 1000005 1000005
g44-g93-normed 1000000 1000012 1000002 1000005
g45-g58-normed 1000000 1000000 1000002 1000003
g45-g59-normed 1000000 1000000 1000002 1000003
g45-g60-normed 1000000 1000000 1000002 1000001
g45-g66-normed 1000000 1000000 1000002 1000003
g45-g73-normed 1000000 1000001 1000002 1000002
g45-g82-normed 1000000 1000002 1000004 1000005
g45-g86-normed 1000000 1000000 1000005 1000002
g45-g93-normed 1000000 1000013 1000002 1000006
g46-g58-normed 1000000 1000000 1000002 1000002
g46-g59-normed 1000000 1000000 1000002 1000002
g46-g60-normed 1000000 1000000 1000002 1000004
g46-g66-normed 1000000 1000000 1000002 1000001
g46-g73-normed 1000000 1000001 1000002 1000005
g46-g82-normed 1000000 1000001 1000003 1000004
g46-g86-normed 1000000 1000001 1000006 1000005
g46-g93-normed 1000000 1000013 1000002 1000005
g47-g58-normed 1000000 1000000 1000002 1000003
g47-g59-normed 1000000 1000000 1000002 1000003
g47-g60-normed 1000000 1000000 1000001 1000003
g47-g66-normed 1000000 1000000 1000002 1000002
g47-g73-normed 1000000 1000000 1000002 1000004
g47-g82-normed 1000000 1000000 1000003 1000002
g47-g86-normed 1000000 1000000 1000004 1000006
g47-g93-normed 1000000 1000012 1000002 1000005
g48-g58-normed 1000000 1000000 1000002 1000002
g48-g59-normed 1000000 1000000 1000002 1000005
g48-g60-normed 1000000 1000000 1000001 1000004
g48-g66-normed 1000000 1000000 1000002 1000004
g48-g73-normed 1000000 1000000 1000002 1000004
g48-g82-normed 1000000 1000000 1000003 1000001
g48-g86-normed 1000000 1000001 1000005 1000005
g48-g93-normed 1000000 1000012 1000002 1000006
g49-g58-normed 1000000 1000000 1000002 1000001
g49-g59-normed 1000000 1000000 1000002 1000001
g49-g60-normed 1000000 1000000 1000001 1000001
g49-g66-normed 1000000 1000000 1000002 1000001
g49-g73-normed 1000000 1000000 1000002 1000002
g49-g82-normed 1000000 1000001 1000002 1000003
g49-g86-normed 1000000 1000002 1000002 1000005
g49-g93-normed 1000000 1000003 1000003 1000006
g5-g58-normed 22 1 16 10
g5-g59-normed 7 2 14 8
g5-g60-normed 113 1 8 3
g5-g66-normed 7 1 9 7
g5-g73-normed 80 2 9 5
g5-g82-normed 78 24 20 35
g5-g86-normed 91 25 21 27
g5-g93-normed 51 27 12 40
g50-g58-normed 1000000 1000000 1000010 1000004
g50-g59-normed 1000000 1000000 1000016 1000003
g50-g60-normed 1000000 1000000 1000003 1000003
g50-g66-normed 1000000 1000000 1000006 1000001
g50-g73-normed 1000000 1000000 1000005 1000004
g50-g82-normed 1000000 1000002 1000014 1000006
g50-g86-normed 1000000 1000001 1000019 1000003
g50-g93-normed 1000000 1000009 1000006 1000011
g6-g58-normed 185 272 97 29
g6-g59-normed 154 16 26 18
g6-g60-normed 164 201 80 40
g6-g66-normed 49957 15021 14586 1423
g6-g73-normed 187 253 133 51
g6-g82-normed 526449 422468 60413 10333
g6-g86-normed 1000000 1000006 1000002 1000007
g6-g93-normed 40 33 22 45
g7-g58-normed 3156 206 557 115
g7-g59-normed 2663 149 507 102
g7-g60-normed 65906 2264 5278 750
g7-g66-normed 31813 1200 2981 608
g7-g73-normed 69798 3418 5792 916
g7-g82-normed 351608 12926 25566 4089
g7-g86-normed 2569 296 399 282
g7-g93-normed 46 41 16 42
g8-g58-normed 1000000 91029 36383 2019
g8-g59-normed 1000000 26426 56848 2169
g8-g60-normed 343570 87578 57716 2789
g8-g66-normed 1000000 1000000 1000001 97211
g8-g73-normed 1000000 287858 223243 9406
g8-g82-normed 1000000 1000001 1000001 1000002
g8-g86-normed 1000000 1000002 1000002 1000004
g8-g93-normed 1000000 1000014 1000002 1000007
g9-g58-normed 561047 1000000 50 104
g9-g59-normed 1000000 1000000 1000003 1000003
g9-g60-normed 1000000 1000000 13 12
g9-g66-normed 1000000 1000000 1000001 1000001
g9-g73-normed 1000000 921 22 8
g9-g82-normed 1000000 1000002 1000001 1000003
g9-g86-normed 1000000 1000000 1000002 1000008
g9-g93-normed 1000000 1000014 1000002 1000007
phase-30-150-0.34-0.36-0.42-1 1000000 1000000 1000001 1000001
phase-30-150-0.34-0.36-0.42-2 1000000 1000000 1000000 1000000
phase-30-150-0.34-0.36-0.42-3 1000000 1000000 1000001 1000000
phase-30-150-0.34-0.36-0.42-4 1000000 1000000 1000001 1000001
phase-30-150-0.34-0.36-0.42-5 1000000 1000000 1000001 1000000
phase-30-150-0.34-0.36-0.42-6 1000000 1000000 1000001 1000001
phase-30-150-0.34-0.36-0.42-7 1000000 1000000 1000001 1000001
phase-30-150-0.34-0.36-0.42-8 1000000 1000000 1000001 1000001
phase-30-150-0.38-0.38-0.44-1 1000000 1000000 1000000 1000001
phase-30-150-0.38-0.38-0.44-2 1000000 1000000 1000001 1000000
phase-30-150-0.38-0.38-0.44-3 1000000 1000000 1000001 1000001
phase-30-150-0.38-0.38-0.44-4 1000000 1000000 1000001 1000001
phase-30-150-0.38-0.38-0.44-5 1000000 1000000 1000001 1000001
phase-30-150-0.38-0.38-0.44-6 1000000 1000000 1000001 1000001
phase-30-150-0.38-0.38-0.44-7 1000000 1000000 1000001 1000001
phase-30-150-0.38-0.38-0.44-8 1000000 1000000 1000001 1000001
phase-30-150-0.40-0.46-0.48-1 1000000 1000000 1000001 1000001
phase-30-150-0.40-0.46-0.48-2 1000000 1000000 1000000 1000000
phase-30-150-0.40-0.46-0.48-3 1000000 1000000 1000001 1000001
phase-30-150-0.40-0.46-0.48-4 1000000 1000000 1000001 1000001
phase-30-150-0.40-0.46-0.48-5 1000000 1000000 1000001 1000000
phase-30-150-0.40-0.46-0.48-6 1000000 1000000 1000001 1000001
phase-30-150-0.40-0.46-0.48-7 1000000 1000000 1000001 1000001
phase-30-150-0.40-0.46-0.48-8 1000000 1000000 1000001 1000001
phase-30-150-0.42-0.46-0.50-1 1000000 1000000 1000001 1000001
phase-30-150-0.42-0.46-0.50-2 1000000 1000000 1000001 1000001
phase-30-150-0.42-0.46-0.50-3 1000000 1000000 1000000 1000000
phase-30-150-0.42-0.46-0.50-4 1000000 1000000 1000001 1000000
phase-30-150-0.42-0.46-0.50-5 1000000 1000000 1000001 1000001
phase-30-150-0.42-0.46-0.50-6 1000000 1000000 1000000 1000001
phase-30-150-0.42-0.46-0.50-7 1000000 1000000 1000000 1000001
phase-30-150-0.42-0.46-0.50-8 1000000 1000000 1000001 1000001
phase-30-150-0.44-0.46-0.50-1 1000000 1000000 1000001 1000001
phase-30-150-0.44-0.46-0.50-2 1000000 1000000 1000001 1000000
phase-30-150-0.44-0.46-0.50-3 1000000 1000000 1000000 1000000
phase-30-150-0.44-0.46-0.50-4 1000000 1000000 1000001 1000001
phase-30-150-0.44-0.46-0.50-5 1000000 1000000 1000000 1000000
phase-30-150-0.44-0.46-0.50-6 1000000 1000000 1000001 1000001
phase-30-150-0.44-0.46-0.50-7 1000000 1000000 1000001 1000000
phase-30-150-0.44-0.46-0.50-8 1000000 1000000 1000000 1000001
phase-30-150-0.46-0.50-0.52-1 1000000 1000000 1000001 1000000
phase-30-150-0.46-0.50-0.52-2 1000000 1000000 1000001 1000001
phase-30-150-0.46-0.50-0.52-3 1000000 1000000 1000001 1000001
phase-30-150-0.46-0.50-0.52-4 1000000 1000000 1000000 1000001
phase-30-150-0.46-0.50-0.52-5 1000000 1000000 1000001 1000000
phase-30-150-0.46-0.50-0.52-6 1000000 1000000 1000000 1000000
phase-30-150-0.46-0.50-0.52-7 1000000 1000000 1000001 1000000
phase-30-150-0.46-0.50-0.52-8 1000000 1000000 1000001 1000000
phase-30-150-0.48-0.50-0.54-1 1000000 1000000 1000001 1000001
phase-30-150-0.48-0.50-0.54-2 1000000 1000000 1000001 1000000
phase-30-150-0.48-0.50-0.54-3 1000000 1000000 1000000 1000000
phase-30-150-0.48-0.50-0.54-4 1000000 1000000 1000001 1000001
phase-30-150-0.48-0.50-0.54-5 1000000 1000000 1000001 1000001
phase-30-150-0.48-0.50-0.54-6 1000000 1000000 1000000 1000000
phase-30-150-0.48-0.50-0.54-7 1000000 1000000 1000001 1000001
phase-30-150-0.48-0.50-0.54-8 1000000 1000000 1000001 1000001
phase-30-150-0.50-0.52-0.54-1 1000000 1000000 1000001 1000000
phase-30-150-0.50-0.52-0.54-2 1000000 1000000 1000000 1000000
phase-30-150-0.50-0.52-0.54-3 1000000 1000000 1000001 1000000
phase-30-150-0.50-0.52-0.54-4 1000000 1000000 1000000 1000000
phase-30-150-0.50-0.52-0.54-5 1000000 1000000 1000001 1000000
phase-30-150-0.50-0.52-0.54-6 1000000 1000000 1000001 1000001
phase-30-150-0.50-0.52-0.54-7 1000000 1000000 1000001 1000001
phase-30-150-0.50-0.52-0.54-8 1000000 1000000 1000000 1000000
phase-30-150-0.52-0.54-0.56-1 1000000 1000000 1000001 1000000
phase-30-150-0.52-0.54-0.56-2 1000000 1000000 1000001 1000000
phase-30-150-0.52-0.54-0.56-3 1000000 1000000 1000000 1000001
phase-30-150-0.52-0.54-0.56-4 1000000 1000000 1000001 1000001
phase-30-150-0.52-0.54-0.56-5 1000000 1000000 1000000 1000000
phase-30-150-0.52-0.54-0.56-6 1000000 1000000 1000001 1000000
phase-30-150-0.52-0.54-0.56-7 1000000 1000000 1000000 1000000
phase-30-150-0.52-0.54-0.56-8 1000000 1000000 1000001 1000001
phase-30-150-0.54-0.56-0.58-1 1000000 1000000 1000001 1000001
phase-30-150-0.54-0.56-0.58-2 1000000 1000000 1000000 1000001
phase-30-150-0.54-0.56-0.58-3 1000000 1000000 1000001 1000000
phase-30-150-0.54-0.56-0.58-4 1000000 1000000 1000001 1000000
phase-30-150-0.54-0.56-0.58-5 1000000 1000000 1000001 1000001
phase-30-150-0.54-0.56-0.58-6 1000000 1000000 1000001 1000000
phase-30-150-0.54-0.56-0.58-7 1000000 1000000 1000001 1000000
phase-30-150-0.54-0.56-0.58-8 1000000 1000000 1000000 1000000
phase-30-150-0.56-0.56-0.60-1 1000000 1000000 1000001 1000001
phase-30-150-0.56-0.56-0.60-2 1000000 1000000 1000001 1000000
phase-30-150-0.56-0.56-0.60-3 1000000 1000000 1000001 1000000
phase-30-150-0.56-0.56-0.60-4 1000000 1000000 1000001 1000000
phase-30-150-0.56-0.56-0.60-5 1000000 1000000 1000001 1000001
phase-30-150-0.56-0.56-0.60-6 1000000 1000000 1000001 1000000
phase-30-150-0.56-0.56-0.60-7 1000000 1000000 1000001 1000000
phase-30-150-0.56-0.56-0.60-8 1000000 1000000 1000000 1000001
phase-30-150-0.60-0.58-0.62-1 1000000 1000000 1000001 1000000
phase-30-150-0.60-0.58-0.62-2 1000000 1000000 1000000 1000001
phase-30-150-0.60-0.58-0.62-3 1000000 1000000 1000001 1000001
phase-30-150-0.60-0.58-0.62-4 1000000 1000000 1000001 1000001
phase-30-150-0.60-0.58-0.62-5 1000000 1000000 1000001 1000001
phase-30-150-0.60-0.58-0.62-6 1000000 1000000 1000000 1000000
phase-30-150-0.60-0.58-0.62-7 1000000 1000000 1000001 1000000
phase-30-150-0.60-0.58-0.62-8 1000000 1000000 1000001 1000000
phase-30-150-0.64-0.62-0.64-1 1000000 1000000 1000001 1000001
phase-30-150-0.64-0.62-0.64-2 1000000 1000000 1000001 1000001
phase-30-150-0.64-0.62-0.64-3 1000000 1000000 1000000 1000000
phase-30-150-0.64-0.62-0.64-4 1000000 1000000 1000001 1000000
phase-30-150-0.64-0.62-0.64-5 1000000 1000000 1000001 1000000
phase-30-150-0.64-0.62-0.64-6 1000000 1000000 1000001 1000001
phase-30-150-0.64-0.62-0.64-7 1000000 1000000 1000001 1000000
phase-30-150-0.64-0.62-0.64-8 1000000 1000000 1000001 1000000
phase-30-150-0.66-0.64-0.66-1 1000000 1000000 1000001 1000000
phase-30-150-0.66-0.64-0.66-2 1000000 1000000 1000001 1000001
phase-30-150-0.66-0.64-0.66-3 1000000 1000000 1000001 1000000
phase-30-150-0.66-0.64-0.66-4 1000000 1000000 1000000 1000001
phase-30-150-0.66-0.64-0.66-5 1000000 1000000 1000001 1000001
phase-30-150-0.66-0.64-0.66-6 1000000 1000000 1000000 1000001
phase-30-150-0.66-0.64-0.66-7 1000000 1000000 1000001 1000000
phase-30-150-0.66-0.64-0.66-8 1000000 1000000 1000000 1000001
phase-30-150-0.68-0.64-0.68-1 1000000 1000000 1000001 1000001
phase-30-150-0.68-0.64-0.68-2 1000000 1000000 1000001 1000000
phase-30-150-0.68-0.64-0.68-3 1000000 1000000 1000001 1000001
phase-30-150-0.68-0.64-0.68-4 1000000 1000000 1000001 1000001
phase-30-150-0.68-0.64-0.68-5 1000000 1000000 1000000 1000001
phase-30-150-0.68-0.64-0.68-6 1000000 1000000 1000001 1000001
phase-30-150-0.68-0.64-0.68-7 1000000 1000000 1000001 1000001
phase-30-150-0.68-0.64-0.68-8 1000000 1000000 1000000 1000000
phase-30-150-0.70-0.66-0.70-1 1000000 1000000 1000001 1000001
phase-30-150-0.70-0.66-0.70-2 1000000 1000000 1000001 1000001
phase-30-150-0.70-0.66-0.70-3 1000000 1000000 1000000 1000000
phase-30-150-0.70-0.66-0.70-4 1000000 1000000 1000001 1000001
phase-30-150-0.70-0.66-0.70-5 1000000 1000000 1000001 1000001
phase-30-150-0.70-0.66-0.70-6 1000000 1000000 1000000 1000001
phase-30-150-0.70-0.66-0.70-7 1000000 1000000 1000001 1000001
phase-30-150-0.70-0.66-0.70-8 1000000 1000000 1000001 1000000
phase-30-150-0.72-0.66-0.70-1 1000000 1000000 1000000 1000000
phase-30-150-0.72-0.66-0.70-2 1000000 1000000 1000001 1000000
phase-30-150-0.72-0.66-0.70-3 1000000 1000000 1000000 1000001
phase-30-150-0.72-0.66-0.70-4 1000000 1000000 1000000 1000001
phase-30-150-0.72-0.66-0.70-5 1000000 1000000 1000001 1000000
phase-30-150-0.72-0.66-0.70-6 1000000 1000000 1000001 1000001
phase-30-150-0.72-0.66-0.70-7 1000000 1000000 1000000 1000001
phase-30-150-0.72-0.66-0.70-8 1000000 1000000 1000001 1000001
phase-30-150-0.74-0.68-0.70-1 1000000 1000000 1000001 1000001
phase-30-150-0.74-0.68-0.70-2 1000000 1000000 1000001 1000000
phase-30-150-0.74-0.68-0.70-3 1000000 1000000 1000001 1000001
phase-30-150-0.74-0.68-0.70-4 1000000 1000000 1000001 1000000
phase-30-150-0.74-0.68-0.70-5 1000000 1000000 1000001 1000000
phase-30-150-0.74-0.68-0.70-6 1000000 1000000 1000000 1000001
phase-30-150-0.74-0.68-0.70-7 1000000 1000000 1000000 1000001
phase-30-150-0.74-0.68-0.70-8 1000000 1000000 1000000 1000001
phase-30-150-0.76-0.70-0.72-1 1000000 1000000 1000001 1000001
phase-30-150-0.76-0.70-0.72-2 1000000 1000000 1000001 1000001
phase-30-150-0.76-0.70-0.72-3 1000000 1000000 1000001 1000001
phase-30-150-0.76-0.70-0.72-4 1000000 1000000 1000001 1000000
phase-30-150-0.76-0.70-0.72-5 1000000 1000000 1000001 1000001
phase-30-150-0.76-0.70-0.72-6 1000000 1000000 1000001 1000001
phase-30-150-0.76-0.70-0.72-7 1000000 1000000 1000001 1000001
phase-30-150-0.76-0.70-0.72-8 1000000 1000000 1000001 1000000
phase-30-150-0.78-0.72-0.74-1 1000000 1000000 1000001 1000000
phase-30-150-0.78-0.72-0.74-2 1000000 1000000 1000000 1000001
phase-30-150-0.78-0.72-0.74-3 1000000 1000000 1000001 1000001
phase-30-150-0.78-0.72-0.74-4 1000000 1000000 1000001 1000001
phase-30-150-0.78-0.72-0.74-5 1000000 1000000 1000001 1000001
phase-30-150-0.78-0.72-0.74-6 1000000 1000000 1000001 1000001
phase-30-150-0.78-0.72-0.74-7 1000000 1000000 1000001 1000001
phase-30-150-0.78-0.72-0.74-8 1000000 1000000 1000001 1000001
phase-30-150-0.80-0.72-0.74-1 1000000 1000000 1000001 1000001
phase-30-150-0.80-0.72-0.74-2 1000000 1000000 1000001 1000001
phase-30-150-0.80-0.72-0.74-3 1000000 1000000 1000001 1000001
phase-30-150-0.80-0.72-0.74-4 1000000 1000000 1000001 1000001
phase-30-150-0.80-0.72-0.74-5 1000000 1000000 1000001 1000000
phase-30-150-0.80-0.72-0.74-6 1000000 1000000 1000001 1000001
phase-30-150-0.80-0.72-0.74-7 1000000 1000000 1000001 1000001
phase-30-150-0.80-0.72-0.74-8 1000000 1000000 1000000 1000001
phase-30-150-0.82-0.74-0.76-1 1000000 1000000 1000001 1000001
phase-30-150-0.82-0.74-0.76-2 1000000 1000000 1000001 1000001
phase-30-150-0.82-0.74-0.76-3 1000000 1000000 1000001 1000001
phase-30-150-0.82-0.74-0.76-4 1000000 1000000 1000001 1000000
phase-30-150-0.82-0.74-0.76-5 1000000 1000000 1000001 1000001
phase-30-150-0.82-0.74-0.76-6 1000000 1000000 1000000 1000000
phase-30-150-0.82-0.74-0.76-7 1000000 1000000 1000001 1000001
phase-30-150-0.82-0.74-0.76-8 1000000 1000000 1000000 1000001
phase-30-150-0.84-0.74-0.76-1 1000000 1000000 1000001 1000000
phase-30-150-0.84-0.74-0.76-2 1000000 1000000 1000001 1000001
phase-30-150-0.84-0.74-0.76-3 1000000 1000000 1000001 1000001
phase-30-150-0.84-0.74-0.76-4 1000000 1000000 1000001 1000001
phase-30-150-0.84-0.74-0.76-5 1000000 1000000 1000001 1000001
phase-30-150-0.84-0.74-0.76-6 1000000 1000000 1000001 1000001
phase-30-150-0.84-0.74-0.76-7 1000000 1000000 1000001 1000001
phase-30-150-0.84-0.74-0.76-8 1000000 1000000 1000001 1000000
phase-30-150-0.84-0.76-0.76-1 1000000 1000000 1000001 1000001
phase-30-150-0.84-0.76-0.76-2 1000000 1000000 1000001 1000001
phase-30-150-0.84-0.76-0.76-3 1000000 1000000 1000001 1000000
phase-30-150-0.84-0.76-0.76-4 1000000 1000000 1000001 1000000
phase-30-150-0.84-0.76-0.76-5 1000000 1000000 1000001 1000000
phase-30-150-0.84-0.76-0.76-6 1000000 1000000 1000001 1000000
phase-30-150-0.84-0.76-0.76-7 1000000 1000000 1000000 1000001
phase-30-150-0.84-0.76-0.76-8 1000000 1000000 1000001 1000000
phase-30-150-0.86-0.76-0.78-1 1000000 1000000 1000001 1000000
phase-30-150-0.86-0.76-0.78-2 1000000 1000000 1000001 1000001
phase-30-150-0.86-0.76-0.78-3 1000000 1000000 1000001 1000001
phase-30-150-0.86-0.76-0.78-4 1000000 1000000 1000001 1000001
phase-30-150-0.86-0.76-0.78-5 1000000 1000000 1000001 1000001
