instance kdown james-cpp-max-down kdown-par/t32 james-cpp-max-down-par/t32
si4_m4Dr4_m625.03 221 3 44 10
si4_m4Dr4_m625.02 151 4 34 11
si4_m4Dr4_m1296.03 782 15 126 32
si4_m4Dr4_m1296.01 781 15 129 30
si4_m4Dr4_m1296.00 614 28 120 31
si4_m4Dr4_m1296.07 667 17 114 29
si4_m4Dr4_m1296.02 709 29 125 27
si4_m4Dr4_m1296.04 758 23 150 36
si4_m4Dr4_m1296.09 858 22 138 32
si4_m4Dr4_m1296.06 11067 48 146 30
si4_m4Dr4_m1296.08 675 22 128 31
si4_m4Dr4_m1296.05 6278 36 139 33
si2_r005_m400.05 4197 639 267 328
si2_r005_m400.06 1178 319 90 208
si2_r005_m400.08 4626 317 386 128
si2_r005_m400.02 117018 1041 6386 54
si2_r005_m400.03 5150 129 310 81
si2_r005_m400.00 3841 454 210 207
si2_r005_m400.07 10929 658 701 163
si2_r005_m400.09 4586 51 200 17
si2_r005_m400.04 10267 223 542 47
si2_r005_m400.01 2223 12 132 13
si2_b06m_m400.03 39 2 11 3
si2_b06m_m400.06 39 1 10 4
si2_b06m_m400.05 23 1 8 2
si2_b06m_m400.01 20 1 10 3
si2_b06m_m400.00 26 2 13 5
si2_b06m_m400.08 50 2 11 3
si2_b06m_m400.07 33 2 8 4
si2_b06m_m400.09 36 1 9 3
si2_b06m_m400.04 37 2 16 4
si2_b06m_m400.02 27 1 9 4
si6_r005_m600.02 28661 39 1102 40
si6_r005_m600.08 16692 10 723 19
si6_r005_m600.03 39465 19 1515 60
si6_r005_m600.05 56296 13 2022 44
si6_r005_m600.07 22597 33 886 14
si6_r005_m600.04 33675 13 1281 42
si6_r005_m600.06 52762 84 1928 16
si6_r005_m600.01 7222 7 306 13
si6_r005_m600.09 71268 6 2508 13
si6_r005_m600.00 13883 11 551 14
si6_r005_m200.02 103 3 20 4
si6_r005_m200.08 383 3 27 5
si6_r005_m200.09 378 2 20 4
si6_r005_m200.05 536 7 33 3
si6_r005_m200.03 176 2 18 4
si6_r005_m200.00 1372 8 86 7
si6_r005_m200.04 310 1 29 3
si6_r005_m200.07 175 2 15 3
si6_r005_m200.01 372 1 30 3
si6_r005_m200.06 147 2 11 4
si2_m4Dr6_m625.06 91 7 22 4
si2_m4Dr6_m625.08 137 7 18 7
si2_m4Dr6_m625.07 172 8 23 9
si2_m4Dr6_m625.03 111 10 28 7
si2_m4Dr6_m625.04 150 7 20 9
si2_m4Dr6_m625.05 93 4 17 7
si2_m4Dr6_m625.09 195 6 21 10
si2_m4Dr6_m625.01 210 15 16 9
si2_m4Dr6_m625.02 536 8 18 10
si2_m4Dr6_m625.00 57 3 20 7
si6_b03_m800.02 173 8 82 16
si6_b03_m800.04 174 8 75 15
si6_b03_m800.03 204 14 78 15
si6_b03_m800.05 204 12 77 15
si6_b03_m800.06 166 5 82 15
si6_b03_m800.01 173 9 83 15
si6_b03_m800.00 207 7 80 16
si6_b03_m800.07 162 6 79 15
si6_b03_m800.09 182 10 81 15
si6_b03_m800.08 142 11 79 15
si4_m4D_m1296.09 1112 18 143 40
si4_m4D_m1296.06 698 31 202 33
si4_m4D_m1296.05 783 21 138 33
si4_m4D_m1296.00 20133 471 5557 118
si4_m4D_m1296.03 20305 255 668 119
si4_m4D_m1296.04 2066 25 136 33
si4_m4D_m1296.08 1000002 1000005 882152 1000003
si4_m4D_m1296.02 4772 159 856 82
si4_m4D_m1296.01 2477 44 131 35
si4_m4D_m1296.07 511 13 111 35
si6_b03m_m400.03 117 2 22 4
si6_b03m_m400.01 111 5 32 7
si6_b03m_m400.09 74 1 39 5
si6_b03m_m400.08 96 1 45 7
si6_b03m_m400.07 106 3 27 5
si6_b03m_m400.02 119 4 32 5
si6_b03m_m400.05 97 2 33 5
si6_b03m_m400.00 64 2 55 7
si6_b03m_m400.06 73 2 35 7
si6_b03m_m400.04 77 3 34 5
si4_m4D_m256.07 26 2 13 3
si4_m4D_m256.06 18 1 14 4
si4_m4D_m256.05 21 1 13 6
si4_m4D_m256.08 34 2 14 5
si4_m4D_m256.04 44 2 9 4
si4_m4D_m256.09 42 3 15 6
si4_m4D_m256.02 21 1 13 4
si4_m4D_m256.00 47 3 13 7
si4_m4D_m256.03 29 1 11 4
si4_m4D_m256.01 23 2 16 6
si6_b06m_m800.07 272 17 78 19
si6_b06m_m800.04 381 8 70 17
si6_b06m_m800.01 416 8 78 18
si6_b06m_m800.00 344 17 78 18
si6_b06m_m800.05 374 10 77 19
si6_b06m_m800.08 336 17 73 19
si6_b06m_m800.09 337 10 77 18
si6_b06m_m800.02 379 6 81 17
si6_b06m_m800.03 359 10 75 17
si6_b06m_m800.06 357 16 74 16
si4_r001_m400.08 12481 6485 2005 68
si4_r001_m400.06 1000000 112901 20546 3900
si4_r001_m400.02 7180 8 179 11
si4_r001_m400.00 1444 42 145 8
si4_r001_m400.04 1000000 5162 77389 236
si4_r001_m400.03 100546 292 2874 33
si4_r001_m400.09 21152 1 704 3
si4_r001_m400.05 1000000 3940 262205 928
si4_r001_m400.01 328129 128 2092 3
si4_r001_m400.07 164897 307 3534 5
si2_m4Dr6_m1296.00 391 26 45 24
si2_m4Dr6_m1296.01 592 15 64 18
si2_m4Dr6_m1296.09 444 24 59 24
si2_m4Dr6_m1296.06 401 24 58 22
si2_m4Dr6_m1296.03 352 22 54 24
si2_m4Dr6_m1296.02 327 22 61 24
si2_m4Dr6_m1296.05 323 13 64 24
si2_m4Dr6_m1296.08 508 17 50 23
si2_m4Dr6_m1296.04 1926 20 59 29
si2_m4Dr6_m1296.07 1030 23 82 30
si2_b03_m800.07 71 7 18 9
si2_b03_m800.08 72 6 17 10
si2_b03_m800.04 49 5 22 12
si2_b03_m800.05 56 8 23 12
si2_b03_m800.09 50 8 17 11
si2_b03_m800.00 61 9 18 8
si2_b03_m800.02 53 6 21 12
si2_b03_m800.03 84 8 21 11
si2_b03_m800.01 68 3 19 11
si2_b03_m800.06 61 5 19 6
si4_b03m_m200.05 20 1 15 3
si4_b03m_m200.02 11 0 22 3
si4_b03m_m200.04 15 1 12 3
si4_b03m_m200.07 19 0 11 2
si4_b03m_m200.00 18 0 19 4
si4_b03m_m200.06 11 0 13 3
si4_b03m_m200.03 20 0 13 3
si4_b03m_m200.09 14 0 12 2
si4_b03m_m200.08 21 0 14 3
si4_b03m_m200.01 16 0 20 3
si2_b06m_m200.04 8 0 10 4
si2_b06m_m200.03 7 0 9 2
si2_b06m_m200.08 7 0 6 3
si2_b06m_m200.06 7 0 9 3
si2_b06m_m200.05 7 0 8 3
si2_b06m_m200.02 7 0 4 3
si2_b06m_m200.00 8 0 9 2
si2_b06m_m200.01 10 0 11 3
si2_b06m_m200.09 7 0 8 2
si2_b06m_m200.07 8 0 6 2
si6_m4Dr4_m625.05 256 11 50 13
si6_m4Dr4_m625.09 171 10 49 13
si6_m4Dr4_m625.04 251 5 51 13
si6_m4Dr4_m625.00 251 5 45 12
si6_m4Dr4_m625.08 195 5 53 13
si6_m4Dr4_m625.06 195 9 50 12
si6_m4Dr4_m625.01 313 15 72 15
si6_m4Dr4_m625.03 331 9 65 13
si6_m4Dr4_m625.07 245 8 53 13
si6_m4Dr4_m625.02 206 10 48 13
si4_b03_m200.06 6 0 8 3
si4_b03_m200.02 8 0 8 3
si4_b03_m200.07 10 0 9 4
si4_b03_m200.04 8 0 10 4
si4_b03_m200.03 9 0 9 3
si4_b03_m200.05 7 0 9 4
si4_b03_m200.09 8 0 8 3
si4_b03_m200.01 8 0 8 4
si4_b03_m200.00 7 0 8 3
si4_b03_m200.08 7 0 9 4
si2_b03_m400.03 17 1 9 5
si2_b03_m400.06 16 1 10 4
si2_b03_m400.07 14 1 10 5
si2_b03_m400.01 14 1 10 5
si2_b03_m400.05 20 2 10 5
si2_b03_m400.09 13 1 9 5
si2_b03_m400.02 20 1 11 5
si2_b03_m400.00 15 1 9 5
si2_b03_m400.08 15 2 10 5
si2_b03_m400.04 9 1 10 6
si4_b09_m200.02 9 0 8 4
si4_b09_m200.01 9 0 9 6
si4_b09_m200.00 10 0 8 7
si4_b09_m200.09 7 0 10 4
si4_b09_m200.08 7 0 11 4
si4_b09_m200.04 7 0 10 4
si4_b09_m200.06 10 0 8 5
si4_b09_m200.05 7 0 9 3
si4_b09_m200.07 7 0 7 4
si4_b09_m200.03 7 0 8 5
si4_m4Dr4_m256.05 29 1 12 4
si4_m4Dr4_m256.09 25 1 11 4
si4_m4Dr4_m256.01 23 1 13 5
si4_m4Dr4_m256.03 34 1 15 7
si4_m4Dr4_m256.06 35 1 13 5
si4_m4Dr4_m256.07 27 2 14 4
si4_m4Dr4_m256.00 33 1 13 5
si4_m4Dr4_m256.02 23 1 14 4
si4_m4Dr4_m256.08 24 1 11 3
si4_m4Dr4_m256.04 23 1 12 4
si2_m4D_m625.01 88 32 21 8
si2_m4D_m625.00 333 12 33 9
si2_m4D_m625.08 91 5 17 7
si2_m4D_m625.04 108 6 26 10
si2_m4D_m625.09 154 6 16 8
si2_m4D_m625.02 549 32 26 10
si2_m4D_m625.05 117 6 21 8
si2_m4D_m625.06 471 16 19 9
si2_m4D_m625.07 75 8 19 11
si2_m4D_m625.03 599 16 30 14
si4_b09_m800.03 111 7 47 14
si4_b09_m800.02 99 7 48 14
si4_b09_m800.09 91 4 52 15
si4_b09_m800.06 135 9 49 14
si4_b09_m800.04 137 4 52 14
si4_b09_m800.05 91 11 55 14
si4_b09_m800.00 93 10 54 14
si4_b09_m800.01 132 7 51 14
si4_b09_m800.07 122 7 48 17
si4_b09_m800.08 82 9 54 14
si2_m4Dr4_m256.05 19 1 10 8
si2_m4Dr4_m256.02 16 1 12 5
si2_m4Dr4_m256.00 42 1 11 8
si2_m4Dr4_m256.07 28 3 12 9
si2_m4Dr4_m256.03 96 9 11 8
si2_m4Dr4_m256.06 12 0 15 6
si2_m4Dr4_m256.04 72 9 17 7
si2_m4Dr4_m256.09 18 1 10 4
si2_m4Dr4_m256.01 12 0 9 4
si2_m4Dr4_m256.08 52 6 10 5
si6_m4Dr2_m256.04 36 1 16 5
si6_m4Dr2_m256.08 44 1 13 4
si6_m4Dr2_m256.00 36 1 13 5
si6_m4Dr2_m256.07 39 1 14 4
si6_m4Dr2_m256.01 48 1 17 6
si6_m4Dr2_m256.09 48 1 15 5
si6_m4Dr2_m256.03 37 1 14 5
si6_m4Dr2_m256.05 42 1 15 5
si6_m4Dr2_m256.02 45 1 18 5
si6_m4Dr2_m256.06 220 6 16 7
si6_b06_m800.00 167 8 83 16
si6_b06_m800.05 171 8 81 15
si6_b06_m800.02 118 6 78 15
si6_b06_m800.07 118 11 79 15
si6_b06_m800.08 181 5 85 16
si6_b06_m800.09 172 10 84 15
si6_b06_m800.06 165 5 83 16
si6_b06_m800.01 136 11 84 16
si6_b06_m800.04 201 8 84 19
si6_b06_m800.03 176 8 81 15
si4_b09m_m800.06 238 8 49 14
si4_b09m_m800.01 267 12 51 14
si4_b09m_m800.02 267 7 49 15
si4_b09m_m800.08 272 11 43 15
si4_b09m_m800.04 237 12 45 15
si4_b09m_m800.03 239 12 49 14
si4_b09m_m800.09 278 7 50 15
si4_b09m_m800.05 199 5 45 14
si4_b09m_m800.00 277 8 49 15
si4_b09m_m800.07 167 11 46 13
si2_b06_m800.04 73 8 22 12
si2_b06_m800.07 69 8 24 12
si2_b06_m800.02 63 8 22 12
si2_b06_m800.00 38 9 24 12
si2_b06_m800.03 61 13 22 12
si2_b06_m800.05 70 8 21 11
si2_b06_m800.09 72 5 22 11
si2_b06_m800.01 39 8 23 12
si2_b06_m800.08 66 6 21 11
si2_b06_m800.06 69 5 23 12
si6_m4D_m256.03 43 1 21 6
si6_m4D_m256.08 46 1 18 5
si6_m4D_m256.07 39 1 17 5
si6_m4D_m256.00 35 1 17 7
si6_m4D_m256.01 47 1 19 4
si6_m4D_m256.05 38 2 18 4
si6_m4D_m256.09 117 1 43 7
si6_m4D_m256.04 46 2 20 4
si6_m4D_m256.02 39 1 23 6
si6_m4D_m256.06 52 2 18 5
si2_b06m_m800.07 163 6 44 11
si2_b06m_m800.02 108 6 38 12
si2_b06m_m800.03 136 7 48 12
si2_b06m_m800.01 138 12 43 16
si2_b06m_m800.08 152 6 45 12
si2_b06m_m800.04 102 9 42 11
si2_b06m_m800.06 125 6 30 13
si2_b06m_m800.09 140 9 43 12
si2_b06m_m800.05 161 6 40 11
si2_b06m_m800.00 130 5 39 13
si4_b06m_m200.00 21 0 16 4
si4_b06m_m200.08 19 0 13 4
si4_b06m_m200.05 15 0 9 4
si4_b06m_m200.09 14 0 11 4
si4_b06m_m200.01 14 0 9 3
si4_b06m_m200.07 16 1 11 3
si4_b06m_m200.02 19 0 12 3
si4_b06m_m200.04 21 0 9 3
si4_b06m_m200.06 14 0 10 4
si4_b06m_m200.03 14 0 12 4
si6_r001_m400.09 3365 8 98 11
si6_r001_m400.05 442 46 46 12
si6_r001_m400.00 938 4 48 8
si6_r001_m400.04 1182 6 44 8
si6_r001_m400.07 404 5 43 10
si6_r001_m400.06 3512 4 146 5
si6_r001_m400.02 372 2 47 8
si6_r001_m400.03 1396 2 37 9
si6_r001_m400.08 220 3 42 9
si6_r001_m400.01 189 3 24 9
si6_m4D_m625.00 273 13 66 16
si6_m4D_m625.07 2554 13 810 18
si6_m4D_m625.05 2282 19 217 16
si6_m4D_m625.08 241 7 56 14
si6_m4D_m625.02 294 9 72 16
si6_m4D_m625.03 9562 81 388 92
si6_m4D_m625.04 325 10 62 16
si6_m4D_m625.09 8503 125 265 21
si6_m4D_m625.01 178 6 62 15
si6_m4D_m625.06 2511 33 246 18
si6_b09m_m800.02 312 11 73 19
si6_b09m_m800.09 308 9 68 18
si6_b09m_m800.04 353 12 69 19
si6_b09m_m800.07 411 19 46 17
si6_b09m_m800.00 307 12 74 19
si6_b09m_m800.05 261 19 67 17
si6_b09m_m800.03 372 13 72 19
si6_b09m_m800.01 385 16 63 19
si6_b09m_m800.06 367 12 70 19
si6_b09m_m800.08 325 17 68 20
si4_m4Dr6_m1296.01 718 21 114 32
si4_m4Dr6_m1296.07 1350 334 123 31
si4_m4Dr6_m1296.06 686 30 125 32
si4_m4Dr6_m1296.02 578 15 130 34
si4_m4Dr6_m1296.08 674 186 155 237
si4_m4Dr6_m1296.03 1018 17 134 33
si4_m4Dr6_m1296.00 1258 34 151 34
si4_m4Dr6_m1296.09 674 25 128 30
si4_m4Dr6_m1296.05 700 24 152 32
si4_m4Dr6_m1296.04 692 16 118 29
si2_b06_m400.09 16 2 11 6
si2_b06_m400.02 14 1 11 5
si2_b06_m400.00 17 1 12 4
si2_b06_m400.03 22 1 12 6
si2_b06_m400.07 14 1 9 4
si2_b06_m400.04 14 1 10 5
si2_b06_m400.05 15 1 10 7
si2_b06_m400.01 18 2 11 6
si2_b06_m400.08 17 2 9 6
si2_b06_m400.06 14 1 9 6
si4_r01_m200.01 307 154 46 87
si4_r01_m200.08 7087 262 678 4
si4_r01_m200.03 2477 4 226 9
si4_r01_m200.04 2298 1 195 7
si4_r01_m200.07 2194 8 184 11
si4_r01_m200.02 3654 126 225 13
si4_r01_m200.05 4863 82 345 15
si4_r01_m200.06 1139 3 77 18
si4_r01_m200.00 3720 79 325 4
si4_r01_m200.09 3178 58 197 11
si2_r001_m400.06 1000000 1000000 1000002 1000001
si2_r001_m400.08 1000000 61262 10707 464
si2_r001_m400.09 1000000 1000000 1000001 151716
si2_r001_m400.01 36952 10254 162 4
si2_r001_m400.03 109600 8208 12204 285
si2_r001_m400.04 1000000 663208 107866 56372
si2_r001_m400.05 1000000 159263 139410 4935
si2_r001_m400.02 1000000 1000000 1000002 35431
si2_r001_m400.00 37889 207 1072 12
si2_r001_m400.07 1000000 1000000 1000002 400970
si4_b03m_m800.03 274 5 50 9
si4_b03m_m800.05 278 14 55 16
si4_b03m_m800.06 187 9 91 11
si4_b03m_m800.01 180 5 47 12
si4_b03m_m800.08 263 7 69 11
si4_b03m_m800.09 186 10 75 11
si4_b03m_m800.00 283 4 64 11
si4_b03m_m800.02 244 7 74 12
si4_b03m_m800.07 245 7 89 13
si4_b03m_m800.04 224 9 72 12
si2_r01_m200.03 11515 52 1245 99
si2_r01_m200.00 1847 571 264 201
si2_r01_m200.05 596 270 90 180
si2_r01_m200.01 3531 21 399 147
si2_r01_m200.08 1010 456 104 206
si2_r01_m200.06 11291 41 989 281
si2_r01_m200.09 1535 1748 215 457
si2_r01_m200.02 4372 781 598 151
si2_r01_m200.07 3245 338 400 111
si2_r01_m200.04 655 216 56 160
si2_r01_m400.04 35090 2070 2001 639
si2_r01_m400.00 375423 3175 20207 82
si2_r01_m400.07 268522 350 16382 99
si2_r01_m400.09 62291 20572 2916 2237
si2_r01_m400.01 126032 549 8125 197
si2_r01_m400.03 27304 262 1139 65
si2_r01_m400.02 17017 10064 864 2108
si2_r01_m400.05 224849 5609 12770 808
si2_r01_m400.06 64607 276 3885 66
si2_r01_m400.08 78124 1409 4224 41
si4_m4D_m625.09 209 10 28 9
si4_m4D_m625.03 308 5 35 10
si4_m4D_m625.07 840 140 143 13
si4_m4D_m625.02 1034 6 395 9
si4_m4D_m625.00 166 8 26 6
si4_m4D_m625.01 18049 1405 390 13
si4_m4D_m625.04 165 5 20 9
si4_m4D_m625.06 200 7 27 6
si4_m4D_m625.08 301 14 121 26
si4_m4D_m625.05 169 7 31 10
si6_m4Dr6_m256.05 38 2 11 5
si6_m4Dr6_m256.04 42 2 10 4
si6_m4Dr6_m256.03 25 1 13 4
si6_m4Dr6_m256.02 41 1 14 5
si6_m4Dr6_m256.08 36 2 11 4
si6_m4Dr6_m256.00 37 1 9 3
si6_m4Dr6_m256.09 22 1 12 4
si6_m4Dr6_m256.07 36 1 12 4
si6_m4Dr6_m256.06 38 2 12 4
si6_m4Dr6_m256.01 44 1 11 4
si6_b09_m400.07 45 2 29 7
si6_b09_m400.03 58 2 27 7
si6_b09_m400.04 50 2 26 6
si6_b09_m400.06 57 4 26 6
si6_b09_m400.05 55 2 29 7
si6_b09_m400.09 45 2 28 6
si6_b09_m400.02 54 2 25 9
si6_b09_m400.01 38 3 25 6
si6_b09_m400.08 45 2 29 6
si6_b09_m400.00 56 4 28 7
si6_b06_m400.03 42 2 27 6
si6_b06_m400.08 34 3 26 6
si6_b06_m400.07 53 2 26 8
si6_b06_m400.04 45 3 25 6
si6_b06_m400.05 47 2 27 6
si6_b06_m400.06 34 3 25 8
si6_b06_m400.02 45 1 27 6
si6_b06_m400.01 53 2 26 6
si6_b06_m400.00 46 3 27 6
si6_b06_m400.09 63 3 26 6
si6_b03m_m200.04 17 0 17 4
si6_b03m_m200.07 23 1 19 3
si6_b03m_m200.08 24 0 18 5
si6_b03m_m200.02 26 0 14 2
si6_b03m_m200.03 23 0 21 3
si6_b03m_m200.06 32 1 16 3
si6_b03m_m200.01 30 0 14 3
si6_b03m_m200.09 24 0 15 3
si6_b03m_m200.00 23 0 24 6
si6_b03m_m200.05 31 1 15 4
si4_b06_m800.04 108 7 46 15
si4_b06_m800.00 136 5 41 12
si4_b06_m800.08 124 5 45 14
si4_b06_m800.05 118 6 43 14
si4_b06_m800.03 99 5 47 13
si4_b06_m800.06 125 9 43 13
si4_b06_m800.07 144 6 46 13
si4_b06_m800.01 91 5 47 13
si4_b06_m800.02 77 4 49 15
si4_b06_m800.09 91 10 46 14
si6_b09m_m200.07 22 1 11 3
si6_b09m_m200.06 29 0 12 3
si6_b09m_m200.01 25 1 12 4
si6_b09m_m200.08 30 1 14 4
si6_b09m_m200.00 29 0 10 4
si6_b09m_m200.09 28 1 13 3
si6_b09m_m200.02 23 1 10 3
si6_b09m_m200.05 20 1 11 4
si6_b09m_m200.03 21 1 13 5
si6_b09m_m200.04 22 1 12 4
si4_b09m_m400.07 74 2 18 6
si4_b09m_m400.06 46 3 17 5
si4_b09m_m400.00 61 3 16 4
si4_b09m_m400.08 63 2 17 6
si4_b09m_m400.04 56 2 20 5
si4_b09m_m400.09 47 3 18 5
si4_b09m_m400.02 61 3 17 5
si4_b09m_m400.03 62 4 19 6
si4_b09m_m400.01 39 1 18 6
si4_b09m_m400.05 77 3 19 5
si6_m4Dr4_m1296.03 1030 36 169 39
si6_m4Dr4_m1296.06 976 38 175 38
si6_m4Dr4_m1296.04 816 20 176 40
si6_m4Dr4_m1296.01 1082 24 167 38
si6_m4Dr4_m1296.09 1140 30 172 39
si6_m4Dr4_m1296.02 870 18 175 38
si6_m4Dr4_m1296.08 937 30 183 39
si6_m4Dr4_m1296.05 2200 19 199 38
si6_m4Dr4_m1296.07 836 19 169 37
si6_m4Dr4_m1296.00 1099 21 169 37
si6_b06_m200.09 7 1 12 4
si6_b06_m200.03 16 0 10 4
si6_b06_m200.05 7 0 12 4
si6_b06_m200.00 8 0 12 3
si6_b06_m200.08 11 0 12 6
si6_b06_m200.02 15 0 10 3
si6_b06_m200.06 11 0 13 3
si6_b06_m200.04 11 0 13 4
si6_b06_m200.01 11 0 11 4
si6_b06_m200.07 15 0 10 3
si4_m4Dr6_m625.02 191 8 33 10
si4_m4Dr6_m625.06 343 8 36 13
si4_m4Dr6_m625.03 140 6 39 11
si4_m4Dr6_m625.07 301 11 39 10
si4_m4Dr6_m625.08 181 3 36 12
si4_m4Dr6_m625.09 158 6 38 10
si4_m4Dr6_m625.00 105 3 34 9
si4_m4Dr6_m625.01 223 10 33 10
si4_m4Dr6_m625.05 139 5 34 10
si4_m4Dr6_m625.04 119 45 52 20
si6_b06m_m200.09 26 0 15 3
si6_b06m_m200.02 23 0 15 3
si6_b06m_m200.05 23 0 12 3
si6_b06m_m200.00 29 0 12 6
si6_b06m_m200.07 22 0 12 4
si6_b06m_m200.04 20 0 10 4
si6_b06m_m200.08 23 0 13 4
si6_b06m_m200.06 27 1 13 4
si6_b06m_m200.03 22 0 12 3
si6_b06m_m200.01 22 0 11 6
si6_m4Dr4_m256.05 84 2 19 6
si6_m4Dr4_m256.03 65 2 19 6
si6_m4Dr4_m256.02 35 1 13 5
si6_m4Dr4_m256.01 50 1 16 5
si6_m4Dr4_m256.08 38 1 14 4
si6_m4Dr4_m256.09 36 1 23 5
si6_m4Dr4_m256.07 49 1 17 4
si6_m4Dr4_m256.06 52 3 20 7
si6_m4Dr4_m256.04 85 2 15 6
si6_m4Dr4_m256.00 59 3 15 5
si4_r001_m600.01 112227 129 3148 32
si4_r001_m600.08 552560 228 18565 45
si4_r001_m600.02 80928 278 2328 7
si4_r001_m600.07 19282 33 976 15
si4_r001_m600.05 1010 8 68 6
si4_r001_m600.06 72286 236 1949 8
si4_r001_m600.00 285688 49 9754 8
si4_r001_m600.04 3344 81 45 10
si4_r001_m600.09 25543 35 1077 9
si4_r001_m600.03 1000000 1208 161051 626
si2_b09m_m200.08 7 0 5 1
si2_b09m_m200.06 7 0 6 2
si2_b09m_m200.03 8 0 5 2
si2_b09m_m200.09 5 0 4 2
si2_b09m_m200.04 6 0 5 2
si2_b09m_m200.00 9 0 5 2
si2_b09m_m200.01 7 0 5 2
si2_b09m_m200.05 7 0 4 1
si2_b09m_m200.07 8 0 5 2
si2_b09m_m200.02 7 0 5 3
si6_b03_m200.01 11 0 8 3
si6_b03_m200.03 7 0 8 3
si6_b03_m200.04 8 0 8 3
si6_b03_m200.08 11 1 8 4
si6_b03_m200.07 11 0 10 3
si6_b03_m200.09 11 0 9 2
si6_b03_m200.05 11 0 8 2
si6_b03_m200.02 7 0 9 3
si6_b03_m200.06 8 0 10 2
si6_b03_m200.00 11 0 9 3
si6_b09_m200.09 11 0 7 4
si6_b09_m200.06 7 0 11 4
si6_b09_m200.08 11 1 10 3
si6_b09_m200.03 16 0 10 3
si6_b09_m200.00 10 0 10 3
si6_b09_m200.02 17 2 12 5
si6_b09_m200.07 11 1 9 3
si6_b09_m200.04 11 0 10 3
si6_b09_m200.01 11 0 10 3
si6_b09_m200.05 14 0 11 6
g10-g11 1000000 1000000 1000001 719185
g10-g12 1000000 1000000 1000001 403204
g10-g13 1000000 1000000 1000001 1000001
g10-g14 1000000 1000000 1000001 1000001
g10-g15 1000000 1000000 1000002 1000002
g10-g16 1000000 1000000 1000001 1000001
g10-g20 1000000 1000000 1000001 1000001
g10-g21 15847 767 2341 503
g10-g22 1000000 1000000 1000001 1000000
g10-g23 1000000 1000000 1000002 1000001
g10-g25 1000000 1000000 1000001 1000001
g10-g26 1000000 1000000 1000001 1000001
g10-g27 1000000 1000000 1000001 1000001
g10-g28 1000000 1000000 1000002 1000002
g10-g29 1000000 1000000 1000001 1000001
g10-g30 1000000 1000000 1000001 1000001
g10-g31 1000000 1000000 1000001 1000001
g10-g32 3343 1386 481 991
g10-g33 1000000 1000000 1000001 468202
g10-g37 1000000 1000000 1000001 1000001
g10-g38 1000000 1000000 1000001 1000003
g10-g40 1000000 1000000 1000001 1000003
g10-g41 1000000 1000000 1000001 26787
g10-g42 1000000 1000000 1000001 347920
g10-g43 1000000 1000000 1000001 1000001
g10-g44 1000000 1000000 1000001 1000001
g10-g45 1000000 1000000 1000001 1000001
g10-g46 1000000 1000000 1000001 1000001
g10-g47 1000000 1000000 1000001 1000001
g10-g48 1000000 1000000 1000001 1000001
g10-g49 1000000 1000000 1000001 1000001
g10-g50 1000000 1000000 1000001 1000001
g11-g12 1000000 1000000 1000001 408174
g11-g13 1000000 1000000 1000001 1000002
g11-g14 1000000 1000000 1000001 1000001
g11-g15 1000000 1000000 1000001 1000001
g11-g16 1000000 1000000 1000001 1000001
g11-g20 1000000 1000000 1000001 1000003
g11-g21 58480 4686 14955 2499
g11-g22 1000000 1000000 1000001 1000001
g11-g23 1000000 1000000 1000001 1000002
g11-g25 1000000 1000000 1000001 1000002
g11-g26 1000000 1000000 1000002 1000001
g11-g27 1000000 1000000 1000001 1000002
g11-g28 1000000 1000000 1000001 1000001
g11-g29 1000000 1000000 1000001 1000001
g11-g30 1000000 1000000 1000001 1000001
g11-g31 1000000 1000000 1000001 1000001
g11-g32 3319 958 435 658
g11-g33 1000000 1000000 1000001 1000003
g11-g37 1000000 1000000 1000001 1000001
g11-g38 1000000 1000000 1000001 1000001
g11-g40 1000000 1000000 1000001 1000003
g11-g41 1000000 1000000 1000001 1000001
g11-g42 1000000 1000000 1000001 1000001
g11-g43 1000000 1000000 1000001 1000001
g11-g44 1000000 1000000 1000001 1000001
g11-g45 1000000 1000000 1000001 1000001
g11-g46 1000000 1000000 1000001 1000001
g11-g47 1000000 1000000 1000001 1000001
g11-g48 1000000 1000000 1000001 1000001
g11-g49 1000000 1000000 1000001 1000001
g11-g50 1000000 1000000 1000001 1000001
g12-g20 1000000 1000000 1000001 1000001
g12-g21 1000000 101725 328269 33224
g12-g23 1000000 1000000 1000004 1000001
g12-g26 1000000 1000000 1000002 1000001
g12-g27 1000000 1000000 238331 75601
g12-g29 1000000 1000000 1000001 1000002
g12-g30 1000000 1000000 1000001 1000001
g12-g31 1000000 1000000 1000001 1000003
g12-g32 29989 3860 2145 2405
g12-g38 1000000 1000000 1000001 1000003
g12-g40 1000000 1000000 1000001 1000003
g12-g43 1000000 1000000 1000005 1000001
g12-g44 1000000 1000000 992392 24019
g12-g45 1000000 232529 1000001 23222
g12-g46 1000000 1000000 1000004 34198
g12-g47 1000000 1000000 1000001 23592
g12-g48 1000000 1000000 1000001 1000001
g12-g50 1000000 1000000 1000002 1000005
g13-g15 2 0 4 1
g13-g20 1000000 1000000 1000001 1000001
g13-g21 88491 5249 11888 588
g13-g23 1000000 1000000 1000002 1000002
g13-g25 1000000 1000000 1000002 1000003
g13-g26 1000000 1000000 1000001 1000001
g13-g27 1000000 1000000 1000001 1000003
g13-g29 1000000 1000000 1000001 1000003
g13-g30 1000000 1000000 1000001 1000001
g13-g31 1000000 1000000 1000001 1000003
