instance clique james-cpp-max clique-par/t8 clique-par/t16 clique-par/t32 clique-par/t64 clique-par/t32r james-cpp-max-par/t8 james-cpp-max-par/t16 james-cpp-max-par/t32 clique-cilk/t32 clique-cilk/t32r james-cpp-max-par/t32r clique-par/t4 clique-par/t2 clique-prime clique-prime-par/t32 james-cpp-max-prime james-cpp-max-prime-par/t32
mcs70_m2D_s70_AB09 30 130 25 27 26 30 30 87 83 75 39 45 89 22 22 23 29 118 65
mcs70_m2D_s80_AB00 78 58164 53 52 57 67 57 40155 39684 41692 67 64 39561 54 60 78 57 58761 39754
mcs70_m2D_s80_AB01 65 2515 47 46 53 57 53 402 354 379 56 60 395 46 51 64 54 2525 274
mcs70_m2D_s80_AB02 431 20263 131 107 110 120 103 16528 16608 16387 80 103 16409 148 236 433 115 20272 15894
mcs70_m2D_s80_AB03 73 52101 45 43 51 55 55 58422 57047 57717 51 51 57581 47 56 73 50 52262 60478
mcs70_m2D_s80_AB04 64 18118 49 50 53 51 56 8723 8716 8828 60 57 8200 51 53 65 51 18384 8856
mcs70_m2D_s80_AB05 47 6802 40 45 43 51 44 4539 4473 3971 67 60 4161 41 42 46 46 6812 4082
mcs70_m2D_s80_AB06 227 100000 73 80 77 86 73 100000 100000 100001 64 83 100001 88 133 239 78 100000 100001
mcs70_m2D_s80_AB07 140 2463 58 54 63 71 59 4081 3892 4062 67 79 4121 64 87 138 64 2477 4074
mcs70_m2D_s80_AB08 247 8520 64 60 64 72 69 7943 8231 8111 68 68 8152 79 107 113 64 8534 8166
mcs70_m2D_s80_AB09 184 42615 67 61 69 80 67 7985 7738 7846 75 63 17583 79 115 183 68 10880 7980
mcs70_m2D_s90_AB00 343 52532 135 128 110 134 113 37982 37887 38102 100 96 35761 144 199 341 111 52324 37862
mcs70_m2D_s90_AB01 256 100000 119 111 113 108 115 20475 14511 20841 109 107 20765 120 169 250 109 65348 20553
mcs70_m2D_s90_AB02 486 33297 81 78 76 81 83 6671 7455 7090 102 95 6732 79 194 119 83 13725 7565
mcs70_m2D_s90_AB03 2455 16497 87 82 94 87 91 12040 11895 12005 116 113 12071 94 93 129 92 16245 12152
mcs70_m2D_s90_AB04 562 11656 184 195 171 189 196 5157 4218 5397 142 131 5406 223 319 571 177 2625 1208
mcs70_m2D_s90_AB05 12523 63640 94 89 93 91 94 33560 33480 43953 114 100 33344 119 145 230 92 62119 43143
mcs70_m2D_s90_AB06 118 3668 73 71 76 86 74 765 720 787 86 88 705 75 84 101 75 990 868
mcs70_m2D_s90_AB07 824 1758 86 83 88 99 84 1240 1144 1218 119 112 1233 213 498 156 90 1738 1253
mcs70_m2D_s90_AB08 148 10667 93 93 94 94 94 12452 12506 12967 89 89 12642 96 112 148 91 10468 12352
mcs70_m2D_s90_AB09 145 27442 98 91 103 104 103 18626 15178 18416 108 96 18565 96 111 159 96 26870 19147
mcs70_m2Dr2_s100_AB00 27 100000 28 33 33 32 35 58777 58297 51106 36 35 59331 27 28 27 32 100000 53651
mcs70_m2Dr2_s100_AB01 26 51902 28 29 30 32 30 52061 52218 52031 41 49 44945 26 26 25 31 51373 52331
mcs70_m2Dr2_s100_AB02 53 16713 36 40 42 38 39 13679 16239 12835 54 46 10636 35 36 52 43 16506 13867
mcs70_m2Dr2_s100_AB03 37 38108 32 37 35 40 37 60993 61295 60159 50 52 58816 33 35 37 38 37609 60922
mcs70_m2Dr2_s100_AB04 35 4402 35 39 40 38 42 4337 4897 4495 50 53 4410 33 34 35 43 981 971
mcs70_m2Dr2_s100_AB05 45 5533 40 44 45 47 44 5048 4841 4716 60 56 4765 38 41 45 44 5821 4929
mcs70_m2Dr2_s100_AB06 58 89859 39 37 40 54 43 98703 98630 98887 47 43 98709 39 44 78 41 89257 98458
mcs70_m2Dr2_s100_AB07 52 100000 34 37 38 39 42 100000 100000 100001 49 58 100001 37 41 52 43 100000 100001
mcs70_m2Dr2_s100_AB08 62 52252 35 37 43 39 41 45881 43573 44065 63 57 49293 38 46 62 46 52884 48210
mcs70_m2Dr2_s100_AB09 170 75678 60 72 65 64 65 68634 65772 65002 77 67 65199 73 103 169 67 75232 68689
mcs70_m2Dr2_s15_AB00 2 0 4 5 5 8 6 1 2 5 23 14 4 2 2 2 6 0 4
mcs70_m2Dr2_s15_AB01 2 0 4 5 6 7 6 1 2 5 31 10 5 2 3 2 4 0 5
mcs70_m2Dr2_s15_AB02 1 0 3 4 6 7 6 1 2 3 42 24 4 2 2 1 4 0 3
mcs70_m2Dr2_s15_AB03 1 0 3 5 5 7 6 1 2 4 19 11 4 2 2 1 6 0 4
mcs70_m2Dr2_s15_AB04 1 0 2 5 6 7 5 2 2 5 39 11 7 2 2 1 6 0 5
mcs70_m2Dr2_s15_AB05 1 0 4 4 6 8 5 1 3 6 22 11 5 2 2 1 5 0 5
mcs70_m2Dr2_s15_AB06 1 0 3 4 5 7 5 1 1 3 23 43 3 2 2 1 6 0 3
mcs70_m2Dr2_s15_AB07 1 0 4 4 5 7 6 1 2 5 25 12 8 2 2 1 4 0 3
mcs70_m2Dr2_s15_AB08 1 0 3 4 4 6 5 1 2 4 12 18 3 2 1 1 4 0 4
mcs70_m2Dr2_s15_AB09 2 0 4 5 5 6 5 1 2 4 13 21 4 2 1 1 6 0 5
mcs70_m2Dr2_s25_AB00 4 0 6 7 8 9 8 1 2 5 24 23 5 5 5 4 9 0 4
mcs70_m2Dr2_s25_AB01 3 0 6 7 7 8 7 1 3 5 20 16 6 4 4 3 8 0 6
mcs70_m2Dr2_s25_AB02 3 0 6 7 8 9 7 1 3 6 23 26 6 4 4 3 7 0 4
mcs70_m2Dr2_s25_AB03 4 0 6 9 9 10 8 1 2 4 38 43 4 5 5 4 8 0 4
mcs70_m2Dr2_s25_AB04 4 0 7 7 7 10 8 1 3 5 22 14 5 5 4 4 9 0 5
mcs70_m2Dr2_s25_AB05 5 0 8 8 10 11 9 1 2 4 23 14 5 6 5 5 9 0 4
mcs70_m2Dr2_s25_AB06 4 1 5 7 7 8 8 1 2 4 14 21 4 5 4 3 6 0 4
mcs70_m2Dr2_s25_AB07 4 1 6 8 8 10 8 1 3 4 28 13 5 5 4 4 8 0 5
mcs70_m2Dr2_s25_AB08 4 0 6 8 8 9 8 2 3 6 13 25 5 4 4 4 8 0 5
mcs70_m2Dr2_s25_AB09 4 0 7 7 8 10 8 2 2 6 28 25 5 4 4 3 8 0 4
mcs70_m2Dr2_s35_AB00 4 4 7 8 8 11 9 1 2 4 30 24 4 5 5 5 10 0 4
mcs70_m2Dr2_s35_AB01 5 1 6 8 8 11 8 1 2 4 13 14 4 6 5 5 9 1 5
mcs70_m2Dr2_s35_AB02 5 0 6 8 8 10 8 1 2 4 17 23 4 5 5 4 9 1 4
mcs70_m2Dr2_s35_AB03 5 0 8 10 11 9 8 1 2 3 15 23 4 5 5 5 11 0 3
mcs70_m2Dr2_s35_AB04 5 0 6 8 9 10 9 1 2 5 13 15 4 6 5 5 8 0 3
mcs70_m2Dr2_s35_AB05 4 0 6 8 7 8 9 0 1 2 15 24 2 5 4 5 9 0 2
mcs70_m2Dr2_s35_AB06 7 2 8 8 8 11 11 1 2 4 13 21 4 6 5 5 11 1 4
mcs70_m2Dr2_s35_AB07 4 0 7 6 9 10 7 1 2 5 23 21 4 5 4 5 7 0 3
mcs70_m2Dr2_s35_AB08 6 0 7 8 11 11 9 1 2 3 24 15 3 7 6 7 10 0 3
mcs70_m2Dr2_s35_AB09 4 0 7 7 8 10 8 1 1 4 16 14 3 5 5 4 8 0 4
mcs70_m2Dr2_s40_AB00 8 2 10 11 11 16 11 6 6 7 18 18 7 9 9 8 14 2 7
mcs70_m2Dr2_s40_AB01 8 13 10 11 11 14 14 15 17 19 36 32 20 9 8 8 12 3 6
mcs70_m2Dr2_s40_AB02 9 5 11 11 12 14 12 5 6 7 35 34 8 9 9 8 12 8 7
mcs70_m2Dr2_s40_AB03 8 1 10 11 12 12 11 1 3 6 16 28 4 8 8 9 12 2 4
mcs70_m2Dr2_s40_AB04 12 10 12 14 15 18 16 5 5 6 39 35 6 11 11 15 16 15 6
mcs70_m2Dr2_s40_AB05 8 2 11 11 12 13 12 1 2 4 33 16 5 9 9 9 12 3 4
mcs70_m2Dr2_s40_AB06 14 3 15 16 18 18 17 6 8 9 23 29 8 14 14 15 18 4 9
mcs70_m2Dr2_s40_AB07 7 4 10 9 11 14 10 2 3 5 24 15 5 8 7 7 11 7 4
mcs70_m2Dr2_s40_AB08 9 7 10 11 10 12 13 4 4 7 33 26 6 10 8 8 13 12 5
mcs70_m2Dr2_s40_AB09 8 2 10 13 13 15 12 3 4 5 60 31 5 8 8 10 12 1 5
mcs70_m2Dr2_s50_AB00 36 7 24 30 27 28 28 2 3 5 42 46 5 23 23 23 28 6 5
mcs70_m2Dr2_s50_AB01 26 12 29 34 32 32 30 17 18 19 46 57 22 27 26 26 32 12 19
mcs70_m2Dr2_s50_AB02 32 30 26 30 28 31 27 28 31 24 34 39 32 26 25 24 27 19 32
mcs70_m2Dr2_s50_AB03 34 21 28 28 31 32 30 8 9 12 42 41 10 26 26 32 32 4 11
mcs70_m2Dr2_s50_AB04 23 2 25 28 26 28 28 3 4 7 39 34 7 23 23 23 29 2 7
mcs70_m2Dr2_s50_AB05 22 36 23 27 25 27 26 6 8 10 53 40 9 21 22 28 25 28 9
mcs70_m2Dr2_s50_AB06 25 16 25 27 27 29 29 3 4 5 45 40 6 25 24 25 28 2 4
mcs70_m2Dr2_s50_AB07 140 99 28 28 32 30 35 36 38 40 45 41 41 26 27 27 34 48 36
mcs70_m2Dr2_s50_AB08 21 37 23 24 27 25 24 10 11 13 41 36 13 19 21 21 27 5 10
mcs70_m2Dr2_s50_AB09 22 1 24 26 27 29 27 2 3 6 55 40 5 22 23 22 28 1 6
mcs70_m2Dr2_s60_AB00 14 440 18 18 23 20 17 257 265 203 39 35 260 15 14 14 18 118 79
mcs70_m2Dr2_s60_AB01 13 189 14 15 17 20 17 450 451 434 29 38 450 13 13 13 18 244 406
mcs70_m2Dr2_s60_AB02 12 357 13 14 16 16 15 191 190 190 38 32 182 13 12 12 17 381 174
mcs70_m2Dr2_s60_AB03 13 303 14 13 13 16 13 144 136 100 26 34 145 11 10 10 14 66 50
mcs70_m2Dr2_s60_AB04 12 175 14 15 14 15 14 101 100 119 51 31 105 12 11 12 17 173 116
mcs70_m2Dr2_s60_AB05 15 107 20 19 20 20 19 203 190 184 26 36 187 15 15 14 21 105 134
mcs70_m2Dr2_s60_AB06 12 214 14 14 14 19 16 134 124 138 37 33 141 12 12 12 16 212 139
mcs70_m2Dr2_s60_AB07 13 57 13 17 15 17 16 45 43 39 30 29 47 12 12 12 18 57 49
mcs70_m2Dr2_s60_AB08 14 133 16 16 18 17 20 108 82 83 32 34 88 14 14 14 19 169 85
mcs70_m2Dr2_s60_AB09 16 49 16 15 15 17 16 72 70 68 45 37 72 14 13 13 17 36 50
mcs70_m2Dr2_s70_AB00 29 79 25 27 27 30 25 58 51 53 36 46 61 23 22 23 29 58 62
mcs70_m2Dr2_s70_AB01 27 94 26 29 32 32 31 171 166 165 53 71 171 26 27 28 32 92 175
mcs70_m2Dr2_s70_AB02 27 45 27 30 29 31 34 73 72 70 48 44 71 27 26 33 29 44 77
mcs70_m2Dr2_s70_AB03 24 287 26 26 28 32 28 278 265 267 60 40 262 24 23 24 29 296 267
mcs70_m2Dr2_s70_AB04 20 18 22 25 29 27 25 30 30 31 43 33 31 22 21 21 27 18 31
mcs70_m2Dr2_s70_AB05 24 146 25 27 27 28 25 39 37 35 33 46 40 22 23 24 28 55 35
mcs70_m2Dr2_s70_AB06 25 102 28 27 28 29 30 145 146 148 36 46 150 25 24 31 29 122 137
mcs70_m2Dr2_s70_AB07 35 563 33 36 38 39 36 352 350 312 48 57 353 33 34 45 38 644 352
mcs70_m2Dr2_s70_AB08 31 3520 30 32 33 32 29 2465 2477 2335 43 48 2592 30 29 31 34 1702 1536
mcs70_m2Dr2_s70_AB09 20 49 22 22 24 27 23 47 45 42 38 47 47 21 20 20 26 47 46
mcs70_m2Dr2_s80_AB00 215 42151 63 51 60 63 56 32005 31549 31284 56 53 31219 71 106 176 57 42519 31568
mcs70_m2Dr2_s80_AB01 214 26570 98 95 93 94 93 73095 73957 68961 85 87 72185 110 138 213 96 26832 72878
mcs70_m2Dr2_s80_AB02 49 1028 44 43 49 54 49 1431 1399 1394 56 55 1411 44 43 48 50 1026 1402
mcs70_m2Dr2_s80_AB03 876 15680 59 52 56 59 57 16377 16319 16612 62 73 16584 61 222 122 63 15697 16506
mcs70_m2Dr2_s80_AB04 148 100000 58 53 58 64 60 44308 31267 13888 64 64 13881 67 93 147 57 22133 13990
mcs70_m2Dr2_s80_AB05 182 69327 67 61 66 72 73 11844 11950 11885 65 62 12056 78 111 188 67 31008 11916
mcs70_m2Dr2_s80_AB06 122 79976 58 56 58 65 63 73415 74171 73757 70 61 73211 64 83 123 61 62365 73309
mcs70_m2Dr2_s80_AB07 86 11842 52 52 59 61 56 2438 2410 3043 62 61 2467 62 70 76 52 3418 2533
mcs70_m2Dr2_s80_AB08 526 3883 42 46 47 60 47 4109 4116 4044 46 56 4123 43 47 57 49 3932 4101
mcs70_m2Dr2_s80_AB09 45 819 40 43 44 49 46 774 767 750 75 56 729 41 42 45 45 708 732
mcs70_m2Dr2_s90_AB00 71 3911 66 71 67 75 67 6219 4501 6216 82 87 5524 65 66 72 71 3851 4938
mcs70_m2Dr2_s90_AB01 134 56696 95 93 99 98 98 30027 29711 30019 95 95 28020 99 109 148 91 30136 28303
mcs70_m2Dr2_s90_AB02 102 9763 77 77 81 86 84 15634 15748 15576 90 91 15804 78 82 101 85 9486 15743
mcs70_m2Dr2_s90_AB03 126 7004 74 73 79 80 81 7488 7575 7518 78 95 7695 86 91 126 82 6841 7497
mcs70_m2Dr2_s90_AB04 141 1057 94 95 95 97 89 1060 1061 1058 95 94 1057 93 106 140 91 1040 1087
mcs70_m2Dr2_s90_AB05 533 43757 168 152 137 137 137 52671 45383 51198 127 128 51785 198 300 529 136 42701 52148
mcs70_m2Dr2_s90_AB06 92 12237 72 73 79 77 78 6653 6261 6022 94 86 6579 76 77 92 77 828 988
mcs70_m2Dr2_s90_AB07 83 11209 76 76 76 83 84 8832 8689 8735 96 83 8801 81 75 82 75 10906 8772
mcs70_m2Dr2_s90_AB08 340 20765 128 110 112 123 118 71088 73149 55556 104 105 72056 157 208 337 111 19696 70300
mcs70_m2Dr2_s90_AB09 19598 24026 85 83 87 93 91 34770 34818 34778 103 112 34773 85 9190 116 89 23269 34666
mcs70_m2Dr4_s100_AB00 40 4188 42 43 46 49 43 3867 3348 3785 55 65 3724 41 40 40 43 4075 3810
mcs70_m2Dr4_s100_AB01 33 35601 31 34 35 39 38 31839 31725 30486 60 67 31862 31 31 42 35 34955 31785
mcs70_m2Dr4_s100_AB02 29 17509 27 31 28 30 29 20146 21228 21144 42 44 21393 27 27 27 31 17284 21367
mcs70_m2Dr4_s100_AB03 38 16163 38 39 43 41 40 22732 22820 22825 45 54 23156 36 38 38 41 4382 7538
mcs70_m2Dr4_s100_AB04 42 29370 35 36 38 37 38 33972 35687 32967 57 43 30535 36 35 41 40 16063 20671
mcs70_m2Dr4_s100_AB05 27 26355 29 29 29 32 31 18061 18049 18149 47 43 18140 26 26 26 31 9732 8538
mcs70_m2Dr4_s100_AB06 28 46901 29 34 33 32 32 92854 93163 93527 47 47 94039 29 28 28 31 46454 89534
mcs70_m2Dr4_s100_AB07 47 71472 39 40 46 47 43 100000 100000 100001 65 59 100000 39 41 46 40 71312 100001
mcs70_m2Dr4_s100_AB08 42 87220 35 36 40 44 39 100000 100001 100001 52 51 100001 35 37 41 40 43802 28649
mcs70_m2Dr4_s100_AB09 44 8950 35 36 37 42 43 21647 23445 23375 48 50 23446 34 36 43 40 8901 23564
mcs70_m2Dr4_s15_AB00 1 0 4 4 5 8 5 1 2 4 17 19 5 2 1 1 5 0 4
mcs70_m2Dr4_s15_AB01 1 0 3 4 5 8 6 1 2 3 10 18 4 3 1 1 6 0 4
mcs70_m2Dr4_s15_AB02 1 0 3 4 5 7 5 1 2 4 35 9 4 1 1 1 6 0 4
mcs70_m2Dr4_s15_AB03 1 0 3 5 5 8 6 2 3 6 10 40 7 2 2 1 5 0 5
mcs70_m2Dr4_s15_AB04 1 0 2 5 5 7 6 1 2 4 18 24 4 2 2 1 5 0 4
mcs70_m2Dr4_s15_AB05 2 0 4 5 6 8 7 1 2 5 12 25 4 2 2 2 6 0 4
mcs70_m2Dr4_s15_AB06 2 0 4 4 7 8 6 1 2 3 22 29 4 2 2 2 6 0 3
mcs70_m2Dr4_s15_AB07 2 0 5 5 6 7 6 1 1 3 13 15 3 3 3 2 5 0 2
mcs70_m2Dr4_s15_AB08 1 0 4 5 5 6 5 1 2 4 14 17 5 3 2 1 3 0 5
mcs70_m2Dr4_s15_AB09 1 0 3 5 5 7 5 1 2 4 10 11 6 2 2 1 6 0 4
mcs70_m2Dr4_s25_AB00 4 0 6 6 8 8 9 1 2 5 26 14 5 5 4 4 8 0 5
mcs70_m2Dr4_s25_AB01 3 0 5 6 7 9 7 1 2 5 18 28 5 3 3 3 6 0 4
mcs70_m2Dr4_s25_AB02 5 1 8 9 8 11 9 1 2 5 28 29 5 6 5 4 9 0 5
mcs70_m2Dr4_s25_AB03 3 0 5 7 7 8 6 2 2 6 14 13 7 4 4 3 8 0 5
mcs70_m2Dr4_s25_AB04 5 0 7 7 8 10 9 1 3 4 30 13 4 5 6 4 10 0 3
mcs70_m2Dr4_s25_AB05 4 1 6 6 8 9 9 1 3 4 33 23 5 4 4 4 9 1 4
mcs70_m2Dr4_s25_AB06 4 0 7 6 8 9 8 1 2 4 34 20 5 4 4 5 8 0 3
mcs70_m2Dr4_s25_AB07 4 0 6 6 8 9 8 1 2 4 25 19 5 5 4 4 7 0 4
mcs70_m2Dr4_s25_AB08 4 0 6 6 8 9 6 1 2 5 12 12 6 5 4 3 7 0 6
mcs70_m2Dr4_s25_AB09 5 0 6 8 8 10 8 1 2 3 22 29 4 5 5 5 9 0 4
mcs70_m2Dr4_s35_AB00 4 0 7 8 8 10 7 1 2 3 34 25 3 4 4 5 7 0 3
mcs70_m2Dr4_s35_AB01 6 0 6 8 8 10 8 1 2 5 13 21 4 5 5 6 7 0 4
mcs70_m2Dr4_s35_AB02 5 0 7 8 7 10 9 1 2 3 26 19 3 6 5 5 9 0 3
mcs70_m2Dr4_s35_AB03 5 0 7 8 8 9 10 1 2 4 14 37 5 5 5 6 7 0 3
mcs70_m2Dr4_s35_AB04 5 0 7 9 10 10 8 2 2 5 24 21 4 6 5 5 9 0 4
mcs70_m2Dr4_s35_AB05 5 0 7 8 8 11 9 1 2 3 25 18 4 6 5 5 9 0 3
mcs70_m2Dr4_s35_AB06 5 0 6 8 8 10 8 1 4 4 27 14 4 6 5 4 9 0 4
mcs70_m2Dr4_s35_AB07 5 0 7 7 9 12 10 1 2 4 23 14 4 6 5 5 10 0 4
mcs70_m2Dr4_s35_AB08 4 0 6 7 9 9 9 1 2 3 36 18 3 5 5 4 7 0 3
mcs70_m2Dr4_s35_AB09 4 0 7 8 8 12 9 1 1 2 29 20 3 5 4 4 6 0 3
mcs70_m2Dr4_s40_AB00 9 12 12 12 14 15 13 6 7 7 53 21 8 10 9 10 15 8 7
mcs70_m2Dr4_s40_AB01 6 2 10 9 11 13 11 2 3 6 26 30 5 8 7 6 10 2 5
mcs70_m2Dr4_s40_AB02 8 3 9 10 12 13 12 4 5 6 27 26 6 9 8 8 12 3 6
mcs70_m2Dr4_s40_AB03 9 5 10 12 13 16 13 4 4 7 26 51 6 9 9 11 13 3 5
mcs70_m2Dr4_s40_AB04 8 2 10 10 11 12 12 6 7 8 30 31 8 9 8 7 12 4 9
mcs70_m2Dr4_s40_AB05 9 1 10 12 13 14 12 1 2 4 25 25 4 9 9 9 15 0 4
mcs70_m2Dr4_s40_AB06 9 2 11 14 11 14 13 2 3 4 33 32 5 10 9 11 13 3 5
mcs70_m2Dr4_s40_AB07 8 2 12 11 11 12 12 2 3 6 29 31 5 8 8 7 11 2 6
mcs70_m2Dr4_s40_AB08 11 2 9 9 11 12 11 4 4 5 29 29 5 7 8 7 12 1 6
mcs70_m2Dr4_s40_AB09 8 2 10 9 12 14 12 1 3 6 25 25 5 8 8 8 10 1 5
mcs70_m2Dr4_s50_AB00 18 10 22 25 22 25 22 4 4 9 55 34 9 18 19 18 26 2 5
mcs70_m2Dr4_s50_AB01 20 3 24 23 22 26 23 2 3 5 35 36 4 21 20 20 25 3 4
mcs70_m2Dr4_s50_AB02 29 2 24 25 27 30 28 2 3 5 42 40 5 22 22 28 26 1 4
mcs70_m2Dr4_s50_AB03 21 16 23 25 24 25 25 34 34 36 33 37 39 22 21 21 25 15 35
mcs70_m2Dr4_s50_AB04 23 3 25 27 26 29 27 5 6 7 48 30 7 24 23 23 29 2 6
mcs70_m2Dr4_s50_AB05 24 18 25 26 29 33 28 14 14 16 41 43 15 24 24 30 31 17 16
mcs70_m2Dr4_s50_AB06 25 34 22 23 26 25 25 16 16 13 56 26 16 20 19 19 26 20 17
mcs70_m2Dr4_s50_AB07 18 1 21 22 24 25 23 2 3 5 33 43 5 19 19 19 24 1 5
mcs70_m2Dr4_s50_AB08 21 147 24 24 27 26 27 43 39 31 42 49 41 22 22 21 27 40 40
mcs70_m2Dr4_s50_AB09 19 5 23 22 25 23 24 3 3 5 34 35 5 19 19 19 23 5 6
mcs70_m2Dr4_s60_AB00 16 275 16 17 18 20 20 182 184 182 23 32 183 14 15 16 19 290 173
mcs70_m2Dr4_s60_AB01 12 88 15 15 15 16 17 126 129 127 37 37 132 12 12 12 17 86 129
mcs70_m2Dr4_s60_AB02 15 77 16 20 18 21 16 64 59 61 62 33 66 14 14 14 17 43 63
mcs70_m2Dr4_s60_AB03 16 178 15 19 19 19 18 277 293 291 23 46 300 16 15 16 20 179 305
mcs70_m2Dr4_s60_AB04 18 505 16 19 21 21 21 249 233 223 35 43 245 16 18 18 21 513 233
mcs70_m2Dr4_s60_AB05 31 295 17 19 17 18 18 720 732 735 31 46 739 14 16 15 22 283 401
mcs70_m2Dr4_s60_AB06 13 129 15 15 17 21 17 181 176 178 35 37 195 13 13 14 17 81 118
mcs70_m2Dr4_s60_AB07 13 138 14 17 16 18 16 68 72 67 29 35 69 14 13 13 17 128 69
mcs70_m2Dr4_s60_AB08 13 100 14 14 14 18 16 446 432 431 30 36 428 12 12 13 16 97 419
mcs70_m2Dr4_s60_AB09 13 316 14 13 15 15 16 317 326 313 47 33 315 13 12 14 18 312 325
mcs70_m2Dr4_s70_AB00 25 73 27 28 29 31 29 59 48 65 48 41 61 26 26 25 30 51 60
mcs70_m2Dr4_s70_AB01 22 62 25 29 25 29 28 45 35 46 39 59 39 24 23 22 27 32 47
mcs70_m2Dr4_s70_AB02 20 17 23 25 21 25 23 15 12 14 45 29 14 21 20 20 24 16 14
mcs70_m2Dr4_s70_AB03 31 83 27 30 27 30 28 82 84 83 40 47 86 24 25 24 29 83 89
mcs70_m2Dr4_s70_AB04 22 101 24 25 25 29 24 61 59 61 42 41 63 22 22 22 26 69 64
mcs70_m2Dr4_s70_AB05 21 434 23 25 26 27 26 470 460 443 36 50 433 21 21 21 25 311 185
mcs70_m2Dr4_s70_AB06 25 5 22 23 24 26 23 6 6 7 40 43 7 20 20 19 23 4 7
mcs70_m2Dr4_s70_AB07 29 62 24 27 24 27 27 12 13 13 41 55 12 22 22 22 28 55 12
mcs70_m2Dr4_s70_AB08 23 56 26 26 26 28 28 60 63 63 48 50 64 23 23 23 27 54 62
mcs70_m2Dr4_s70_AB09 22 742 27 24 26 28 25 518 502 510 37 37 511 22 22 22 24 764 542
mcs70_m2Dr4_s80_AB00 45 4325 44 47 48 49 46 4010 3701 4167 54 67 3933 42 44 43 46 4365 4093
mcs70_m2Dr4_s80_AB01 99 22055 48 47 54 58 55 20112 19792 20736 65 50 19683 53 69 99 54 22214 20008
mcs70_m2Dr4_s80_AB02 157 17676 68 65 69 78 70 74478 74239 74548 64 72 73826 78 106 152 71 16768 67258
mcs70_m2Dr4_s80_AB03 90 3251 51 48 50 62 53 3654 3595 3675 65 49 3624 54 66 84 56 3277 3615
mcs70_m2Dr4_s80_AB04 361 6524 97 79 86 87 86 11040 11081 8989 70 81 10716 125 200 364 83 6557 10579
mcs70_m2Dr4_s80_AB05 50 5504 43 45 46 50 44 4481 3489 5267 46 57 5357 42 45 50 50 5324 5226
mcs70_m2Dr4_s80_AB06 223 15893 43 46 46 49 45 49198 42502 47603 56 57 42727 44 128 55 50 5014 3248
mcs70_m2Dr4_s80_AB07 97 4249 53 52 59 58 60 4848 3690 4933 69 58 4750 56 67 96 57 4004 4888
mcs70_m2Dr4_s80_AB08 43 2195 43 46 43 50 48 2422 2485 2462 52 88 2514 42 41 44 45 2201 2497
mcs70_m2Dr4_s80_AB09 140 99870 58 58 58 68 59 97890 85729 87388 56 78 87736 66 89 139 63 56348 54164
mcs70_m2Dr4_s90_AB00 196 5154 98 91 96 102 96 5466 4735 5531 97 100 4762 105 134 195 92 5004 5388
mcs70_m2Dr4_s90_AB01 89 6346 69 73 81 81 73 5332 4557 5289 86 93 5342 74 80 91 76 6142 5329
mcs70_m2Dr4_s90_AB02 383 56940 126 123 122 141 109 41341 41515 41574 103 113 41554 166 227 389 112 55032 40978
mcs70_m2Dr4_s90_AB03 102 442 76 74 79 85 77 549 542 558 87 83 426 73 78 87 82 403 415
mcs70_m2Dr4_s90_AB04 204 3654 85 80 88 83 84 5175 5175 5217 84 82 5405 88 113 154 89 3554 4065
mcs70_m2Dr4_s90_AB05 128 28548 83 85 82 91 92 18824 19132 20045 110 89 18708 86 96 127 85 27774 19580
mcs70_m2Dr4_s90_AB06 168 23513 85 77 85 94 80 7282 7441 7454 87 89 7400 97 114 167 83 7849 7161
mcs70_m2Dr4_s90_AB07 71 18173 65 65 70 71 63 7765 7809 7890 91 81 7675 64 64 70 67 17644 7706
mcs70_m2Dr4_s90_AB08 112 10407 83 79 83 86 87 6072 5822 6093 108 99 5971 83 86 100 80 5689 6047
mcs70_m2Dr4_s90_AB09 89 9000 69 68 72 70 67 6946 6858 7157 93 98 6752 66 68 78 72 8770 6961
mcs70_m2Dr6_s100_AB00 66 4109 43 44 51 54 48 1784 1481 1852 52 61 1521 47 50 66 48 4087 1864
mcs70_m2Dr6_s100_AB01 28 100000 29 31 33 34 30 100000 100000 100001 48 70 100001 27 28 28 32 63115 89832
mcs70_m2Dr6_s100_AB02 32 100000 31 35 36 36 38 55124 53536 55815 50 51 53368 30 30 32 36 100000 44749
mcs70_m2Dr6_s100_AB03 43 100000 37 42 41 45 41 100000 100000 100000 56 44 100001 38 38 42 41 45281 39236
mcs70_m2Dr6_s100_AB04 29 44065 29 29 39 35 31 55167 54905 54009 45 49 53293 28 28 28 32 44358 52676
mcs70_m2Dr6_s100_AB05 36 7476 34 35 39 44 37 5464 5475 5504 57 78 5513 34 34 36 37 7262 5461
mcs70_m2Dr6_s100_AB06 29 10261 29 32 31 33 33 5863 5317 5821 52 49 5881 29 28 29 31 3402 5750
mcs70_m2Dr6_s100_AB07 35 609 36 38 38 43 41 338 335 339 46 52 337 34 35 35 39 588 340
mcs70_m2Dr6_s100_AB08 64 8325 44 44 52 51 48 6819 6825 6867 55 52 6798 49 52 64 50 8090 6865
mcs70_m2Dr6_s100_AB09 36 44848 31 38 35 41 35 57320 59040 60323 51 43 60119 31 32 36 38 22189 27527
mcs70_m2Dr6_s15_AB00 1 0 4 4 5 7 6 1 2 5 10 12 4 2 2 1 6 0 5
