instance clique james-cpp-max clique-par/t32 james-cpp-max-par/t32 clique-par/t2 clique-par/t4 clique-par/t8 clique-par/t16 clique-par/t32r
mcs30_b09m_s100_AB04 1457 246513 155 190893 841 435 272 183 154
mcs30_b09m_s100_AB05 612 132041 90 144382 339 226 137 97 79
mcs30_b09m_s100_AB06 289 192790 67 136612 186 104 76 67 66
mcs30_b09m_s100_AB07 575 132374 107 149481 375 231 162 118 99
mcs30_b09m_s100_AB08 79 20467 47 26882 67 60 43 41 57
mcs30_b09m_s100_AB09 1132 82836 163 17073 686 381 244 181 152
mcs30_b09m_s35_AB00 6 5 12 8 3 6 8 7 11
mcs30_b09m_s35_AB01 2 3 11 10 2 5 6 9 10
mcs30_b09m_s35_AB02 2 6 13 8 3 7 9 8 13
mcs30_b09m_s35_AB03 2 1 10 7 3 5 6 8 13
mcs30_b09m_s35_AB04 2 3 11 7 3 6 9 7 11
mcs30_b09m_s35_AB05 2 7 13 15 3 6 8 10 10
mcs30_b09m_s35_AB06 2 4 12 9 2 5 8 8 11
mcs30_b09m_s35_AB07 2 6 11 12 6 7 9 7 12
mcs30_b09m_s35_AB08 3 4 12 14 3 7 7 11 12
mcs30_b09m_s35_AB09 2 5 11 9 5 6 7 9 10
mcs30_b09m_s40_AB00 4 13 15 11 4 9 10 9 15
mcs30_b09m_s40_AB01 7 14 18 56 6 12 13 12 15
mcs30_b09m_s40_AB02 8 22 21 133 7 15 15 15 19
mcs30_b09m_s40_AB03 8 26 21 67 8 15 14 17 17
mcs30_b09m_s40_AB04 5 9 16 31 5 10 12 12 17
mcs30_b09m_s40_AB05 5 6 16 14 7 9 11 11 13
mcs30_b09m_s40_AB06 6 11 17 57 5 11 13 13 17
mcs30_b09m_s40_AB07 4 23 16 45 4 10 9 14 15
mcs30_b09m_s40_AB08 5 8 19 31 5 12 14 14 16
mcs30_b09m_s40_AB09 4 11 15 29 4 9 11 12 12
mcs30_b09m_s50_AB00 130 472 48 989 120 77 53 44 45
mcs30_b09m_s50_AB01 31 120 34 267 35 34 28 33 37
mcs30_b09m_s50_AB02 10 70 25 122 16 17 20 24 24
mcs30_b09m_s50_AB03 94 583 52 509 103 70 52 42 51
mcs30_b09m_s50_AB04 25 299 33 340 36 32 29 33 34
mcs30_b09m_s50_AB05 55 736 44 1089 79 54 40 41 46
mcs30_b09m_s50_AB06 11 66 26 164 17 21 21 26 25
mcs30_b09m_s50_AB07 117 342 46 410 90 66 43 42 43
mcs30_b09m_s50_AB08 38 293 28 210 26 28 25 30 34
mcs30_b09m_s50_AB09 52 140 33 461 35 36 31 32 34
mcs30_b09m_s60_AB00 29 205 22 264 23 20 18 25 26
mcs30_b09m_s60_AB01 12 362 23 317 18 19 11 21 24
mcs30_b09m_s60_AB02 22 565 27 541 32 29 15 23 24
mcs30_b09m_s60_AB03 19 304 27 482 31 26 19 25 24
mcs30_b09m_s60_AB04 16 137 20 275 15 16 8 20 20
mcs30_b09m_s60_AB05 13 366 26 590 25 23 20 27 24
mcs30_b09m_s60_AB06 19 225 23 300 14 19 18 21 24
mcs30_b09m_s60_AB07 30 213 24 284 19 22 16 25 26
mcs30_b09m_s60_AB08 19 224 20 318 14 17 17 19 21
mcs30_b09m_s60_AB09 45 728 28 400 28 27 22 25 27
mcs30_b09m_s70_AB00 98 2830 55 2246 107 79 52 53 52
mcs30_b09m_s70_AB01 68 2430 41 2087 56 45 36 39 42
mcs30_b09m_s70_AB02 215 2830 67 3574 155 103 68 59 64
mcs30_b09m_s70_AB03 166 2504 52 4566 122 85 56 52 56
mcs30_b09m_s70_AB04 79 1375 40 1280 55 40 36 38 39
mcs30_b09m_s70_AB05 155 1406 49 1571 115 79 54 48 59
mcs30_b09m_s70_AB06 160 2356 63 7694 137 103 66 62 67
mcs30_b09m_s70_AB07 133 2653 54 4464 89 76 52 49 57
mcs30_b09m_s70_AB08 81 1290 45 1010 63 52 44 42 49
mcs30_b09m_s70_AB09 110 2322 50 3274 83 61 44 47 43
mcs30_b09m_s80_AB00 2095 141718 211 119736 1383 738 438 276 218
mcs30_b09m_s80_AB01 976 19339 127 47731 562 326 219 158 127
mcs30_b09m_s80_AB02 946 23715 133 9705 554 324 210 163 149
mcs30_b09m_s80_AB03 718 30368 117 33201 422 264 181 136 124
mcs30_b09m_s80_AB04 1292 56102 153 43676 773 423 247 192 150
mcs30_b09m_s80_AB05 1701 72912 183 90256 1102 600 353 230 181
mcs30_b09m_s80_AB06 658 109579 112 145646 389 243 155 130 112
mcs30_b09m_s80_AB07 531 8335 108 13113 411 230 155 118 103
mcs30_b09m_s80_AB08 733 118151 116 111751 437 270 157 134 121
mcs30_b09m_s80_AB09 658 17119 135 12448 365 242 167 154 116
mcs30_b09m_s90_AB00 70073 890967 2503 769267 42328 15820 10662 4681 2523
mcs30_b09m_s90_AB01 69890 835559 2527 867093 35346 13320 8904 3990 2267
mcs30_b09m_s90_AB02 31269 823371 1287 810466 18525 7160 4766 2228 1299
mcs30_b09m_s90_AB03 229127 1000000 7932 1000001 137602 50949 29277 15039 7881
mcs30_b09m_s90_AB04 135158 1000000 4596 988909 81074 30060 20380 8686 4375
mcs30_b09m_s90_AB05 8226 201977 495 632350 4974 2219 1347 692 411
mcs30_b09m_s90_AB06 237582 1000000 7923 1000004 119987 44447 30098 12844 6734
mcs30_b09m_s90_AB07 19245 383461 880 632393 11501 4663 2578 1422 776
mcs30_b09m_s90_AB08 1894 111297 220 154795 1239 705 396 276 162
mcs30_b09m_s90_AB09 63371 1000000 2284 1000002 37305 13964 9420 4108 2147
mcs30_m2D_s100_AB00 818508 1000000 24811 1000001 384083 133587 90366 39479 24769
mcs30_m2D_s100_AB01 78700 1000000 2207 1000001 53139 11162 9267 4088 1856
mcs30_m2D_s100_AB02 197486 1000000 8888 1000001 118564 42294 25695 14622 8551
mcs30_m2D_s100_AB03 111435 1000000 13543 1000003 77106 35167 34875 23711 13419
mcs30_m2D_s100_AB04 16041 1000000 1675 342629 9867 3122 3345 2493 1729
mcs30_m2D_s100_AB05 32653 1000000 1745 1000001 19979 7680 5170 2511 1741
mcs30_m2D_s100_AB06 6437 451450 354 304955 2449 1081 639 418 336
mcs30_m2D_s100_AB07 78474 1000000 3497 1000001 48182 17969 10526 5575 3547
mcs30_m2D_s100_AB08 127741 1000000 8391 1000001 86763 36446 26516 15866 8173
mcs30_m2D_s100_AB09 24756 1000000 2514 1000002 15919 6863 5315 3124 2422
mcs30_m2D_s30_AB00 2 18 12 15 2 4 6 7 6
mcs30_m2D_s30_AB01 5 4 10 6 2 5 7 8 10
mcs30_m2D_s30_AB02 4 6 10 6 2 4 6 7 8
mcs30_m2D_s30_AB03 1 1 10 5 1 3 6 7 7
mcs30_m2D_s30_AB04 1 2 9 5 3 5 7 6 9
mcs30_m2D_s30_AB05 2 4 12 10 3 4 6 6 9
mcs30_m2D_s30_AB06 3 2 11 10 2 4 7 7 10
mcs30_m2D_s30_AB07 3 6 9 8 2 4 5 7 7
mcs30_m2D_s30_AB08 2 5 9 7 2 5 6 7 8
mcs30_m2D_s30_AB09 5 1 11 6 2 4 5 7 10
mcs30_m2D_s50_AB00 3095 16170 235 768 1794 921 524 317 223
mcs30_m2D_s50_AB01 926 64048 106 1103 495 239 152 110 93
mcs30_m2D_s50_AB02 152597 50504 5525 390 96028 37896 24045 10205 5362
mcs30_m2D_s50_AB03 78055 19862 1793 997 46404 15567 10061 3639 1691
mcs30_m2D_s50_AB04 33273 19016 1388 623 19178 6322 4331 2168 1394
mcs30_m2D_s50_AB05 18462 5381 795 328 11211 4372 2873 1313 758
mcs30_m2D_s50_AB06 71818 2654 1417 513 19608 8088 4726 2196 1224
mcs30_m2D_s50_AB07 49327 109513 1881 3224 30600 11458 7760 3435 1870
mcs30_m2D_s50_AB08 222 10459 68 3957 158 117 86 69 45
mcs30_m2D_s50_AB09 136954 59890 4667 4039 84315 31031 21251 9038 4610
mcs30_m2D_s60_AB00 533 20607 61 3965 309 190 108 89 74
mcs30_m2D_s60_AB01 289 7755 63 1756 209 138 96 76 57
mcs30_m2D_s60_AB02 287 14873 47 2714 178 116 57 51 45
mcs30_m2D_s60_AB03 2118 10270 248 6518 1337 766 442 308 208
mcs30_m2D_s60_AB04 661 2794 87 592 433 253 157 115 71
mcs30_m2D_s60_AB05 4620 2544 352 127 2798 1217 780 401 338
mcs30_m2D_s60_AB06 880 18272 81 1844 459 274 172 115 84
mcs30_m2D_s60_AB07 283 5681 64 2935 180 138 101 54 63
mcs30_m2D_s60_AB08 447 11795 60 3207 235 154 99 73 63
mcs30_m2D_s60_AB09 10698 9104 288 914 1886 807 529 337 284
mcs30_m2D_s70_AB00 157 6562 66 1453 115 80 53 46 45
mcs30_m2D_s70_AB01 95011 10855 3688 6725 45767 17110 11779 5282 3206
mcs30_m2D_s70_AB02 28327 1000000 770 200439 15499 3614 2185 1115 688
mcs30_m2D_s70_AB03 24 50873 42 25127 43 43 39 41 40
mcs30_m2D_s70_AB04 33855 1000000 1977 252187 20659 7875 5283 2847 2005
mcs30_m2D_s70_AB05 837730 224611 25397 23259 474828 170959 121476 49322 25952
mcs30_m2D_s70_AB06 90241 321833 2361 307866 30125 11206 7561 3305 1986
mcs30_m2D_s70_AB07 3759 67985 125 37965 1543 345 203 142 116
mcs30_m2D_s70_AB08 171 15361 71 10586 175 119 82 65 61
mcs30_m2D_s70_AB09 32356 295164 1396 261309 19485 7778 4931 2395 1333
mcs30_m2D_s80_AB00 1000000 1000000 770556 1000001 1000001 1000001 1000001 1000001 786893
mcs30_m2D_s80_AB01 1000000 1000000 1000002 1000001 1000001 1000001 1000000 1000001 1000002
mcs30_m2D_s80_AB02 1000000 1000000 1000002 1000001 1000000 1000001 1000001 1000001 1000002
mcs30_m2D_s80_AB03 1000000 1000000 1000014 258514 1000000 1000001 1000001 1000001 1000012
mcs30_m2D_s80_AB04 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000001 1000002
mcs30_m2D_s80_AB05 1000000 1000000 132835 1000002 1000000 712709 411428 215026 125062
mcs30_m2D_s80_AB06 38831 1000000 2396 1000001 20381 7825 5594 2983 2263
mcs30_m2D_s80_AB07 1000000 1000000 1000009 1000001 1000000 1000001 1000001 1000001 1000009
mcs30_m2D_s80_AB08 1000000 1000000 62113 1000002 1000000 406855 281391 119336 61816
mcs30_m2D_s80_AB09 1000000 1000000 1000002 1000003 1000000 1000000 1000001 1000001 1000001
mcs30_m2D_s90_AB00 1000000 1000000 256665 1000001 1000000 1000001 1000001 490842 254544
mcs30_m2D_s90_AB01 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000001 1000002
mcs30_m2D_s90_AB02 1000000 1000000 1000001 1000001 1000001 1000001 1000001 1000001 1000002
mcs30_m2D_s90_AB03 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000001 1000002
mcs30_m2D_s90_AB04 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000001 1000002
mcs30_m2D_s90_AB05 1000000 1000000 1000003 1000002 1000000 1000001 1000001 1000006 1000002
mcs30_m2D_s90_AB06 1000000 1000000 1000011 1000001 1000001 1000001 1000001 1000001 1000008
mcs30_m2D_s90_AB07 1000000 1000000 1000002 1000001 1000001 1000001 1000000 1000002 1000002
mcs30_m2D_s90_AB08 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000002 1000002
mcs30_m2D_s90_AB09 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000001 1000002
mcs30_m2Dr2_s100_AB00 391465 1000000 21079 1000002 242753 92290 67471 32670 21214
mcs30_m2Dr2_s100_AB01 9454 1000000 415 1000001 4007 1870 1098 585 345
mcs30_m2Dr2_s100_AB02 25013 1000000 1003 1000002 14835 5840 3279 1784 999
mcs30_m2Dr2_s100_AB03 62622 1000000 4106 1000001 36717 16205 14669 4954 4077
mcs30_m2Dr2_s100_AB04 163395 1000000 694 1000002 10440 3619 2047 1222 719
mcs30_m2Dr2_s100_AB05 44007 1000000 3307 484702 26364 10769 8629 4883 2928
mcs30_m2Dr2_s100_AB06 599810 1000000 20379 1000001 306924 111737 64536 32853 16769
mcs30_m2Dr2_s100_AB07 1000000 1000000 54607 1000002 947943 344682 237428 102215 54904
mcs30_m2Dr2_s100_AB08 56003 1000000 2968 138108 33978 13142 7964 4512 2967
mcs30_m2Dr2_s100_AB09 415555 1000000 14322 1000001 257078 93395 54054 27544 14245
mcs30_m2Dr2_s30_AB00 2 2 10 5 2 4 6 6 7
mcs30_m2Dr2_s30_AB01 5 5 10 6 2 6 9 7 11
mcs30_m2Dr2_s30_AB02 2 8 10 8 2 5 7 9 8
mcs30_m2Dr2_s30_AB03 1 1 9 5 2 4 6 7 10
mcs30_m2Dr2_s30_AB04 4 2 11 6 2 4 7 6 9
mcs30_m2Dr2_s30_AB05 2 3 10 7 2 4 6 8 9
mcs30_m2Dr2_s30_AB06 2 6 10 7 2 4 5 6 5
mcs30_m2Dr2_s30_AB07 2 0 11 11 2 5 4 8 10
mcs30_m2Dr2_s30_AB08 2 6 9 6 2 4 6 7 8
mcs30_m2Dr2_s30_AB09 2 2 11 10 2 4 6 7 10
mcs30_m2Dr2_s50_AB00 71642 54757 3654 1593 44470 16959 12189 5830 3584
mcs30_m2Dr2_s50_AB01 9865 55543 424 890 5168 2124 1350 669 406
mcs30_m2Dr2_s50_AB02 28 677 42 84 31 38 28 33 40
mcs30_m2Dr2_s50_AB03 32228 44529 611 891 19112 5910 2598 1042 615
mcs30_m2Dr2_s50_AB04 165979 19567 6824 1462 101768 37496 25779 11796 6513
mcs30_m2Dr2_s50_AB05 504 2578 72 959 320 202 135 93 53
mcs30_m2Dr2_s50_AB06 62594 27508 877 2026 11946 4588 3105 1519 828
mcs30_m2Dr2_s50_AB07 28152 22014 1103 1576 16256 5863 3919 1782 1079
mcs30_m2Dr2_s50_AB08 8253 15069 415 6706 5043 2245 1320 710 390
mcs30_m2Dr2_s50_AB09 45212 73630 2247 5108 25560 8752 6448 3275 2172
mcs30_m2Dr2_s60_AB00 797 8536 95 2269 440 231 133 105 75
mcs30_m2Dr2_s60_AB01 626 6237 51 1318 170 126 76 60 49
mcs30_m2Dr2_s60_AB02 1361 3936 111 788 743 406 245 157 91
mcs30_m2Dr2_s60_AB03 421 1800 68 1420 264 169 102 60 47
mcs30_m2Dr2_s60_AB04 878 68333 106 5509 569 326 194 129 81
mcs30_m2Dr2_s60_AB05 962 6365 83 806 541 261 172 115 81
mcs30_m2Dr2_s60_AB06 501 6412 63 1673 257 152 87 53 50
mcs30_m2Dr2_s60_AB07 793 14482 95 2188 523 304 186 121 79
mcs30_m2Dr2_s60_AB08 174 5877 48 4155 117 82 57 43 42
mcs30_m2Dr2_s60_AB09 47425 50631 2830 23708 28570 10680 7276 3186 2861
mcs30_m2Dr2_s70_AB00 18 4713 36 3431 32 14 30 36 32
mcs30_m2Dr2_s70_AB01 1670 56449 141 26994 903 513 284 178 141
mcs30_m2Dr2_s70_AB02 215 14575 83 6750 161 113 90 79 82
mcs30_m2Dr2_s70_AB03 6868 29754 421 21002 4313 1706 1379 715 396
mcs30_m2Dr2_s70_AB04 8696 123133 479 51196 5356 2251 1424 755 476
mcs30_m2Dr2_s70_AB05 2771 116785 345 8533 1504 899 516 338 293
mcs30_m2Dr2_s70_AB06 726 306383 97 60786 451 266 172 120 94
mcs30_m2Dr2_s70_AB07 81716 324150 3356 22079 50431 19370 14019 6649 3302
mcs30_m2Dr2_s70_AB08 2672 24349 191 26217 1474 683 342 237 176
mcs30_m2Dr2_s70_AB09 4654 218824 351 108340 2963 1453 832 497 320
mcs30_m2Dr2_s80_AB00 35795 1000000 1458 1000001 21096 7944 5450 2432 1432
mcs30_m2Dr2_s80_AB01 1000000 1000000 10193 481751 1000000 37865 26193 11182 8561
mcs30_m2Dr2_s80_AB02 116195 1000000 4488 1000001 71562 26613 15281 7843 4356
mcs30_m2Dr2_s80_AB03 1000000 1000000 569355 683621 1000001 1000001 1000001 1000001 568245
mcs30_m2Dr2_s80_AB04 124009 1000000 5862 1000002 77736 28780 17078 9205 5991
mcs30_m2Dr2_s80_AB05 1000000 1000000 694246 421128 1000000 1000001 1000001 1000002 684263
mcs30_m2Dr2_s80_AB06 186 253249 89 89033 149 103 87 84 76
mcs30_m2Dr2_s80_AB07 1000000 1000000 96683 1000002 1000000 630447 435753 183748 98110
mcs30_m2Dr2_s80_AB08 1228 197535 273 31632 850 494 357 281 255
mcs30_m2Dr2_s80_AB09 352536 1000000 12317 204500 220405 81773 54062 23023 12356
mcs30_m2Dr2_s90_AB00 1000000 1000000 1000002 1000002 1000001 1000001 1000001 1000001 1000002
mcs30_m2Dr2_s90_AB01 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000001 1000002
mcs30_m2Dr2_s90_AB02 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000001 1000003
mcs30_m2Dr2_s90_AB03 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000001 1000002
mcs30_m2Dr2_s90_AB04 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000001 1000002
mcs30_m2Dr2_s90_AB05 1000000 1000000 1000003 1000002 1000001 1000001 1000001 1000002 1000002
mcs30_m2Dr2_s90_AB06 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000001 1000002
mcs30_m2Dr2_s90_AB07 1000000 1000000 1000002 1000002 1000001 1000001 1000000 1000001 1000002
mcs30_m2Dr2_s90_AB08 1000000 1000000 1000002 1000002 1000001 1000001 1000001 1000002 1000002
mcs30_m2Dr2_s90_AB09 1000000 1000000 145035 1000001 1000001 571310 409346 238526 143648
mcs30_m2Dr4_s100_AB00 81034 1000000 4553 1000001 52203 18494 12979 6095 4646
mcs30_m2Dr4_s100_AB01 1000000 1000000 87787 1000001 1000000 374162 318499 110590 72132
mcs30_m2Dr4_s100_AB02 624861 1000000 40131 1000001 412638 164363 129948 71650 39820
mcs30_m2Dr4_s100_AB03 89824 1000000 4580 1000001 48514 15445 12059 6508 4351
mcs30_m2Dr4_s100_AB04 7182 1000000 421 1000001 4264 1894 1148 651 366
mcs30_m2Dr4_s100_AB05 1928 218287 183 387369 1090 602 323 222 184
mcs30_m2Dr4_s100_AB06 359963 1000000 26000 1000001 181370 75873 56491 26955 21329
mcs30_m2Dr4_s100_AB07 1000000 1000000 44414 1000001 836120 301648 206807 87490 44934
mcs30_m2Dr4_s100_AB08 14361 1000000 419 1000001 8583 3016 1506 646 403
mcs30_m2Dr4_s100_AB09 9594 238739 383 107979 5072 1653 667 500 384
mcs30_m2Dr4_s30_AB00 9 1 11 7 4 6 6 9 11
mcs30_m2Dr4_s30_AB01 3 2 11 6 5 5 8 9 6
mcs30_m2Dr4_s30_AB02 4 15 10 14 2 3 5 8 8
mcs30_m2Dr4_s30_AB03 4 3 11 6 3 4 7 6 11
mcs30_m2Dr4_s30_AB04 7 3 11 6 3 5 7 7 8
mcs30_m2Dr4_s30_AB05 1 4 11 9 1 3 5 7 5
mcs30_m2Dr4_s30_AB06 3 7 11 7 2 6 7 7 8
mcs30_m2Dr4_s30_AB07 1 1 9 8 2 4 5 6 10
mcs30_m2Dr4_s30_AB08 3 4 9 11 2 4 6 8 10
mcs30_m2Dr4_s30_AB09 4 1 13 12 2 6 7 6 7
mcs30_m2Dr4_s50_AB00 1323 5238 122 2020 805 408 259 176 125
mcs30_m2Dr4_s50_AB01 5281 11743 304 1149 2734 1289 757 407 300
mcs30_m2Dr4_s50_AB02 88363 35197 1367 672 50598 17208 7726 2591 1377
mcs30_m2Dr4_s50_AB03 15584 18803 701 713 9511 3791 2451 1188 661
mcs30_m2Dr4_s50_AB04 97467 74354 4297 525 56680 19383 13960 6428 4287
mcs30_m2Dr4_s50_AB05 352 50268 85 1805 342 314 290 129 77
mcs30_m2Dr4_s50_AB06 12289 4712 522 268 6348 2654 1662 836 489
mcs30_m2Dr4_s50_AB07 2115 14447 171 7323 1293 632 366 228 144
mcs30_m2Dr4_s50_AB08 185 7101 57 1625 136 94 45 59 58
mcs30_m2Dr4_s50_AB09 2539 12397 90 4610 1144 434 228 128 97
mcs30_m2Dr4_s60_AB00 398 3033 59 1068 288 173 114 87 61
mcs30_m2Dr4_s60_AB01 73 1441 29 910 45 37 28 26 19
mcs30_m2Dr4_s60_AB02 240 8684 49 1033 161 108 68 54 51
mcs30_m2Dr4_s60_AB03 24 4621 29 3592 39 31 25 14 32
mcs30_m2Dr4_s60_AB04 17418 29156 779 3497 10419 4074 2690 1302 746
mcs30_m2Dr4_s60_AB05 13686 57996 748 4831 8300 3402 2223 1156 733
mcs30_m2Dr4_s60_AB06 4071 44526 287 8605 2118 985 578 386 289
mcs30_m2Dr4_s60_AB07 409 6531 59 778 209 147 93 56 60
mcs30_m2Dr4_s60_AB08 280 4854 48 798 165 113 70 49 42
mcs30_m2Dr4_s60_AB09 204 2195 39 417 128 74 47 39 28
mcs30_m2Dr4_s70_AB00 55344 432589 2032 363227 34146 12582 8497 3795 2032
mcs30_m2Dr4_s70_AB01 519 70425 91 21197 350 214 140 91 88
mcs30_m2Dr4_s70_AB02 7059 39045 200 4785 1128 631 351 229 185
mcs30_m2Dr4_s70_AB03 157 15569 57 7620 119 76 45 49 48
mcs30_m2Dr4_s70_AB04 7257 7902 428 5567 4269 1855 1190 624 394
mcs30_m2Dr4_s70_AB05 965 136413 177 101782 560 333 198 174 174
mcs30_m2Dr4_s70_AB06 2108 175260 204 71353 984 521 304 233 174
mcs30_m2Dr4_s70_AB07 525 48386 87 10566 381 233 151 93 73
mcs30_m2Dr4_s70_AB08 761 175617 142 63434 492 260 187 164 112
mcs30_m2Dr4_s70_AB09 13326 97656 632 11398 7875 3270 2058 1062 634
mcs30_m2Dr4_s80_AB00 38757 353399 1637 86335 24156 9425 6180 2809 1536
mcs30_m2Dr4_s80_AB01 1000000 1000000 817004 1000002 1000000 1000001 1000001 1000006 675646
mcs30_m2Dr4_s80_AB02 1000000 1000000 508276 1000001 1000000 1000001 1000001 1000001 507014
mcs30_m2Dr4_s80_AB03 184938 1000000 3191 1000002 96722 28170 13139 5817 3227
mcs30_m2Dr4_s80_AB04 251629 1000000 9358 240198 156877 58368 39987 17204 9188
mcs30_m2Dr4_s80_AB05 63320 1000000 2487 583517 35695 12882 7541 3982 2401
mcs30_m2Dr4_s80_AB06 1000000 1000000 43486 598939 681126 256993 167584 69770 36379
mcs30_m2Dr4_s80_AB07 1000000 1000000 32788 1000002 586399 215708 148845 63538 32770
mcs30_m2Dr4_s80_AB08 1000000 1000000 197841 301914 1000001 1000001 941349 395278 200294
mcs30_m2Dr4_s80_AB09 159830 1000000 6394 98467 100593 37119 25481 11095 6332
mcs30_m2Dr4_s90_AB00 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000001 1000002
mcs30_m2Dr4_s90_AB01 1000000 1000000 1000002 1000002 1000001 1000001 1000001 1000002 1000003
mcs30_m2Dr4_s90_AB02 1000000 1000000 916925 1000003 1000001 1000001 1000001 1000002 882753
mcs30_m2Dr4_s90_AB03 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000001 1000002
mcs30_m2Dr4_s90_AB04 1000000 1000000 1000002 1000002 1000001 1000001 1000001 1000001 1000002
mcs30_m2Dr4_s90_AB05 1000000 1000000 1000002 1000001 1000001 1000001 1000001 1000002 1000002
mcs30_m2Dr4_s90_AB06 1000000 1000000 397607 1000001 1000001 1000001 1000001 649470 327713
mcs30_m2Dr4_s90_AB07 1000000 1000000 1000003 1000001 1000001 1000001 1000001 1000001 1000002
mcs30_m2Dr4_s90_AB08 1000000 1000000 540003 1000001 1000001 1000001 1000001 1000003 540788
mcs30_m2Dr4_s90_AB09 1000000 1000000 1000008 1000001 1000001 1000001 1000001 1000001 1000009
mcs30_m2Dr6_s100_AB00 455069 1000000 17223 1000001 273704 101712 71000 31642 17185
mcs30_m2Dr6_s100_AB01 30616 1000000 1954 1000002 16407 6505 4278 2414 1618
mcs30_m2Dr6_s100_AB02 600 341947 110 406820 378 242 171 137 119
mcs30_m2Dr6_s100_AB03 37789 1000000 1503 1000003 22863 8659 4981 2613 1400
mcs30_m2Dr6_s100_AB04 248761 1000000 12481 1000001 155002 58066 42201 19886 12373
mcs30_m2Dr6_s100_AB05 8073 1000000 579 1000001 4872 2102 1407 792 517
mcs30_m2Dr6_s100_AB06 23232 1000000 843 1000002 10019 3781 2241 1220 813
mcs30_m2Dr6_s100_AB07 90871 1000000 5959 1000001 50039 22169 16266 8917 5852
mcs30_m2Dr6_s100_AB08 5164 143656 678 195178 3237 1523 1001 688 565
mcs30_m2Dr6_s100_AB09 36946 1000000 1777 1000001 22643 8439 5073 2748 1630
mcs30_m2Dr6_s30_AB00 1 1 10 6 2 4 5 3 7
mcs30_m2Dr6_s30_AB01 3 3 9 9 1 4 5 7 5
mcs30_m2Dr6_s30_AB02 1 1 9 7 2 4 3 5 6
mcs30_m2Dr6_s30_AB03 2 6 11 6 2 5 7 8 9
mcs30_m2Dr6_s30_AB04 1 2 10 7 2 4 6 7 8
mcs30_m2Dr6_s30_AB05 1 4 11 9 2 5 7 8 8
mcs30_m2Dr6_s30_AB06 2 9 10 10 1 3 5 6 8
mcs30_m2Dr6_s30_AB07 1 1 10 8 2 4 5 6 7
mcs30_m2Dr6_s30_AB08 2 6 10 8 2 4 6 7 8
mcs30_m2Dr6_s30_AB09 2 1 11 8 2 4 7 7 4
mcs30_m2Dr6_s50_AB00 286 11317 68 4711 215 154 107 75 79
mcs30_m2Dr6_s50_AB01 609 3215 93 654 363 218 150 102 82
mcs30_m2Dr6_s50_AB02 1583 2629 136 2941 896 499 292 188 143
mcs30_m2Dr6_s50_AB03 3933 11562 244 285 2420 1162 666 363 220
mcs30_m2Dr6_s50_AB04 74 1422 49 835 96 67 37 45 50
mcs30_m2Dr6_s50_AB05 15055 3720 691 632 9086 3635 2342 1163 650
mcs30_m2Dr6_s50_AB06 1298 4230 126 459 707 378 235 159 120
mcs30_m2Dr6_s50_AB07 13946 7724 648 2439 8108 3329 1942 978 675
mcs30_m2Dr6_s50_AB08 96775 8843 3620 278 59127 22018 14909 6453 3510
mcs30_m2Dr6_s50_AB09 1201 17325 120 1791 784 405 304 243 97
mcs30_m2Dr6_s60_AB00 31 8474 30 1620 46 34 25 18 36
mcs30_m2Dr6_s60_AB01 83 2839 32 364 49 34 26 24 32
mcs30_m2Dr6_s60_AB02 309 4205 50 2473 187 121 74 57 45
mcs30_m2Dr6_s60_AB03 192 5005 41 1510 112 48 34 32 27
mcs30_m2Dr6_s60_AB04 64 997 29 723 52 36 27 30 38
mcs30_m2Dr6_s60_AB05 38 4565 36 1236 57 38 29 27 31
mcs30_m2Dr6_s60_AB06 3012 1118 53 217 133 88 54 41 38
mcs30_m2Dr6_s60_AB07 47 6930 28 6913 27 28 18 22 24
mcs30_m2Dr6_s60_AB08 78 2056 38 285 85 58 37 36 40
mcs30_m2Dr6_s60_AB09 1688 7398 168 2034 1057 540 323 197 158
mcs30_m2Dr6_s70_AB00 3918 269987 211 19082 1856 900 446 279 217
mcs30_m2Dr6_s70_AB01 45 4124 39 3528 45 34 33 33 36
mcs30_m2Dr6_s70_AB02 1095 89958 118 42957 585 328 198 145 115
mcs30_m2Dr6_s70_AB03 662 4499 96 4957 367 226 144 100 81
mcs30_m2Dr6_s70_AB04 1552 105007 176 139564 1039 577 309 204 145
mcs30_m2Dr6_s70_AB05 1295 29567 170 19623 871 466 281 212 162
mcs30_m2Dr6_s70_AB06 216 53934 68 12802 117 101 58 63 73
mcs30_m2Dr6_s70_AB07 1082 40119 152 40513 631 375 231 170 139
mcs30_m2Dr6_s70_AB08 1054 9964 151 8805 624 349 231 176 148
mcs30_m2Dr6_s70_AB09 12421 50267 988 15353 7815 3250 2119 1200 992
