instance clique james-cpp-max clique-par/t32 james-cpp-max-par/t32 clique-par/t2 clique-par/t4 clique-par/t8 clique-par/t16 clique-par/t32r
mcs70_m3Dr4_s100_AB04 38 3750 47 4587 21 41 41 43 48
mcs70_m3Dr4_s100_AB05 61 8119 52 10827 30 47 44 51 53
mcs70_m3Dr4_s100_AB06 118 168923 82 215900 65 92 79 84 86
mcs70_m3Dr4_s100_AB07 21 4933 52 9158 41 48 44 51 51
mcs70_m3Dr4_s100_AB08 48 6141 53 4740 32 51 50 55 40
mcs70_m3Dr4_s100_AB09 41 20346 49 38367 32 44 42 44 44
mcs70_m3Dr4_s35_AB00 2 0 13 3 4 8 8 12 13
mcs70_m3Dr4_s35_AB01 7 0 14 4 4 10 9 12 15
mcs70_m3Dr4_s35_AB02 4 0 14 3 4 9 11 12 15
mcs70_m3Dr4_s35_AB03 4 0 14 3 5 8 10 13 15
mcs70_m3Dr4_s35_AB04 7 0 15 3 5 9 9 12 16
mcs70_m3Dr4_s35_AB05 4 0 14 6 6 10 11 14 15
mcs70_m3Dr4_s35_AB06 7 0 15 5 6 10 11 12 16
mcs70_m3Dr4_s35_AB07 3 0 13 4 3 8 10 12 14
mcs70_m3Dr4_s35_AB08 3 0 12 3 4 7 8 10 12
mcs70_m3Dr4_s35_AB09 3 0 16 7 4 9 11 12 15
mcs70_m3Dr4_s40_AB00 8 1 25 7 8 16 17 21 24
mcs70_m3Dr4_s40_AB01 6 1 21 5 6 11 16 15 18
mcs70_m3Dr4_s40_AB02 8 1 18 6 6 12 12 15 17
mcs70_m3Dr4_s40_AB03 6 2 19 9 14 14 16 15 20
mcs70_m3Dr4_s40_AB04 5 1 21 9 7 12 15 17 20
mcs70_m3Dr4_s40_AB05 6 5 22 33 10 16 15 19 22
mcs70_m3Dr4_s40_AB06 6 1 17 8 11 11 13 16 16
mcs70_m3Dr4_s40_AB07 6 2 19 9 6 13 15 15 18
mcs70_m3Dr4_s40_AB08 6 0 17 8 6 13 14 14 19
mcs70_m3Dr4_s40_AB09 6 0 17 6 5 11 12 13 15
mcs70_m3Dr4_s90_AB00 53 606 94 1016 61 94 96 97 93
mcs70_m3Dr4_s90_AB01 56 2469 87 322 62 86 91 80 96
mcs70_m3Dr4_s90_AB02 46 1375 106 847 61 96 95 94 100
mcs70_m3Dr4_s90_AB03 60 123 97 199 82 105 99 98 101
mcs70_m3Dr4_s90_AB04 58 3007 107 1788 76 105 106 102 103
mcs70_m3Dr4_s90_AB05 101 2498 105 2866 84 102 96 99 86
mcs70_m3Dr4_s90_AB06 148 1100 117 1557 133 122 111 111 94
mcs70_m3Dr4_s90_AB07 55 629 115 408 74 107 105 105 104
mcs70_m3Dr4_s90_AB08 72 279 101 337 99 104 84 94 97
mcs70_m3Dr4_s90_AB09 107 324 108 444 106 107 103 103 106
mcs70_m3Dr6_s100_AB00 51 5091 55 5264 44 53 57 56 48
mcs70_m3Dr6_s100_AB01 43 20687 49 23469 34 46 43 50 49
mcs70_m3Dr6_s100_AB02 40 6232 48 5631 38 43 44 49 43
mcs70_m3Dr6_s100_AB03 18 421 48 428 22 42 42 48 46
mcs70_m3Dr6_s100_AB04 28 3648 55 3303 47 53 49 55 58
mcs70_m3Dr6_s100_AB05 20 9217 53 7835 41 48 48 51 53
mcs70_m3Dr6_s100_AB06 23 1098 48 3184 36 44 47 49 52
mcs70_m3Dr6_s100_AB07 40 2904 43 4816 27 45 44 50 49
mcs70_m3Dr6_s100_AB08 19 3121 52 8871 30 46 46 49 48
mcs70_m3Dr6_s100_AB09 25 999 56 1690 45 55 49 50 60
mcs70_m3Dr6_s35_AB00 3 0 13 4 6 7 9 11 13
mcs70_m3Dr6_s35_AB01 10 0 17 4 6 12 13 16 18
mcs70_m3Dr6_s35_AB02 6 0 15 4 4 9 10 10 14
mcs70_m3Dr6_s35_AB03 3 0 11 4 3 8 10 11 13
mcs70_m3Dr6_s35_AB04 8 0 13 5 6 10 11 12 14
mcs70_m3Dr6_s35_AB05 3 0 13 5 4 9 8 12 13
mcs70_m3Dr6_s35_AB06 5 0 13 5 4 8 8 12 14
mcs70_m3Dr6_s35_AB07 5 0 15 5 5 11 12 14 17
mcs70_m3Dr6_s35_AB08 6 0 19 4 11 13 15 16 17
mcs70_m3Dr6_s35_AB09 5 0 14 7 3 8 9 10 13
mcs70_m3Dr6_s40_AB00 5 1 19 8 5 11 14 16 18
mcs70_m3Dr6_s40_AB01 7 5 21 7 6 13 13 15 18
mcs70_m3Dr6_s40_AB02 5 1 17 6 7 12 13 16 17
mcs70_m3Dr6_s40_AB03 5 1 19 8 7 13 13 14 18
mcs70_m3Dr6_s40_AB04 6 0 18 10 7 12 13 15 19
mcs70_m3Dr6_s40_AB05 6 0 18 5 7 11 11 15 18
mcs70_m3Dr6_s40_AB06 5 3 16 8 5 11 12 13 16
mcs70_m3Dr6_s40_AB07 6 1 21 8 8 14 15 18 20
mcs70_m3Dr6_s40_AB08 9 0 25 6 9 17 20 22 22
mcs70_m3Dr6_s40_AB09 6 0 16 5 8 13 14 16 15
mcs70_m3Dr6_s90_AB00 56 423 91 351 72 99 96 97 96
mcs70_m3Dr6_s90_AB01 86 2142 113 2031 82 104 112 102 107
mcs70_m3Dr6_s90_AB02 59 1586 106 1512 61 99 92 97 96
mcs70_m3Dr6_s90_AB03 51 4443 87 2084 60 75 86 84 73
mcs70_m3Dr6_s90_AB04 68 2087 98 1867 75 104 100 96 104
mcs70_m3Dr6_s90_AB05 75 1274 89 494 75 83 81 80 51
mcs70_m3Dr6_s90_AB06 69 1367 89 1266 73 82 78 88 93
mcs70_m3Dr6_s90_AB07 82 208 97 202 90 95 93 96 99
mcs70_m3Dr6_s90_AB08 81 863 100 1011 75 89 92 96 96
mcs70_m3Dr6_s90_AB09 72 1539 87 1307 63 82 84 88 56
mcs70_m4D_s25_AB00 6 4 13 6 6 7 8 11 13
mcs70_m4D_s25_AB01 3 1 14 7 4 8 8 13 14
mcs70_m4D_s25_AB02 2 0 12 5 6 7 8 11 14
mcs70_m4D_s25_AB03 6 0 11 5 6 8 8 11 13
mcs70_m4D_s25_AB04 2 0 11 6 3 6 8 10 12
mcs70_m4D_s25_AB05 2 1 12 7 5 9 8 12 15
mcs70_m4D_s25_AB06 3 0 14 5 3 8 8 11 14
mcs70_m4D_s25_AB07 4 0 12 6 3 8 7 10 13
mcs70_m4D_s25_AB08 3 0 13 6 6 8 7 11 10
mcs70_m4D_s25_AB09 3 0 12 7 4 7 8 10 12
mcs70_m4Dr2_s25_AB00 2 0 12 6 4 7 9 10 13
mcs70_m4Dr2_s25_AB01 3 0 11 7 3 7 10 12 13
mcs70_m4Dr2_s25_AB02 3 0 11 6 3 7 7 10 14
mcs70_m4Dr2_s25_AB03 3 0 13 7 3 6 6 10 13
mcs70_m4Dr2_s25_AB04 5 0 14 6 3 8 11 10 12
mcs70_m4Dr2_s25_AB05 3 0 16 6 4 11 10 13 14
mcs70_m4Dr2_s25_AB06 4 0 14 5 4 7 11 12 12
mcs70_m4Dr2_s25_AB07 2 0 11 6 2 6 7 9 11
mcs70_m4Dr2_s25_AB08 3 0 13 7 5 7 8 12 13
mcs70_m4Dr2_s25_AB09 3 0 13 7 4 6 8 11 13
mcs70_m4Dr4_s25_AB00 4 0 13 7 7 7 8 9 12
mcs70_m4Dr4_s25_AB01 3 0 13 8 3 6 9 9 12
mcs70_m4Dr4_s25_AB02 3 0 13 7 3 7 8 10 13
mcs70_m4Dr4_s25_AB03 3 0 13 7 3 7 9 11 9
mcs70_m4Dr4_s25_AB04 3 0 13 8 3 7 8 9 13
mcs70_m4Dr4_s25_AB05 2 0 12 6 3 8 9 9 12
mcs70_m4Dr4_s25_AB06 3 0 12 5 3 7 7 9 13
mcs70_m4Dr4_s25_AB07 2 0 11 6 2 6 7 9 12
mcs70_m4Dr4_s25_AB08 2 0 13 6 2 6 9 9 11
mcs70_m4Dr4_s25_AB09 3 0 11 9 3 7 8 8 13
mcs70_m4Dr6_s25_AB00 2 0 13 5 3 7 7 10 13
mcs70_m4Dr6_s25_AB01 4 0 16 7 3 8 10 12 10
mcs70_m4Dr6_s25_AB02 2 0 10 5 3 6 7 8 14
mcs70_m4Dr6_s25_AB03 2 0 10 9 3 7 7 8 11
mcs70_m4Dr6_s25_AB04 2 0 12 10 2 6 6 10 12
mcs70_m4Dr6_s25_AB05 2 0 13 6 3 6 9 8 12
mcs70_m4Dr6_s25_AB06 3 2 11 7 3 6 7 8 12
mcs70_m4Dr6_s25_AB07 3 2 14 10 3 8 9 10 13
mcs70_m4Dr6_s25_AB08 2 0 11 5 2 6 6 9 12
mcs70_m4Dr6_s25_AB09 3 0 12 8 3 7 8 11 13
mcs70_r001_s100_AB00 38 1402 56 1312 35 46 52 51 53
mcs70_r001_s100_AB01 56 9144 68 21925 45 61 64 59 69
mcs70_r001_s100_AB02 30 4120 54 3656 26 46 48 50 51
mcs70_r001_s100_AB03 64 86775 72 102359 57 67 66 59 67
mcs70_r001_s100_AB04 119 28877 87 33357 113 107 88 80 84
mcs70_r001_s100_AB05 84 14368 69 21447 59 67 63 60 67
mcs70_r001_s100_AB06 50 179433 57 264693 40 61 55 57 59
mcs70_r001_s100_AB07 52 175629 67 198422 64 66 58 65 64
mcs70_r001_s100_AB08 59 69441 62 34987 38 59 57 59 62
mcs70_r001_s100_AB09 22 38946 54 43870 44 47 48 50 52
mcs70_r005_s100_AB00 34 16 43 18 24 39 41 42 44
mcs70_r005_s100_AB01 35 3 51 15 24 45 47 53 47
mcs70_r005_s100_AB02 43 52 52 370 45 46 49 56 39
mcs70_r005_s100_AB03 42 14 46 96 23 45 44 51 50
mcs70_r005_s100_AB04 27 99 52 252 50 51 51 52 57
mcs70_r005_s100_AB05 24 66 52 251 26 45 46 45 48
mcs70_r005_s100_AB06 25 11 47 18 25 45 46 49 50
mcs70_r005_s100_AB07 24 21 50 40 32 46 47 48 50
mcs70_r005_s100_AB08 21 20 41 32 21 41 43 45 45
mcs70_r005_s100_AB09 47 37 59 51 39 51 56 55 56
mcs70_r005_s20_AB00 1 0 10 4 2 4 4 7 11
mcs70_r005_s20_AB01 1 0 9 4 2 3 6 7 9
mcs70_r005_s20_AB02 2 0 9 7 1 3 6 7 10
mcs70_r005_s20_AB03 2 0 11 3 3 5 5 8 10
mcs70_r005_s20_AB04 2 0 11 5 1 3 6 5 9
mcs70_r005_s20_AB05 1 0 11 6 2 3 5 7 9
mcs70_r005_s20_AB06 1 0 9 3 1 3 6 6 10
mcs70_r005_s20_AB07 2 0 13 4 3 7 7 10 13
mcs70_r005_s20_AB08 1 0 11 6 2 4 5 7 10
mcs70_r005_s20_AB09 2 0 12 5 2 6 7 8 11
mcs70_r005_s25_AB00 4 7 16 9 8 10 11 14 16
mcs70_r005_s25_AB01 4 1 14 8 5 8 10 12 14
mcs70_r005_s25_AB02 3 1 14 6 4 8 10 11 12
mcs70_r005_s25_AB03 4 1 12 6 4 8 6 11 13
mcs70_r005_s25_AB04 3 0 13 8 5 8 9 11 12
mcs70_r005_s25_AB05 2 2 13 8 5 9 7 11 15
mcs70_r005_s25_AB06 3 3 10 10 3 7 8 10 12
mcs70_r005_s25_AB07 4 1 13 6 3 8 6 10 14
mcs70_r005_s25_AB08 4 1 14 6 4 8 9 13 14
mcs70_r005_s25_AB09 4 2 13 8 3 7 10 10 13
mcs70_r005_s30_AB00 2 0 12 3 2 5 6 8 11
mcs70_r005_s30_AB01 2 0 10 5 2 5 7 8 12
mcs70_r005_s30_AB02 3 0 17 7 3 8 9 10 13
mcs70_r005_s30_AB03 1 0 10 6 2 5 5 8 10
mcs70_r005_s30_AB04 2 0 11 5 2 5 5 9 11
mcs70_r005_s30_AB05 2 0 11 5 2 6 5 10 12
mcs70_r005_s30_AB06 2 2 9 6 2 5 6 9 10
mcs70_r005_s30_AB07 2 0 12 6 2 5 7 8 11
mcs70_r005_s30_AB08 3 0 13 8 6 6 8 11 12
mcs70_r005_s30_AB09 2 0 10 9 2 5 5 8 12
mcs70_r005_s35_AB00 4 5 16 7 4 9 11 12 14
mcs70_r005_s35_AB01 3 0 13 6 3 7 8 10 11
mcs70_r005_s35_AB02 4 1 15 7 5 9 12 10 14
mcs70_r005_s35_AB03 4 2 16 7 4 7 9 12 14
mcs70_r005_s35_AB04 4 1 14 9 4 9 9 11 13
mcs70_r005_s35_AB05 4 0 15 6 4 8 9 12 13
mcs70_r005_s35_AB06 5 0 16 6 4 8 10 10 17
mcs70_r005_s35_AB07 4 1 14 7 4 9 10 12 16
mcs70_r005_s35_AB08 5 2 13 6 4 8 9 11 13
mcs70_r005_s35_AB09 3 0 15 7 3 9 12 13 15
mcs70_r005_s40_AB00 7 3 23 25 8 14 17 18 22
mcs70_r005_s40_AB01 7 3 19 6 8 12 16 14 19
mcs70_r005_s40_AB02 6 0 22 8 7 17 17 15 19
mcs70_r005_s40_AB03 6 7 20 7 7 14 17 18 18
mcs70_r005_s40_AB04 6 1 20 6 6 9 16 14 19
mcs70_r005_s40_AB05 4 0 18 6 5 11 14 14 15
mcs70_r005_s40_AB06 8 4 19 7 7 14 15 17 19
mcs70_r005_s40_AB07 8 0 20 8 7 14 14 17 19
mcs70_r005_s40_AB08 5 2 18 6 5 13 13 14 17
mcs70_r005_s40_AB09 6 2 18 7 6 13 15 17 20
mcs70_r005_s50_AB00 19 25 40 9 16 31 31 31 34
mcs70_r005_s50_AB01 13 26 32 7 14 29 29 32 34
mcs70_r005_s50_AB02 20 7 44 13 21 38 38 43 44
mcs70_r005_s50_AB03 16 22 39 28 16 31 33 35 34
mcs70_r005_s50_AB04 16 48 36 9 30 33 32 36 39
mcs70_r005_s50_AB05 26 18 38 10 16 32 33 37 38
mcs70_r005_s50_AB06 17 27 35 11 29 30 30 33 38
mcs70_r005_s50_AB07 17 63 39 162 31 36 37 34 40
mcs70_r005_s50_AB08 18 8 44 19 18 37 38 35 40
mcs70_r005_s50_AB09 29 1 41 10 18 35 36 38 41
mcs70_r005_s60_AB00 8 1 24 6 15 18 19 22 24
mcs70_r005_s60_AB01 11 5 28 22 10 20 21 23 24
mcs70_r005_s60_AB02 9 8 27 6 14 20 19 18 27
mcs70_r005_s60_AB03 11 2 30 10 22 23 24 27 29
mcs70_r005_s60_AB04 11 9 29 13 11 20 25 28 26
mcs70_r005_s60_AB05 8 3 20 11 11 18 18 19 25
mcs70_r005_s60_AB06 11 2 27 8 10 21 21 23 27
mcs70_r005_s60_AB07 12 1 33 7 13 25 25 29 30
mcs70_r005_s60_AB08 14 1 29 7 20 20 21 27 29
mcs70_r005_s60_AB09 9 18 24 7 10 16 22 23 26
mcs70_r005_s70_AB00 19 9 46 22 23 40 41 43 47
mcs70_r005_s70_AB01 21 1 41 10 21 37 37 38 41
mcs70_r005_s70_AB02 21 25 44 10 19 37 38 39 38
mcs70_r005_s70_AB03 16 2 36 8 30 31 30 36 38
mcs70_r005_s70_AB04 17 2 39 8 17 35 32 37 37
mcs70_r005_s70_AB05 16 4 38 9 23 34 34 35 41
mcs70_r005_s70_AB06 23 49 39 20 18 35 35 36 39
mcs70_r005_s70_AB07 16 4 41 9 16 31 31 37 40
mcs70_r005_s70_AB08 18 4 38 8 19 36 37 39 43
mcs70_r005_s70_AB09 22 7 47 6 39 43 45 46 47
mcs70_r005_s80_AB00 27 5 61 25 37 54 55 54 61
mcs70_r005_s80_AB01 33 52 53 239 54 53 53 57 58
mcs70_r005_s80_AB02 28 6 58 13 28 51 50 50 54
mcs70_r005_s80_AB03 30 61 64 89 30 55 57 49 60
mcs70_r005_s80_AB04 42 129 59 14 53 56 53 59 63
mcs70_r005_s80_AB05 29 59 61 26 51 57 59 66 62
mcs70_r005_s80_AB06 42 19 67 31 34 59 58 60 64
mcs70_r005_s80_AB07 47 158 63 58 33 60 59 66 64
mcs70_r005_s80_AB08 35 164 69 44 55 57 61 67 67
mcs70_r005_s80_AB09 43 38 55 47 30 52 49 57 58
mcs70_r005_s90_AB00 44 245 82 39 70 78 81 79 85
mcs70_r005_s90_AB01 78 69 94 39 72 86 86 91 92
mcs70_r005_s90_AB02 45 42 89 31 72 80 80 85 89
mcs70_r005_s90_AB03 88 104 101 325 84 98 96 100 105
mcs70_r005_s90_AB04 49 28 84 36 65 75 70 75 62
mcs70_r005_s90_AB05 45 1373 92 44 49 84 82 80 93
mcs70_r005_s90_AB06 61 139 90 33 60 83 83 84 79
mcs70_r005_s90_AB07 69 359 76 69 44 77 76 80 86
mcs70_r005_s90_AB08 52 234 93 1836 67 89 93 95 70
mcs70_r005_s90_AB09 43 28 78 54 44 76 73 75 78
mcs70_r01_s100_AB00 16 1 46 9 21 41 41 42 31
mcs70_r01_s100_AB01 19 4 40 72 37 38 40 47 44
mcs70_r01_s100_AB02 20 4 47 16 40 42 42 46 45
mcs70_r01_s100_AB03 14 1 42 8 29 35 37 37 41
mcs70_r01_s100_AB04 32 1 45 6 33 40 41 43 45
mcs70_r01_s100_AB05 20 4 42 8 21 39 39 42 43
mcs70_r01_s100_AB06 22 2 41 9 28 37 38 43 40
mcs70_r01_s100_AB07 17 2 39 9 17 32 29 34 38
mcs70_r01_s100_AB08 35 1 45 10 36 38 42 44 45
mcs70_r01_s100_AB09 21 1 42 8 28 41 39 41 44
mcs70_r01_s10_AB00 0 0 8 3 0 1 2 5 7
mcs70_r01_s10_AB01 0 0 8 5 0 1 2 5 7
mcs70_r01_s10_AB02 0 0 8 5 0 1 3 5 7
mcs70_r01_s10_AB03 0 0 7 2 0 1 3 5 8
mcs70_r01_s10_AB04 0 0 8 3 0 1 2 5 7
mcs70_r01_s10_AB05 0 0 6 6 0 2 4 4 8
mcs70_r01_s10_AB06 0 0 9 4 0 1 4 5 7
mcs70_r01_s10_AB07 0 0 8 3 0 1 3 6 8
mcs70_r01_s10_AB08 0 0 8 3 0 2 3 5 8
mcs70_r01_s10_AB09 0 0 8 2 0 1 2 5 8
mcs70_r01_s15_AB00 1 0 9 6 2 4 6 6 9
mcs70_r01_s15_AB01 1 0 9 5 1 3 4 7 10
mcs70_r01_s15_AB02 1 0 9 3 2 4 6 6 9
mcs70_r01_s15_AB03 1 0 9 5 2 3 6 7 9
mcs70_r01_s15_AB04 1 0 10 5 1 3 4 8 9
mcs70_r01_s15_AB05 1 0 10 8 2 4 6 7 8
mcs70_r01_s15_AB06 2 0 9 5 1 3 4 6 9
mcs70_r01_s15_AB07 1 0 9 6 2 4 5 7 10
mcs70_r01_s15_AB08 1 0 8 5 2 3 5 7 9
mcs70_r01_s15_AB09 1 0 10 5 1 3 7 7 10
mcs70_r01_s20_AB00 1 0 10 6 2 4 5 7 10
mcs70_r01_s20_AB01 2 0 10 4 2 3 4 7 8
mcs70_r01_s20_AB02 1 0 9 3 1 3 4 7 8
mcs70_r01_s20_AB03 1 0 12 6 1 3 5 7 11
mcs70_r01_s20_AB04 2 0 10 6 1 3 4 6 8
mcs70_r01_s20_AB05 2 0 11 5 2 5 4 6 9
mcs70_r01_s20_AB06 1 0 10 4 1 4 5 7 10
mcs70_r01_s20_AB07 1 0 9 5 1 2 5 6 8
mcs70_r01_s20_AB08 1 0 10 4 1 3 3 7 10
mcs70_r01_s20_AB09 1 0 10 3 1 4 4 8 10
mcs70_r01_s25_AB00 3 0 10 9 2 6 8 9 10
mcs70_r01_s25_AB01 3 0 14 6 3 7 9 11 15
mcs70_r01_s25_AB02 3 0 11 6 3 6 8 8 12
mcs70_r01_s25_AB03 2 0 12 8 3 6 6 9 12
mcs70_r01_s25_AB04 2 0 13 6 3 6 6 9 12
mcs70_r01_s25_AB05 4 0 15 6 3 7 8 12 12
mcs70_r01_s25_AB06 4 0 14 5 4 7 11 12 15
mcs70_r01_s25_AB07 3 0 14 5 3 6 8 7 12
mcs70_r01_s25_AB08 3 0 15 6 4 8 9 11 12
mcs70_r01_s25_AB09 3 1 14 6 3 9 8 10 15
mcs70_r01_s30_AB00 2 0 13 5 3 8 8 9 12
mcs70_r01_s30_AB01 3 0 13 5 2 7 5 9 13
mcs70_r01_s30_AB02 3 0 12 7 2 6 8 8 11
mcs70_r01_s30_AB03 2 0 12 5 2 5 7 8 10
mcs70_r01_s30_AB04 2 0 13 6 2 6 6 9 12
mcs70_r01_s30_AB05 1 0 11 5 1 4 7 8 10
mcs70_r01_s30_AB06 2 0 10 5 2 4 7 8 10
mcs70_r01_s30_AB07 2 0 11 6 2 4 5 8 11
mcs70_r01_s30_AB08 2 0 11 5 4 5 5 6 11
mcs70_r01_s30_AB09 2 0 11 4 2 5 7 8 11
mcs70_r01_s35_AB00 5 0 18 8 6 13 15 13 17
mcs70_r01_s35_AB01 4 0 16 5 4 10 10 13 14
mcs70_r01_s35_AB02 3 0 15 6 3 8 10 12 13
mcs70_r01_s35_AB03 3 0 15 6 4 8 10 13 15
mcs70_r01_s35_AB04 3 0 14 4 3 8 10 10 14
mcs70_r01_s35_AB05 3 0 15 4 3 7 10 8 14
mcs70_r01_s35_AB06 4 0 16 6 6 10 11 13 16
mcs70_r01_s35_AB07 3 0 14 6 3 8 9 13 13
mcs70_r01_s35_AB08 3 0 15 5 3 8 9 12 14
mcs70_r01_s35_AB09 4 0 15 6 4 9 9 12 14
mcs70_r01_s40_AB00 6 0 20 17 8 13 15 17 20
mcs70_r01_s40_AB01 5 0 18 7 6 12 15 17 17
mcs70_r01_s40_AB02 5 0 18 6 7 12 14 13 19
mcs70_r01_s40_AB03 6 0 21 7 6 14 17 17 18
mcs70_r01_s40_AB04 6 0 19 7 6 14 13 18 17
mcs70_r01_s40_AB05 15 0 25 7 16 17 19 20 22
mcs70_r01_s40_AB06 6 0 20 5 6 14 16 19 19
mcs70_r01_s40_AB07 6 1 18 5 7 13 15 16 18
mcs70_r01_s40_AB08 5 0 16 9 6 11 13 14 18
mcs70_r01_s40_AB09 6 0 19 9 6 13 14 17 20
mcs70_r01_s50_AB00 11 5 34 6 14 26 28 32 35
mcs70_r01_s50_AB01 13 4 30 7 13 28 28 30 31
mcs70_r01_s50_AB02 13 1 33 8 14 29 32 34 33
mcs70_r01_s50_AB03 12 0 34 8 13 26 30 30 28
mcs70_r01_s50_AB04 14 0 29 8 14 27 30 31 34
mcs70_r01_s50_AB05 11 3 35 7 14 24 30 30 30
mcs70_r01_s50_AB06 14 2 28 7 22 26 27 27 30
mcs70_r01_s50_AB07 13 2 33 6 18 26 28 29 33
mcs70_r01_s50_AB08 12 3 36 8 12 26 28 26 31
mcs70_r01_s50_AB09 12 1 32 6 22 26 25 29 30
mcs70_r01_s60_AB00 7 0 22 11 8 14 16 18 21
mcs70_r01_s60_AB01 8 0 25 6 12 20 20 22 24
mcs70_r01_s60_AB02 6 0 21 6 7 17 18 18 21
mcs70_r01_s60_AB03 8 0 24 7 11 18 20 22 24
mcs70_r01_s60_AB04 8 0 23 7 10 15 17 20 25
mcs70_r01_s60_AB05 8 0 23 6 8 18 17 22 23
mcs70_r01_s60_AB06 8 3 20 9 7 16 17 19 21
mcs70_r01_s60_AB07 8 1 21 7 9 20 18 22 23
mcs70_r01_s60_AB08 6 0 23 5 11 18 18 19 23
mcs70_r01_s60_AB09 7 1 20 4 7 16 16 19 22
mcs70_r01_s70_AB00 13 2 34 28 14 28 30 29 35
mcs70_r01_s70_AB01 15 0 38 6 17 34 33 37 38
mcs70_r01_s70_AB02 11 9 30 79 18 30 31 33 36
mcs70_r01_s70_AB03 14 0 36 9 22 29 29 30 38
mcs70_r01_s70_AB04 12 1 36 6 15 29 34 35 38
mcs70_r01_s70_AB05 13 1 36 5 13 28 27 31 34
mcs70_r01_s70_AB06 16 1 37 7 25 33 36 36 39
mcs70_r01_s70_AB07 14 1 36 6 15 29 30 33 34
mcs70_r01_s70_AB08 11 1 37 14 15 29 30 34 36
mcs70_r01_s70_AB09 13 1 36 6 15 28 30 29 35
mcs70_r01_s80_AB00 19 2 50 7 24 45 47 49 50
mcs70_r01_s80_AB01 24 1 42 53 35 50 51 52 58
mcs70_r01_s80_AB02 29 2 58 8 35 55 56 55 60
mcs70_r01_s80_AB03 24 5 56 47 25 48 48 47 44
mcs70_r01_s80_AB04 22 9 48 6 23 43 41 47 52
mcs70_r01_s80_AB05 25 7 63 22 56 58 57 57 60
mcs70_r01_s80_AB06 21 4 50 6 39 43 42 45 50
mcs70_r01_s80_AB07 18 1 47 6 23 44 45 47 54
mcs70_r01_s80_AB08 22 2 48 9 22 44 45 43 50
mcs70_r01_s80_AB09 25 9 52 8 30 50 51 58 53
mcs70_r01_s90_AB00 41 17 90 28 61 77 79 84 80
mcs70_r01_s90_AB01 42 4 81 9 47 75 80 79 88
mcs70_r01_s90_AB02 40 9 83 8 51 72 72 75 77
mcs70_r01_s90_AB03 35 13 73 7 36 59 61 63 70
mcs70_r01_s90_AB04 35 7 67 25 58 64 63 70 71
mcs70_r01_s90_AB05 34 1 81 8 51 75 75 84 85
mcs70_r01_s90_AB06 53 6 82 12 47 79 83 86 88
mcs70_r01_s90_AB07 38 4 70 7 67 73 73 81 77
mcs70_r01_s90_AB08 36 10 75 10 39 62 66 73 71
mcs70_r01_s90_AB09 38 11 84 7 42 72 72 77 75
mcs70_r02_s100_AB00 13 0 32 10 24 26 28 32 34
mcs70_r02_s100_AB01 16 1 33 4 23 29 30 36 32
mcs70_r02_s100_AB02 15 1 38 8 17 32 32 36 38
mcs70_r02_s100_AB03 14 1 37 9 29 30 30 28 36
mcs70_r02_s100_AB04 13 0 37 8 14 27 27 31 34
mcs70_r02_s100_AB05 10 0 33 6 12 24 26 32 32
mcs70_r02_s100_AB06 16 1 33 8 20 28 29 32 34
mcs70_r02_s100_AB07 16 0 35 10 17 33 34 34 38
mcs70_r02_s100_AB08 19 0 44 8 32 38 35 44 45
mcs70_r02_s100_AB09 13 1 35 10 20 25 28 30 34
mcs70_r02_s10_AB00 0 0 8 4 0 1 3 4 7
mcs70_r02_s10_AB01 0 0 7 3 0 1 3 6 8
mcs70_r02_s10_AB02 0 0 8 3 0 1 3 6 8
mcs70_r02_s10_AB03 0 0 6 3 0 1 3 5 7
mcs70_r02_s10_AB04 0 0 8 4 0 1 5 5 7
mcs70_r02_s10_AB05 0 0 8 4 0 1 2 5 8
mcs70_r02_s10_AB06 0 0 7 2 0 1 3 6 8
mcs70_r02_s10_AB07 0 0 8 4 0 1 2 4 7
mcs70_r02_s10_AB08 0 0 7 3 0 1 1 3 7
mcs70_r02_s10_AB09 0 0 8 4 0 1 1 4 8
mcs70_r02_s15_AB00 0 0 10 8 1 2 5 7 9
mcs70_r02_s15_AB01 1 0 10 6 2 3 5 6 9
mcs70_r02_s15_AB02 1 0 9 7 2 2 5 6 9
mcs70_r02_s15_AB03 1 0 8 6 1 3 5 7 8
mcs70_r02_s15_AB04 0 0 8 6 1 3 3 6 9
mcs70_r02_s15_AB05 1 0 9 7 1 3 5 5 9
mcs70_r02_s15_AB06 1 0 9 5 1 3 3 6 9
mcs70_r02_s15_AB07 1 0 8 7 1 3 4 7 9
mcs70_r02_s15_AB08 0 0 8 6 1 2 5 7 9
mcs70_r02_s15_AB09 0 0 8 7 1 2 5 6 9
mcs70_r02_s20_AB00 0 0 9 9 1 2 5 6 8
mcs70_r02_s20_AB01 1 0 8 4 1 4 4 6 9
mcs70_r02_s20_AB02 0 0 9 5 1 2 4 7 9
mcs70_r02_s20_AB03 1 0 10 4 1 4 6 4 9
mcs70_r02_s20_AB04 1 0 9 5 1 3 5 6 9
mcs70_r02_s20_AB05 0 0 9 4 1 2 6 5 9
mcs70_r02_s20_AB06 1 0 8 7 1 3 3 6 10
mcs70_r02_s20_AB07 1 0 10 7 1 2 4 6 8
mcs70_r02_s20_AB08 1 0 9 6 1 3 5 6 9
mcs70_r02_s20_AB09 0 0 9 5 1 2 5 6 8
