instance kdown james-cpp-max-down kdown-par/t32 james-cpp-max-down-par/t32 kdown-par/t32r kdown-cilk/t32 kdown-cilk/t32r
g41-g103 100000 100019 100003 100016 100003 100194 100194
g41-g104 100001 100043 100007 100045 100006 100011 100012
g41-g105 100000 100039 100006 100045 100006 100011 100011
g41-g106 100000 100088 100006 100051 100006 100019 100020
g41-g107 100000 100087 100007 100104 100007 100028 100026
g41-g108 100001 100101 100009 100097 100008 100040 100041
g41-g109 100001 100030 100006 100053 100007 100120 100118
g41-g110 100001 100129 100007 100099 100007 100225 100227
g41-g111 100001 100139 100009 100188 100008 100020 100022
g41-g112 100001 100182 100011 100119 100010 100124 100129
g41-g51 100000 100000 100002 100001 100002 100006 100009
g41-g52 100000 100000 100002 100001 100003 100007 100007
g41-g53 100000 100000 100002 100001 100002 100007 100008
g41-g54 100000 100000 100002 100001 100002 100008 100009
g41-g55 100000 100000 100002 100001 100002 100006 100006
g41-g56 100000 100000 100002 100001 100002 100009 100009
g41-g57 100000 100000 100003 100002 100003 100033 100023
g41-g61 100000 100000 100002 100002 100002 100021 100023
g41-g62 100000 100000 100002 100002 100002 100011 100008
g41-g63 100000 100000 100002 100001 100002 100010 100009
g41-g64 100000 100001 100002 100002 100002 100013 100013
g41-g65 100000 100000 100002 100001 100002 100015 100016
g41-g67 100000 100000 100002 100002 100002 100005 100005
g41-g68 100000 100001 100002 100002 100002 100006 100005
g41-g69 100000 100001 100002 100003 100002 100020 100016
g41-g70 100000 100002 100004 100003 100004 100038 100040
g41-g71 100000 100001 100003 100002 100003 100004 100005
g41-g72 100000 100002 100004 100003 100004 100012 100010
g41-g74 100000 100001 100002 100003 100002 100012 100010
g41-g75 100000 100002 100002 100002 100002 100019 100019
g41-g76 100000 100002 100002 100003 100002 100047 100041
g41-g77 100000 100001 100002 100002 100002 100065 100061
g41-g78 100000 100002 100002 100002 100002 100010 100010
g41-g79 100000 100002 100003 100003 100002 100013 100011
g41-g80 100000 100004 100006 100008 100005 100046 100052
g41-g81 100000 100004 100002 100005 100002 100066 100066
g41-g83 100000 100003 100003 100004 100003 100013 100012
g41-g84 100000 100004 100002 100005 100002 100054 100059
g41-g85 100000 100002 100004 100010 100004 100121 100103
g41-g87 100000 100004 100003 100005 100003 100011 100012
g41-g88 100000 100002 100002 100005 100003 100014 100013
g41-g89 100000 100002 100002 100007 100003 100063 100061
g41-g90 100000 100006 100002 100003 100003 100076 100074
g41-g91 100000 100009 100005 100020 100004 100018 100019
g41-g92 100000 100011 100004 100025 100004 100029 100024
g41-g94 100000 100014 100004 100007 100004 100035 100034
g41-g95 100000 100020 100005 100026 100005 100111 100119
g41-g96 100000 100022 100007 100022 100007 100048 100031
g41-g97 100000 100021 100005 100030 100005 100168 100202
g41-g98 100000 100015 100005 100037 100005 100010 100009
g41-g99 100000 100015 100005 100038 100005 100009 100008
g42-g100 100000 100021 100004 100018 100005 100290 100307
g42-g101 100000 100016 100004 100040 100004 100096 100099
g42-g102 100000 100008 100004 100038 100004 100016 100016
g42-g103 100000 100008 100005 100018 100004 100078 100082
g42-g104 100000 100049 100006 100044 100006 100012 100010
g42-g105 100001 100048 100005 100045 100006 100013 100012
g42-g106 100000 100089 100007 100082 100007 100060 100062
g42-g107 100001 100088 100008 100082 100007 100027 100030
g42-g108 100001 100103 100008 100096 100008 100036 100036
g42-g109 100001 100091 100010 100099 100009 100372 100394
g42-g110 100001 100121 100009 100123 100009 100447 100435
g42-g111 100001 100148 100010 100134 100011 100089 100086
g42-g112 100001 100196 100011 100348 100011 100030 100032
g42-g51 100000 100000 100002 100002 100002 100008 100010
g42-g52 100000 100000 100002 100001 100002 100011 100009
g42-g53 100000 100000 100002 100001 100002 100006 100005
g42-g54 100000 100000 100002 100002 100002 100010 100011
g42-g55 100000 100000 100002 100001 100002 100009 100009
g42-g56 100000 100000 100002 100001 100002 100010 100010
g42-g57 100000 100000 100003 100002 100003 100025 100025
g42-g61 100000 100000 100002 100002 100002 100012 100011
g42-g62 100000 100000 100002 100001 100003 100014 100015
g42-g63 100000 100000 100002 100002 100002 100012 100012
g42-g64 100000 100001 100002 100002 100002 100014 100013
g42-g65 100000 100000 100002 100001 100002 100011 100014
g42-g67 100000 100001 100002 100002 100002 100018 100032
g42-g68 100000 100000 100002 100001 100002 100008 100008
g42-g69 100000 100000 100003 100003 100003 100034 100030
g42-g70 100000 100001 100003 100003 100003 100046 100053
g42-g71 100000 100001 100003 100003 100003 100049 100037
g42-g72 100000 100001 100003 100004 100003 100022 100026
g42-g74 100000 100001 100003 100002 100002 100018 100016
g42-g75 100000 100002 100002 100002 100002 100019 100020
g42-g76 100000 100002 100002 100003 100003 100057 100063
g42-g77 100000 100001 100002 100002 100002 100072 100070
g42-g78 100000 100001 100003 100002 100003 100014 100010
g42-g79 100000 100002 100002 100005 100003 100013 100011
g42-g80 100000 100003 100004 100005 100003 100083 100058
g42-g81 100000 100002 100003 100004 100002 100024 100028
g42-g83 100000 100002 100002 100005 100003 100048 100052
g42-g84 100000 100004 100002 100006 100002 100050 100083
g42-g85 100000 100005 100003 100008 100003 100094 100109
g42-g87 100000 100003 100004 100005 100003 100018 100018
g42-g88 100000 100004 100003 100007 100003 100010 100011
g42-g89 100000 100004 100003 100009 100003 100104 100095
g42-g90 100000 100005 100003 100018 100003 100044 100043
g42-g91 100000 100004 100004 100012 100005 100139 100158
g42-g92 100000 100008 100004 100016 100004 100147 100161
g42-g94 100000 100011 100004 100030 100004 100074 100074
g42-g95 100000 100017 100005 100039 100006 100147 100148
g42-g96 100000 100023 100006 100033 100006 100115 100173
g42-g97 100000 100019 100006 100031 100006 100156 100142
g42-g98 100000 100020 100004 100037 100004 100009 100010
g42-g99 100000 100028 100004 100036 100004 100009 100008
g43-g100 100000 100013 100015 100020 100015 100327 100281
g43-g101 100001 100007 100007 100019 100007 100476 100477
g43-g102 100000 100001 100007 100017 100007 100495 100477
g43-g103 100000 100015 100007 100004 100007 100448 100461
g43-g104 100000 100049 100012 100045 100012 100053 100048
g43-g105 100000 100049 100012 100043 100012 100057 100060
g43-g106 100000 100082 100012 100079 100011 100062 100063
g43-g107 100001 100091 100015 100079 100014 100140 100148
g43-g108 100001 100093 100016 100096 100015 100072 100079
g43-g109 100000 100077 100020 100082 100018 101588 101573
g43-g110 100000 100107 100014 100106 100013 100245 100230
g43-g111 100001 100146 100018 100144 100018 100106 100102
g43-g112 100746 100173 100021 100163 100021 100305 100409
g43-g51 100000 100000 100003 100002 100003 100024 100021
g43-g52 100000 100000 100004 100002 100004 100023 100020
g43-g53 100000 100000 100002 100002 100002 100008 100009
g43-g54 100000 100000 100004 100002 100003 100029 100025
g43-g55 100000 100000 100003 100003 100003 100024 100023
g43-g56 100000 100000 100004 100002 100003 100032 100046
g43-g57 100000 100000 100006 100003 100005 100026 100024
g43-g61 100000 100001 100003 100003 100004 100043 100046
g43-g62 100000 100000 100003 100003 100004 100043 100042
g43-g63 100000 100000 100003 100003 100003 100017 100019
g43-g64 100000 100001 100002 100002 100002 100021 100020
g43-g65 100000 100000 100004 100001 100004 100024 100029
g43-g67 100000 100001 100004 100002 100004 100050 100059
g43-g68 100000 100000 100002 100001 100002 100049 100056
g43-g69 100000 100001 100004 100003 100004 100056 100057
g43-g70 100000 100002 100004 100003 100004 100049 100041
g43-g71 100000 100001 100004 100003 100004 100065 100065
g43-g72 100000 100001 100008 100003 100006 100024 100024
g43-g74 100000 100001 100003 100004 100004 100048 100048
g43-g75 100000 100002 100004 100003 100004 100100 100144
g43-g76 100000 100002 100003 100004 100003 100099 100110
g43-g77 100000 100001 100002 100003 100002 100096 100073
g43-g78 100000 100001 100004 100004 100003 100043 100047
g43-g79 100000 100002 100004 100003 100003 100052 100051
g43-g80 100000 100003 100010 100006 100008 100090 100073
g43-g81 100000 100001 100004 100002 100005 100144 100137
g43-g83 100000 100003 100004 100004 100005 100141 100143
g43-g84 100000 100004 100003 100006 100003 100143 100146
g43-g85 100000 100005 100009 100005 100007 100158 100177
g43-g87 100000 100004 100005 100006 100005 100039 100046
g43-g88 100000 100003 100005 100005 100006 100087 100092
g43-g89 100000 100009 100009 100010 100008 100097 100075
g43-g90 100000 100005 100008 100006 100008 100117 100116
g43-g91 100000 100009 100006 100009 100008 100050 100050
g43-g92 100000 100011 100007 100011 100005 100087 100095
g43-g94 100000 100013 100009 100003 100009 100079 100081
g43-g95 100000 100028 100012 100020 100015 100183 100168
g43-g96 100000 100038 100017 100029 100015 100205 100162
g43-g97 100000 100025 100021 100019 100023 100178 100188
g43-g98 100000 100030 100015 100028 100016 100114 100103
g43-g99 100000 100021 100013 100028 100015 100069 100096
g44-g100 100000 100011 100008 100030 100007 100380 100450
g44-g101 100000 100011 100007 100018 100007 100335 100338
g44-g102 100000 100004 100007 100014 100007 100144 100145
g44-g103 100000 100004 100008 100018 100007 100125 100124
g44-g104 100000 100047 100012 100040 100015 100069 100083
g44-g105 100000 100043 100012 100046 100014 100079 100079
g44-g106 100001 100088 100012 100076 100012 100082 100085
g44-g107 100001 100076 100016 100077 100017 100084 100075
g44-g108 100000 100091 100017 100102 100017 100456 100468
g44-g109 100001 100039 100018 100095 100018 100075 100076
g44-g110 100001 100079 100010 100110 100012 100288 100286
g44-g111 100001 100127 100020 100132 100019 100104 100102
g44-g112 100002 100174 100018 100018 100019 100206 100188
g44-g51 100000 100000 100003 100001 100003 100030 100031
g44-g52 100000 100000 100003 100002 100003 100029 100035
g44-g53 100000 100000 100003 100001 100003 100030 100030
g44-g54 100000 100000 100003 100003 100003 100020 100029
g44-g55 100011 100000 100003 100002 100003 100031 100028
g44-g56 100000 100000 100003 100002 100003 100054 100027
g44-g57 100000 100000 100005 100001 100006 100041 100036
g44-g61 100000 100000 100004 100002 100004 100064 100076
g44-g62 100000 100000 100003 100002 100003 100028 100034
g44-g63 100000 100000 100003 100002 100003 100017 100014
g44-g64 100000 100000 100002 100002 100002 100016 100017
g44-g65 100000 100000 100003 100002 100003 100039 100047
g44-g67 100000 100000 100004 100002 100004 100019 100020
g44-g68 100000 100000 100002 100001 100002 100018 100020
g44-g69 100000 100000 100004 100003 100004 100070 100071
g44-g70 100000 100001 100005 100003 100005 100085 100090
g44-g71 100000 100000 100006 100004 100005 100043 100037
g44-g72 100000 100002 100008 100004 100004 100037 100034
g44-g74 100000 100001 100003 100003 100003 100012 100010
g44-g75 100000 100002 100002 100003 100002 100058 100063
g44-g76 100000 100002 100002 100004 100002 100058 100053
g44-g77 100000 100001 100002 100004 100002 100079 100110
g44-g78 100000 100001 100003 100004 100003 100035 100034
g44-g79 100000 100002 100004 100004 100004 100026 100027
g44-g80 100000 100005 100005 100006 100007 100082 100085
g44-g81 100000 100003 100004 100004 100005 100083 100084
g44-g83 100000 100002 100005 100006 100005 100033 100038
g44-g84 100000 100006 100002 100003 100002 100033 100041
g44-g85 100000 100005 100007 100006 100007 100199 100183
g44-g87 100000 100004 100006 100006 100004 100046 100046
g44-g88 100000 100004 100004 100006 100005 100041 100036
g44-g89 100000 100007 100006 100006 100007 100134 100120
g44-g90 100000 100000 100006 100009 100006 100079 100088
g44-g91 100000 100009 100010 100014 100006 100071 100095
g44-g92 100000 100010 100007 100010 100007 100094 100062
g44-g94 100000 100013 100009 100003 100009 100073 100073
g44-g95 100000 100016 100008 100035 100009 100201 100272
g44-g96 100000 100016 100008 100036 100009 100202 100175
g44-g97 100000 100021 100009 100037 100009 100242 100268
g44-g98 100000 100023 100008 100013 100007 100116 100076
g44-g99 100000 100023 100007 100013 100008 100090 100106
g45-g100 100000 100022 100012 100012 100011 100434 100506
g45-g101 100000 100008 100016 100018 100016 100117 100109
g45-g102 100000 100012 100014 100005 100013 100192 100208
g45-g103 100001 100001 100010 100018 100010 100104 100098
g45-g104 100000 100042 100015 100054 100014 100031 100032
g45-g105 100000 100043 100015 100044 100015 100035 100042
g45-g106 100000 100088 100012 100081 100013 100022 100026
g45-g107 100000 100078 100019 100131 100021 100054 100044
g45-g108 100001 100090 100019 100094 100017 100083 100084
g45-g109 100000 100027 100018 100066 100017 100764 100705
g45-g110 100000 100106 100012 100115 100011 100091 100096
g45-g111 100001 100129 100021 100135 100021 100072 100079
g45-g112 100001 100175 100021 100183 100021 100209 100209
g45-g51 100000 100000 100003 100001 100003 100018 100014
g45-g52 100000 100000 100004 100001 100003 100021 100025
g45-g53 100000 100000 100003 100001 100003 100022 100023
g45-g54 100000 100000 100003 100001 100003 100025 100023
g45-g55 100000 100000 100003 100003 100004 100014 100015
g45-g56 100000 100000 100004 100002 100003 100021 100024
g45-g57 100000 100000 100010 100002 100007 100035 100034
g45-g61 100000 100000 100004 100002 100004 100044 100044
g45-g62 100000 100001 100004 100002 100004 100015 100009
g45-g63 100000 100000 100003 100003 100003 100023 100022
g45-g64 100000 100001 100002 100002 100002 100015 100017
g45-g65 100000 100001 100004 100002 100004 100034 100036
g45-g67 100000 100000 100003 100003 100003 100035 100036
g45-g68 100000 100000 100002 100003 100002 100017 100016
g45-g69 100000 100001 100004 100003 100004 100048 100048
g45-g70 100000 100001 100006 100003 100007 100064 100061
g45-g71 100000 100001 100006 100003 100005 100023 100021
g45-g72 100000 100001 100005 100003 100005 100021 100021
g45-g74 100000 100001 100004 100004 100003 100030 100026
g45-g75 100000 100002 100003 100003 100003 100043 100041
g45-g76 100000 100001 100002 100004 100002 100063 100072
g45-g77 100000 100001 100002 100001 100002 100090 100087
g45-g78 100000 100001 100003 100002 100003 100019 100019
g45-g79 100000 100002 100004 100004 100004 100027 100028
g45-g80 100000 100004 100007 100005 100008 100109 100086
g45-g81 100000 100001 100005 100005 100005 100061 100065
g45-g83 100000 100002 100004 100006 100004 100147 100152
g45-g84 100000 100006 100003 100005 100002 100047 100045
g45-g85 100000 100004 100009 100006 100008 100134 100145
g45-g87 100000 100005 100005 100004 100005 100031 100034
g45-g88 100000 100004 100006 100005 100004 100037 100035
g45-g89 100000 100007 100006 100007 100006 100163 100151
g45-g90 100000 100008 100005 100006 100009 100122 100124
g45-g91 100000 100009 100008 100007 100006 100037 100038
g45-g92 100000 100010 100008 100013 100009 100075 100055
g45-g94 100000 100011 100008 100014 100010 100027 100026
g45-g95 100000 100030 100010 100022 100009 100204 100202
g45-g96 100000 100031 100015 100014 100016 100167 100176
g45-g97 100000 100025 100009 100020 100010 100281 100270
g45-g98 100000 100016 100012 100028 100013 100034 100044
g45-g99 100000 100007 100014 100026 100020 100041 100036
g46-g100 100000 100007 100006 100016 100007 100420 100450
g46-g101 100000 100027 100007 100015 100007 100276 100268
g46-g102 100000 100007 100008 100018 100008 100200 100195
g46-g103 100000 100015 100005 100015 100005 100048 100050
g46-g104 100000 100042 100010 100042 100010 100029 100027
g46-g105 100000 100043 100009 100042 100011 100030 100036
g46-g106 100001 100080 100011 100085 100010 100034 100036
g46-g107 100000 100081 100014 100075 100013 100041 100042
g46-g108 100001 100092 100013 100085 100012 100038 100029
g46-g109 100001 100070 100011 100024 100011 100321 100313
g46-g110 100001 100113 100008 100116 100008 100101 100102
g46-g111 100001 100127 100013 100123 100015 100079 100087
g46-g112 100001 100178 100016 100294 100016 100078 100081
g46-g51 100000 100000 100003 100001 100003 100027 100027
g46-g52 100000 100000 100003 100001 100003 100015 100015
g46-g53 100000 100000 100003 100001 100003 100023 100019
g46-g54 100000 100000 100002 100001 100003 100015 100017
g46-g55 100000 100000 100002 100002 100003 100019 100016
g46-g56 100000 100000 100002 100002 100003 100012 100012
g46-g57 100000 100000 100005 100001 100005 100055 100046
g46-g61 100000 100000 100004 100002 100004 100050 100064
g46-g62 100000 100000 100003 100002 100003 100017 100016
g46-g63 100000 100001 100002 100004 100002 100010 100010
g46-g64 100000 100001 100002 100002 100002 100013 100014
g46-g65 100000 100000 100003 100002 100003 100022 100023
g46-g67 100000 100000 100004 100003 100003 100049 100043
g46-g68 100000 100001 100001 100001 100002 100020 100021
g46-g69 100000 100001 100005 100002 100004 100042 100067
g46-g70 100000 100001 100005 100004 100006 100168 100179
g46-g71 100000 100000 100004 100004 100003 100098 100081
g46-g72 100000 100001 100005 100002 100004 100027 100024
g46-g74 100000 100001 100002 100003 100002 100018 100021
g46-g75 100000 100001 100002 100003 100002 100044 100024
g46-g76 100000 100001 100001 100002 100002 100039 100038
g46-g77 100000 100001 100002 100005 100002 100082 100075
g46-g78 100000 100001 100002 100003 100002 100018 100019
g46-g79 100000 100002 100003 100003 100004 100022 100021
g46-g80 100000 100003 100007 100006 100006 100115 100057
g46-g81 100000 100002 100003 100001 100003 100045 100047
g46-g83 100000 100003 100004 100004 100004 100049 100046
g46-g84 100000 100001 100003 100002 100002 100046 100053
g46-g85 100000 100004 100005 100007 100006 100221 100212
g46-g87 100000 100005 100004 100005 100003 100020 100022
g46-g88 100000 100004 100003 100005 100003 100016 100016
g46-g89 100000 100007 100006 100006 100006 100294 100231
g46-g90 100000 100006 100006 100007 100006 100034 100046
g46-g91 100000 100009 100004 100013 100005 100047 100039
g46-g92 100000 100011 100006 100026 100006 100046 100057
g46-g94 100000 100013 100006 100012 100006 100126 100138
g46-g95 100000 100004 100009 100023 100011 100290 100252
g46-g96 100000 100008 100009 100019 100008 100340 100396
g46-g97 100000 100019 100008 100025 100008 100340 100302
g46-g98 100000 100017 100004 100017 100005 100047 100099
g46-g99 100000 100010 100005 100008 100004 100104 100077
g47-g100 100000 100009 100008 100025 100008 100256 100265
g47-g101 100000 100009 100008 100013 100008 100137 100137
g47-g102 100000 100010 100009 100008 100008 100103 100101
g47-g103 100000 100003 100005 100008 100005 100078 100084
g47-g104 100000 100048 100010 100044 100010 100062 100060
g47-g105 100000 100042 100009 100044 100011 100062 100055
g47-g106 100000 100080 100010 100076 100010 100065 100063
g47-g107 100001 100076 100012 100072 100013 100087 100093
g47-g108 100001 100100 100014 100125 100014 100053 100050
g47-g109 100000 100046 100015 100161 100015 100113 100119
g47-g110 100001 100107 100010 100115 100010 100129 100133
g47-g111 100001 100126 100015 100126 100015 100044 100030
g47-g112 100001 100173 100018 100175 100018 100563 100504
g47-g51 100000 100000 100003 100001 100003 100028 100024
g47-g52 100000 100000 100003 100002 100003 100010 100013
g47-g53 100000 100000 100003 100003 100003 100019 100019
g47-g54 100000 100000 100002 100002 100002 100013 100015
g47-g55 100000 100000 100003 100001 100003 100016 100015
g47-g56 100000 100000 100003 100001 100003 100016 100014
g47-g57 100000 100000 100003 100002 100006 100042 100055
g47-g61 100000 100000 100004 100002 100004 100060 100046
g47-g62 100000 100000 100003 100003 100003 100017 100014
g47-g63 100000 100000 100002 100002 100003 100011 100010
g47-g64 100000 100001 100002 100002 100002 100013 100015
g47-g65 100000 100001 100003 100001 100003 100021 100022
g47-g67 100000 100000 100003 100003 100004 100040 100049
g47-g68 100000 100001 100002 100002 100002 100018 100018
g47-g69 100000 100000 100005 100002 100004 100050 100051
g47-g70 100000 100001 100005 100002 100005 100123 100122
g47-g71 100000 100001 100004 100004 100003 100066 100056
g47-g72 100000 100001 100005 100002 100006 100027 100030
g47-g74 100000 100001 100003 100003 100002 100017 100016
g47-g75 100000 100002 100002 100003 100002 100025 100046
g47-g76 100000 100002 100002 100002 100002 100039 100044
g47-g77 100000 100000 100002 100002 100002 100048 100083
g47-g78 100000 100001 100003 100003 100003 100013 100012
g47-g79 100000 100002 100003 100004 100003 100018 100018
g47-g80 100000 100003 100009 100006 100006 100112 100137
g47-g81 100000 100002 100004 100002 100004 100042 100045
g47-g83 100000 100003 100004 100003 100004 100047 100044
g47-g84 100000 100005 100002 100004 100002 100052 100052
g47-g85 100000 100006 100007 100004 100005 100179 100214
g47-g87 100000 100004 100004 100009 100003 100022 100021
g47-g88 100000 100004 100004 100006 100003 100022 100023
g47-g89 100000 100004 100005 100006 100005 100249 100214
g47-g90 100000 100001 100006 100014 100006 100030 100033
g47-g91 100000 100009 100007 100008 100006 100174 100059
g47-g92 100000 100010 100007 100010 100005 100034 100032
g47-g94 100000 100002 100007 100014 100006 100067 100067
g47-g95 100000 100008 100005 100017 100005 100144 100153
g47-g96 100000 100017 100012 100015 100013 100089 100168
g47-g97 100000 100004 100004 100015 100005 100182 100164
g47-g98 100000 100018 100009 100011 100008 100267 100222
g47-g99 100000 100016 100005 100015 100005 100244 100262
g48-g100 100000 100011 100007 100026 100008 100297 100400
g48-g101 100000 100033 100007 100018 100006 100271 100276
g48-g102 100000 100016 100008 100012 100010 100204 100196
g48-g103 100000 100007 100005 100010 100005 100119 100115
g48-g104 100001 100042 100010 100045 100010 100067 100070
g48-g105 100000 100042 100010 100045 100010 100067 100076
g48-g106 100001 100040 100010 100077 100010 100035 100048
g48-g107 100001 100073 100012 100075 100013 100034 100029
g48-g108 100001 100092 100016 100087 100015 100018 100023
g48-g109 100001 100073 100016 100066 100011 100144 100148
g48-g110 100001 100101 100008 100108 100010 100135 100136
g48-g111 100001 100129 100015 100137 100016 100068 100063
g48-g112 100001 100175 100017 100172 100017 100769 100764
g48-g51 100000 100000 100003 100001 100003 100027 100030
g48-g52 100000 100000 100003 100002 100003 100018 100014
g48-g53 100000 100000 100003 100002 100003 100019 100021
g48-g54 100000 100000 100003 100003 100002 100014 100011
g48-g55 100000 100000 100003 100003 100003 100014 100019
g48-g56 100000 100000 100003 100003 100003 100017 100020
g48-g57 100000 100000 100004 100002 100005 100024 100043
g48-g61 100000 100000 100004 100003 100004 100102 100110
g48-g62 100000 100000 100003 100002 100002 100021 100024
g48-g63 100000 100001 100003 100003 100003 100012 100008
g48-g64 100000 100001 100001 100002 100002 100014 100017
g48-g65 100000 100000 100003 100002 100003 100029 100030
g48-g67 100000 100001 100004 100003 100004 100038 100028
g48-g68 100000 100001 100002 100002 100002 100018 100018
g48-g69 100000 100000 100004 100003 100004 100127 100093
g48-g70 100000 100000 100005 100002 100005 100164 100139
g48-g71 100000 100001 100004 100003 100004 100046 100073
g48-g72 100000 100001 100006 100002 100006 100030 100030
g48-g74 100000 100001 100003 100004 100003 100026 100026
g48-g75 100000 100002 100002 100003 100002 100042 100038
g48-g76 100000 100002 100002 100003 100002 100038 100061
g48-g77 100000 100000 100002 100002 100002 100079 100066
g48-g78 100000 100001 100002 100004 100003 100016 100014
g48-g79 100000 100002 100003 100005 100003 100037 100035
g48-g80 100000 100002 100008 100005 100007 100148 100133
g48-g81 100000 100001 100005 100002 100004 100064 100068
g48-g83 100000 100004 100004 100006 100004 100024 100014
g48-g84 100000 100005 100002 100006 100002 100081 100085
g48-g85 100000 100003 100006 100007 100007 100310 100399
g48-g87 100000 100004 100003 100008 100003 100028 100029
g48-g88 100000 100004 100003 100006 100004 100025 100026
g48-g89 100000 100002 100006 100008 100006 100223 100241
g48-g90 100000 100004 100006 100009 100006 100055 100057
g48-g91 100000 100008 100005 100008 100006 100042 100046
g48-g92 100000 100011 100007 100018 100006 100052 100057
g48-g94 100000 100008 100006 100014 100006 100069 100076
g48-g95 100000 100001 100007 100013 100006 100254 100244
g48-g96 100000 100009 100011 100020 100012 100238 100271
g48-g97 100000 100005 100004 100017 100003 100251 100252
g48-g98 100000 100013 100008 100016 100008 100228 100185
g48-g99 100000 100009 100007 100009 100008 100270 100255
g49-g100 100001 100010 100004 100032 100004 100229 100212
g49-g101 100000 100005 100006 100045 100006 100123 100121
g49-g102 100000 100008 100004 100042 100005 100141 100143
g49-g103 100000 100010 100004 100007 100004 100213 100217
g49-g104 100001 100049 100007 100044 100005 100027 100028
g49-g105 100001 100050 100007 100045 100006 100029 100029
g49-g106 100001 100090 100007 100098 100008 100032 100032
g49-g107 100001 100089 100006 100083 100006 100029 100023
g49-g108 100000 100109 100011 100190 100011 100046 100049
g49-g109 100000 100036 100013 100163 100012 101342 100700
g49-g110 100000 100071 100011 100105 100011 100050 100055
g49-g111 100001 100150 100010 100133 100010 100046 100042
g49-g112 100001 100191 100027 100108 100016 100089 100086
g49-g51 100000 100000 100003 100001 100002 100011 100013
g49-g52 100000 100000 100003 100001 100003 100012 100012
g49-g53 100000 100000 100003 100001 100002 100007 100008
g49-g54 100000 100000 100003 100001 100003 100016 100018
g49-g55 100000 100000 100003 100001 100002 100017 100017
g49-g56 100000 100000 100003 100001 100003 100018 100017
g49-g57 100000 100000 100004 100001 100004 100026 100029
g49-g61 100000 100000 100003 100002 100003 100005 100009
g49-g62 100000 100000 100003 100001 100004 100024 100029
g49-g63 100000 100000 100002 100002 100002 100012 100010
g49-g64 100000 100001 100001 100001 100002 100016 100015
g49-g65 100000 100000 100003 100001 100003 100022 100020
g49-g67 100000 100001 100003 100002 100003 100037 100041
g49-g68 100000 100000 100002 100001 100002 100021 100021
g49-g69 100000 100001 100003 100003 100003 100056 100054
g49-g70 100000 100001 100003 100003 100003 100039 100047
g49-g71 100000 100001 100003 100003 100003 100064 100056
g49-g72 100000 100001 100004 100003 100004 100024 100025
g49-g74 100000 100001 100003 100004 100003 100010 100015
g49-g75 100000 100001 100003 100003 100003 100029 100032
g49-g76 100000 100001 100003 100003 100003 100086 100072
g49-g77 100000 100001 100002 100003 100002 100077 100066
g49-g78 100000 100001 100003 100002 100003 100039 100039
g49-g79 100000 100002 100003 100006 100003 100018 100020
g49-g80 100000 100004 100005 100009 100005 100063 100056
g49-g81 100000 100000 100004 100002 100004 100018 100011
g49-g83 100000 100002 100004 100010 100003 100033 100034
g49-g84 100000 100004 100003 100003 100003 100143 100133
g49-g85 100000 100005 100003 100008 100003 100163 100163
g49-g87 100000 100003 100004 100005 100003 100052 100063
g49-g88 100000 100004 100003 100005 100003 100030 100023
g49-g89 100000 100006 100003 100011 100003 100118 100104
g49-g90 100000 100000 100004 100017 100004 100121 100126
g49-g91 100000 100009 100005 100018 100005 100034 100035
g49-g92 100000 100013 100006 100021 100007 100043 100024
g49-g94 100000 100012 100005 100026 100005 100082 100081
g49-g95 100000 100026 100006 100031 100006 100145 100155
g49-g96 100000 100030 100006 100030 100006 100169 100170
g49-g97 100000 100022 100006 100030 100007 100185 100185
g49-g98 100000 100021 100006 100036 100006 100162 100171
g49-g99 100000 100029 100005 100033 100006 100182 100174
g5-g100 100000 100022 100004 53390 100004 85852 85827
g5-g101 175 81 33 113 35 182 194
g5-g102 165 81 38 105 36 201 184
g5-g103 238 99 44 101 47 221 202
g5-g104 440 196 112 219 116 375 379
g5-g105 437 200 75 238 84 373 380
g5-g106 1043 384 153 455 151 694 691
g5-g107 838 379 131 431 123 668 657
g5-g108 988 427 132 472 150 775 778
g5-g109 777 425 105 517 104 778 790
g5-g110 1134 577 125 576 126 965 944
g5-g111 1487 639 184 724 195 1081 1048
g5-g112 1434 445 178 424 157 1356 1350
g5-g51 7 0 6 2 5 25 18
g5-g52 3 0 7 5 8 24 13
g5-g53 13 3 14 14 13 23 16
g5-g54 6 2 9 6 9 34 24
g5-g55 6 1 9 6 9 33 28
g5-g56 7 2 11 6 9 42 34
g5-g57 82024 476 308 299 304 148 162
g5-g61 7 2 11 5 11 20 35
g5-g62 10 3 10 6 12 28 29
g5-g63 133 85 57 332 59 51 48
g5-g64 16 2 8 5 8 24 18
g5-g65 20 6 12 18 11 44 39
g5-g67 11 3 10 9 11 37 31
g5-g68 4 2 6 5 5 17 16
g5-g69 8 2 5 6 6 27 29
g5-g70 13 4 14 9 10 36 30
g5-g71 8 2 5 4 6 18 18
g5-g72 17 5 14 10 14 39 41
g5-g74 20 8 14 13 13 46 55
g5-g75 39 23 19 14 16 47 45
g5-g76 121 194 30 27 31 59 61
g5-g77 248 925 47 58 50 85 77
g5-g78 28 10 16 15 17 41 42
g5-g79 29 11 16 20 17 48 41
g5-g80 60 15 30 28 29 72 72
g5-g81 69 25 22 37 23 73 80
g5-g83 103 33 22 28 22 65 76
g5-g84 251 246 51 42 48 112 111
g5-g85 82 25 19 30 20 67 67
g5-g87 54 21 23 30 23 75 63
