instance kdown james-cpp-max-down kdown-par/t32 james-cpp-max-down-par/t32 kdown-par/t32r kdown-cilk/t32 kdown-cilk/t32r
si2_m4Dr4_m625.08 230 52 39 7 29 83 90
si2_m4Dr4_m625.04 28003 371 32 10 37 600 257
si4_r01_m400.01 35417 192 3309 7 3236 3376 3415
si4_r01_m400.08 100000 10 13309 47 13517 13991 13667
si4_r01_m400.02 100000 143 38050 1225 38794 39035 38791
si4_r01_m400.03 100000 353 14659 41 14614 14549 14862
si4_r01_m400.07 100000 93 31591 856 32042 31722 32997
si4_r01_m400.06 41412 25 3798 213 3941 3929 3895
si4_r01_m400.04 100000 2909 40429 1081 38410 38604 37225
si4_r01_m400.00 100000 1843 42313 498 41504 40439 42549
si4_r01_m400.05 40887 252 4044 54 3872 3896 4133
si4_r01_m400.09 92994 1509 9637 670 9042 8754 9023
si2_b09m_m400.09 48 1 11 3 11 37 27
si2_b09m_m400.03 27 2 14 5 13 34 43
si2_b09m_m400.01 28 2 12 4 13 40 46
si2_b09m_m400.08 33 2 13 4 14 33 41
si2_b09m_m400.05 31 5 15 5 18 34 42
si2_b09m_m400.06 29 2 13 5 12 34 37
si2_b09m_m400.00 29 2 10 4 11 37 39
si2_b09m_m400.02 28 2 12 3 13 35 37
si2_b09m_m400.04 28 1 11 4 9 32 33
si2_b09m_m400.07 28 1 12 4 11 33 35
si2_b09_m800.07 56 9 25 11 27 87 94
si2_b09_m800.04 54 6 31 11 29 85 88
si2_b09_m800.05 55 6 29 11 26 83 95
si2_b09_m800.00 55 9 37 11 28 93 86
si2_b09_m800.02 55 6 34 10 26 86 95
si2_b09_m800.01 59 6 24 10 27 91 82
si2_b09_m800.08 86 6 26 11 27 93 94
si2_b09_m800.09 55 6 28 11 26 108 104
si2_b09_m800.03 89 7 28 11 27 82 87
si2_b09_m800.06 55 6 26 11 26 89 96
si6_b03_m400.04 39 2 38 4 37 82 83
si6_b03_m400.09 39 2 46 5 42 77 75
si6_b03_m400.02 39 3 41 5 42 67 75
si6_b03_m400.06 63 2 42 5 42 73 74
si6_b03_m400.05 39 2 42 6 45 66 83
si6_b03_m400.08 39 2 42 6 37 88 95
si6_b03_m400.01 65 3 39 5 44 63 80
si6_b03_m400.07 39 2 45 7 39 81 95
si6_b03_m400.03 39 2 39 4 46 84 85
si6_b03_m400.00 47 3 45 5 44 78 89
si2_r005_m600.03 37394 1039 2991 347 3074 3065 2963
si2_r005_m600.00 100000 12459 20067 1456 19604 18580 19095
si2_r005_m600.06 100000 3908 12985 824 13162 12066 12440
si2_r005_m600.01 100000 10005 10011 1636 10409 10358 10536
si2_r005_m600.04 100000 1234 22411 18 22827 21056 21860
si2_r005_m600.09 59182 872 4889 363 5152 4787 4937
si2_r005_m600.05 100000 2093 9804 435 10136 10032 10120
si2_r005_m600.02 100000 4420 11040 757 10496 10257 10587
si2_r005_m600.08 100000 7018 78984 487 79028 75328 76521
si2_r005_m600.07 24681 1990 2163 850 2133 2176 2141
si4_r01_m600.05 100000 375 43136 311 43501 45336 44807
si4_r01_m600.02 100000 903 56996 73 56001 59032 57156
si4_r01_m600.03 100000 2799 91297 36 89536 95788 92041
si4_r01_m600.07 100000 611 100002 183 100002 100033 100027
si4_r01_m600.08 100000 1818 100002 242 100002 100037 100034
si4_r01_m600.06 100000 4039 63062 444 64378 63115 63566
si4_r01_m600.01 100000 73 100002 579 100002 100032 100032
si4_r01_m600.04 100000 25 60714 96 60394 61731 59333
si4_r01_m600.00 100000 23 100002 73 100002 100027 100032
si4_r01_m600.09 100000 2797 45349 389 46580 44791 44650
si2_b09_m400.04 13 2 9 4 9 55 55
si2_b09_m400.08 13 1 8 4 9 30 39
si2_b09_m400.05 13 2 10 4 9 37 36
si2_b09_m400.01 13 1 10 4 9 54 35
si2_b09_m400.03 13 2 9 5 9 40 38
si2_b09_m400.02 13 1 9 4 9 33 26
si2_b09_m400.07 13 1 9 4 10 34 38
si2_b09_m400.09 21 2 9 4 9 29 44
si2_b09_m400.06 13 1 9 4 9 37 31
si2_b09_m400.00 13 2 10 5 10 28 37
si4_b06_m200.06 6 0 8 3 7 28 51
si4_b06_m200.03 6 0 7 3 8 47 27
si4_b06_m200.02 6 0 8 3 8 46 29
si4_b06_m200.07 10 0 7 3 7 19 30
si4_b06_m200.05 10 0 8 3 7 21 24
si4_b06_m200.08 6 0 7 3 7 27 34
si4_b06_m200.00 6 1 7 3 8 18 36
si4_b06_m200.04 7 0 8 3 8 22 31
si4_b06_m200.01 6 1 8 3 7 20 24
si4_b06_m200.09 6 0 8 4 8 36 26
si4_r005_m400.06 12570 11 1140 39 1157 1207 1188
si4_r005_m400.03 12280 162 1267 80 1336 1208 1262
si4_r005_m400.07 19170 93 1845 46 1731 1817 1767
si4_r005_m400.01 5856 17 555 9 555 587 587
si4_r005_m400.04 10715 122 1050 56 1005 1024 1030
si4_r005_m400.00 10008 32 959 37 951 982 1021
si4_r005_m400.09 4125 20 420 8 407 453 459
si4_r005_m400.05 4537 36 444 7 442 480 484
si4_r005_m400.08 3212 4 310 5 322 375 365
si4_r005_m400.02 4935 277 497 127 497 488 513
si4_m4Dr2_m1296.07 866 24 144 31 127 420 388
si4_m4Dr2_m1296.00 900 24 141 26 149 427 437
si4_m4Dr2_m1296.05 870 31 158 32 146 437 437
si4_m4Dr2_m1296.04 893 26 188 27 167 491 487
si4_m4Dr2_m1296.08 2713 52 212 29 223 522 525
si4_m4Dr2_m1296.01 1432 26 159 28 189 459 467
si4_m4Dr2_m1296.06 1113 22 164 31 150 437 446
si4_m4Dr2_m1296.02 856 23 171 30 148 469 460
si4_m4Dr2_m1296.03 2102 24 207 39 217 520 534
si4_m4Dr2_m1296.09 975 23 142 26 139 442 434
si6_b09_m800.03 166 13 153 20 159 301 318
si6_b09_m800.09 166 8 144 18 146 295 314
si6_b09_m800.07 164 8 137 15 138 297 313
si6_b09_m800.05 164 8 134 18 143 314 292
si6_b09_m800.04 166 8 141 17 144 321 311
si6_b09_m800.01 164 9 171 15 167 300 298
si6_b09_m800.00 168 8 147 18 170 298 300
si6_b09_m800.02 165 9 170 19 145 298 295
si6_b09_m800.06 165 13 150 17 159 306 299
si6_b09_m800.08 165 8 168 17 141 312 310
si6_b06m_m400.00 86 4 23 5 24 59 71
si6_b06m_m400.08 84 4 21 5 21 68 61
si6_b06m_m400.03 85 2 22 5 29 58 62
si6_b06m_m400.04 84 3 23 7 22 67 75
si6_b06m_m400.06 100 3 22 5 22 75 79
si6_b06m_m400.07 87 3 23 6 22 57 67
si6_b06m_m400.09 86 4 27 5 24 64 65
si6_b06m_m400.02 86 3 23 5 23 76 65
si6_b06m_m400.01 87 4 23 5 24 93 68
si6_b06m_m400.05 86 3 22 5 23 63 60
si2_m4Dr4_m1296.08 7092 37 114 23 111 276 323
si2_m4Dr4_m1296.07 673 21 96 31 84 243 257
si2_m4Dr4_m1296.03 2256 25 90 31 96 254 260
si2_m4Dr4_m1296.05 415 18 84 27 73 223 240
si2_m4Dr4_m1296.06 448 19 72 25 73 220 226
si2_m4Dr4_m1296.04 418 912 81 901 86 219 224
si2_m4Dr4_m1296.09 632 33 99 26 100 261 280
si2_m4Dr4_m1296.01 478 18 96 26 81 230 241
si2_m4Dr4_m1296.00 767 22 93 27 129 293 258
si2_m4Dr4_m1296.02 1353 33 170 25 115 283 270
si6_m4Dr6_m1296.02 2402 41 311 32 355 953 953
si6_m4Dr6_m1296.08 1324 35 228 39 249 672 675
si6_m4Dr6_m1296.07 1334 34 229 32 226 688 678
si6_m4Dr6_m1296.06 1224 43 241 37 221 666 659
si6_m4Dr6_m1296.03 1324 30 232 35 227 697 705
si6_m4Dr6_m1296.04 1343 35 315 36 318 771 772
si6_m4Dr6_m1296.05 2163 32 316 35 283 786 769
si6_m4Dr6_m1296.00 1248 34 229 37 233 696 684
si6_m4Dr6_m1296.09 1289 35 228 43 227 678 675
si6_m4Dr6_m1296.01 1242 30 247 38 245 699 695
si4_m4Dr2_m256.00 20 2 15 6 10 37 52
si4_m4Dr2_m256.01 21 1 9 3 9 23 31
si4_m4Dr2_m256.05 31 1 11 5 11 24 28
si4_m4Dr2_m256.04 44 2 11 5 12 29 49
si4_m4Dr2_m256.08 27 1 9 3 9 24 31
si4_m4Dr2_m256.07 26 1 10 4 10 33 40
si4_m4Dr2_m256.06 22 1 12 6 11 26 28
si4_m4Dr2_m256.02 21 1 8 3 8 26 29
si4_m4Dr2_m256.09 22 1 14 3 11 28 48
si4_m4Dr2_m256.03 28 1 12 4 12 38 46
si4_b09m_m200.01 13 0 7 2 6 18 20
si4_b09m_m200.00 13 1 9 2 7 32 20
si4_b09m_m200.03 13 0 7 3 6 32 35
si4_b09m_m200.06 13 1 7 2 7 34 42
si4_b09m_m200.02 13 0 7 2 7 21 22
si4_b09m_m200.04 14 0 6 2 7 51 25
si4_b09m_m200.05 13 1 7 2 7 21 25
si4_b09m_m200.07 13 0 7 2 7 17 38
si4_b09m_m200.08 13 0 6 2 6 17 25
si4_b09m_m200.09 13 0 8 2 8 24 18
si4_m4Dr4_m625.07 168 5 34 11 35 96 90
si4_m4Dr4_m625.05 155 5 34 10 41 97 91
si4_m4Dr4_m625.01 220 8 36 10 44 109 96
si4_m4Dr4_m625.08 488 8 42 11 44 127 113
si4_m4Dr4_m625.09 151 7 50 9 57 135 133
si4_m4Dr4_m625.00 166 10 149 10 148 141 152
si4_m4Dr4_m625.04 153 5 32 10 33 100 89
si4_m4Dr4_m625.06 158 8 32 8 34 90 130
si4_m4Dr4_m625.03 232 5 40 11 51 116 101
si4_m4Dr4_m625.02 143 5 41 7 35 84 93
si4_m4Dr4_m1296.03 896 34 180 29 194 494 494
si4_m4Dr4_m1296.01 1134 22 194 25 185 473 472
si4_m4Dr4_m1296.00 905 32 157 28 141 453 475
si4_m4Dr4_m1296.07 852 21 137 27 135 431 431
si4_m4Dr4_m1296.02 804 22 143 29 142 449 429
si4_m4Dr4_m1296.04 1128 24 188 33 165 476 482
si4_m4Dr4_m1296.09 1115 23 162 35 158 457 464
si4_m4Dr4_m1296.06 17436 44 263 31 225 546 491
si4_m4Dr4_m1296.08 983 25 153 31 157 473 457
si4_m4Dr4_m1296.05 9737 57 293 26 221 531 553
si2_r005_m400.05 6233 881 621 449 637 650 612
si2_r005_m400.06 1268 421 132 257 146 156 168
si2_r005_m400.08 6920 411 712 199 722 714 697
si2_r005_m400.02 100000 1238 18921 87 18115 17030 17047
si2_r005_m400.03 7863 190 727 112 776 757 754
si2_r005_m400.00 5378 667 483 310 457 505 494
si2_r005_m400.07 16133 655 1594 189 1496 1535 1501
si2_r005_m400.09 6384 76 606 22 628 591 608
si2_r005_m400.04 15169 252 1500 88 1463 1445 1450
si2_r005_m400.01 3336 18 315 18 321 356 359
si2_b06m_m400.03 29 2 15 5 14 29 33
si2_b06m_m400.06 30 1 16 4 16 38 30
si2_b06m_m400.05 29 2 14 5 14 42 42
si2_b06m_m400.01 29 1 14 4 14 32 37
si2_b06m_m400.00 31 2 19 3 13 31 41
si2_b06m_m400.08 37 2 12 4 14 38 44
si2_b06m_m400.07 29 1 15 4 13 28 35
si2_b06m_m400.09 31 2 12 4 13 36 34
si2_b06m_m400.04 31 2 19 6 17 50 43
si2_b06m_m400.02 28 2 12 4 13 47 38
si6_r005_m600.02 42534 28 3754 14 3769 3903 3893
si6_r005_m600.08 23703 9 2171 16 2195 2342 2327
si6_r005_m600.03 58705 13 4746 72 4814 5109 4997
si6_r005_m600.05 83187 14 6859 51 6823 6726 6762
si6_r005_m600.07 32881 36 2957 19 3060 3095 3145
si6_r005_m600.04 52580 13 4125 47 4253 4309 4251
si6_r005_m600.06 78583 95 6671 18 6651 6824 7087
si6_r005_m600.01 10175 12 892 12 871 1007 984
si6_r005_m600.09 100000 11 8556 11 8466 8665 8822
si6_r005_m600.00 19829 18 1783 21 1786 1919 1901
si6_r005_m200.02 145 3 27 4 33 42 44
si6_r005_m200.08 384 2 51 5 51 91 72
si6_r005_m200.09 371 3 51 5 51 67 66
si6_r005_m200.05 493 9 83 4 87 93 88
si6_r005_m200.03 141 2 25 4 29 41 46
si6_r005_m200.00 1715 8 216 10 207 223 228
si6_r005_m200.04 461 1 57 7 60 70 77
si6_r005_m200.07 189 1 28 4 25 70 97
si6_r005_m200.01 329 1 41 3 42 67 65
si6_r005_m200.06 134 1 26 5 22 49 35
si2_m4Dr6_m625.06 82 7 31 8 29 68 64
si2_m4Dr6_m625.08 121 5 26 8 24 59 62
si2_m4Dr6_m625.07 168 6 25 8 28 60 85
si2_m4Dr6_m625.03 135 7 35 7 31 73 70
si2_m4Dr6_m625.04 129 10 25 8 25 69 72
si2_m4Dr6_m625.05 85 5 22 9 25 54 60
si2_m4Dr6_m625.09 154 6 22 7 26 65 65
si2_m4Dr6_m625.01 220 10 20 9 23 55 70
si2_m4Dr6_m625.02 620 10 18 9 18 62 63
si2_m4Dr6_m625.00 71 4 26 9 21 57 61
si6_b03_m800.02 164 8 158 11 141 349 339
si6_b03_m800.04 165 9 152 11 153 288 294
si6_b03_m800.03 165 10 180 12 135 314 294
si6_b03_m800.05 166 8 135 13 136 338 313
si6_b03_m800.06 167 8 155 13 139 292 285
si6_b03_m800.01 164 9 146 15 134 311 310
si6_b03_m800.00 164 12 154 17 184 353 372
si6_b03_m800.07 165 9 150 13 149 299 303
si6_b03_m800.09 165 10 142 11 151 334 314
si6_b03_m800.08 164 8 169 13 180 320 297
si4_m4D_m1296.09 1431 40 301 34 268 496 583
si4_m4D_m1296.06 967 22 431 37 427 800 835
si4_m4D_m1296.05 1003 23 245 37 296 559 522
si4_m4D_m1296.00 32038 513 21353 452 21049 19837 22602
si4_m4D_m1296.03 32414 322 1959 160 2001 6857 4022
si4_m4D_m1296.04 2848 39 402 34 370 623 649
si4_m4D_m1296.08 100002 100009 100020 100013 100018 100078 100077
si4_m4D_m1296.02 7310 171 2676 144 2714 3934 3878
si4_m4D_m1296.01 3349 42 399 37 304 568 582
si4_m4D_m1296.07 805 32 296 27 255 549 503
si6_b03m_m400.03 93 2 33 5 34 82 90
si6_b03m_m400.01 88 5 35 8 35 103 89
si6_b03m_m400.09 90 3 43 5 44 99 94
si6_b03m_m400.08 88 3 31 4 32 66 73
si6_b03m_m400.07 88 3 31 4 28 85 70
si6_b03m_m400.02 99 2 33 4 33 76 72
si6_b03m_m400.05 87 4 33 5 35 76 80
si6_b03m_m400.00 95 3 36 4 38 74 79
si6_b03m_m400.06 92 3 33 5 36 83 76
si6_b03m_m400.04 93 2 35 5 35 77 75
si4_m4D_m256.07 22 1 11 4 16 26 35
si4_m4D_m256.06 27 1 10 3 10 38 37
si4_m4D_m256.05 25 1 11 3 12 25 28
si4_m4D_m256.08 26 2 12 4 12 30 50
si4_m4D_m256.04 38 2 10 4 10 35 41
si4_m4D_m256.09 37 2 12 4 11 35 40
si4_m4D_m256.02 24 1 13 3 11 39 34
si4_m4D_m256.00 42 2 12 4 11 48 28
si4_m4D_m256.03 25 1 11 3 11 33 36
si4_m4D_m256.01 21 1 9 3 11 28 30
si6_b06m_m800.07 389 16 104 14 77 231 235
si6_b06m_m800.04 378 12 98 17 85 196 221
si6_b06m_m800.01 407 10 75 14 79 224 219
si6_b06m_m800.00 387 12 76 13 78 211 209
si6_b06m_m800.05 396 13 73 17 74 241 216
si6_b06m_m800.08 403 19 94 17 74 251 195
si6_b06m_m800.09 378 13 79 18 77 220 211
si6_b06m_m800.02 382 10 80 17 79 206 202
si6_b06m_m800.03 385 11 76 16 73 218 207
si6_b06m_m800.06 388 10 75 13 76 196 227
si4_r001_m400.08 18081 7916 7182 163 5218 1552 1819
si4_r001_m400.06 100000 100000 66660 6733 69294 100006 100005
si4_r001_m400.02 9991 6 392 12 414 862 844
si4_r001_m400.00 1786 29 239 10 250 217 221
si4_r001_m400.04 100000 6531 100002 485 100002 100006 100005
si4_r001_m400.03 100000 273 9036 60 8695 12156 12551
si4_r001_m400.09 31197 3 2016 8 1929 2567 2295
si4_r001_m400.05 100000 5077 100002 1248 100002 100008 100007
si4_r001_m400.01 100000 109 6933 6 6031 39556 42013
si4_r001_m400.07 100000 418 12685 23 13237 23059 21688
si2_m4Dr6_m1296.00 413 19 86 28 84 256 272
si2_m4Dr6_m1296.01 656 30 93 24 87 230 278
si2_m4Dr6_m1296.09 543 19 106 26 110 258 250
si2_m4Dr6_m1296.06 455 17 102 28 97 253 255
si2_m4Dr6_m1296.03 423 18 76 31 72 228 212
si2_m4Dr6_m1296.02 415 17 84 26 82 251 233
si2_m4Dr6_m1296.05 439 20 93 29 80 255 247
si2_m4Dr6_m1296.08 432 18 72 24 72 238 219
si2_m4Dr6_m1296.04 2514 25 83 29 76 250 230
si2_m4Dr6_m1296.07 1125 30 137 25 124 324 297
si2_b03_m800.07 54 6 26 10 25 95 94
si2_b03_m800.08 54 6 24 12 26 91 95
si2_b03_m800.04 87 9 27 10 26 90 85
si2_b03_m800.05 54 6 26 10 29 87 101
si2_b03_m800.09 54 6 24 10 28 94 79
si2_b03_m800.00 54 6 26 11 29 87 100
si2_b03_m800.02 54 6 25 9 25 108 75
si2_b03_m800.03 75 6 27 11 27 97 82
si2_b03_m800.01 62 6 28 11 24 88 81
si2_b03_m800.06 54 6 28 12 25 94 92
si4_b03m_m200.05 13 0 9 2 9 35 23
si4_b03m_m200.02 14 0 13 2 12 45 31
si4_b03m_m200.04 13 0 11 2 14 20 33
si4_b03m_m200.07 13 0 11 2 11 28 19
si4_b03m_m200.00 14 0 12 3 14 43 41
si4_b03m_m200.06 13 0 10 3 9 35 32
si4_b03m_m200.03 13 0 10 2 9 25 26
si4_b03m_m200.09 13 0 11 1 11 22 29
si4_b03m_m200.08 14 0 12 2 11 20 30
si4_b03m_m200.01 14 0 14 2 14 34 64
si2_b06m_m200.04 7 0 6 2 7 22 20
si2_b06m_m200.03 6 0 6 2 5 16 22
si2_b06m_m200.08 6 0 5 3 5 22 20
si2_b06m_m200.06 7 0 7 2 7 16 20
si2_b06m_m200.05 6 0 6 2 6 12 29
si2_b06m_m200.02 6 0 5 2 5 24 20
si2_b06m_m200.00 7 0 8 2 8 22 41
si2_b06m_m200.01 7 0 10 2 8 22 24
si2_b06m_m200.09 7 0 6 3 6 29 21
si2_b06m_m200.07 7 0 7 2 6 21 19
si6_m4Dr4_m625.05 244 7 61 10 46 131 131
si6_m4Dr4_m625.09 261 7 51 13 53 138 134
si6_m4Dr4_m625.04 234 10 52 9 49 160 141
si6_m4Dr4_m625.00 236 7 46 10 48 137 140
si6_m4Dr4_m625.08 242 7 49 11 54 137 139
si6_m4Dr4_m625.06 219 7 57 11 48 133 125
si6_m4Dr4_m625.01 349 10 62 11 58 174 162
si6_m4Dr4_m625.03 325 9 97 11 66 191 166
si6_m4Dr4_m625.07 250 7 48 12 53 151 140
si6_m4Dr4_m625.02 225 8 47 11 43 131 130
si4_b03_m200.06 6 0 8 3 8 30 21
si4_b03_m200.02 6 0 8 3 7 31 28
si4_b03_m200.07 6 1 7 3 8 29 23
si4_b03_m200.04 6 0 7 3 7 33 28
si4_b03_m200.03 6 0 7 3 8 23 41
si4_b03_m200.05 6 0 8 3 8 25 32
si4_b03_m200.09 6 0 8 2 7 28 29
si4_b03_m200.01 6 0 8 3 8 26 31
si4_b03_m200.00 6 1 9 3 7 20 24
si4_b03_m200.08 6 0 7 2 7 30 37
si2_b03_m400.03 13 2 9 4 11 36 44
si2_b03_m400.06 13 1 9 4 10 39 63
si2_b03_m400.07 13 1 9 4 10 34 29
si2_b03_m400.01 13 1 8 4 9 40 31
si2_b03_m400.05 13 1 9 4 9 44 33
si2_b03_m400.09 13 1 9 4 9 29 27
si2_b03_m400.02 13 1 9 4 9 30 43
si2_b03_m400.00 13 1 9 4 7 36 29
si2_b03_m400.08 13 1 11 4 9 30 35
si2_b03_m400.04 13 1 10 4 9 41 32
si4_b09_m200.02 6 0 8 3 8 24 34
si4_b09_m200.01 6 0 7 3 9 32 27
si4_b09_m200.00 6 0 8 3 7 24 32
si4_b09_m200.09 6 0 8 3 7 42 33
si4_b09_m200.08 6 0 8 3 8 26 23
si4_b09_m200.04 6 0 7 3 7 34 28
si4_b09_m200.06 6 1 8 3 10 26 25
si4_b09_m200.05 6 0 8 3 8 37 34
si4_b09_m200.07 6 0 10 4 7 34 27
si4_b09_m200.03 6 0 8 3 8 24 23
si4_m4Dr4_m256.05 40 3 9 3 8 40 27
si4_m4Dr4_m256.09 22 1 10 3 14 33 36
si4_m4Dr4_m256.01 22 1 9 3 9 28 33
si4_m4Dr4_m256.03 41 1 12 4 10 37 28
si4_m4Dr4_m256.06 26 1 13 4 11 32 35
si4_m4Dr4_m256.07 25 1 11 4 10 26 28
si4_m4Dr4_m256.00 22 1 9 4 10 34 32
si4_m4Dr4_m256.02 21 1 9 3 11 40 32
si4_m4Dr4_m256.08 21 1 10 4 10 54 23
si4_m4Dr4_m256.04 21 1 10 3 11 29 30
si2_m4D_m625.01 74 28 20 10 20 55 59
si2_m4D_m625.00 324 8 39 8 28 79 92
si2_m4D_m625.08 70 8 19 9 19 72 55
si2_m4D_m625.04 88 5 19 10 28 68 55
si2_m4D_m625.09 121 4 24 8 18 58 54
si2_m4D_m625.02 601 21 24 8 27 97 73
si2_m4D_m625.05 110 4 23 8 23 74 76
si2_m4D_m625.06 552 11 21 8 20 121 95
si2_m4D_m625.07 61 6 18 8 20 64 66
si2_m4D_m625.03 697 23 37 10 28 86 70
si4_b09_m800.03 107 7 106 11 83 175 181
si4_b09_m800.02 109 7 74 12 87 189 202
si4_b09_m800.09 107 7 88 15 81 198 179
si4_b09_m800.06 107 8 68 18 86 185 179
si4_b09_m800.04 107 7 74 13 84 173 182
si4_b09_m800.05 113 7 80 11 80 176 191
si4_b09_m800.00 107 8 67 12 81 187 183
si4_b09_m800.01 107 8 77 10 84 183 186
si4_b09_m800.07 107 8 72 11 92 176 195
si4_b09_m800.08 107 7 71 15 86 177 180
si2_m4Dr4_m256.05 16 2 8 5 9 27 23
si2_m4Dr4_m256.02 14 1 10 4 11 28 33
si2_m4Dr4_m256.00 45 1 10 4 9 46 36
si2_m4Dr4_m256.07 40 3 9 7 7 35 23
si2_m4Dr4_m256.03 113 9 9 7 11 31 32
si2_m4Dr4_m256.06 10 0 7 5 9 21 29
si2_m4Dr4_m256.04 85 9 15 5 13 28 24
si2_m4Dr4_m256.09 13 1 9 3 9 36 38
si2_m4Dr4_m256.01 10 0 8 3 8 25 21
si2_m4Dr4_m256.08 44 6 8 3 8 44 25
si6_m4Dr2_m256.04 32 1 13 3 11 44 31
si6_m4Dr2_m256.08 31 1 12 4 12 38 37
si6_m4Dr2_m256.00 38 3 13 3 11 50 36
si6_m4Dr2_m256.07 31 1 11 4 12 39 31
si6_m4Dr2_m256.01 44 1 13 3 12 38 37
si6_m4Dr2_m256.09 33 1 13 3 13 74 29
si6_m4Dr2_m256.03 34 1 14 3 12 44 29
si6_m4Dr2_m256.05 37 1 13 4 13 49 39
si6_m4Dr2_m256.02 39 1 13 3 16 41 36
si6_m4Dr2_m256.06 228 4 16 5 15 52 46
si6_b06_m800.00 163 8 147 13 143 284 290
si6_b06_m800.05 165 8 150 13 154 292 325
si6_b06_m800.02 165 8 137 12 132 290 281
si6_b06_m800.07 164 8 131 13 170 294 295
si6_b06_m800.08 164 8 138 12 162 302 289
si6_b06_m800.09 167 8 136 12 162 290 306
si6_b06_m800.06 163 8 155 12 162 294 303
si6_b06_m800.01 169 8 130 13 143 292 295
si6_b06_m800.04 173 12 152 14 164 295 294
si6_b06_m800.03 165 8 141 13 135 309 285
si4_b09m_m800.06 261 12 52 13 53 183 134
si4_b09m_m800.01 256 8 51 12 51 149 130
si4_b09m_m800.02 268 12 47 14 47 149 163
si4_b09m_m800.08 250 10 54 15 43 151 130
si4_b09m_m800.04 261 10 47 12 54 136 134
si4_b09m_m800.03 255 8 46 12 49 170 163
si4_b09m_m800.09 259 8 56 14 44 137 155
si4_b09m_m800.05 265 8 54 11 45 151 131
si4_b09m_m800.00 268 8 50 11 48 147 142
si4_b09m_m800.07 283 12 48 13 52 142 153
si2_b06_m800.04 54 6 27 10 27 86 82
si2_b06_m800.07 54 6 26 10 27 86 91
si2_b06_m800.02 54 8 28 11 28 90 90
si2_b06_m800.00 54 6 24 11 25 100 100
si2_b06_m800.03 56 6 25 11 28 99 91
si2_b06_m800.05 54 6 26 10 25 83 87
si2_b06_m800.09 54 9 26 9 24 86 104
si2_b06_m800.01 54 6 25 9 27 90 91
si2_b06_m800.08 54 9 19 10 27 97 82
si2_b06_m800.06 65 6 25 10 25 89 94
si6_m4D_m256.03 53 1 14 3 15 34 35
si6_m4D_m256.08 33 2 13 4 16 34 40
si6_m4D_m256.07 35 2 13 3 14 37 50
si6_m4D_m256.00 32 1 14 3 13 40 36
si6_m4D_m256.01 36 1 15 3 13 37 40
si6_m4D_m256.05 35 1 13 4 14 45 40
si6_m4D_m256.09 90 1 35 4 30 83 83
si6_m4D_m256.04 34 2 15 3 15 35 47
si6_m4D_m256.02 35 2 13 4 14 46 33
si6_m4D_m256.06 36 2 14 4 14 38 43
si2_b06m_m800.07 149 9 38 11 41 97 116
si2_b06m_m800.02 137 7 43 10 41 115 97
si2_b06m_m800.03 129 10 43 13 43 94 90
si2_b06m_m800.01 141 9 36 12 34 113 108
si2_b06m_m800.08 131 6 38 12 38 101 96
si2_b06m_m800.04 130 6 33 10 33 95 86
si2_b06m_m800.06 125 7 44 12 27 88 97
si2_b06m_m800.09 136 7 41 12 41 98 94
si2_b06m_m800.05 133 6 41 12 34 91 99
si2_b06m_m800.00 128 10 35 11 35 91 91
si4_b06m_m200.00 14 1 9 2 9 29 28
si4_b06m_m200.08 14 0 7 2 9 33 59
si4_b06m_m200.05 13 0 8 2 8 34 29
si4_b06m_m200.09 13 0 7 2 8 26 30
si4_b06m_m200.01 12 0 6 2 7 17 18
si4_b06m_m200.07 13 0 7 2 7 26 37
si4_b06m_m200.02 13 0 8 3 7 25 26
si4_b06m_m200.04 20 0 7 2 7 34 38
si4_b06m_m200.06 13 0 7 2 11 23 29
si4_b06m_m200.03 13 0 8 2 8 31 28
si6_r001_m400.09 4820 13 240 13 301 215 245
si6_r001_m400.05 522 58 67 9 88 92 130
si6_r001_m400.00 1040 4 60 6 89 138 146
si6_r001_m400.04 1470 4 86 6 62 166 133
si6_r001_m400.07 490 3 60 7 66 116 106
si6_r001_m400.06 5017 6 252 7 179 252 168
si6_r001_m400.02 486 3 59 8 70 116 113
si6_r001_m400.03 1680 3 46 6 47 158 166
si6_r001_m400.08 273 6 49 6 47 96 113
si6_r001_m400.01 186 4 49 6 37 81 80
si6_m4D_m625.00 395 8 115 14 78 211 193
si6_m4D_m625.07 3231 19 1017 13 847 1607 1570
si6_m4D_m625.05 2949 27 330 15 427 679 678
si6_m4D_m625.08 272 7 66 10 86 192 186
si6_m4D_m625.02 316 11 101 15 91 203 208
si6_m4D_m625.03 14110 114 1093 113 1038 1244 1305
si6_m4D_m625.04 342 7 109 15 71 236 226
si6_m4D_m625.09 12429 106 563 17 410 487 477
si6_m4D_m625.01 244 10 95 14 60 194 191
si6_m4D_m625.06 3233 47 908 15 725 779 716
si6_b09m_m800.02 381 11 70 16 76 208 203
si6_b09m_m800.09 455 12 73 17 93 227 222
si6_b09m_m800.04 407 11 71 17 72 217 211
si6_b09m_m800.07 413 17 76 17 70 220 236
si6_b09m_m800.00 382 12 67 18 71 205 190
si6_b09m_m800.05 374 12 77 16 72 249 207
si6_b09m_m800.03 385 11 71 16 74 206 207
si6_b09m_m800.01 399 11 69 16 72 207 204
si6_b09m_m800.06 410 11 70 16 71 209 213
si6_b09m_m800.08 372 14 70 17 75 218 190
