instance kdown james-cpp-max-down
g13-g61 NaN 164554
g13-g62 NaN NaN
g13-g63 NaN NaN
g13-g64 NaN NaN
g13-g65 NaN NaN
g13-g67 NaN NaN
g13-g68 NaN NaN
g13-g69 1582 45916
g13-g70 8975 NaN
g13-g71 NaN NaN
g13-g72 NaN NaN
g13-g74 NaN NaN
g13-g75 NaN NaN
g13-g76 NaN NaN
g13-g77 NaN NaN
g13-g78 NaN NaN
g13-g79 NaN NaN
g13-g80 184 64204
g13-g81 NaN NaN
g13-g83 NaN NaN
g13-g84 NaN NaN
g13-g85 NaN NaN
g13-g87 NaN NaN
g13-g88 NaN NaN
g13-g89 NaN NaN
g13-g90 NaN NaN
g13-g91 NaN NaN
g13-g92 NaN NaN
g13-g94 NaN NaN
g13-g95 464859 NaN
g13-g96 NaN NaN
g13-g97 380617 NaN
g13-g98 NaN NaN
g13-g99 NaN NaN
g14-g100 NaN NaN
g14-g101 NaN NaN
g14-g102 NaN NaN
g14-g103 NaN NaN
g14-g104 NaN NaN
g14-g105 NaN NaN
g14-g106 NaN NaN
g14-g107 NaN NaN
g14-g108 NaN NaN
g14-g109 NaN NaN
g14-g110 NaN NaN
g14-g111 NaN NaN
g14-g112 NaN NaN
g14-g51 NaN NaN
g14-g52 NaN NaN
g14-g53 NaN NaN
g14-g54 NaN NaN
g14-g55 NaN NaN
g14-g56 NaN NaN
g14-g57 NaN NaN
g14-g61 NaN NaN
g14-g62 NaN NaN
g14-g63 NaN NaN
g14-g64 NaN NaN
g14-g65 NaN NaN
g14-g67 NaN NaN
g14-g68 NaN NaN
g14-g69 4502 71933
g14-g70 NaN NaN
g14-g71 5827 352954
g14-g72 NaN NaN
g14-g74 NaN NaN
g14-g75 NaN NaN
g14-g76 NaN NaN
g14-g77 NaN NaN
g14-g78 NaN NaN
g14-g79 NaN NaN
g14-g80 NaN NaN
g14-g81 NaN NaN
g14-g83 NaN NaN
g14-g84 NaN NaN
g14-g85 NaN NaN
g14-g87 NaN NaN
g14-g88 NaN NaN
g14-g89 NaN NaN
g14-g90 NaN NaN
g14-g91 NaN NaN
g14-g92 97957 NaN
g14-g94 NaN NaN
g14-g95 NaN 181840
g14-g96 NaN NaN
g14-g97 NaN NaN
g14-g98 NaN 1366138
g14-g99 NaN 1361152
g15-g100 NaN NaN
g15-g101 NaN NaN
g15-g102 NaN NaN
g15-g103 NaN NaN
g15-g104 NaN NaN
g15-g105 NaN NaN
g15-g106 NaN NaN
g15-g107 NaN NaN
g15-g108 NaN NaN
g15-g109 NaN NaN
g15-g110 NaN NaN
g15-g111 NaN NaN
g15-g112 NaN NaN
g15-g51 NaN NaN
g15-g52 NaN NaN
g15-g53 NaN NaN
g15-g54 NaN NaN
g15-g55 NaN NaN
g15-g56 NaN NaN
g15-g57 NaN NaN
g15-g61 NaN 168643
g15-g62 NaN NaN
g15-g63 NaN NaN
g15-g64 NaN NaN
g15-g65 NaN NaN
g15-g67 NaN NaN
g15-g68 NaN NaN
g15-g69 1597 50739
g15-g70 9154 9364985
g15-g71 NaN NaN
g15-g72 NaN NaN
g15-g74 NaN NaN
g15-g75 NaN NaN
g15-g76 NaN NaN
g15-g77 NaN NaN
g15-g78 NaN NaN
g15-g79 NaN NaN
g15-g80 201 74053
g15-g81 NaN NaN
g15-g83 NaN NaN
g15-g84 NaN NaN
g15-g85 NaN NaN
g15-g87 NaN NaN
g15-g88 NaN NaN
g15-g89 NaN NaN
g15-g90 NaN NaN
g15-g91 NaN NaN
g15-g92 NaN NaN
g15-g94 NaN NaN
g15-g95 471274 NaN
g15-g96 NaN NaN
g15-g97 380596 NaN
g15-g98 NaN NaN
g15-g99 NaN NaN
g16-g100 NaN NaN
g16-g101 NaN NaN
g16-g102 NaN NaN
g16-g103 NaN NaN
g16-g104 NaN NaN
g16-g105 NaN NaN
g16-g106 NaN NaN
g16-g107 NaN NaN
g16-g108 NaN NaN
g16-g109 NaN NaN
g16-g110 NaN NaN
g16-g111 NaN NaN
g16-g112 NaN NaN
g16-g51 NaN NaN
g16-g52 NaN NaN
g16-g53 NaN NaN
g16-g54 NaN NaN
g16-g55 NaN NaN
g16-g56 NaN NaN
g16-g57 NaN NaN
g16-g61 NaN NaN
g16-g62 NaN NaN
g16-g63 NaN NaN
g16-g64 NaN NaN
g16-g65 NaN NaN
g16-g67 NaN NaN
g16-g68 NaN NaN
g16-g69 NaN NaN
g16-g70 NaN NaN
g16-g71 NaN NaN
g16-g72 NaN NaN
g16-g74 NaN NaN
g16-g75 NaN NaN
g16-g76 NaN NaN
g16-g77 NaN NaN
g16-g78 NaN NaN
g16-g79 NaN NaN
g16-g80 NaN NaN
g16-g81 NaN NaN
g16-g83 NaN NaN
g16-g84 NaN NaN
g16-g85 NaN NaN
g16-g87 NaN NaN
g16-g88 NaN NaN
g16-g89 NaN NaN
g16-g90 NaN NaN
g16-g91 NaN NaN
g16-g92 NaN NaN
g16-g94 NaN NaN
g16-g95 NaN NaN
g16-g96 NaN NaN
g16-g97 NaN NaN
g16-g98 NaN NaN
g16-g99 NaN NaN
g17-g100 NaN NaN
g17-g101 NaN NaN
g17-g102 NaN NaN
g17-g103 NaN NaN
g17-g104 NaN NaN
g17-g105 NaN NaN
g17-g106 NaN NaN
g17-g107 NaN NaN
g17-g108 NaN NaN
g17-g109 NaN NaN
g17-g110 91 17140
g17-g111 NaN NaN
g17-g112 NaN NaN
g17-g51 NaN NaN
g17-g52 NaN NaN
g17-g53 NaN NaN
g17-g54 NaN NaN
g17-g55 NaN NaN
g17-g56 NaN NaN
g17-g57 NaN NaN
g17-g61 NaN NaN
g17-g62 NaN NaN
g17-g63 NaN NaN
g17-g64 NaN NaN
g17-g65 NaN NaN
g17-g67 NaN NaN
g17-g68 NaN NaN
g17-g69 NaN NaN
g17-g70 NaN NaN
g17-g71 NaN NaN
g17-g72 NaN NaN
g17-g74 NaN NaN
g17-g75 NaN NaN
g17-g76 NaN NaN
g17-g77 NaN NaN
g17-g78 255 10340
g17-g79 11 1395
g17-g80 NaN NaN
g17-g81 NaN NaN
g17-g83 15 1207
g17-g84 NaN NaN
g17-g85 NaN NaN
g17-g87 210943 27075814
g17-g88 376 551892
g17-g89 NaN NaN
g17-g90 41 1816
g17-g91 NaN NaN
g17-g92 NaN NaN
g17-g94 13284 342389
g17-g95 NaN NaN
g17-g96 NaN NaN
g17-g97 NaN NaN
g17-g98 NaN NaN
g17-g99 NaN NaN
g18-g100 NaN NaN
g18-g101 NaN NaN
g18-g102 NaN NaN
g18-g103 NaN NaN
g18-g104 NaN NaN
g18-g105 NaN NaN
g18-g106 NaN NaN
g18-g107 NaN NaN
g18-g108 NaN NaN
g18-g109 NaN NaN
g18-g110 33818 NaN
g18-g111 NaN NaN
g18-g112 NaN NaN
g18-g51 NaN NaN
g18-g52 NaN NaN
g18-g53 NaN NaN
g18-g54 NaN NaN
g18-g55 NaN NaN
g18-g56 NaN NaN
g18-g57 NaN NaN
g18-g61 NaN NaN
g18-g62 NaN NaN
g18-g63 NaN NaN
g18-g64 NaN NaN
g18-g65 NaN NaN
g18-g67 NaN NaN
g18-g68 NaN NaN
g18-g69 NaN NaN
g18-g70 NaN NaN
g18-g71 NaN NaN
g18-g72 NaN NaN
g18-g74 NaN NaN
g18-g75 NaN NaN
g18-g76 NaN NaN
g18-g77 NaN NaN
g18-g78 NaN NaN
g18-g79 9 1461
g18-g80 NaN NaN
g18-g81 NaN NaN
g18-g83 16 1210
g18-g84 NaN NaN
g18-g85 NaN NaN
g18-g87 NaN NaN
g18-g88 NaN NaN
g18-g89 NaN NaN
g18-g90 45 1867
g18-g91 NaN NaN
g18-g92 NaN NaN
g18-g94 11104 273927
g18-g95 NaN NaN
g18-g96 NaN NaN
g18-g97 NaN NaN
g18-g98 NaN NaN
g18-g99 NaN NaN
g19-g100 NaN NaN
g19-g101 NaN NaN
g19-g102 NaN NaN
g19-g103 NaN NaN
g19-g104 NaN NaN
g19-g105 NaN NaN
g19-g106 NaN NaN
g19-g107 NaN NaN
g19-g108 NaN NaN
g19-g109 NaN NaN
g19-g110 NaN NaN
g19-g111 NaN NaN
g19-g112 NaN NaN
g19-g51 NaN NaN
g19-g52 NaN NaN
g19-g53 NaN NaN
g19-g54 NaN NaN
g19-g55 NaN NaN
g19-g56 NaN NaN
g19-g57 NaN NaN
g19-g61 NaN NaN
g19-g62 NaN NaN
g19-g63 NaN NaN
g19-g64 NaN NaN
g19-g65 NaN NaN
g19-g67 NaN NaN
g19-g68 NaN NaN
g19-g69 NaN NaN
g19-g70 NaN NaN
g19-g71 NaN NaN
g19-g72 NaN NaN
g19-g74 NaN NaN
g19-g75 NaN NaN
g19-g76 NaN NaN
g19-g77 NaN NaN
g19-g78 NaN NaN
g19-g79 NaN NaN
g19-g80 NaN NaN
g19-g81 NaN NaN
g19-g83 NaN NaN
g19-g84 NaN NaN
g19-g85 NaN NaN
g19-g87 NaN NaN
g19-g88 NaN NaN
g19-g89 NaN NaN
g19-g90 NaN NaN
g19-g91 NaN NaN
g19-g92 NaN NaN
g19-g94 NaN NaN
g19-g95 NaN NaN
g19-g96 NaN NaN
g19-g97 NaN NaN
g19-g98 NaN NaN
g19-g99 NaN NaN
g2-g100 NaN NaN
g2-g101 17 2279
g2-g102 19 2325
g2-g103 10 2283
g2-g104 369 3415
g2-g105 12 4122
g2-g106 11 4637
g2-g107 13 4610
g2-g108 59 4986
g2-g109 156 5870
g2-g110 13 5677
g2-g111 12 5901
g2-g112 13 10627
g2-g51 60 1579
g2-g52 12 291
g2-g53 11 252
g2-g54 8 377
g2-g55 8 356
g2-g56 9 387
g2-g57 6561211 551328
g2-g61 20 520
g2-g62 8 632
g2-g63 11 539
g2-g64 11 958
g2-g65 10 528
g2-g67 10 511
g2-g68 11 622
g2-g69 21 566
g2-g70 9 786
g2-g71 37 583
g2-g72 20 715
g2-g74 7 1786
g2-g75 13 1147
g2-g76 10 18603
g2-g77 10 354583
g2-g78 13 754
g2-g79 12 855
g2-g80 770 5342
g2-g81 12 1132
g2-g83 11 1098
g2-g84 11 1546
g2-g85 5617 17228
g2-g87 6 1197
g2-g88 8 1185
g2-g89 45 1269
g2-g90 23 1559
g2-g91 15 1715
g2-g92 38 2031
g2-g94 12 1935
g2-g95 130 2057
g2-g96 50 2122
g2-g97 20 3035
g2-g98 11 2103
g2-g99 11 2103
g20-g100 NaN NaN
g20-g101 NaN NaN
g20-g102 NaN NaN
g20-g103 NaN NaN
g20-g104 NaN NaN
g20-g105 NaN NaN
g20-g106 NaN NaN
g20-g107 NaN NaN
g20-g108 NaN NaN
g20-g109 NaN NaN
g20-g110 NaN NaN
g20-g111 NaN NaN
g20-g112 NaN NaN
g20-g51 NaN NaN
g20-g52 NaN NaN
g20-g53 NaN NaN
g20-g54 NaN NaN
g20-g55 NaN NaN
g20-g56 NaN NaN
g20-g57 NaN NaN
g20-g61 NaN NaN
g20-g62 NaN NaN
g20-g63 NaN NaN
g20-g64 NaN NaN
g20-g65 NaN NaN
g20-g67 NaN NaN
g20-g68 NaN NaN
g20-g69 NaN NaN
g20-g70 NaN NaN
g20-g71 NaN NaN
g20-g72 NaN NaN
g20-g74 NaN NaN
g20-g75 NaN NaN
g20-g76 NaN NaN
g20-g77 NaN NaN
g20-g78 NaN NaN
g20-g79 NaN NaN
g20-g80 NaN NaN
g20-g81 NaN NaN
g20-g83 NaN NaN
g20-g84 NaN NaN
g20-g85 NaN NaN
g20-g87 NaN NaN
g20-g88 NaN NaN
g20-g89 NaN NaN
g20-g90 NaN NaN
g20-g91 NaN NaN
g20-g92 NaN NaN
g20-g94 NaN NaN
g20-g95 NaN NaN
g20-g96 NaN NaN
g20-g97 NaN NaN
g20-g98 NaN NaN
g20-g99 NaN NaN
g21-g100 NaN NaN
g21-g101 NaN NaN
g21-g102 NaN NaN
g21-g103 NaN NaN
g21-g104 NaN NaN
g21-g105 NaN NaN
g21-g106 NaN NaN
g21-g107 NaN NaN
g21-g108 NaN NaN
g21-g109 NaN NaN
g21-g110 NaN NaN
g21-g111 NaN NaN
g21-g112 NaN NaN
g21-g51 NaN NaN
g21-g52 NaN 194698382
g21-g53 NaN 156774055
g21-g54 NaN NaN
g21-g55 NaN 364251415
g21-g56 NaN NaN
g21-g57 564166 1318319
g21-g61 NaN 142650270
g21-g62 NaN NaN
g21-g63 NaN NaN
g21-g64 NaN NaN
g21-g65 NaN NaN
g21-g67 NaN 310248751
g21-g68 NaN NaN
g21-g69 NaN 93062815
g21-g70 NaN 17300087
g21-g71 NaN 96986936
g21-g72 NaN 5814317
g21-g74 NaN NaN
g21-g75 NaN NaN
g21-g76 NaN NaN
g21-g77 NaN NaN
g21-g78 NaN NaN
g21-g79 NaN NaN
g21-g80 NaN 3281017
g21-g81 NaN NaN
g21-g83 NaN NaN
g21-g84 NaN NaN
g21-g85 NaN 147689955
g21-g87 NaN NaN
g21-g88 NaN NaN
g21-g89 NaN NaN
g21-g90 NaN NaN
g21-g91 NaN NaN
g21-g92 NaN NaN
g21-g94 NaN NaN
g21-g95 NaN 15527090
g21-g96 NaN 19887424
g21-g97 NaN 6519075
g21-g98 NaN 24983427
g21-g99 NaN 25580771
g22-g100 NaN NaN
g22-g101 NaN NaN
g22-g102 NaN NaN
g22-g103 NaN NaN
g22-g104 NaN NaN
g22-g105 NaN NaN
g22-g106 NaN NaN
g22-g107 NaN NaN
g22-g108 NaN NaN
g22-g109 NaN NaN
g22-g110 NaN NaN
g22-g111 NaN NaN
g22-g112 NaN NaN
g22-g51 NaN NaN
g22-g52 NaN NaN
g22-g53 NaN NaN
g22-g54 NaN NaN
g22-g55 NaN NaN
g22-g56 NaN NaN
g22-g57 NaN NaN
g22-g61 NaN NaN
g22-g62 NaN NaN
g22-g63 NaN NaN
g22-g64 NaN NaN
g22-g65 NaN NaN
g22-g67 NaN NaN
g22-g68 NaN NaN
g22-g69 NaN NaN
g22-g70 NaN NaN
g22-g71 NaN NaN
g22-g72 NaN NaN
g22-g74 NaN NaN
g22-g75 NaN NaN
g22-g76 NaN NaN
g22-g77 NaN NaN
g22-g78 NaN NaN
g22-g79 NaN NaN
g22-g80 NaN NaN
g22-g81 NaN NaN
g22-g83 NaN NaN
g22-g84 NaN NaN
g22-g85 NaN NaN
g22-g87 NaN NaN
g22-g88 NaN NaN
g22-g89 NaN NaN
g22-g90 NaN NaN
g22-g91 NaN NaN
g22-g92 NaN NaN
g22-g94 NaN NaN
g22-g95 NaN NaN
g22-g96 NaN NaN
g22-g97 NaN NaN
g22-g98 NaN NaN
g22-g99 NaN NaN
g23-g100 NaN NaN
g23-g101 NaN NaN
g23-g102 NaN NaN
g23-g103 NaN NaN
g23-g104 NaN NaN
g23-g105 NaN NaN
g23-g106 NaN NaN
g23-g107 NaN NaN
g23-g108 NaN NaN
g23-g109 NaN NaN
g23-g110 NaN NaN
g23-g111 NaN NaN
g23-g112 NaN NaN
g23-g51 NaN NaN
g23-g52 NaN NaN
g23-g53 NaN NaN
g23-g54 NaN NaN
g23-g55 NaN NaN
g23-g56 NaN NaN
g23-g57 NaN NaN
g23-g61 NaN NaN
g23-g62 NaN NaN
g23-g63 NaN NaN
g23-g64 NaN NaN
g23-g65 NaN NaN
g23-g67 NaN NaN
g23-g68 NaN NaN
g23-g69 NaN NaN
g23-g70 NaN NaN
g23-g71 NaN NaN
g23-g72 NaN NaN
g23-g74 NaN NaN
g23-g75 NaN NaN
g23-g76 NaN NaN
g23-g77 NaN NaN
g23-g78 NaN NaN
g23-g79 NaN NaN
g23-g80 NaN NaN
g23-g81 NaN NaN
g23-g83 NaN NaN
g23-g84 NaN NaN
g23-g85 NaN NaN
g23-g87 NaN NaN
g23-g88 NaN NaN
g23-g89 NaN NaN
g23-g90 NaN NaN
g23-g91 NaN NaN
g23-g92 NaN NaN
g23-g94 NaN NaN
g23-g95 NaN NaN
g23-g96 NaN NaN
g23-g97 NaN NaN
g23-g98 NaN NaN
g23-g99 NaN NaN
g24-g100 NaN NaN
g24-g101 NaN NaN
g24-g102 NaN NaN
g24-g103 NaN NaN
g24-g104 NaN NaN
g24-g105 NaN NaN
g24-g106 NaN NaN
g24-g107 NaN NaN
g24-g108 NaN NaN
g24-g109 NaN NaN
g24-g110 NaN NaN
g24-g111 NaN NaN
g24-g112 NaN NaN
g24-g51 NaN NaN
g24-g52 NaN NaN
g24-g53 NaN NaN
g24-g54 NaN NaN
g24-g55 NaN NaN
g24-g56 NaN NaN
g24-g57 NaN NaN
g24-g61 NaN NaN
g24-g62 NaN NaN
g24-g63 112761 7797215
g24-g64 NaN NaN
g24-g65 NaN NaN
g24-g67 NaN NaN
g24-g68 NaN NaN
g24-g69 NaN NaN
g24-g70 NaN NaN
g24-g71 NaN NaN
g24-g72 NaN NaN
g24-g74 NaN NaN
g24-g75 NaN NaN
g24-g76 NaN NaN
g24-g77 NaN NaN
g24-g78 NaN NaN
g24-g79 NaN NaN
g24-g80 NaN NaN
g24-g81 NaN NaN
g24-g83 NaN NaN
g24-g84 NaN NaN
g24-g85 NaN NaN
g24-g87 NaN NaN
g24-g88 NaN NaN
g24-g89 NaN NaN
g24-g90 NaN NaN
g24-g91 NaN NaN
g24-g92 NaN NaN
g24-g94 NaN NaN
g24-g95 6876 NaN
g24-g96 2786 358379
g24-g97 436 67397
g24-g98 NaN 10626361
g24-g99 NaN 10639450
g25-g100 NaN NaN
g25-g101 NaN NaN
g25-g102 NaN NaN
g25-g103 NaN NaN
g25-g104 NaN NaN
g25-g105 NaN NaN
g25-g106 NaN NaN
g25-g107 NaN NaN
g25-g108 NaN NaN
g25-g109 NaN NaN
g25-g110 NaN NaN
g25-g111 NaN NaN
g25-g112 NaN NaN
g25-g51 NaN NaN
g25-g52 NaN NaN
g25-g53 NaN NaN
g25-g54 NaN NaN
g25-g55 NaN NaN
g25-g56 NaN NaN
g25-g57 NaN NaN
g25-g61 NaN NaN
g25-g62 NaN NaN
g25-g63 NaN NaN
g25-g64 NaN NaN
g25-g65 NaN NaN
g25-g67 NaN NaN
g25-g68 NaN NaN
g25-g69 NaN NaN
g25-g70 NaN NaN
g25-g71 NaN NaN
g25-g72 NaN NaN
g25-g74 NaN NaN
g25-g75 NaN NaN
g25-g76 NaN NaN
g25-g77 NaN NaN
g25-g78 NaN NaN
g25-g79 NaN NaN
g25-g80 NaN NaN
g25-g81 NaN NaN
g25-g83 NaN NaN
g25-g84 NaN NaN
g25-g85 NaN NaN
g25-g87 NaN NaN
g25-g88 NaN NaN
g25-g89 NaN NaN
g25-g90 NaN NaN
g25-g91 NaN NaN
g25-g92 NaN NaN
g25-g94 NaN NaN
g25-g95 NaN NaN
g25-g96 NaN NaN
g25-g97 NaN NaN
g25-g98 NaN NaN
g25-g99 NaN NaN
g26-g100 NaN NaN
g26-g101 NaN NaN
g26-g102 NaN NaN
g26-g103 NaN NaN
g26-g104 NaN NaN
g26-g105 NaN NaN
g26-g106 NaN NaN
g26-g107 NaN NaN
g26-g108 NaN NaN
g26-g109 NaN NaN
g26-g110 NaN NaN
g26-g111 NaN NaN
g26-g112 NaN NaN
g26-g51 NaN NaN
g26-g52 NaN NaN
g26-g53 NaN NaN
g26-g54 NaN NaN
g26-g55 NaN NaN
g26-g56 NaN NaN
g26-g57 NaN NaN
g26-g61 NaN NaN
g26-g62 NaN NaN
g26-g63 NaN NaN
g26-g64 NaN NaN
g26-g65 NaN NaN
g26-g67 NaN NaN
g26-g68 NaN NaN
g26-g69 NaN NaN
g26-g70 NaN NaN
g26-g71 NaN NaN
g26-g72 NaN NaN
g26-g74 NaN NaN
g26-g75 NaN NaN
g26-g76 NaN NaN
g26-g77 NaN NaN
g26-g78 NaN NaN
g26-g79 NaN NaN
g26-g80 NaN NaN
g26-g81 NaN NaN
g26-g83 NaN NaN
g26-g84 NaN NaN
g26-g85 NaN NaN
g26-g87 NaN NaN
g26-g88 NaN NaN
g26-g89 NaN NaN
g26-g90 NaN NaN
g26-g91 NaN NaN
g26-g92 NaN NaN
g26-g94 NaN NaN
g26-g95 NaN NaN
g26-g96 NaN NaN
g26-g97 NaN NaN
g26-g98 NaN NaN
g26-g99 NaN NaN
g27-g100 NaN NaN
g27-g101 NaN NaN
g27-g102 NaN NaN
g27-g103 NaN NaN
g27-g104 NaN NaN
g27-g105 NaN NaN
g27-g106 NaN NaN
g27-g107 NaN NaN
g27-g108 NaN NaN
g27-g109 NaN NaN
g27-g110 NaN NaN
g27-g111 NaN NaN
g27-g112 NaN NaN
g27-g51 NaN NaN
g27-g52 NaN NaN
g27-g53 NaN NaN
g27-g54 NaN NaN
g27-g55 NaN NaN
g27-g56 NaN NaN
g27-g57 NaN NaN
g27-g61 NaN NaN
g27-g62 NaN NaN
g27-g63 NaN NaN
g27-g64 NaN NaN
g27-g65 NaN NaN
g27-g67 NaN NaN
g27-g68 NaN NaN
g27-g69 NaN NaN
g27-g70 NaN NaN
g27-g71 NaN NaN
g27-g72 NaN NaN
g27-g74 NaN NaN
g27-g75 NaN NaN
g27-g76 NaN NaN
g27-g77 NaN NaN
g27-g78 NaN NaN
g27-g79 NaN NaN
g27-g80 NaN NaN
g27-g81 NaN NaN
g27-g83 NaN NaN
g27-g84 NaN NaN
g27-g85 NaN NaN
g27-g87 NaN NaN
g27-g88 NaN NaN
g27-g89 NaN NaN
g27-g90 NaN NaN
g27-g91 NaN NaN
g27-g92 NaN NaN
g27-g94 NaN NaN
g27-g95 NaN NaN
g27-g96 NaN NaN
g27-g97 NaN NaN
g27-g98 NaN NaN
g27-g99 NaN NaN
g28-g100 NaN NaN
g28-g101 NaN NaN
g28-g102 NaN NaN
g28-g103 NaN NaN
g28-g104 NaN NaN
g28-g105 NaN NaN
g28-g106 NaN NaN
g28-g107 NaN NaN
g28-g108 NaN NaN
g28-g109 NaN NaN
g28-g110 NaN NaN
g28-g111 NaN NaN
g28-g112 NaN NaN
g28-g51 NaN NaN
g28-g52 NaN NaN
g28-g53 NaN NaN
g28-g54 NaN NaN
g28-g55 NaN NaN
g28-g56 NaN NaN
g28-g57 NaN NaN
g28-g61 NaN NaN
g28-g62 NaN NaN
g28-g63 NaN NaN
g28-g64 NaN NaN
g28-g65 NaN NaN
g28-g67 NaN NaN
g28-g68 NaN NaN
g28-g69 NaN NaN
g28-g70 NaN NaN
g28-g71 NaN NaN
g28-g72 NaN NaN
g28-g74 NaN NaN
g28-g75 NaN NaN
g28-g76 NaN NaN
g28-g77 NaN NaN
g28-g78 NaN NaN
g28-g79 NaN NaN
g28-g80 NaN NaN
g28-g81 NaN NaN
g28-g83 NaN NaN
g28-g84 NaN NaN
g28-g85 NaN NaN
g28-g87 825 NaN
g28-g88 NaN NaN
g28-g89 NaN NaN
g28-g90 NaN NaN
g28-g91 NaN NaN
g28-g92 NaN NaN
g28-g94 NaN NaN
g28-g95 NaN NaN
g28-g96 NaN NaN
g28-g97 NaN NaN
g28-g98 NaN NaN
g28-g99 NaN NaN
g29-g100 NaN NaN
g29-g101 NaN NaN
g29-g102 NaN NaN
g29-g103 NaN NaN
g29-g104 NaN NaN
g29-g105 NaN NaN
g29-g106 NaN NaN
g29-g107 NaN NaN
g29-g108 NaN NaN
g29-g109 NaN NaN
g29-g110 NaN NaN
g29-g111 NaN NaN
g29-g112 NaN NaN
g29-g51 NaN NaN
g29-g52 NaN NaN
g29-g53 NaN NaN
g29-g54 NaN NaN
g29-g55 NaN NaN
g29-g56 NaN NaN
g29-g57 NaN NaN
g29-g61 NaN NaN
g29-g62 NaN NaN
g29-g63 NaN NaN
g29-g64 NaN NaN
g29-g65 NaN NaN
g29-g67 NaN NaN
g29-g68 NaN NaN
g29-g69 NaN NaN
g29-g70 NaN NaN
g29-g71 NaN NaN
g29-g72 NaN NaN
g29-g74 NaN NaN
g29-g75 NaN NaN
g29-g76 NaN NaN
g29-g77 NaN NaN
g29-g78 NaN NaN
g29-g79 NaN NaN
g29-g80 NaN NaN
g29-g81 NaN NaN
g29-g83 NaN NaN
g29-g84 NaN NaN
g29-g85 NaN NaN
g29-g87 NaN NaN
g29-g88 NaN NaN
g29-g89 NaN NaN
g29-g90 NaN NaN
g29-g91 NaN NaN
g29-g92 NaN NaN
g29-g94 NaN NaN
g29-g95 NaN NaN
g29-g96 NaN NaN
g29-g97 NaN NaN
g29-g98 NaN NaN
g29-g99 NaN NaN
g3-g100 4075444 32259863
g3-g101 NaN 45377020
g3-g102 NaN 169131210
g3-g103 NaN NaN
g3-g104 2068245 11035165
g3-g105 2074394 11078708
g3-g106 NaN 54816807
g3-g107 NaN 24449947
g3-g108 NaN 29386887
g3-g109 NaN NaN
g3-g110 NaN NaN
g3-g111 NaN NaN
g3-g112 341239 1553102
g3-g51 7368 43585
g3-g52 163961 1207515
g3-g53 90082 499939
g3-g54 2914112 21523126
g3-g55 1957369 12944722
g3-g56 3541964 26690273
g3-g57 49140 113802
g3-g61 130544 597049
g3-g62 1400140 12149698
g3-g63 6132757 44709904
g3-g64 983 16004
g3-g65 418469 4639857
g3-g67 1695556 9599026
g3-g68 6 558
g3-g69 231944 1040388
g3-g70 53377 228017
g3-g71 247605 1117424
g3-g72 4354 20675
g3-g74 NaN NaN
g3-g75 NaN NaN
g3-g76 NaN NaN
g3-g77 NaN NaN
g3-g78 NaN 164243459
g3-g79 2388170 19792041
g3-g80 5271 25012
g3-g81 1379289 14466523
g3-g83 NaN 156208200
g3-g84 NaN NaN
g3-g85 246437 908584
g3-g87 NaN 111507802
g3-g88 NaN 133038095
g3-g89 1012302 3521738
g3-g90 NaN 50708360
g3-g91 74986 333761
g3-g92 87115 383373
g3-g94 NaN 29403014
g3-g95 57824 246496
g3-g96 87740 382714
g3-g97 79339 337076
g3-g98 224485 998752
g3-g99 225371 1002936
g30-g100 NaN NaN
g30-g101 NaN NaN
g30-g102 NaN NaN
g30-g103 NaN NaN
g30-g104 NaN NaN
g30-g105 NaN NaN
g30-g106 NaN NaN
g30-g107 NaN NaN
g30-g108 NaN NaN
g30-g109 NaN NaN
g30-g110 NaN NaN
g30-g111 NaN NaN
g30-g112 NaN NaN
g30-g51 NaN NaN
g30-g52 NaN NaN
g30-g53 NaN NaN
g30-g54 NaN NaN
g30-g55 NaN NaN
g30-g56 NaN NaN
g30-g57 NaN NaN
g30-g61 NaN NaN
g30-g62 NaN NaN
g30-g63 NaN NaN
g30-g64 NaN NaN
g30-g65 NaN NaN
g30-g67 NaN NaN
g30-g68 NaN NaN
g30-g69 NaN NaN
g30-g70 NaN NaN
g30-g71 NaN NaN
g30-g72 NaN NaN
g30-g74 NaN NaN
g30-g75 NaN NaN
g30-g76 NaN NaN
g30-g77 NaN NaN
g30-g78 NaN NaN
g30-g79 NaN NaN
g30-g80 NaN NaN
g30-g81 NaN NaN
g30-g83 NaN NaN
g30-g84 NaN NaN
g30-g85 NaN NaN
g30-g87 NaN NaN
g30-g88 NaN NaN
g30-g89 NaN NaN
g30-g90 NaN NaN
g30-g91 NaN NaN
g30-g92 NaN NaN
g30-g94 NaN NaN
g30-g95 NaN NaN
g30-g96 NaN NaN
g30-g97 NaN NaN
g30-g98 NaN NaN
g30-g99 NaN NaN
g31-g100 NaN NaN
g31-g101 NaN NaN
g31-g102 NaN NaN
g31-g103 NaN NaN
g31-g104 NaN NaN
g31-g105 NaN NaN
g31-g106 NaN NaN
g31-g107 NaN NaN
g31-g108 NaN NaN
g31-g109 NaN NaN
g31-g110 NaN NaN
g31-g111 NaN NaN
g31-g112 NaN NaN
g31-g51 NaN NaN
g31-g52 NaN NaN
g31-g53 NaN NaN
g31-g54 NaN NaN
g31-g55 NaN NaN
g31-g56 NaN NaN
g31-g57 NaN NaN
g31-g61 NaN NaN
g31-g62 NaN NaN
g31-g63 NaN NaN
g31-g64 NaN NaN
g31-g65 NaN NaN
