instance clique james-cpp-max kdown clique-par/t32 james-cpp-max-par/t32 kdown-par/t32 james-cpp-max-par/t4 james-cpp-max-par/t16 james-cpp-max-par/t32r kdown-par/t4 kdown-par/t16 kdown-par/t32r
mcs70_m2Dr4_s40_AB03 1000000 804263 1000000 1000004 122638 1000001 408038 153596 121268 1000000 1000000 1000001
mcs70_m2Dr4_s40_AB04 1000000 115143 1000000 1000004 10771 1000001 60067 17861 11144 1000000 1000000 1000001
mcs70_m2Dr4_s40_AB05 1000000 450126 1000000 1000003 27866 1000001 144936 45971 27271 1000000 1000000 1000001
mcs70_m2Dr4_s40_AB06 1000000 291160 1000000 1000003 16620 1000001 99237 25025 12413 1000000 1000000 1000001
mcs70_m2Dr4_s40_AB07 1000000 107167 1000000 1000003 15007 1000001 50904 17252 13663 1000000 1000000 1000001
mcs70_m2Dr4_s40_AB08 1000000 133836 1000000 1000003 22706 1000001 58919 28872 22159 1000000 1000000 1000001
mcs70_m2Dr4_s40_AB09 1000000 227464 1000000 1000004 10507 1000001 94692 24840 10035 1000000 1000000 1000001
mcs70_m2Dr4_s50_AB00 1000000 113724 1000000 1000004 19728 1000001 48682 22192 19416 1000000 1000000 1000001
mcs70_m2Dr4_s50_AB01 1000001 1000000 1000000 1000003 674167 1000001 1000000 991300 588945 1000000 1000000 1000001
mcs70_m2Dr4_s50_AB02 1000000 1000000 1000000 1000004 393933 800057 1000000 900132 257905 1000000 839657 737542
mcs70_m2Dr4_s50_AB03 1000000 1000000 1000000 1000004 102095 1000001 911846 121602 101731 1000000 1000000 1000001
mcs70_m2Dr4_s50_AB04 1000000 1000000 1000000 1000003 1000002 1000001 1000000 1000000 750047 1000000 1000000 1000001
mcs70_m2Dr4_s50_AB05 1000000 1000000 1000000 1000004 149241 1000001 259047 120639 116588 1000000 1000001 1000001
mcs70_m2Dr4_s50_AB06 1000000 1000000 1000000 1000005 747557 1000001 1000000 1000000 696222 1000000 1000000 1000001
mcs70_m2Dr4_s50_AB07 1000000 1000000 1000000 1000003 496630 1000002 1000000 691330 508045 1000000 1000000 1000001
mcs70_m2Dr4_s50_AB08 1000000 1000000 1000000 1000004 382635 1000002 1000000 423690 377188 1000000 1000000 1000001
mcs70_m2Dr4_s50_AB09 1000000 1000000 1000000 1000004 127233 1000001 309484 157618 127114 1000000 1000000 1000001
mcs70_m2Dr6_s15_AB00 6 4 54 18 16 71 5 10 10 42 40 52
mcs70_m2Dr6_s15_AB01 6 1 24 16 14 35 3 5 9 27 17 30
mcs70_m2Dr6_s15_AB02 12 0 31 18 13 47 4 8 11 21 21 32
mcs70_m2Dr6_s15_AB03 11 1 24 16 13 35 3 7 9 16 21 19
mcs70_m2Dr6_s15_AB04 9 2 39 15 13 65 4 6 11 37 32 37
mcs70_m2Dr6_s15_AB05 9 1 50 17 11 45 3 7 9 29 20 31
mcs70_m2Dr6_s15_AB06 6 1 23 17 12 45 3 6 9 18 18 31
mcs70_m2Dr6_s15_AB07 13 2 21 16 10 55 4 7 9 23 24 38
mcs70_m2Dr6_s15_AB08 11 0 12 14 10 35 3 4 7 25 18 21
mcs70_m2Dr6_s15_AB09 7 1 13 12 11 33 2 4 9 18 16 24
mcs70_m2Dr6_s25_AB00 7601 316 15231 392 36 4002 172 57 51 6670 2860 4163
mcs70_m2Dr6_s25_AB01 6921 54 9486 316 15 1378 39 22 23 2152 1170 1403
mcs70_m2Dr6_s25_AB02 8507 233 8895 392 31 2406 174 49 43 4130 1860 2188
mcs70_m2Dr6_s25_AB03 7192 273 12284 354 36 3658 174 50 42 5001 2472 3579
mcs70_m2Dr6_s25_AB04 5862 261 6798 320 26 1824 137 42 45 3184 1560 1782
mcs70_m2Dr6_s25_AB05 3983 270 7554 237 26 1533 113 44 42 2987 1513 1605
mcs70_m2Dr6_s25_AB06 1642 145 7757 155 24 1225 67 23 26 1493 878 1240
mcs70_m2Dr6_s25_AB07 5337 213 8862 282 35 2875 119 58 37 4535 2299 2815
mcs70_m2Dr6_s25_AB08 4556 149 4966 252 21 918 89 29 30 1846 739 967
mcs70_m2Dr6_s25_AB09 4988 225 11254 266 29 2080 134 59 40 3584 1887 2003
mcs70_m2Dr6_s35_AB00 1000000 2773 719568 459043 329 45266 1314 686 246 108774 50118 47526
mcs70_m2Dr6_s35_AB01 1000000 12926 648661 1000002 1080 72793 3474 854 715 165973 59485 64939
mcs70_m2Dr6_s35_AB02 1000000 3525 173650 259092 167 16904 563 191 165 33418 13895 16556
mcs70_m2Dr6_s35_AB03 1000000 11956 228040 257449 111 36838 615 185 141 89673 33696 37273
mcs70_m2Dr6_s35_AB04 1000000 6612 726308 339735 353 52863 1693 489 394 122625 46538 54030
mcs70_m2Dr6_s35_AB05 1000000 1803 62940 70682 57 6729 191 100 66 13374 4937 6907
mcs70_m2Dr6_s35_AB06 1000000 9132 1000000 656849 1751 90263 4446 2358 1211 207387 68806 76629
mcs70_m2Dr6_s35_AB07 1000000 19298 442629 267922 274 96935 9249 4156 350 257808 87253 94293
mcs70_m2Dr6_s35_AB08 1000000 1058 266004 519339 106 24822 649 176 134 47366 22141 25263
mcs70_m2Dr6_s35_AB09 1000000 6143 150287 205950 289 19665 1471 315 266 39908 18233 19927
mcs70_m2Dr6_s40_AB00 1000000 271094 1000000 1000003 49802 1000001 133901 56426 50101 1000000 1000000 1000001
mcs70_m2Dr6_s40_AB01 1000000 156665 1000000 1000003 14042 1000001 32650 13176 10900 1000000 1000000 1000001
mcs70_m2Dr6_s40_AB02 1000000 149454 1000000 1000003 10619 1000001 81906 17937 11876 1000000 1000000 1000001
mcs70_m2Dr6_s40_AB03 1000000 140539 1000000 1000003 1689 351206 38775 9255 1569 705006 290639 360996
mcs70_m2Dr6_s40_AB04 1000000 10846 1000000 1000002 1275 240793 4987 1538 1185 524579 206777 213704
mcs70_m2Dr6_s40_AB05 1000000 328989 1000000 1000003 27910 1000001 131868 41946 30093 1000000 1000000 1000001
mcs70_m2Dr6_s40_AB06 1000000 99981 1000000 1000004 24586 1000001 56518 48473 31958 1000000 1000000 1000001
mcs70_m2Dr6_s40_AB07 1000000 118183 1000000 1000003 11771 731287 25884 14407 7510 1000000 764625 690441
mcs70_m2Dr6_s40_AB08 1000000 51493 1000000 1000003 7572 1000001 20942 9704 7969 1000000 1000000 1000001
mcs70_m2Dr6_s40_AB09 1000000 259440 1000000 1000003 24321 1000001 97084 35063 24874 1000000 1000000 1000001
mcs70_m2Dr6_s50_AB00 1000000 1000000 1000000 1000003 381328 1000001 1000000 1000000 376893 1000000 1000000 1000001
mcs70_m2Dr6_s50_AB01 1000000 1000000 1000000 1000004 313311 1000001 823782 42607 34997 1000000 1000000 1000001
mcs70_m2Dr6_s50_AB02 1000000 1000000 1000000 1000004 129904 1000001 1000000 658688 133103 1000000 1000000 1000001
mcs70_m2Dr6_s50_AB03 1000000 1000000 1000000 1000004 670186 1000001 1000000 853646 672081 1000000 1000000 1000001
mcs70_m2Dr6_s50_AB04 1000001 1000000 1000000 1000003 324988 1000001 1000000 200567 144721 1000000 1000000 1000001
mcs70_m2Dr6_s50_AB05 1000000 1000000 1000000 1000004 297920 1000001 427421 323707 264626 1000000 1000000 1000001
mcs70_m2Dr6_s50_AB06 1000001 1000000 1000000 1000004 262306 1000001 1000000 1000000 199183 1000000 1000000 1000001
mcs70_m2Dr6_s50_AB07 1000000 1000000 1000000 1000004 119831 1000001 1000000 1000000 137927 1000000 1000000 1000001
mcs70_m2Dr6_s50_AB08 1000000 1000000 1000000 1000003 101827 1000002 1000000 86997 105846 1000000 1000000 1000001
mcs70_m2Dr6_s50_AB09 1000000 1000000 1000000 1000004 370939 1000001 1000000 498841 367852 1000000 1000000 1000001
mcs70_m3D_s35_AB00 1000000 2030 67111 471073 70 7450 228 69 59 12364 4668 7039
mcs70_m3D_s35_AB01 1000000 2402 96180 168339 207 10714 1949 630 199 17947 8154 9299
mcs70_m3D_s35_AB02 1000000 1452 14646 89272 24 3263 81 25 26 4512 2584 3168
mcs70_m3D_s35_AB03 1000000 218 32749 76025 25 3525 125 42 36 5241 1923 3373
mcs70_m3D_s35_AB04 1000000 220 17583 116550 23 1915 158 55 25 3523 1953 2063
mcs70_m3D_s35_AB05 1000000 2808 136004 227130 69 16141 420 113 79 40833 16667 16588
mcs70_m3D_s35_AB06 1000000 8699 75434 449562 117 15144 1674 375 283 37614 13518 15460
mcs70_m3D_s35_AB07 1000000 3614 69678 86643 83 9031 397 113 80 18309 6816 8619
mcs70_m3D_s35_AB08 1000000 960 14886 63527 19 2373 65 17 25 3820 1596 2447
mcs70_m3D_s35_AB09 1000000 888 38359 193551 27 3832 180 48 32 7536 3269 3847
mcs70_m3D_s40_AB00 1000000 47882 1000000 1000003 3230 887064 17084 4676 3157 1000000 775402 872824
mcs70_m3D_s40_AB01 1000000 12763 1000000 1000003 1131 241778 4382 1978 1064 446497 169602 221097
mcs70_m3D_s40_AB02 1000000 25063 1000000 1000003 1014 234293 5850 1730 961 740566 246959 219567
mcs70_m3D_s40_AB03 1000000 45877 1000000 1000003 2160 361125 10323 2856 2200 850501 333467 365320
mcs70_m3D_s40_AB04 1000000 13495 1000000 1000004 786 213810 8763 1234 796 471746 172102 204078
mcs70_m3D_s40_AB05 1000000 31987 1000000 1000003 2937 624667 11745 4151 2839 1000000 487686 594422
mcs70_m3D_s40_AB06 1000000 3436 960607 1000003 240 79511 1128 354 268 149710 58128 84941
mcs70_m3D_s40_AB07 1000000 9952 1000000 1000002 840 197861 4025 1532 894 464866 159534 194905
mcs70_m3D_s40_AB08 1000000 43396 1000000 1000003 1258 169886 3569 1699 1251 397882 195857 191943
mcs70_m3D_s40_AB09 1000000 55956 1000000 1000003 691 160209 3973 1132 800 422042 163612 161422
mcs70_m3Dr2_s35_AB00 1000000 2343 28577 184294 49 3931 137 64 102 7392 3459 3873
mcs70_m3Dr2_s35_AB01 1000000 4766 41159 112503 29 4869 1136 96 148 6262 2952 4520
mcs70_m3Dr2_s35_AB02 1000000 7093 27004 35332 320 3433 689 188 153 5520 2225 3182
mcs70_m3Dr2_s35_AB03 1000000 2114 23817 128821 41 2615 138 303 60 4651 1778 2310
mcs70_m3Dr2_s35_AB04 1000000 2137 45461 78334 229 5075 759 592 179 10441 3794 4971
mcs70_m3Dr2_s35_AB05 1000000 6010 101817 68614 112 11809 1963 354 121 20612 10495 12017
mcs70_m3Dr2_s35_AB06 1000000 879 133431 86553 213 14304 482 290 178 27685 11808 13566
mcs70_m3Dr2_s35_AB07 1000000 8795 33858 36820 67 3738 176 117 115 5954 2478 3829
mcs70_m3Dr2_s35_AB08 1000000 8332 111607 91661 180 8242 2177 547 117 15788 7093 9053
mcs70_m3Dr2_s35_AB09 1000000 1628 118381 120778 72 12557 849 146 74 20583 9002 13197
mcs70_m3Dr2_s40_AB00 1000000 238721 1000000 1000003 20769 1000001 110840 29495 20225 1000000 1000000 1000001
mcs70_m3Dr2_s40_AB01 1000000 160679 1000000 1000003 3468 467773 33949 4583 3442 933086 322124 388756
mcs70_m3Dr2_s40_AB02 1000000 82045 1000000 1000003 8116 1000001 41036 12273 7308 1000000 1000000 1000001
mcs70_m3Dr2_s40_AB03 1000000 33086 1000000 1000003 4564 381003 26881 7887 4008 1000000 419003 423656
mcs70_m3Dr2_s40_AB04 1000000 127355 1000000 1000003 12565 387844 45249 3069 14120 963513 330855 420286
mcs70_m3Dr2_s40_AB05 1000000 38037 1000000 1000003 3156 449051 12934 3945 2980 1000000 446482 426653
mcs70_m3Dr2_s40_AB06 1000000 345964 1000000 1000003 39278 1000001 105551 39047 30302 1000000 1000000 1000001
mcs70_m3Dr2_s40_AB07 1000000 255173 1000000 1000003 31453 1000001 93896 38516 31693 1000000 1000000 1000001
mcs70_m3Dr2_s40_AB08 1000000 275671 1000000 1000003 5899 299480 103672 18965 3543 740355 247013 319001
mcs70_m3Dr2_s40_AB09 1000000 309061 1000000 1000003 29654 1000001 115614 36198 31899 1000000 1000000 1000001
mcs70_m3Dr4_s35_AB00 1000000 2482 51154 25580 112 4644 279 181 180 12956 5022 4716
mcs70_m3Dr4_s35_AB01 1000000 21820 60540 143984 199 5713 4891 1427 274 13398 4586 5111
mcs70_m3Dr4_s35_AB02 1000000 3458 4508 34561 73 617 1451 45 40 1056 483 613
mcs70_m3Dr4_s35_AB03 1000000 27679 74326 74477 59 9491 5740 81 71 22058 9124 9203
mcs70_m3Dr4_s35_AB04 1000000 337 49071 53947 48 4765 180 64 40 9963 3861 4777
mcs70_m3Dr4_s35_AB05 1000000 7987 63827 29353 205 6779 1056 185 597 14089 4438 7033
mcs70_m3Dr4_s35_AB06 1000000 2785 107515 113464 537 12153 2084 1018 740 21422 7877 11101
mcs70_m3Dr4_s35_AB07 1000000 1278 30107 117979 64 6846 250 224 71 11985 4778 6367
mcs70_m3Dr4_s35_AB08 1000000 132 13811 22157 19 1753 63 33 28 3833 1535 1716
mcs70_m3Dr4_s35_AB09 1000000 1455 79825 158387 559 8257 956 542 420 15907 5910 7901
mcs70_m3Dr4_s40_AB00 1000000 45246 1000000 1000003 10872 411085 44358 21496 10329 1000000 401957 447821
mcs70_m3Dr4_s40_AB01 1000000 340964 1000000 1000003 6195 902863 84428 6722 5101 1000000 665662 806629
mcs70_m3Dr4_s40_AB02 1000000 160271 1000000 1000003 18934 1000001 52444 23367 19299 1000000 1000000 1000001
mcs70_m3Dr4_s40_AB03 1000000 152863 1000000 1000003 13475 915926 23344 13609 14016 1000000 844589 989052
mcs70_m3Dr4_s40_AB04 1000000 178425 1000000 1000003 16858 685371 48766 21572 6704 1000000 701814 730182
mcs70_m3Dr4_s40_AB05 1000000 97504 1000000 1000002 16061 543736 17205 6579 7092 1000000 497361 546734
mcs70_m3Dr4_s40_AB06 1000000 116141 1000000 1000004 17268 1000001 69658 23053 14471 1000000 906180 930158
mcs70_m3Dr4_s40_AB07 1000000 223071 1000000 1000003 18753 1000001 75482 23590 23029 1000000 1000000 1000001
mcs70_m3Dr4_s40_AB08 1000000 376454 1000000 1000003 3799 475429 107258 36461 3716 1000000 476998 471334
mcs70_m3Dr4_s40_AB09 1000000 93956 1000000 1000004 2841 322362 9887 3351 3074 740372 267383 319923
mcs70_m3Dr6_s35_AB00 1000000 4963 59699 60290 96 5249 334 208 176 14209 5022 5273
mcs70_m3Dr6_s35_AB01 1000000 38241 58949 65464 77 7123 8086 1745 104 11506 3992 6499
mcs70_m3Dr6_s35_AB02 1000000 12604 25417 25580 75 2705 3850 103 179 4652 2644 2712
mcs70_m3Dr6_s35_AB03 918724 157 36864 10231 46 4669 112 53 48 9598 4137 4488
mcs70_m3Dr6_s35_AB04 1000000 801 40794 189361 128 2531 1149 837 40 6115 2732 2701
mcs70_m3Dr6_s35_AB05 1000000 491 53263 30109 76 4988 270 99 108 12463 5923 5267
mcs70_m3Dr6_s35_AB06 1000000 5835 50803 30465 95 6793 280 628 101 11282 4975 5688
mcs70_m3Dr6_s35_AB07 662917 3461 40984 15987 200 3431 427 328 275 7566 3629 3817
mcs70_m3Dr6_s35_AB08 1000000 594 22539 59361 69 2271 268 134 43 4888 2278 2573
mcs70_m3Dr6_s35_AB09 1000000 776 25206 22004 393 3369 1025 706 186 5920 2352 3289
mcs70_m3Dr6_s40_AB00 1000000 33384 1000000 1000003 7030 240478 17245 15593 6415 525548 178356 223737
mcs70_m3Dr6_s40_AB01 1000000 103952 1000000 1000003 12808 1000002 39440 17503 13273 1000000 1000000 1000001
mcs70_m3Dr6_s40_AB02 1000000 92072 853770 1000003 1244 60736 30874 1728 1046 139659 50137 56625
mcs70_m3Dr6_s40_AB03 1000000 105333 1000000 1000003 2895 240939 45706 17805 15912 520024 182188 239636
mcs70_m3Dr6_s40_AB04 1000000 60687 1000000 1000002 8289 1000001 25259 10147 8868 1000000 1000000 1000001
mcs70_m3Dr6_s40_AB05 1000000 37126 1000000 1000004 9756 326606 16808 16246 8981 760104 300871 339819
mcs70_m3Dr6_s40_AB06 1000000 143351 1000000 1000004 23979 1000001 66357 39620 16920 1000000 1000000 1000001
mcs70_m3Dr6_s40_AB07 1000000 308369 1000000 1000003 8827 285063 79347 29784 7976 830086 237123 311243
mcs70_m3Dr6_s40_AB08 1000000 214725 1000000 1000003 8085 745462 44327 9305 34687 1000000 604098 737571
mcs70_m3Dr6_s40_AB09 1000000 67254 1000000 1000003 25691 157794 72113 48248 26451 507053 156246 163423
mcs70_m4D_s25_AB00 1453 192 2923 128 9 1523 45 13 15 1096 743 1356
mcs70_m4D_s25_AB01 2102 48 1498 184 7 538 37 9 9 458 393 463
mcs70_m4D_s25_AB02 3413 11 1027 212 8 362 15 9 11 617 488 498
mcs70_m4D_s25_AB03 1992 24 2216 161 6 334 14 6 7 386 383 331
mcs70_m4D_s25_AB04 5783 28 1317 272 7 431 25 9 10 659 332 464
mcs70_m4D_s25_AB05 5781 14 835 362 8 265 18 8 10 395 275 274
mcs70_m4D_s25_AB06 1231 29 427 152 6 128 10 7 7 237 148 137
mcs70_m4D_s25_AB07 3011 12 1726 211 8 204 14 6 8 396 278 194
mcs70_m4D_s25_AB08 2603 29 321 190 7 158 25 6 9 401 205 140
mcs70_m4D_s25_AB09 5703 25 4235 330 9 422 27 11 11 630 511 456
mcs70_m4Dr2_s25_AB00 3990 73 2192 279 9 855 68 13 12 1392 846 746
mcs70_m4Dr2_s25_AB01 3387 37 2258 229 11 670 33 12 11 890 659 630
mcs70_m4Dr2_s25_AB02 8872 87 3319 403 13 1003 53 15 14 1886 1178 974
mcs70_m4Dr2_s25_AB03 3158 107 2338 221 9 938 48 14 13 1115 657 645
mcs70_m4Dr2_s25_AB04 3957 82 4393 250 11 872 46 17 15 1332 881 896
mcs70_m4Dr2_s25_AB05 7266 88 3088 352 16 1199 58 21 17 1508 1017 1139
mcs70_m4Dr2_s25_AB06 16911 140 6500 636 29 1578 114 38 29 2605 1822 1559
mcs70_m4Dr2_s25_AB07 4161 58 4099 254 14 1307 56 17 16 1850 1066 1254
mcs70_m4Dr2_s25_AB08 10942 68 7617 558 12 613 48 17 12 1163 853 677
mcs70_m4Dr2_s25_AB09 1888 16 1719 154 10 418 20 11 9 340 339 423
mcs70_m4Dr4_s25_AB00 2605 45 4735 181 14 730 42 22 22 1022 734 725
mcs70_m4Dr4_s25_AB01 3250 159 4637 230 15 1434 84 25 21 2658 1178 1312
mcs70_m4Dr4_s25_AB02 5325 147 2089 267 19 672 74 24 19 1521 668 546
mcs70_m4Dr4_s25_AB03 2721 32 4203 222 13 799 47 20 17 1292 732 921
mcs70_m4Dr4_s25_AB04 5772 27 4086 366 13 650 30 19 21 762 623 548
mcs70_m4Dr4_s25_AB05 4013 100 4434 261 21 1037 67 27 22 2050 967 1097
mcs70_m4Dr4_s25_AB06 9034 98 3142 396 23 693 79 25 26 1191 700 685
mcs70_m4Dr4_s25_AB07 4371 75 4575 275 10 786 37 16 11 1187 672 749
mcs70_m4Dr4_s25_AB08 2438 17 2170 167 9 310 15 12 14 510 307 257
mcs70_m4Dr4_s25_AB09 4752 120 4741 284 18 1294 73 33 21 2098 998 1344
mcs70_m4Dr6_s25_AB00 3022 87 8345 214 20 1273 93 30 26 2234 1277 1298
mcs70_m4Dr6_s25_AB01 1557 72 6902 138 18 766 40 22 17 1235 751 795
mcs70_m4Dr6_s25_AB02 3082 120 9512 193 22 1859 79 32 36 1846 1273 1852
mcs70_m4Dr6_s25_AB03 3663 54 4006 257 17 1087 73 27 21 1848 860 984
mcs70_m4Dr6_s25_AB04 5310 111 3061 252 21 830 77 24 26 1535 937 962
mcs70_m4Dr6_s25_AB05 2174 159 4458 181 19 1461 107 35 24 1947 1022 1480
mcs70_m4Dr6_s25_AB06 1768 177 4126 163 17 1105 87 27 29 1732 865 1039
mcs70_m4Dr6_s25_AB07 4780 68 6852 236 16 673 49 24 20 1356 732 739
mcs70_m4Dr6_s25_AB08 7298 186 11443 348 19 1711 93 35 30 2505 1329 1701
mcs70_m4Dr6_s25_AB09 1606 105 10929 131 21 1127 61 27 21 1987 1091 1061
mcs70_r005_s20_AB00 167 2 103 50 5 73 3 4 9 139 77 66
mcs70_r005_s20_AB01 33 1 78 27 4 33 2 4 5 33 23 27
mcs70_r005_s20_AB02 134 4 70 32 9 59 4 7 10 51 39 52
mcs70_r005_s20_AB03 59 3 96 29 7 74 3 7 7 92 47 70
mcs70_r005_s20_AB04 40 15 210 27 10 84 17 9 17 218 92 77
mcs70_r005_s20_AB05 61 1 179 45 9 58 2 5 7 35 35 36
mcs70_r005_s20_AB06 53 0 34 42 7 31 1 4 8 20 17 15
mcs70_r005_s20_AB07 174 5 260 47 12 117 5 7 8 134 67 74
mcs70_r005_s20_AB08 44 3 61 48 11 72 4 6 12 51 43 46
mcs70_r005_s20_AB09 61 1 236 44 10 72 5 7 9 62 46 40
mcs70_r005_s25_AB00 992 39 528 148 16 370 26 14 15 298 296 238
mcs70_r005_s25_AB01 15725 88 1796 408 12 452 32 14 12 1317 528 488
mcs70_r005_s25_AB02 716 17 184 141 13 179 10 10 12 144 98 110
mcs70_r005_s25_AB03 2392 30 841 222 12 394 18 13 12 447 346 288
mcs70_r005_s25_AB04 1752 55 1834 176 9 712 17 15 15 1073 548 591
mcs70_r005_s25_AB05 1131 20 1784 207 9 606 38 16 11 805 631 560
mcs70_r005_s25_AB06 4510 18 1766 290 9 414 10 11 17 540 347 415
mcs70_r005_s25_AB07 6705 10 497 392 10 295 8 11 12 410 264 246
mcs70_r005_s25_AB08 634 7 2458 105 12 641 16 15 20 585 430 445
mcs70_r005_s25_AB09 1384 71 7379 147 13 764 51 20 16 1310 755 699
mcs70_r005_s30_AB00 528742 117 4637 16671 15 866 79 25 26 1203 634 783
mcs70_r005_s30_AB01 773339 519 25611 22613 47 4480 216 77 57 6919 3492 4005
mcs70_r005_s30_AB02 528256 238 13445 10008 33 3037 104 44 48 7596 2829 2885
mcs70_r005_s30_AB03 356493 331 3225 1736 18 2011 140 40 28 2101 1916 2127
mcs70_r005_s30_AB04 393303 147 2543 11807 20 1147 116 62 32 2244 1335 997
mcs70_r005_s30_AB05 10902 35 5653 656 13 617 45 20 18 1175 603 626
mcs70_r005_s30_AB06 792565 1446 104711 24839 250 14341 765 313 297 22098 11515 12493
mcs70_r005_s30_AB07 29517 176 18412 1122 16 935 52 27 20 1748 945 975
mcs70_r005_s30_AB08 1000000 691 38442 36145 94 6709 344 118 88 13151 6465 6674
mcs70_r005_s30_AB09 293644 603 34855 7974 60 4995 238 102 86 8806 4236 5244
mcs70_r005_s35_AB00 1000000 4786 80304 713287 317 43783 1708 503 323 49019 38388 40822
mcs70_r005_s35_AB01 1000000 3939 398140 1000002 365 69596 1571 528 333 142733 53998 64594
mcs70_r005_s35_AB02 1000000 1642 74576 162265 202 14443 588 306 316 39534 13473 15317
mcs70_r005_s35_AB03 1000000 5190 227630 578934 834 34310 2078 1156 647 80979 34636 34906
mcs70_r005_s35_AB04 1000000 22087 652567 1000003 909 251961 7975 2145 952 363919 208141 261935
mcs70_r005_s35_AB05 1000000 4489 438567 933294 719 49699 2385 901 688 93633 38517 50250
mcs70_r005_s35_AB06 1000000 2594 108265 429576 139 17293 973 313 131 72164 22221 15421
mcs70_r005_s35_AB07 1000000 1574 401401 550942 284 33127 829 343 209 86019 33799 31934
mcs70_r005_s35_AB08 1000000 7078 80019 72937 168 16228 1084 244 191 27035 13705 17134
mcs70_r005_s35_AB09 1000000 5595 438603 454665 480 74700 2227 686 522 154990 67424 80288
mcs70_r005_s40_AB00 1000000 80553 1000000 1000003 28358 711963 49388 29976 30334 1000000 741946 694087
mcs70_r005_s40_AB01 1000000 260893 1000000 1000004 23775 453715 112995 27018 19684 981338 380578 392040
mcs70_r005_s40_AB02 1000000 169418 1000000 1000003 11368 1000001 61550 16950 9483 1000000 1000000 1000001
mcs70_r005_s40_AB03 1000000 65539 1000000 1000003 3106 661323 14269 4956 3155 1000000 586085 565223
mcs70_r005_s40_AB04 1000000 35468 1000000 1000003 3237 431547 12041 3383 2421 916892 384377 444993
mcs70_r005_s40_AB05 1000000 12352 1000000 1000003 518 179434 2575 817 598 496173 195917 190638
mcs70_r005_s40_AB06 1000000 33889 1000000 1000003 5108 572221 10241 5240 4882 996979 436263 569101
mcs70_r005_s40_AB07 1000000 43812 1000000 1000003 4827 984269 18499 5044 5052 1000000 727791 991250
mcs70_r005_s40_AB08 1000000 44230 1000000 1000004 3466 1000001 13589 9461 3655 1000000 1000000 1000001
mcs70_r005_s40_AB09 1000000 64491 1000000 1000003 7566 524160 23804 9855 6346 1000000 530691 561821
mcs70_r005_s50_AB00 1000000 1000000 1000000 1000003 950299 1000001 1000000 1000001 1000001 1000000 1000000 1000002
mcs70_r005_s50_AB01 1000000 1000000 1000000 1000004 848563 1000001 1000000 1000000 713153 1000000 1000000 1000001
mcs70_r005_s50_AB02 1000000 1000000 1000000 1000004 77703 1000001 1000000 444193 205026 1000000 1000000 1000001
mcs70_r005_s50_AB03 1000000 1000000 1000000 1000004 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs70_r005_s50_AB04 1000000 1000000 1000000 1000004 136250 1000001 1000000 359380 136217 1000000 1000000 1000001
mcs70_r005_s50_AB05 1000000 1000000 1000000 1000005 499037 1000001 1000000 585461 1000001 1000000 1000000 1000001
mcs70_r005_s50_AB06 1000001 1000000 1000000 1000004 702800 1000001 1000000 1000000 983466 1000000 1000000 1000001
mcs70_r005_s50_AB07 1000000 1000000 1000000 1000004 930914 1000001 1000000 1000000 1000002 1000000 1000000 1000001
mcs70_r005_s50_AB08 1000000 1000000 1000000 1000004 1000003 1000001 1000000 1000000 1000004 1000000 1000000 1000001
mcs70_r005_s50_AB09 1000000 1000000 1000000 1000004 1000002 1000001 1000000 1000000 1000003 1000000 1000000 1000001
mcs70_r01_s10_AB00 1 0 1 9 6 19 1 2 4 3 8 10
mcs70_r01_s10_AB01 0 0 0 10 3 8 0 1 3 1 3 6
mcs70_r01_s10_AB02 0 0 2 9 5 11 0 2 3 2 5 10
mcs70_r01_s10_AB03 0 0 1 9 5 13 0 1 3 2 5 7
mcs70_r01_s10_AB04 0 0 2 10 4 14 0 1 5 2 5 8
mcs70_r01_s10_AB05 1 0 1 8 5 14 0 2 3 3 5 8
mcs70_r01_s10_AB06 0 0 2 8 2 13 0 1 2 2 6 9
mcs70_r01_s10_AB07 0 0 1 9 5 13 0 1 3 2 5 9
mcs70_r01_s10_AB08 0 0 0 8 4 6 0 1 2 1 2 4
mcs70_r01_s10_AB09 0 0 1 9 3 11 0 0 2 2 5 7
mcs70_r01_s15_AB00 8 0 10 16 8 24 1 3 5 10 10 15
mcs70_r01_s15_AB01 8 0 25 19 10 48 3 4 10 26 23 30
mcs70_r01_s15_AB02 6 1 5 13 10 25 3 7 8 5 9 14
mcs70_r01_s15_AB03 7 0 20 13 9 31 1 4 8 17 16 14
mcs70_r01_s15_AB04 6 0 15 16 9 24 2 3 7 9 15 14
mcs70_r01_s15_AB05 13 0 9 18 8 28 2 4 7 9 10 15
mcs70_r01_s15_AB06 7 0 16 18 9 27 1 5 7 13 13 14
mcs70_r01_s15_AB07 4 0 3 15 6 22 1 2 6 6 9 11
mcs70_r01_s15_AB08 4 0 2 17 6 21 1 4 4 4 7 12
mcs70_r01_s15_AB09 10 0 24 18 8 41 2 4 7 20 19 26
mcs70_r01_s20_AB00 150 13 518 34 12 249 17 14 16 303 225 267
mcs70_r01_s20_AB01 120 11 453 34 10 147 8 8 11 143 112 116
mcs70_r01_s20_AB02 104 22 248 30 10 133 11 11 14 214 163 110
mcs70_r01_s20_AB03 335 32 319 56 12 298 15 11 18 267 243 218
mcs70_r01_s20_AB04 178 48 609 52 13 494 25 14 18 414 325 342
