instance clique james-cpp-max kdown clique-par/t8 clique-par/t16 clique-par/t32 clique-par/t64 clique-par/t32r james-cpp-max-par/t8 james-cpp-max-par/t16 james-cpp-max-par/t32 kdown-par/t4 kdown-par/t8 kdown-par/t16 kdown-par/t32 kdown-par/t64 clique-cilk/t32 kdown-cilk/t32 clique-cilk/t32r kdown-cilk/t32r kdown-par/t32r james-cpp-max-par/t32r
mcs70_r01_s50_AB01 100001 100000 100000 100004 100004 100007 100008 100006 100000 100001 100002 100000 100000 100001 100003 100006 100001 100003 100001 100004 100002 100002
mcs70_r01_s50_AB02 100000 100000 100000 100004 100005 100007 100008 100007 100000 100000 100002 100000 100000 100001 100002 100006 100002 100003 100002 100003 100002 100002
mcs70_r01_s50_AB03 100001 100000 100000 100004 100005 100007 100009 100007 100000 100001 76615 100000 100000 100001 100002 100006 100001 100004 100001 100004 100002 76764
mcs70_r01_s50_AB04 100000 100000 100000 100003 100005 100006 100009 100006 100000 100001 100001 100000 100000 100001 100002 100006 100001 100006 100001 100003 100002 100001
mcs70_r01_s50_AB05 100000 100000 100000 100005 100004 100006 100008 100006 100000 100001 100001 100000 100000 100001 100002 100007 100001 100003 100001 100003 100002 100002
mcs70_r01_s50_AB06 100000 100000 100000 100004 100005 100006 100009 100006 100000 100001 100001 100000 100000 100001 100002 100007 100001 100004 100001 100004 100002 100002
mcs70_r01_s50_AB07 100000 100000 100000 100005 100005 100005 100008 100006 100000 100000 100001 100000 100000 100001 100002 100006 100001 100004 100001 100004 100002 100001
mcs70_r01_s50_AB08 100000 100000 100000 100005 100004 100007 100008 100006 14496 10774 9456 100000 100000 100001 100002 100005 100002 100004 100001 100004 100003 9749
mcs70_r01_s50_AB09 100001 100000 100000 100004 100004 100007 100009 100006 100000 100001 100001 100000 100000 100001 100002 100006 100001 100004 100001 100004 100002 100002
mcs70_r02_s10_AB00 1 0 0 3 4 4 7 5 0 1 2 1 2 4 7 14 37 22 14 27 8 2
mcs70_r02_s10_AB01 1 0 1 3 4 5 6 5 0 1 3 1 2 4 8 17 12 18 32 24 8 3
mcs70_r02_s10_AB02 1 0 3 3 3 5 7 5 1 2 3 2 3 6 9 18 34 23 14 22 9 3
mcs70_r02_s10_AB03 1 0 4 3 4 4 7 4 1 3 4 3 4 6 13 24 24 48 17 25 13 4
mcs70_r02_s10_AB04 1 0 1 3 4 5 6 5 2 1 3 1 2 7 8 15 17 23 22 25 9 7
mcs70_r02_s10_AB05 1 0 2 3 4 5 6 5 1 2 5 2 4 7 11 24 23 20 14 18 13 4
mcs70_r02_s10_AB06 2 0 1 3 3 5 7 5 1 2 4 2 3 7 12 23 28 12 16 33 13 4
mcs70_r02_s10_AB07 1 0 1 3 5 4 6 5 0 1 3 1 2 4 8 19 16 17 15 24 8 2
mcs70_r02_s10_AB08 1 0 1 3 4 5 6 4 0 1 2 1 2 4 12 17 34 23 10 11 8 1
mcs70_r02_s10_AB09 1 0 3 3 3 5 6 5 1 2 5 3 3 7 12 24 16 27 10 28 13 5
mcs70_r02_s15_AB00 7 2 50 7 10 9 12 8 6 8 13 45 32 28 51 84 33 29 16 26 50 13
mcs70_r02_s15_AB01 9 5 97 7 8 9 10 10 5 8 11 55 35 33 64 84 21 31 30 36 62 11
mcs70_r02_s15_AB02 8 6 79 7 8 10 12 10 5 10 15 66 40 38 63 93 20 20 27 32 58 16
mcs70_r02_s15_AB03 8 2 109 7 8 9 12 8 4 7 11 31 24 27 50 78 28 28 26 21 51 11
mcs70_r02_s15_AB04 7 7 75 6 9 10 10 9 8 11 14 69 46 41 70 98 31 35 37 31 66 13
mcs70_r02_s15_AB05 7 0 33 8 9 9 11 9 3 4 8 17 10 13 27 46 29 33 15 26 33 9
mcs70_r02_s15_AB06 7 1 27 9 8 10 12 10 2 4 6 25 16 19 39 63 36 16 22 28 38 7
mcs70_r02_s15_AB07 7 1 33 7 9 10 12 8 4 5 9 31 21 28 51 70 22 33 27 42 51 9
mcs70_r02_s15_AB08 6 2 53 8 9 8 11 9 5 7 12 47 28 40 68 98 29 71 35 46 66 11
mcs70_r02_s15_AB09 6 4 35 7 8 9 11 8 5 8 14 34 21 25 36 57 24 35 30 28 37 14
mcs70_r02_s20_AB00 50 30 620 23 25 26 26 26 15 15 18 215 139 128 216 188 37 94 36 96 214 21
mcs70_r02_s20_AB01 54 28 465 25 24 28 26 27 12 17 24 295 186 171 232 297 33 90 40 92 212 25
mcs70_r02_s20_AB02 56 13 751 26 23 26 27 25 9 12 20 345 177 174 265 232 50 101 44 101 258 20
mcs70_r02_s20_AB03 33 9 524 21 22 24 24 25 6 9 11 119 86 80 143 175 46 69 35 64 154 13
mcs70_r02_s20_AB04 50 18 903 24 24 26 29 24 15 16 26 377 228 178 291 255 38 130 35 103 283 24
mcs70_r02_s20_AB05 48 28 360 23 24 26 26 25 11 19 14 222 140 127 172 191 65 77 41 63 163 15
mcs70_r02_s20_AB06 41 13 938 23 25 25 27 25 16 15 23 356 239 188 334 415 44 129 50 128 322 22
mcs70_r02_s20_AB07 44 31 466 24 23 26 27 25 13 19 27 285 192 171 292 269 33 87 56 86 225 28
mcs70_r02_s20_AB08 57 27 683 23 22 25 28 25 8 15 25 317 179 168 242 254 29 98 71 104 241 23
mcs70_r02_s20_AB09 46 23 525 23 22 25 26 25 9 14 21 186 131 107 203 324 37 87 35 100 216 22
mcs70_r02_s25_AB00 1058 491 7058 170 122 86 98 98 46 43 96 2265 1677 1120 1428 1854 157 814 139 706 1444 53
mcs70_r02_s25_AB01 591 1187 6585 117 84 81 105 84 187 121 67 4378 2282 1612 2382 2424 106 890 134 879 2530 65
mcs70_r02_s25_AB02 609 627 2763 130 88 83 102 86 121 79 67 2370 1582 1185 1593 1655 112 463 111 496 1549 68
mcs70_r02_s25_AB03 976 1091 4374 152 110 94 102 94 185 124 83 3784 2019 1613 1907 2045 161 660 139 766 2019 85
mcs70_r02_s25_AB04 721 66 5292 138 96 80 77 77 36 35 33 1972 988 955 1491 1542 116 587 122 629 1436 36
mcs70_r02_s25_AB05 724 204 7152 127 95 81 103 103 46 45 48 2576 1600 1065 1534 2552 108 852 112 886 1568 47
mcs70_r02_s25_AB06 896 91 5521 158 113 99 106 99 53 50 45 2167 1281 785 1026 1458 165 666 143 605 1037 46
mcs70_r02_s25_AB07 400 600 5291 94 71 68 94 73 89 59 75 3501 1793 1366 1992 1953 116 759 89 565 1910 70
mcs70_r02_s25_AB08 917 543 3260 161 115 99 101 97 120 97 65 1786 1079 767 834 819 155 393 154 431 855 65
mcs70_r02_s25_AB09 942 705 7156 157 105 90 109 94 192 103 52 2525 1497 1218 1740 1563 135 557 141 676 1697 54
mcs70_r02_s30_AB00 4544 4055 25331 603 341 268 260 206 102 105 242 9161 5615 3448 4164 5248 365 2672 345 2668 4360 108
mcs70_r02_s30_AB01 4010 998 21095 545 315 191 211 184 119 131 121 8522 4192 3213 3904 5260 261 2091 281 1704 3563 131
mcs70_r02_s30_AB02 7736 6607 13434 1054 579 439 380 438 1187 735 313 9730 4805 3599 3917 4200 701 1932 695 1760 3920 334
mcs70_r02_s30_AB03 4289 4290 21593 568 267 221 231 219 92 88 290 8860 5470 3208 4347 4236 307 2509 318 1960 4319 96
mcs70_r02_s30_AB04 4634 388 25836 624 378 299 290 296 218 229 154 10399 5734 3854 3903 5983 409 3064 431 2963 4280 162
mcs70_r02_s30_AB05 2678 3127 17019 338 241 212 270 211 208 129 115 9519 5546 3563 3835 4076 272 1850 268 1668 3815 118
mcs70_r02_s30_AB06 9168 15157 21872 1203 673 441 499 446 1957 1097 352 13511 7592 4848 5647 6265 700 2832 757 2562 6018 441
mcs70_r02_s30_AB07 7696 6925 22363 973 509 312 364 309 1332 548 247 12819 6417 4082 5139 5149 505 2071 483 2183 4635 246
mcs70_r02_s30_AB08 8454 5732 25735 1049 528 384 416 360 1028 840 456 13368 8560 5576 6055 7115 612 3035 610 3393 6205 458
mcs70_r02_s30_AB09 8029 344 19867 1072 611 428 350 429 170 158 76 8135 4150 2626 3210 3626 772 1698 767 1809 3125 104
mcs70_r02_s35_AB00 73551 1889 100000 9052 4128 2908 2002 2892 1550 1653 833 65320 36507 22704 22181 31549 4435 16795 4450 15713 24100 979
mcs70_r02_s35_AB01 24319 28286 100000 2411 1580 1340 1841 1335 527 532 538 56266 32664 18706 21598 23376 1462 16634 1477 14661 21660 551
mcs70_r02_s35_AB02 55106 66145 100000 7104 3111 2250 2243 2240 9550 5157 2592 85082 47614 29431 30297 31973 3016 14888 3243 14539 28677 3002
mcs70_r02_s35_AB03 32382 14396 100000 4280 2117 1476 1622 1477 3016 2515 1760 69422 40640 23198 25047 27231 2103 15205 2005 14272 24666 1670
mcs70_r02_s35_AB04 54895 6014 100000 6543 3057 1158 1215 1221 4969 4607 3631 71354 41480 25596 25980 28242 2018 19128 2390 18779 27897 3671
mcs70_r02_s35_AB05 31412 45153 100000 3914 1596 1332 1784 1330 4576 1507 1080 74478 42005 26392 27410 27449 1721 16249 1469 14427 27765 1091
mcs70_r02_s35_AB06 53241 5721 98252 7364 3967 2959 2700 2967 7103 6585 4204 40472 24015 15468 15259 14842 4260 11510 4296 11033 16020 3395
mcs70_r02_s35_AB07 42053 41872 100000 5326 2326 998 1067 1029 4786 1895 1086 72378 40621 26572 24867 26387 1658 16837 1657 16011 22530 1227
mcs70_r02_s35_AB08 100000 7809 100000 12683 5994 3313 1999 3308 7960 7451 4776 75609 42242 25951 23552 27023 5527 21116 5210 21238 23532 4524
mcs70_r02_s35_AB09 53766 8460 100000 7002 3423 2450 1904 2484 606 625 1072 68551 40560 23705 24864 31935 3300 19354 3314 19303 24519 683
mcs70_r02_s40_AB00 100000 45576 100000 46826 21588 13165 4177 13174 35151 11039 6834 100000 100000 65237 58210 58634 19479 46146 19171 47052 58614 7037
mcs70_r02_s40_AB01 100000 50291 100000 76599 34635 23847 23038 23872 4031 3997 4181 100000 88782 53740 48070 59747 33908 38498 33659 42817 44084 4545
mcs70_r02_s40_AB02 100000 100000 100000 40150 17367 8392 6991 8370 45565 10438 5844 100000 100000 80360 71919 80758 14399 50466 14576 44114 71244 6304
mcs70_r02_s40_AB03 100000 100000 100000 56119 27993 17119 13118 17105 3754 4426 3767 100000 100000 63709 58854 68874 23101 45410 23218 37010 59654 10510
mcs70_r02_s40_AB04 100000 100000 100000 19241 9642 4958 4502 4950 7656 805 740 100000 100000 88240 82850 88186 6863 59683 6626 59180 84478 744
mcs70_r02_s40_AB05 100000 3621 100000 33921 15800 9838 6833 9817 3658 4072 4384 100000 74708 46432 38648 43101 13474 36223 12974 34167 42584 3857
mcs70_r02_s40_AB06 100000 5304 100000 28828 12326 8503 6796 8568 4381 4787 5677 100000 100001 67067 61340 68799 12077 53234 11656 46917 62161 5050
mcs70_r02_s40_AB07 100000 100000 100000 25619 13073 8836 8148 8851 1582 5497 1478 100000 100000 67649 66158 70765 11650 48162 11269 43140 60548 1197
mcs70_r02_s40_AB08 100000 100000 100000 38149 18173 12102 6054 12067 23511 14767 11018 100000 100000 76484 65022 71724 17530 52229 18331 52593 71502 11709
mcs70_r02_s40_AB09 100000 15364 100000 73408 34160 19051 13604 19077 2682 2737 720 100000 80444 50218 44680 45324 29129 32343 29176 28741 43952 734
mcs70_r02_s50_AB00 100000 100000 100000 100004 100005 100007 100009 100006 100000 100001 100001 100000 100000 100001 100002 100006 100001 100005 100001 100004 100002 100001
mcs70_r02_s50_AB01 100000 100000 100000 100004 100005 100007 100008 100007 100000 88875 56179 100000 100000 100001 100002 100007 100001 100005 100001 100005 100002 54469
mcs70_r02_s50_AB02 100000 100000 100000 100004 100004 100006 100009 100005 100000 100000 100002 100000 100000 100001 100002 100006 100001 100006 100001 100005 100002 100002
mcs70_r02_s50_AB03 100000 100000 100000 100004 100005 100006 100009 100006 12573 11234 12781 100000 100000 100001 100002 100006 100001 100006 100001 100005 100002 13326
mcs70_r02_s50_AB04 100000 100000 100000 100004 100005 100006 100008 100006 100000 100000 100002 100000 100000 100001 100002 100006 100001 100007 100001 100005 100002 100001
mcs70_r02_s50_AB05 100001 100000 100000 100004 100004 100006 100008 100006 100000 100000 100001 100000 100000 100001 100002 100006 100001 100005 100001 100004 100002 100001
mcs70_r02_s50_AB06 100000 100000 100000 100004 100005 100006 100008 100006 31250 31352 34043 100000 100000 100001 100002 100007 100001 100006 100001 100006 100002 35959
mcs70_r02_s50_AB07 100000 100000 100000 100004 100005 100005 100008 100006 100000 100001 100001 100000 100000 100001 100002 100006 100001 100006 100001 100005 100002 100002
mcs70_r02_s50_AB08 100000 22324 100000 100004 100005 100006 100008 100006 11143 11049 12307 100000 100000 100001 100002 100007 100001 100006 100001 100006 100003 12667
mcs70_r02_s50_AB09 100000 100000 100000 100004 100004 100006 100010 100005 100000 100000 100002 100000 100000 100001 100002 100007 100000 100002 100001 100004 100002 100002
mcs90_b03_s10_AB00 1 0 1 3 3 5 6 5 0 0 1 1 1 3 5 9 20 29 15 16 5 2
mcs90_b03_s10_AB01 1 0 0 2 4 5 6 4 0 0 2 1 1 3 5 10 25 15 21 17 5 2
mcs90_b03_s10_AB02 1 0 1 3 3 4 6 4 1 3 4 4 2 4 8 16 29 17 8 26 9 4
mcs90_b03_s10_AB03 1 0 1 3 4 5 6 4 1 2 2 1 1 3 5 10 19 24 22 10 6 3
mcs90_b03_s10_AB04 1 0 0 3 4 4 6 6 0 1 2 1 1 2 5 9 22 17 13 9 5 2
mcs90_b03_s10_AB05 1 0 0 3 4 4 7 5 0 0 1 1 1 3 5 10 18 33 10 20 5 1
mcs90_b03_s10_AB06 1 0 0 4 3 7 7 5 0 1 3 1 1 2 4 10 11 23 17 17 5 3
mcs90_b03_s10_AB07 1 0 0 3 4 4 6 4 0 1 1 1 1 3 5 10 22 17 12 18 5 1
mcs90_b03_s10_AB08 1 0 0 3 4 4 7 5 0 0 1 1 1 3 4 9 18 26 28 16 5 1
mcs90_b03_s10_AB09 1 0 0 3 4 5 6 5 0 1 1 1 1 3 5 11 11 21 25 21 5 1
mcs90_b03_s15_AB00 8 0 3 8 9 10 10 10 2 3 5 3 4 5 11 21 29 26 25 24 10 5
mcs90_b03_s15_AB01 8 0 4 9 9 9 11 9 0 1 4 2 3 5 8 19 33 26 22 26 9 3
mcs90_b03_s15_AB02 7 0 5 7 9 11 11 11 1 1 3 2 3 5 9 17 26 16 25 30 10 3
mcs90_b03_s15_AB03 8 0 7 7 9 12 12 12 1 2 5 4 5 8 14 25 36 27 29 19 16 5
mcs90_b03_s15_AB04 11 0 7 8 9 11 14 11 0 2 3 2 3 4 8 16 27 10 24 18 8 2
mcs90_b03_s15_AB05 8 0 5 7 9 11 12 10 1 2 5 4 4 7 12 23 32 24 39 31 12 5
mcs90_b03_s15_AB06 11 0 5 8 9 10 12 9 1 1 4 4 4 7 12 23 17 24 24 14 13 3
mcs90_b03_s15_AB07 6 0 1 9 9 11 11 9 0 1 2 3 2 3 6 10 35 25 32 18 5 3
mcs90_b03_s15_AB08 8 0 1 7 10 11 12 10 0 0 1 2 4 3 6 9 18 21 32 14 6 1
mcs90_b03_s15_AB09 8 0 6 8 11 10 11 9 1 1 3 2 3 5 9 17 25 16 16 12 10 3
mcs90_b03_s20_AB00 47 0 3 27 27 29 32 32 1 1 4 2 2 3 6 12 47 21 41 11 7 4
mcs90_b03_s20_AB01 71 0 3 29 28 34 31 28 1 1 3 3 2 3 7 12 39 24 48 18 7 3
mcs90_b03_s20_AB02 50 0 2 26 26 29 32 30 0 1 5 1 2 3 6 16 48 40 43 23 7 3
mcs90_b03_s20_AB03 58 0 1 29 29 30 32 28 0 1 5 1 2 3 6 13 46 18 46 23 6 2
mcs90_b03_s20_AB04 95 0 7 34 33 37 46 36 1 3 5 5 4 6 17 22 52 10 41 24 11 5
mcs90_b03_s20_AB05 46 0 5 27 27 28 30 28 1 1 3 4 6 5 9 16 41 17 42 37 8 3
mcs90_b03_s20_AB06 46 0 2 26 27 34 32 33 1 2 2 2 2 3 6 11 53 23 41 36 6 3
mcs90_b03_s20_AB07 46 0 4 27 29 28 30 27 0 1 3 2 2 3 7 14 43 17 48 15 7 3
mcs90_b03_s20_AB08 66 0 3 30 29 29 32 28 0 1 2 2 2 3 7 13 59 18 41 17 6 2
mcs90_b03_s20_AB09 68 0 5 28 27 29 31 27 1 1 3 2 2 4 8 13 53 12 35 35 7 3
mcs90_b03_s25_AB00 2015 0 24 299 199 164 187 168 2 3 7 11 9 16 26 48 213 30 201 23 27 7
mcs90_b03_s25_AB01 1192 0 15 203 149 140 140 132 1 2 4 3 4 6 12 19 158 19 158 18 12 4
mcs90_b03_s25_AB02 1290 0 8 194 120 121 115 122 0 1 7 3 3 4 8 13 130 17 133 17 7 3
mcs90_b03_s25_AB03 2414 0 15 284 197 170 207 168 1 2 4 7 5 6 11 17 229 20 197 25 11 5
mcs90_b03_s25_AB04 3287 0 26 443 277 223 266 242 3 4 7 9 9 8 13 26 268 40 285 26 13 8
mcs90_b03_s25_AB05 2943 0 25 388 244 177 199 180 1 3 5 4 4 6 10 20 257 27 255 28 12 5
mcs90_b03_s25_AB06 1604 0 11 251 162 145 174 149 1 2 5 4 4 6 15 21 193 32 174 11 11 5
mcs90_b03_s25_AB07 1871 0 19 292 204 170 167 179 1 3 6 6 8 10 17 32 182 22 197 37 23 6
mcs90_b03_s25_AB08 2842 0 22 402 219 174 190 173 2 3 6 11 8 9 18 25 233 34 264 17 19 6
mcs90_b03_s25_AB09 1981 0 7 306 188 147 152 151 0 1 3 4 5 5 9 16 195 19 190 32 9 3
mcs90_b03_s30_AB00 68464 10 178 7284 3775 2854 2902 2848 7 9 15 70 46 38 51 95 3550 52 3475 42 57 13
mcs90_b03_s30_AB01 53612 5 50 6692 3552 2482 2523 2493 3 6 11 44 25 24 34 64 3064 32 3129 35 33 10
mcs90_b03_s30_AB02 32051 5 397 3686 1864 944 989 963 5 7 13 223 133 96 102 132 1680 85 1673 79 91 12
mcs90_b03_s30_AB03 35825 1 46 4608 2531 1960 2256 1971 2 4 7 24 14 19 25 42 2115 22 2184 28 25 7
mcs90_b03_s30_AB04 43266 4 232 5180 2519 1388 1560 1388 4 6 12 89 50 59 71 103 2144 35 2115 73 69 11
mcs90_b03_s30_AB05 99119 1 119 10736 5431 3905 3958 3903 4 6 9 32 21 24 39 55 4997 43 5157 35 41 10
mcs90_b03_s30_AB06 80267 2 197 9934 5026 3686 3754 3729 4 7 11 80 44 29 51 91 4647 40 4613 45 48 12
mcs90_b03_s30_AB07 87866 3 210 10441 5384 3874 3938 3890 4 7 13 99 61 59 78 103 4964 42 4861 52 90 13
mcs90_b03_s30_AB08 100000 3 161 16830 8496 6254 6304 6245 6 7 13 89 56 60 91 94 7875 47 7877 45 94 12
mcs90_b03_s30_AB09 72691 1 108 8612 4325 2883 2284 2928 3 4 7 45 23 25 32 54 3663 29 3722 33 32 7
mcs90_b03_s35_AB00 100000 19 71 60378 29058 19968 21212 19889 4 5 7 42 21 20 22 46 22010 37 23243 24 24 8
mcs90_b03_s35_AB01 100000 4 333 100002 68605 50261 22593 49989 5 7 15 130 68 72 87 108 53712 60 54880 70 79 13
mcs90_b03_s35_AB02 100000 33 906 100002 100003 100004 100005 100004 11 12 20 620 352 334 417 336 100001 128 100001 126 419 19
mcs90_b03_s35_AB03 100000 58 1428 100002 100003 100004 100006 100005 8 12 18 737 516 397 593 589 100000 215 100001 248 550 19
mcs90_b03_s35_AB04 100001 22 925 100002 100003 100004 100007 100005 9 10 20 624 483 243 291 417 100001 151 100001 199 306 18
mcs90_b03_s35_AB05 100000 2 233 100002 65297 50218 38603 49934 5 8 16 90 40 44 60 89 51496 40 54388 44 52 16
mcs90_b03_s35_AB06 100001 2 126 100003 100003 100004 100006 100003 2 5 10 40 21 20 31 47 100000 39 100001 32 28 9
mcs90_b03_s35_AB07 100000 13 362 100002 100003 91580 100006 91723 7 10 16 103 48 48 57 118 100000 46 100000 49 61 16
mcs90_b03_s35_AB08 100000 12 1742 100002 75623 50790 51565 51405 8 12 17 607 388 290 303 519 58001 156 58203 153 307 19
mcs90_b03_s35_AB09 100000 10 479 100002 100003 65486 81730 65801 7 8 14 249 167 96 125 252 96943 82 100000 83 128 13
mcs90_b03_s40_AB00 100000 5 282 100003 100003 100005 100008 100005 5 11 16 128 70 70 81 115 100001 67 100001 61 83 16
mcs90_b03_s40_AB01 100000 9 529 100003 100004 100004 100119 100005 9 10 17 154 96 93 104 163 100001 50 100001 67 101 19
mcs90_b03_s40_AB02 100000 10 95 100003 100003 100005 100007 100004 8 10 16 94 50 40 38 60 100001 49 100001 45 39 13
mcs90_b03_s40_AB03 100000 5 548 100003 100003 100004 100006 100006 8 9 14 230 179 116 94 156 100000 103 100001 98 91 16
mcs90_b03_s40_AB04 100000 12 343 100003 100003 100005 100008 100005 6 9 13 198 121 97 89 183 100000 77 100001 61 93 12
mcs90_b03_s40_AB05 100000 0 58 100003 100003 100005 100006 100005 1 2 3 24 21 18 25 41 100001 43 100001 22 25 5
mcs90_b03_s40_AB06 100000 1 77 100003 100003 100004 100008 100005 1 3 5 41 24 25 27 45 100000 36 100001 39 29 5
mcs90_b03_s40_AB07 100000 6 403 100003 100003 100005 100007 100005 6 9 16 192 118 123 143 239 100001 94 100001 100 131 15
mcs90_b03_s40_AB08 100000 13 363 100003 100003 100004 100007 100006 7 9 16 113 73 62 75 134 100001 49 100001 50 73 18
mcs90_b03_s40_AB09 100000 2 426 100003 100004 100005 100008 100004 6 8 14 123 63 50 58 113 100001 44 100001 59 57 16
mcs90_b03_s50_AB00 100001 290 62734 100004 100005 100006 100007 100006 34 24 27 15360 9334 7157 7504 12031 100002 4029 100003 2819 7030 26
mcs90_b03_s50_AB01 100000 521 3269 100004 100005 100006 100010 100006 13 14 23 1201 557 434 290 405 100002 330 100002 333 289 28
mcs90_b03_s50_AB02 100001 22 10096 100004 100005 100006 100009 100006 10 16 24 6599 3542 2339 1762 2143 100002 1385 100002 1488 1698 25
mcs90_b03_s50_AB03 100001 62 14650 100004 100004 100006 100008 100005 15 15 25 11834 6832 4359 3462 4084 100002 2157 100002 2144 3477 24
mcs90_b03_s50_AB04 100001 235 10752 100004 100004 100005 100009 100006 25 19 28 5482 3541 2828 2541 3306 100002 1221 100002 1313 2636 28
mcs90_b03_s50_AB05 100001 258 15671 100004 100004 100005 100008 100007 25 20 27 4145 2541 1685 1721 2332 100002 1135 100002 1124 1538 26
mcs90_b03_s50_AB06 100001 146 19057 100005 100004 100005 100008 100005 22 16 24 3360 2532 1280 1647 1663 100002 695 100002 720 1508 24
mcs90_b03_s50_AB07 100001 56 2994 100004 100004 100005 100008 100007 13 11 21 1480 767 654 536 547 100002 391 100002 368 492 23
mcs90_b03_s50_AB08 100001 1174 18553 100004 100004 100006 100009 100006 46 30 30 9718 7149 6482 7340 5592 100002 1469 100002 1688 8283 29
mcs90_b03_s50_AB09 100000 250 15742 100004 100004 100006 100008 100005 38 28 28 11637 6530 4275 4092 5089 100002 2191 100002 2404 4676 29
mcs90_b03m_s10_AB00 1 0 0 3 3 5 6 4 0 0 1 1 1 3 6 11 22 32 10 12 6 1
mcs90_b03m_s10_AB01 1 0 0 3 3 5 7 6 0 1 4 2 2 4 8 13 19 10 19 22 8 2
mcs90_b03m_s10_AB02 1 0 1 4 4 5 6 4 0 1 3 1 2 4 8 14 34 20 19 39 8 2
mcs90_b03m_s10_AB03 1 0 1 3 4 5 7 5 0 1 1 1 2 3 7 15 30 28 24 29 8 2
mcs90_b03m_s10_AB04 1 0 1 3 4 5 6 5 0 1 3 1 2 6 9 15 17 10 19 19 8 3
mcs90_b03m_s10_AB05 1 0 0 3 4 4 6 4 0 0 1 1 1 3 4 8 25 17 11 23 4 1
mcs90_b03m_s10_AB06 1 0 0 3 4 4 7 5 0 1 3 1 2 5 9 15 30 22 13 25 8 2
mcs90_b03m_s10_AB07 1 0 0 3 4 4 7 6 0 1 2 1 2 4 7 13 9 21 9 21 8 1
mcs90_b03m_s10_AB08 1 0 2 4 4 5 6 5 0 1 2 1 2 4 9 16 24 15 26 17 8 3
mcs90_b03m_s10_AB09 1 0 1 3 5 4 6 5 1 1 3 1 2 4 8 16 21 23 23 26 8 3
mcs90_b03m_s15_AB00 8 0 5 8 10 10 11 9 1 2 4 4 4 7 12 28 33 10 16 35 12 4
mcs90_b03m_s15_AB01 12 0 6 8 8 11 14 10 1 1 3 4 4 7 13 23 23 37 28 40 14 4
mcs90_b03m_s15_AB02 7 0 6 8 10 10 12 11 1 1 3 5 5 7 12 22 19 10 26 59 13 5
mcs90_b03m_s15_AB03 8 0 9 7 9 10 11 10 1 2 4 3 3 5 9 17 38 22 30 17 10 4
mcs90_b03m_s15_AB04 8 0 6 8 8 10 11 10 1 3 7 3 4 6 9 18 23 47 19 28 10 6
mcs90_b03m_s15_AB05 7 0 8 8 10 11 11 9 1 2 4 7 4 7 15 31 33 13 32 20 18 7
mcs90_b03m_s15_AB06 8 0 3 8 9 10 12 10 0 2 3 5 5 6 13 22 26 20 40 25 13 3
mcs90_b03m_s15_AB07 6 0 4 8 9 11 12 11 1 1 3 3 3 6 10 20 19 18 18 32 11 3
mcs90_b03m_s15_AB08 7 0 3 9 9 10 12 10 1 1 3 3 3 6 11 20 41 17 25 29 11 3
mcs90_b03m_s15_AB09 8 0 3 8 10 10 12 12 1 2 4 4 5 5 11 21 30 18 33 22 12 4
mcs90_b03m_s20_AB00 69 0 9 30 31 34 30 31 0 1 2 6 6 8 16 26 37 23 57 12 14 2
mcs90_b03m_s20_AB01 125 0 16 36 29 32 31 37 2 3 6 8 9 11 17 33 35 18 35 24 19 5
mcs90_b03m_s20_AB02 77 0 7 32 30 32 34 37 0 1 2 5 4 7 12 24 43 25 51 18 12 2
mcs90_b03m_s20_AB03 50 1 7 26 28 29 30 28 1 3 5 3 5 7 12 23 51 19 49 29 11 6
mcs90_b03m_s20_AB04 80 0 15 30 29 36 33 31 1 2 4 7 7 9 13 23 45 21 39 23 13 4
mcs90_b03m_s20_AB05 86 0 10 30 29 31 32 37 1 2 5 6 5 8 13 24 47 29 66 41 14 4
mcs90_b03m_s20_AB06 83 0 9 32 30 36 33 34 1 3 4 4 5 7 15 26 33 24 46 18 13 5
mcs90_b03m_s20_AB07 182 6 19 42 34 35 38 33 2 3 6 11 10 12 22 34 50 27 40 24 22 8
mcs90_b03m_s20_AB08 168 0 9 41 37 38 37 36 1 1 2 5 5 8 13 24 46 18 38 26 13 4
mcs90_b03m_s20_AB09 100 0 19 32 31 32 35 35 1 2 4 10 7 10 15 29 46 34 61 23 19 3
mcs90_b03m_s25_AB00 2432 6 11 282 127 122 140 121 2 5 5 6 7 8 15 25 147 45 165 25 15 5
mcs90_b03m_s25_AB01 6994 2 88 773 435 164 157 184 12 6 10 29 30 27 35 60 349 23 241 28 39 8
mcs90_b03m_s25_AB02 9245 1 110 911 251 223 236 220 2 3 7 56 40 39 59 85 374 32 390 62 61 7
