instance clique james-cpp-max clique-par/t8 clique-par/t16 clique-par/t32 clique-par/t64 clique-par/t32r james-cpp-max-par/t8 james-cpp-max-par/t16 james-cpp-max-par/t32 clique-cilk/t32 clique-cilk/t32r james-cpp-max-par/t32r
mcs10_m2D_s50_AB00 23508 16471 1829 597 314 305 333 2196 1005 2152 1064 1418 1564
mcs10_m2D_s50_AB01 10966 10213 1424 711 534 561 526 2871 1302 860 647 636 853
mcs10_m2D_s50_AB02 2299 7375 312 191 138 150 139 1372 971 1308 194 186 1103
mcs10_m2D_s50_AB03 5861 2268 690 377 272 278 273 547 276 186 391 393 181
mcs10_m2D_s50_AB04 1796 1464 252 147 113 123 107 291 210 190 151 136 296
mcs10_m2D_s50_AB05 32219 11844 1977 956 752 763 757 4205 3397 2499 1089 1080 3465
mcs10_m2D_s50_AB06 902 4374 75 59 53 65 58 1578 1328 1310 82 90 1369
mcs10_m2D_s50_AB07 605 842 112 84 102 108 97 114 64 50 79 78 48
mcs10_m2D_s50_AB08 7128 14804 694 474 460 538 459 2126 1632 611 461 485 1146
mcs10_m2D_s50_AB09 73455 23512 7292 3663 2840 2781 2828 9531 8072 7470 3783 4345 8186
mcs10_m2D_s60_AB00 569 319 55 29 32 42 33 137 167 159 45 65 169
mcs10_m2D_s60_AB01 2417 4364 173 120 111 144 114 1034 1093 1078 206 171 1028
mcs10_m2D_s60_AB02 522 1885 63 46 44 52 47 1123 1039 1047 42 49 1057
mcs10_m2D_s60_AB03 1847 74671 189 117 105 100 92 26348 27095 26205 121 127 26395
mcs10_m2D_s60_AB04 2667 7418 194 105 86 100 92 4970 4102 3945 120 144 4063
mcs10_m2D_s60_AB05 389 17857 46 34 42 45 42 8521 5685 8558 36 68 6555
mcs10_m2D_s60_AB06 6224 18272 805 430 311 309 297 5880 4756 4786 443 441 4701
mcs10_m2D_s60_AB07 64974 20209 8119 3976 2696 2710 2737 5223 5099 2735 5169 5737 3564
mcs10_m2D_s60_AB08 196 1649 30 25 28 33 29 598 564 609 38 51 597
mcs10_m2D_s60_AB09 2021 6715 268 166 126 136 130 1963 1878 1861 155 171 1867
mcs10_m2D_s70_AB00 100000 100000 20293 7062 3272 2988 3273 72199 87157 59645 7660 7101 48147
mcs10_m2D_s70_AB01 17714 100000 2234 1230 894 899 921 37465 37386 33801 1069 1120 37295
mcs10_m2D_s70_AB02 47854 100000 3113 1673 1288 1304 1290 100000 100001 100002 1543 1653 100002
mcs10_m2D_s70_AB03 16119 100000 1797 1286 535 490 486 51347 55726 51751 696 598 56909
mcs10_m2D_s70_AB04 5542 100000 704 494 257 245 256 86546 74211 48163 460 359 62869
mcs10_m2D_s70_AB05 11047 100000 1421 748 540 578 532 43790 35563 26972 746 749 27658
mcs10_m2D_s70_AB06 35754 100000 4090 2265 1703 1650 1708 32023 31002 28477 2122 1969 29914
mcs10_m2D_s70_AB07 100000 100000 22145 14172 13927 9712 14096 58623 57513 57345 10054 9163 54670
mcs10_m2D_s70_AB08 28774 100000 3305 996 710 746 700 100000 100001 100002 1280 1371 100002
mcs10_m2D_s70_AB09 59166 100000 7652 4049 3171 3252 3166 100000 100000 100001 3681 3710 100001
mcs10_m2D_s80_AB00 100000 100000 61826 32126 23397 26246 23436 100000 100001 100001 28911 28779 100001
mcs10_m2D_s80_AB01 100000 100000 100001 100001 100003 100036 100003 100000 100001 100001 100000 100000 100001
mcs10_m2D_s80_AB02 100000 100000 100001 100001 100003 100038 100002 100000 100001 100002 100000 100000 100001
mcs10_m2D_s80_AB03 100000 100000 100001 100001 100003 100037 100002 100000 100001 100002 100000 100000 100001
mcs10_m2D_s80_AB04 100000 100000 74986 32706 25193 26536 25219 100000 100001 100001 35142 34403 100002
mcs10_m2D_s80_AB05 100000 100000 100001 100001 100003 100004 100003 100000 100001 100002 100000 100000 100001
mcs10_m2D_s80_AB06 100000 100000 100001 100001 100003 100039 100003 100000 100001 100002 100000 100000 100002
mcs10_m2D_s80_AB07 100000 100000 100001 100001 100003 100042 100003 100000 100001 100001 100000 100000 100001
mcs10_m2D_s80_AB08 100000 100000 100001 100002 72462 74671 72907 100000 100000 100001 95129 91453 100001
mcs10_m2D_s80_AB09 100000 100000 100001 100001 100003 100003 100003 100000 100000 100001 100000 100000 100001
mcs10_m2D_s90_AB00 100000 100000 100001 100002 100003 100005 100003 100000 100001 100002 100000 100001 100002
mcs10_m2D_s90_AB01 100000 100000 100001 100002 100003 100006 100003 100000 100001 100002 100001 100000 100002
mcs10_m2D_s90_AB02 100000 100000 100001 100002 100003 100014 100004 100000 100000 100002 100001 100001 100002
mcs10_m2D_s90_AB03 100000 100000 100001 100002 100003 100004 100004 100000 100001 100002 100000 100000 100002
mcs10_m2D_s90_AB04 100000 100000 100001 100002 100003 100015 100003 100000 100001 100001 100001 100000 100001
mcs10_m2D_s90_AB05 100000 100000 100001 100002 100003 100005 100004 100000 100001 100001 100000 100000 100001
mcs10_m2D_s90_AB06 100000 100000 100001 100002 100003 100004 100003 100000 100001 100001 100000 100001 100002
mcs10_m2D_s90_AB07 100000 100000 100001 100002 100004 100005 100003 100000 100001 100002 100000 100000 100001
mcs10_m2D_s90_AB08 100000 100000 100001 100002 100003 100005 100003 100000 100001 100001 100000 100000 100001
mcs10_m2D_s90_AB09 100000 100000 100001 100002 100003 100006 100003 100000 100001 100001 100001 100000 100001
mcs10_m2Dr2_s100_AB00 100000 100000 21206 10002 7921 11849 8014 100000 100000 100001 10436 8070 100001
mcs10_m2Dr2_s100_AB01 100000 100000 100001 100001 100017 100033 100016 100000 100000 100001 100000 100000 100001
mcs10_m2Dr2_s100_AB02 100000 100000 87923 54796 34282 28299 36900 100000 100001 100000 28356 36024 100000
mcs10_m2Dr2_s100_AB03 100000 100000 10841 7103 4262 4938 4269 100000 100000 100001 4031 4120 100001
mcs10_m2Dr2_s100_AB04 100000 100000 16311 8772 7656 7437 7572 100000 100000 100001 5699 6512 100001
mcs10_m2Dr2_s100_AB05 100000 100000 100001 100001 100003 100037 100002 100000 100000 100001 100000 100000 100001
mcs10_m2Dr2_s100_AB06 100000 100000 100003 63361 47765 46002 48473 100000 100001 100001 67376 61480 100001
mcs10_m2Dr2_s100_AB07 100000 100000 100001 100001 100011 100024 100011 100000 100001 100001 100000 100000 100001
mcs10_m2Dr2_s100_AB08 100000 100000 51297 12306 7884 15798 7812 100000 100000 100001 18549 20577 100001
mcs10_m2Dr2_s100_AB09 100000 100000 100001 91652 74642 80351 74886 100000 100000 100001 100000 99106 100001
mcs10_m2Dr2_s70_AB00 54000 100000 5772 2974 2170 2185 2178 98224 71967 60978 2771 2806 72567
mcs10_m2Dr2_s70_AB01 100000 100000 33354 17631 11571 11958 11661 100000 100002 100001 16502 16571 100001
mcs10_m2Dr2_s70_AB02 100000 100000 24149 9705 6472 7050 6594 47430 47619 47765 14470 11914 47672
mcs10_m2Dr2_s70_AB03 42785 100000 7141 3347 1911 2649 1920 24851 15489 13863 3092 2527 11299
mcs10_m2Dr2_s70_AB04 2027 35332 139 87 74 106 89 10083 9537 9960 89 97 9732
mcs10_m2Dr2_s70_AB05 25440 64976 1894 989 727 747 733 37187 37036 37587 916 919 37145
mcs10_m2Dr2_s70_AB06 100000 100000 37984 26977 22709 10994 23964 100000 100001 100002 16879 15813 100001
mcs10_m2Dr2_s70_AB07 100000 100000 29675 15559 10330 10416 10237 100000 100001 100001 13971 13865 100001
mcs10_m2Dr2_s70_AB08 100000 100000 53495 27975 32316 19121 32722 100000 100001 100001 22520 21771 100001
mcs10_m2Dr2_s70_AB09 12982 17741 1188 695 569 657 554 6897 4616 2892 547 598 3239
mcs10_m2Dr2_s80_AB00 100000 100000 100001 100001 98805 100003 99533 100000 100001 100001 100000 100000 100001
mcs10_m2Dr2_s80_AB01 100000 100000 100001 100002 100002 100004 100003 100000 100001 100001 100000 100000 100001
mcs10_m2Dr2_s80_AB02 100000 100000 100001 100002 100003 100003 100003 100000 100001 100002 100000 100000 100002
mcs10_m2Dr2_s80_AB03 100000 100000 100001 100001 100009 100020 100009 100000 100001 100001 100000 100000 100001
mcs10_m2Dr2_s80_AB04 100000 100000 100001 100001 100002 100037 100003 100000 100001 100002 100000 100000 100002
mcs10_m2Dr2_s80_AB05 100000 100000 40186 17162 13087 13100 13416 100000 100000 100002 20170 17609 100002
mcs10_m2Dr2_s80_AB06 100000 100000 100001 100002 100002 100004 100002 100000 100001 100001 100000 100000 100001
mcs10_m2Dr2_s80_AB07 100000 100000 100001 100001 100003 100021 100003 100000 100000 100001 100000 100000 100001
mcs10_m2Dr2_s80_AB08 100000 100000 100001 100001 100003 100004 100003 100000 100001 100001 100000 100000 100001
mcs10_m2Dr2_s80_AB09 100000 100000 100001 64558 48341 50098 48347 100000 100001 100001 60015 59617 100001
mcs10_m2Dr2_s90_AB00 100000 100000 100001 100002 100002 100005 100003 100000 100001 100002 100001 100000 100001
mcs10_m2Dr2_s90_AB01 100000 100000 100001 100002 100003 100005 100003 100000 100001 100001 100000 100000 100002
mcs10_m2Dr2_s90_AB02 100000 100000 100001 100002 100003 100004 100003 100000 100001 100001 100001 100000 100001
mcs10_m2Dr2_s90_AB03 100000 100000 100001 100002 100003 100005 100003 100000 100001 100001 100000 100001 100001
mcs10_m2Dr2_s90_AB04 100000 100000 100001 100001 100003 100004 100003 100000 100001 100002 100001 100000 100002
mcs10_m2Dr2_s90_AB05 100000 100000 100001 100001 100003 100005 100003 100000 100001 100001 100000 100000 100001
mcs10_m2Dr2_s90_AB06 100000 100000 100001 100002 100002 100005 100003 100000 100001 100001 100000 100001 100002
mcs10_m2Dr2_s90_AB07 100000 100000 100001 100002 100003 100004 100004 100000 100000 100001 100000 100000 100001
mcs10_m2Dr2_s90_AB08 100000 100000 100001 100002 100003 100004 100003 100000 100001 100001 100000 100000 100001
mcs10_m2Dr2_s90_AB09 100000 100000 100001 100002 100003 100018 100003 100000 100001 100002 100000 100001 100001
mcs10_m2Dr4_s100_AB00 46019 100000 5288 2569 1823 1815 1815 100000 100000 100001 2396 2462 100001
mcs10_m2Dr4_s100_AB01 100000 100000 21862 11445 8653 9594 8596 100000 100000 100001 13420 11739 100001
mcs10_m2Dr4_s100_AB02 100000 100000 52790 27441 21117 20501 20995 100000 100000 100001 25524 25081 100001
mcs10_m2Dr4_s100_AB03 19869 100000 2851 1937 1481 933 1483 100000 100000 100001 1154 1099 100001
mcs10_m2Dr4_s100_AB04 26683 100000 2555 1192 957 1037 953 100000 100000 100001 1261 1236 100001
mcs10_m2Dr4_s100_AB05 100000 100000 12020 6076 4210 4177 4191 100000 100000 100001 5474 5402 100001
mcs10_m2Dr4_s100_AB06 59002 100000 4256 2702 2767 2801 2623 100000 100001 100001 1791 2081 100001
mcs10_m2Dr4_s100_AB07 100000 100000 17301 9043 7122 7765 7034 100000 100001 100001 7974 8003 100001
mcs10_m2Dr4_s100_AB08 100000 100000 100001 100001 100003 100029 100002 100000 100001 100001 100000 100000 100002
mcs10_m2Dr4_s100_AB09 100000 100000 100001 73882 38305 43424 38278 100000 100001 100001 100000 100000 100001
mcs10_m2Dr4_s40_AB00 8 28 8 9 10 13 10 9 10 10 22 32 10
mcs10_m2Dr4_s40_AB01 117 368 23 20 25 24 21 144 150 134 32 55 134
mcs10_m2Dr4_s40_AB02 25 213 12 13 13 14 12 78 46 46 34 33 79
mcs10_m2Dr4_s40_AB03 87 251 19 15 20 25 17 82 74 61 22 38 76
mcs10_m2Dr4_s40_AB04 18 128 11 11 13 13 11 37 27 28 28 28 34
mcs10_m2Dr4_s40_AB05 25 18 13 13 14 15 15 5 5 8 42 31 7
mcs10_m2Dr4_s40_AB06 50 314 17 16 16 19 17 96 85 85 64 29 101
mcs10_m2Dr4_s40_AB07 23 84 14 12 13 16 13 27 21 22 32 18 25
mcs10_m2Dr4_s40_AB08 30 80 13 15 17 16 15 39 29 53 28 26 56
mcs10_m2Dr4_s40_AB09 30 71 14 14 16 19 17 23 15 21 30 30 18
mcs10_m2Dr4_s50_AB00 6324 1471 662 369 269 284 268 363 310 285 374 371 290
mcs10_m2Dr4_s50_AB01 359 994 48 39 40 49 41 164 131 100 60 54 121
mcs10_m2Dr4_s50_AB02 979 16140 161 101 73 77 76 5828 6010 5730 98 93 5721
mcs10_m2Dr4_s50_AB03 1916 7380 272 129 93 101 89 2663 2205 2163 147 148 2840
mcs10_m2Dr4_s50_AB04 2472 6103 277 186 116 119 111 867 724 633 196 199 711
mcs10_m2Dr4_s50_AB05 1422 6489 234 156 120 153 123 1045 640 424 162 143 472
mcs10_m2Dr4_s50_AB06 1632 1328 198 126 72 77 75 255 244 260 127 119 241
mcs10_m2Dr4_s50_AB07 604 1652 88 58 59 65 61 254 187 183 91 76 176
mcs10_m2Dr4_s50_AB08 2387 14783 407 318 204 208 206 2737 2100 1185 213 184 1994
mcs10_m2Dr4_s50_AB09 2525 12069 332 227 147 144 144 4040 3362 3622 190 190 3258
mcs10_m2Dr4_s60_AB00 565 12141 68 51 53 55 49 6065 6250 6149 57 76 6365
mcs10_m2Dr4_s60_AB01 279 4267 35 34 35 41 39 829 840 825 40 57 1962
mcs10_m2Dr4_s60_AB02 2836 3910 370 203 155 153 153 1234 1332 1442 207 199 1309
mcs10_m2Dr4_s60_AB03 1412 2231 174 96 79 100 81 589 623 625 118 123 698
mcs10_m2Dr4_s60_AB04 240 561 37 30 32 37 34 311 299 308 42 50 330
mcs10_m2Dr4_s60_AB05 740 13380 112 70 61 74 61 3518 3281 3231 70 70 3198
mcs10_m2Dr4_s60_AB06 181 1169 29 22 25 31 26 685 570 608 50 38 608
mcs10_m2Dr4_s60_AB07 613 2947 103 59 59 72 60 1514 1502 1603 67 73 1611
mcs10_m2Dr4_s60_AB08 510 2188 64 58 59 65 58 1305 1194 1321 71 65 1220
mcs10_m2Dr4_s60_AB09 465 7812 65 44 44 54 51 4958 4934 4954 61 64 4897
mcs10_m2Dr4_s70_AB00 28173 100000 3248 1673 1283 1300 1296 17583 13693 13743 1848 1722 13867
mcs10_m2Dr4_s70_AB01 29223 100000 3285 1790 1247 1245 1248 100000 93760 100002 1675 1623 92169
mcs10_m2Dr4_s70_AB02 12428 81294 1668 829 582 605 585 49668 47864 44955 791 789 48137
mcs10_m2Dr4_s70_AB03 74589 100000 8903 4587 3358 3495 3352 100000 100001 100001 4181 4156 100002
mcs10_m2Dr4_s70_AB04 22870 100000 2814 1466 1102 1113 1103 100000 99763 100002 1383 1440 94320
mcs10_m2Dr4_s70_AB05 100000 69690 68868 38139 32779 39262 32556 23564 17721 20238 43173 43641 20517
mcs10_m2Dr4_s70_AB06 3998 100000 468 199 150 175 153 49852 29289 40075 224 227 29955
mcs10_m2Dr4_s70_AB07 63013 100000 6327 2689 1859 1880 1843 100000 100001 100002 3113 2926 100002
mcs10_m2Dr4_s70_AB08 100000 100000 49062 24767 18679 18731 18656 100000 100001 100001 26188 24636 100001
mcs10_m2Dr4_s70_AB09 3190 51530 571 317 258 251 253 27749 28767 29762 256 246 28944
mcs10_m2Dr4_s80_AB00 100000 100000 100001 100002 100002 100039 100003 100000 100001 100001 100000 100000 100001
mcs10_m2Dr4_s80_AB01 100000 100000 25294 11815 9497 9982 9464 100000 100001 100001 10473 10751 100001
mcs10_m2Dr4_s80_AB02 100000 100000 100001 100001 80766 87427 80872 100000 100001 100002 100000 100000 100002
mcs10_m2Dr4_s80_AB03 100000 100000 42821 22020 16784 15612 16829 100000 100001 100001 20369 21045 100001
mcs10_m2Dr4_s80_AB04 100000 100000 100001 100001 100002 100031 100002 100000 100001 100001 100000 100000 100002
mcs10_m2Dr4_s80_AB05 100000 100000 100001 100002 100003 100004 100003 100000 100001 100002 100000 100000 100001
mcs10_m2Dr4_s80_AB06 100000 100000 80265 40970 31280 31757 31276 100000 100001 100002 37674 36439 100002
mcs10_m2Dr4_s80_AB07 100000 100000 90914 45387 34672 37402 34663 100000 100000 100001 39703 40190 100001
mcs10_m2Dr4_s80_AB08 100000 100000 49779 25504 18111 19489 18121 100000 100000 100001 23194 22250 100002
mcs10_m2Dr4_s80_AB09 100000 100000 100001 100001 100004 97557 100004 100000 100001 100002 100000 100000 100002
mcs10_m2Dr4_s90_AB00 100000 100000 100001 100002 100003 100005 100003 100000 100001 100002 100001 100000 100002
mcs10_m2Dr4_s90_AB01 100000 100000 100001 100002 100002 100006 100003 100000 100001 100002 100000 100000 100002
mcs10_m2Dr4_s90_AB02 100000 100000 100001 100002 100003 100013 100003 100000 100001 100002 100000 100001 100001
mcs10_m2Dr4_s90_AB03 100000 100000 100001 100002 100003 100005 100003 100000 100001 100001 100000 100000 100002
mcs10_m2Dr4_s90_AB04 100000 100000 100001 100002 100003 100005 100002 100000 100001 100001 100000 100000 100001
mcs10_m2Dr4_s90_AB05 100000 100000 100001 100002 100003 100004 100003 100000 100001 100002 100000 100000 100001
mcs10_m2Dr4_s90_AB06 100000 100000 100001 100002 100002 100005 100003 100000 100001 100002 100000 100000 100001
mcs10_m2Dr4_s90_AB07 100000 100000 100001 100002 100003 100004 100003 100000 100001 100001 100000 100000 100002
mcs10_m2Dr4_s90_AB08 100000 100000 100001 100002 100003 100005 100003 100000 100001 100001 100000 100001 100002
mcs10_m2Dr4_s90_AB09 100000 100000 100001 100002 100004 100005 100003 100000 100001 100001 100001 100001 100001
mcs10_m2Dr6_s100_AB00 100000 100000 72840 41627 34766 31219 35157 100000 100000 100001 30175 30357 100001
mcs10_m2Dr6_s100_AB01 100000 100000 100001 100003 80667 80449 80323 100000 100000 100001 100000 100000 100001
mcs10_m2Dr6_s100_AB02 98531 100000 10479 6861 4138 4159 4154 100000 100001 100001 3761 3760 100002
mcs10_m2Dr6_s100_AB03 26900 100000 2923 1396 1101 1200 1121 100000 100000 100001 1408 1502 100001
mcs10_m2Dr6_s100_AB04 100000 100000 78225 37196 23129 21984 22921 100000 100000 100001 31229 34114 100001
mcs10_m2Dr6_s100_AB05 100000 100000 100001 100001 77301 86397 76447 100000 100000 100001 100000 100000 100001
mcs10_m2Dr6_s100_AB06 87215 100000 6105 3116 2148 2194 2146 100000 100000 100001 2930 3045 100001
mcs10_m2Dr6_s100_AB07 100000 100000 98759 52085 39244 37092 39013 100000 100001 100001 47460 47410 100001
mcs10_m2Dr6_s100_AB08 100000 100000 100001 100004 78889 80198 78903 100000 100001 100001 100000 100000 100001
mcs10_m2Dr6_s100_AB09 100000 100000 33135 15623 13464 13084 13546 100000 100000 100001 16773 16136 100001
mcs10_m2Dr6_s40_AB00 63 45 17 15 19 17 19 18 18 20 33 28 20
mcs10_m2Dr6_s40_AB01 185 488 36 26 26 31 27 126 110 107 44 29 132
mcs10_m2Dr6_s40_AB02 45 133 15 15 18 18 15 40 29 27 27 43 29
mcs10_m2Dr6_s40_AB03 12 60 10 11 11 12 13 14 15 14 40 32 18
mcs10_m2Dr6_s40_AB04 46 30 18 16 17 18 15 12 12 13 24 27 14
mcs10_m2Dr6_s40_AB05 29 252 12 14 15 16 16 77 51 58 52 27 32
mcs10_m2Dr6_s40_AB06 129 165 30 23 27 27 29 134 131 131 37 36 103
mcs10_m2Dr6_s40_AB07 50 351 15 17 16 21 17 157 188 142 27 27 138
mcs10_m2Dr6_s40_AB08 18 61 9 11 12 13 12 17 15 17 32 27 15
mcs10_m2Dr6_s40_AB09 67 486 14 15 19 18 18 141 115 131 40 36 111
mcs10_m2Dr6_s50_AB00 3415 2598 402 242 188 206 190 1594 1587 1675 221 216 1664
mcs10_m2Dr6_s50_AB01 41126 12276 4811 2443 1764 1720 1747 6552 5815 3600 2402 2418 3459
mcs10_m2Dr6_s50_AB02 2486 1803 340 196 145 159 142 420 258 204 190 198 203
mcs10_m2Dr6_s50_AB03 1548 2115 179 111 86 95 92 644 518 423 118 101 425
mcs10_m2Dr6_s50_AB04 807 3358 108 77 63 75 60 1358 996 1199 69 99 1172
mcs10_m2Dr6_s50_AB05 3880 1568 533 250 151 158 154 597 579 695 255 276 567
mcs10_m2Dr6_s50_AB06 31243 6907 3851 1952 1372 1436 1382 2367 1830 1146 1920 1921 1158
mcs10_m2Dr6_s50_AB07 6650 3388 846 452 365 359 358 1080 893 864 435 444 866
mcs10_m2Dr6_s50_AB08 795 807 107 74 69 74 69 447 392 359 76 88 383
mcs10_m2Dr6_s50_AB09 4912 16983 710 431 394 412 403 3343 2692 2246 410 403 3038
mcs10_m2Dr6_s60_AB00 3340 2178 380 169 92 128 101 1566 1469 1567 200 194 1441
mcs10_m2Dr6_s60_AB01 7390 4513 967 519 362 371 360 1072 877 727 597 604 722
mcs10_m2Dr6_s60_AB02 245 800 44 31 37 37 31 404 468 402 41 44 371
mcs10_m2Dr6_s60_AB03 192 2856 42 27 33 40 34 914 783 765 30 43 714
mcs10_m2Dr6_s60_AB04 238 5450 40 29 37 41 32 2189 2242 2050 50 57 2121
mcs10_m2Dr6_s60_AB05 893 7796 101 71 61 76 70 3026 2367 2206 76 95 2245
mcs10_m2Dr6_s60_AB06 979 11029 139 87 75 76 69 2680 2388 2170 97 106 2326
mcs10_m2Dr6_s60_AB07 630 3548 103 66 53 67 60 1483 1427 1423 70 62 1532
mcs10_m2Dr6_s60_AB08 452 2270 67 39 41 38 36 934 855 844 66 62 878
mcs10_m2Dr6_s60_AB09 256 2742 50 40 39 47 41 976 888 1058 63 46 923
mcs10_m2Dr6_s70_AB00 19917 100000 2384 833 580 614 588 51351 33336 32105 994 1003 32497
mcs10_m2Dr6_s70_AB01 15873 100000 1685 899 623 686 631 79270 63751 76019 817 840 62975
mcs10_m2Dr6_s70_AB02 100000 100000 29349 14843 10445 10737 10515 100000 100001 100002 15420 14998 100003
mcs10_m2Dr6_s70_AB03 54350 100000 5379 2050 1501 1498 1507 42844 46034 24566 2286 2259 24945
mcs10_m2Dr6_s70_AB04 3708 4523 393 200 149 158 147 1150 1041 1049 194 187 1052
mcs10_m2Dr6_s70_AB05 68574 100000 8101 4335 3468 4325 3461 21503 31670 30356 3698 3982 11604
mcs10_m2Dr6_s70_AB06 87103 100000 9244 4925 3987 4461 3984 100000 100001 100001 4638 4401 100001
mcs10_m2Dr6_s70_AB07 100000 100000 18379 9090 7053 7425 6994 58851 26883 26048 10790 11599 27037
mcs10_m2Dr6_s70_AB08 17879 100000 2119 1423 1485 991 1481 100001 100002 100002 1346 1129 77685
mcs10_m2Dr6_s70_AB09 997 33141 112 75 82 84 65 10476 9160 5499 107 81 5589
mcs10_m2Dr6_s80_AB00 100000 100000 31758 16728 13081 15097 12851 100000 100000 100002 15043 14994 100002
mcs10_m2Dr6_s80_AB01 100000 100000 100001 100002 95255 95580 95348 100000 100000 100001 100000 100000 100001
mcs10_m2Dr6_s80_AB02 100000 100000 100001 100001 100018 100019 100016 100000 100001 100001 100000 100000 100002
mcs10_m2Dr6_s80_AB03 100000 100000 51052 25101 22307 19053 22381 100000 100000 100002 23898 23239 100002
mcs10_m2Dr6_s80_AB04 100000 100000 100001 100001 100003 100042 100003 100000 100001 100002 100000 100000 100001
mcs10_m2Dr6_s80_AB05 100000 100000 100001 66673 45126 48871 45105 100000 100000 100001 85806 78922 100002
mcs10_m2Dr6_s80_AB06 100000 100000 100001 100001 100008 96685 100009 100000 100001 100002 100000 100000 100002
mcs10_m2Dr6_s80_AB07 100000 100000 100001 52612 39540 42961 39815 100000 100001 74923 63807 62377 75133
mcs10_m2Dr6_s80_AB08 100000 100000 100001 100002 100003 100004 100003 100000 100000 100001 100000 100000 100001
mcs10_m2Dr6_s80_AB09 100000 100000 100001 100001 63920 53807 63727 100000 100001 100001 93756 100000 100001
mcs10_m2Dr6_s90_AB00 100000 100000 100002 100002 100003 100004 100003 100000 100001 100001 100001 100000 100002
mcs10_m2Dr6_s90_AB01 100000 100000 100001 100002 100003 100004 100003 100000 100001 100001 100000 100000 100001
mcs10_m2Dr6_s90_AB02 100000 100000 100001 100002 100003 100005 100003 100000 100001 100001 100000 100000 100001
