instance clique james-cpp-max clique-par/t8 clique-par/t16 clique-par/t32 clique-par/t64 clique-par/t32r james-cpp-max-par/t8 james-cpp-max-par/t16 james-cpp-max-par/t32
mcs30_m3Dr2_s40_AB00 37315 384588 32622 31126 31553 37986 32561 295263 303432 306699
mcs30_m3Dr2_s40_AB01 57955 1749966 63215 59031 62195 58089 61843 1369566 1384956 1379968
mcs30_m3Dr2_s40_AB02 200080 200828 189242 191977 192891 192924 193233 271202 232836 291478
mcs30_m3Dr2_s40_AB03 142838 734731 143079 143473 149008 146546 143478 724653 726717 734731
mcs30_m3Dr2_s40_AB04 15401 220925 17852 17656 17007 15870 16827 172275 174247 181889
mcs30_m3Dr2_s40_AB05 18159 80683 21562 17926 13654 17859 28774 81610 80888 80803
mcs30_m3Dr2_s40_AB06 5732 87864 5857 5903 6538 7019 6208 109351 98714 126101
mcs30_m3Dr2_s40_AB07 16403 148839 18165 19325 18613 18547 18318 146789 145684 146703
mcs30_m3Dr2_s40_AB08 41018 402462 40744 39877 42184 35262 38814 402462 413849 402462
mcs30_m3Dr2_s40_AB09 16329 293160 16014 17800 17231 23596 17314 232012 249148 249851
mcs30_m3Dr2_s70_AB00 789776 10431213 764364 855804 844686 1625465 870132 10431213 10431213 10431213
mcs30_m3Dr2_s70_AB01 3254746 38669305 1775712 1785343 1797273 1787015 1794156 38676961 38669305 38669305
mcs30_m3Dr2_s70_AB02 11193529 86348230 8925359 9245131 10033003 9972339 9992328 86348230 86348230 86357367
mcs30_m3Dr2_s70_AB03 8058992 165686209 5999311 6014383 6020093 6037147 6023457 88845638 88846140 88846985
mcs30_m3Dr2_s70_AB04 12768914 NaN 2257830 2639310 2070773 2079446 2128194 NaN 488477440 470908375
mcs30_m3Dr2_s70_AB05 2989284 60601835 1053816 1091329 1361019 1127399 1228777 60601835 60601835 60601835
mcs30_m3Dr2_s70_AB06 737971 120288002 760083 765013 784767 785248 808479 63428757 59697832 60909043
mcs30_m3Dr2_s70_AB07 13454914 16378176 1839805 2033374 2849633 3443491 2855430 16378301 16378999 16378176
mcs30_m3Dr2_s70_AB08 6964166 NaN 6583339 6636490 6656429 6960566 6691008 NaN NaN NaN
mcs30_m3Dr2_s70_AB09 1138562 132546038 529473 549508 544363 548736 544664 132546567 132546967 132546038
mcs30_m3Dr2_s80_AB00 NaN NaN NaN 748511873 777283293 839818983 777500328 NaN NaN NaN
mcs30_m3Dr2_s80_AB01 NaN NaN NaN NaN 1149275857 1149406644 NaN NaN NaN NaN
mcs30_m3Dr2_s80_AB02 NaN NaN 83408146 61181305 65757808 74539691 65762816 NaN NaN NaN
mcs30_m3Dr2_s80_AB03 19178632 NaN 14117943 14184283 14255398 14255235 14267558 NaN NaN NaN
mcs30_m3Dr2_s80_AB04 NaN NaN 296622310 296642291 296678989 296717967 296670372 NaN NaN NaN
mcs30_m3Dr2_s80_AB05 NaN NaN 143726438 143778758 143889678 143968778 143889488 NaN NaN NaN
mcs30_m3Dr2_s80_AB06 NaN NaN 36283437 16722772 17304957 17322309 17295911 NaN 1414519672 1775203055
mcs30_m3Dr2_s80_AB07 NaN NaN 47963147 49026837 51376776 52267537 51454727 NaN NaN NaN
mcs30_m3Dr2_s80_AB08 NaN NaN 158777791 177453947 215839319 242709814 215702698 NaN NaN NaN
mcs30_m3Dr2_s80_AB09 NaN NaN 166910601 167269655 167993232 168608995 167925940 NaN NaN NaN
mcs30_m3Dr2_s90_AB00 NaN NaN NaN 410178967 453313163 532445277 453138628 NaN NaN NaN
mcs30_m3Dr2_s90_AB01 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m3Dr2_s90_AB02 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m3Dr2_s90_AB03 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m3Dr2_s90_AB04 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m3Dr2_s90_AB05 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m3Dr2_s90_AB06 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m3Dr2_s90_AB07 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m3Dr2_s90_AB08 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m3Dr2_s90_AB09 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m3Dr4_s100_AB00 14788062 NaN 13674698 18644792 29522085 40109205 29259511 NaN NaN NaN
mcs30_m3Dr4_s100_AB01 10566089 NaN 8201638 8739360 9737631 9969070 9720640 NaN NaN NaN
mcs30_m3Dr4_s100_AB02 7410559 NaN 7424267 7441858 7468023 7478332 7472080 NaN NaN NaN
mcs30_m3Dr4_s100_AB03 NaN NaN 114720129 122486159 136905181 172933879 137065012 NaN NaN NaN
mcs30_m3Dr4_s100_AB04 11240345 NaN 5790837 5970526 6460703 7347132 6406798 NaN NaN NaN
mcs30_m3Dr4_s100_AB05 41188349 NaN 39302457 25414219 31027801 43779232 30976229 NaN NaN NaN
mcs30_m3Dr4_s100_AB06 8894679 NaN 9643714 10605663 12338581 13936614 12362615 NaN NaN NaN
mcs30_m3Dr4_s100_AB07 712190 NaN 861892 870246 913755 900111 944174 NaN NaN NaN
mcs30_m3Dr4_s100_AB08 NaN NaN 506261541 522932211 560224789 562850217 560039484 NaN NaN NaN
mcs30_m3Dr4_s100_AB09 9712762 NaN 9282145 10254151 12697837 10323995 12668416 NaN NaN NaN
mcs30_m3Dr4_s25_AB00 1152 7281 1381 1293 1075 1175 1036 7289 7283 7281
mcs30_m3Dr4_s25_AB01 2810 13929 2835 2689 2684 2672 2865 13914 14772 22847
mcs30_m3Dr4_s25_AB02 1892 6886 1949 2386 1972 1850 2526 5954 6043 5876
mcs30_m3Dr4_s25_AB03 3740 24099 3891 3891 3891 3891 3891 24105 24099 24099
mcs30_m3Dr4_s25_AB04 4667 21629 4612 4334 4055 4220 4264 18587 20293 18717
mcs30_m3Dr4_s25_AB05 1616 8847 1656 2334 1739 1572 1595 7717 9795 9947
mcs30_m3Dr4_s25_AB06 2436 14232 2242 2540 2388 2380 2326 13443 13645 13453
mcs30_m3Dr4_s25_AB07 3088 19159 3333 3760 3849 3588 3200 17180 17106 18371
mcs30_m3Dr4_s25_AB08 1707 12501 1627 1576 1828 1663 1604 27061 25465 25592
mcs30_m3Dr4_s25_AB09 1265 12311 1408 1408 1408 1408 1425 12350 12267 12303
mcs30_m3Dr4_s30_AB00 1727 31940 1531 1394 1456 1620 1835 39929 30055 31363
mcs30_m3Dr4_s30_AB01 3984 14575 3315 2814 3572 2669 3415 15204 15421 15382
mcs30_m3Dr4_s30_AB02 627 10993 713 699 674 640 640 9417 9281 8839
mcs30_m3Dr4_s30_AB03 971 4888 1089 1089 1089 1089 1089 4978 5066 4888
mcs30_m3Dr4_s30_AB04 1028 8158 1610 1129 1418 1287 1409 10869 8761 10581
mcs30_m3Dr4_s30_AB05 836 7556 822 926 889 809 816 8183 8413 8455
mcs30_m3Dr4_s30_AB06 527 13383 586 601 668 952 1072 9245 9500 9320
mcs30_m3Dr4_s30_AB07 1584 15935 1544 1633 1333 1249 1249 14391 14337 14474
mcs30_m3Dr4_s30_AB08 119 5117 232 232 232 232 232 3049 3241 3851
mcs30_m3Dr4_s30_AB09 354 7173 556 472 583 651 706 5304 5769 4566
mcs30_m3Dr4_s40_AB00 45289 557322 47285 47305 46226 50141 46812 487579 484608 481255
mcs30_m3Dr4_s40_AB01 44925 156387 64820 51422 92517 89572 90562 220826 192233 246646
mcs30_m3Dr4_s40_AB02 24326 126785 20829 22007 18366 18280 25965 125696 151678 130794
mcs30_m3Dr4_s40_AB03 55700 188865 54775 71290 66385 65076 60679 210481 231626 226592
mcs30_m3Dr4_s40_AB04 60436 283640 54531 53217 49587 57396 48584 322839 369328 395301
mcs30_m3Dr4_s40_AB05 49227 250832 52410 54906 54839 53387 42660 237047 169688 232235
mcs30_m3Dr4_s40_AB06 50674 469351 44401 42738 40004 38257 51074 618805 617844 623470
mcs30_m3Dr4_s40_AB07 52500 373896 42707 42662 36564 38224 41489 270438 222634 182872
mcs30_m3Dr4_s40_AB08 208952 969415 206598 205773 206377 208422 212989 955456 924863 980594
mcs30_m3Dr4_s40_AB09 115055 412792 110600 110606 105945 98710 110033 431347 430663 428919
mcs30_m3Dr4_s70_AB00 986299 120928349 991601 1002363 1002599 993076 1005724 112300510 117158211 112509709
mcs30_m3Dr4_s70_AB01 5191924 90573922 4298982 4308235 4331003 4316204 4327030 83153064 81734418 81736106
mcs30_m3Dr4_s70_AB02 2403009 49944572 336582 345285 344041 336915 348657 49944572 49944572 49944616
mcs30_m3Dr4_s70_AB03 1621259 61881851 1655287 1717365 1764448 1779321 1968904 55518871 55558986 55412007
mcs30_m3Dr4_s70_AB04 223151 1105089 227570 192285 216731 384072 219858 1105089 1006437 1105089
mcs30_m3Dr4_s70_AB05 1536997 67558388 745245 749502 762259 753869 755529 75229575 81095357 41450392
mcs30_m3Dr4_s70_AB06 3898895 156402560 2793321 3114070 3720347 3775482 3857203 122790534 123573870 123660845
mcs30_m3Dr4_s70_AB07 18857089 NaN 12657684 12675202 12684708 12693456 12684151 249549328 249341476 249549328
mcs30_m3Dr4_s70_AB08 1385633 48970797 960235 973368 970861 961650 972156 50676384 52075922 48812615
mcs30_m3Dr4_s70_AB09 35416229 52555916 8746611 9141429 10239339 10875120 10420983 52555916 51966288 53589929
mcs30_m3Dr4_s80_AB00 NaN NaN NaN 904058577 904127661 904307162 904148721 NaN NaN NaN
mcs30_m3Dr4_s80_AB01 14181728 NaN 2497442 2293125 2308696 2314985 2309342 343613543 343613458 343629156
mcs30_m3Dr4_s80_AB02 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m3Dr4_s80_AB03 NaN NaN 102610012 84822131 96500293 119002164 96514649 NaN NaN NaN
mcs30_m3Dr4_s80_AB04 NaN NaN 76492619 76685706 76894049 76991114 76981198 615528499 576476203 564534820
mcs30_m3Dr4_s80_AB05 NaN NaN 373204432 373241386 373336732 373377712 373295050 NaN NaN NaN
mcs30_m3Dr4_s80_AB06 50205846 NaN 5596899 5614472 5637529 5642338 5639126 NaN NaN NaN
mcs30_m3Dr4_s80_AB07 NaN NaN 335597172 335811866 336325671 336336055 336289672 NaN NaN NaN
mcs30_m3Dr4_s80_AB08 13554515 103295484 5217862 5231454 5265894 5268991 5256398 104229491 105665046 105389601
mcs30_m3Dr4_s80_AB09 27612507 NaN 27675849 27736352 27794366 27861904 27867592 NaN NaN NaN
mcs30_m3Dr4_s90_AB00 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m3Dr4_s90_AB01 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m3Dr4_s90_AB02 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m3Dr4_s90_AB03 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m3Dr4_s90_AB04 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m3Dr4_s90_AB05 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m3Dr4_s90_AB06 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m3Dr4_s90_AB07 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m3Dr4_s90_AB08 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m3Dr4_s90_AB09 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m3Dr6_s100_AB00 12589121 NaN 12599204 12610148 12632724 12634239 12631492 NaN NaN NaN
mcs30_m3Dr6_s100_AB01 55798028 NaN 28952443 32077053 37389073 49947627 37508670 NaN NaN NaN
mcs30_m3Dr6_s100_AB02 35994665 NaN 38406284 35985465 36414852 36827867 36400013 NaN NaN NaN
mcs30_m3Dr6_s100_AB03 844310 NaN 1239197 1738813 2586143 2621998 2675369 NaN NaN NaN
mcs30_m3Dr6_s100_AB04 5420311 NaN 4595511 4836448 5477564 5465179 5236311 NaN NaN NaN
mcs30_m3Dr6_s100_AB05 20101392 NaN 8156284 8171919 8189878 8198575 8190086 NaN NaN NaN
mcs30_m3Dr6_s100_AB06 13968302 NaN 17709229 20032518 27355637 22166257 27287734 NaN NaN NaN
mcs30_m3Dr6_s100_AB07 13025868 NaN 13405443 14470171 16958688 15688750 16716194 NaN NaN NaN
mcs30_m3Dr6_s100_AB08 7349827 NaN 7358596 7368058 7389005 7380807 7391510 NaN NaN NaN
mcs30_m3Dr6_s100_AB09 NaN NaN 60709802 60105467 66991991 73082882 67024128 NaN NaN NaN
mcs30_m3Dr6_s25_AB00 3576 20246 3434 3538 2967 4126 3866 14582 14441 14333
mcs30_m3Dr6_s25_AB01 2856 16501 3190 2933 2812 3114 2934 19095 18066 16937
mcs30_m3Dr6_s25_AB02 3992 10552 4163 3887 5797 4303 3978 10072 9545 10408
mcs30_m3Dr6_s25_AB03 12532 13818 11295 11777 14709 12145 12238 13551 16593 23557
mcs30_m3Dr6_s25_AB04 1706 11630 1877 2065 2226 1937 1922 11746 11833 11634
mcs30_m3Dr6_s25_AB05 2378 21982 2270 2273 2346 2427 2639 23304 22101 22305
mcs30_m3Dr6_s25_AB06 3925 18210 3518 3892 3470 4836 3624 17626 20060 18489
mcs30_m3Dr6_s25_AB07 2431 22864 2590 2691 2590 2631 2590 22864 22864 22864
mcs30_m3Dr6_s25_AB08 3722 20978 3895 3895 3895 3895 3936 21402 21214 21459
mcs30_m3Dr6_s25_AB09 1837 9962 1986 2030 2042 2045 2005 8110 7785 8198
mcs30_m3Dr6_s30_AB00 303 1827 576 343 394 355 373 1565 1180 1796
mcs30_m3Dr6_s30_AB01 1467 7728 1284 1460 1360 1231 1393 7162 7206 7475
mcs30_m3Dr6_s30_AB02 512 9902 770 1005 612 867 516 6139 6617 7310
mcs30_m3Dr6_s30_AB03 812 14768 863 969 853 949 1024 15378 18407 19626
mcs30_m3Dr6_s30_AB04 754 9839 1099 869 869 869 869 7708 7720 8504
mcs30_m3Dr6_s30_AB05 422 2708 449 437 476 405 600 2708 2708 2708
mcs30_m3Dr6_s30_AB06 386 9445 527 545 530 503 503 9476 9364 10841
mcs30_m3Dr6_s30_AB07 1594 10451 1566 1403 1752 1475 1413 13583 13707 12673
mcs30_m3Dr6_s30_AB08 306 3555 357 306 508 314 354 2145 1962 2266
mcs30_m3Dr6_s30_AB09 511 4800 611 568 686 607 596 3412 3746 3459
mcs30_m3Dr6_s40_AB00 27108 205916 25010 24229 25818 21293 36341 120181 92109 87446
mcs30_m3Dr6_s40_AB01 24698 202124 22720 23115 22787 24817 27986 234831 215615 226749
mcs30_m3Dr6_s40_AB02 8063 80206 7059 9046 6442 11003 9692 35456 48855 35039
mcs30_m3Dr6_s40_AB03 35023 296500 34457 38723 33927 37633 30249 180430 179322 183097
mcs30_m3Dr6_s40_AB04 22070 338854 17428 25334 21828 20011 21553 208158 284229 216903
mcs30_m3Dr6_s40_AB05 16056 129682 15096 17836 17275 16870 17857 86709 100606 88059
mcs30_m3Dr6_s40_AB06 69364 195537 64758 62826 65280 63641 62321 248622 240168 247119
mcs30_m3Dr6_s40_AB07 228103 611756 228874 228985 228075 227419 228046 612287 609527 612932
mcs30_m3Dr6_s40_AB08 24160 161561 24673 24675 24394 24343 24357 163059 181847 166054
mcs30_m3Dr6_s40_AB09 41672 436888 38593 38416 39313 39771 38652 437411 436908 436939
mcs30_m3Dr6_s70_AB00 5948036 NaN 4914600 4722343 4862048 4744420 4855263 344839210 397833735 389312258
mcs30_m3Dr6_s70_AB01 210714 29689748 205309 212227 218647 215522 207016 27911225 28121872 29706328
mcs30_m3Dr6_s70_AB02 4553171 10892366 253338 253894 264540 250628 253294 3936223 3866257 3797847
mcs30_m3Dr6_s70_AB03 729121 36002587 736537 737731 746980 741766 745427 41531168 44368955 44307919
mcs30_m3Dr6_s70_AB04 1206176 85063906 719169 729336 731569 723487 743113 72554619 72496371 72566777
mcs30_m3Dr6_s70_AB05 2656841 208353615 2519262 2528951 2546434 2532188 2547462 162487132 162487785 162494447
mcs30_m3Dr6_s70_AB06 646901 31222404 605060 626115 631187 619023 663940 31245969 31265217 31272693
mcs30_m3Dr6_s70_AB07 2076737 72809134 1726822 1734487 1740640 1741888 1747546 72884782 72893159 72864493
mcs30_m3Dr6_s70_AB08 793087 142298136 71343 67610 73201 80309 67648 31121843 32495870 27578826
mcs30_m3Dr6_s70_AB09 3156085 18886463 1255392 1306943 1427476 1471038 1399374 20532615 20870699 20750634
mcs30_m3Dr6_s80_AB00 NaN NaN 110684256 112150495 115389511 115618178 115411223 NaN NaN NaN
mcs30_m3Dr6_s80_AB01 16258938 NaN 15009328 15812387 17367155 17772076 17318562 NaN NaN NaN
mcs30_m3Dr6_s80_AB02 NaN NaN 60800432 60819972 60844455 60863331 60838429 NaN NaN NaN
mcs30_m3Dr6_s80_AB03 NaN NaN 41188761 41412527 41383983 41845735 41516290 NaN NaN NaN
mcs30_m3Dr6_s80_AB04 NaN NaN NaN 537654014 537823954 537913341 537708002 NaN NaN NaN
mcs30_m3Dr6_s80_AB05 40468010 NaN 40870447 40527842 40627613 40616151 40630966 NaN NaN NaN
mcs30_m3Dr6_s80_AB06 34359446 NaN 30045394 30060661 30128899 30136769 30099094 NaN NaN NaN
mcs30_m3Dr6_s80_AB07 56123206 NaN 12354032 12369777 12411249 12422836 12399380 NaN NaN NaN
mcs30_m3Dr6_s80_AB08 10126161 NaN 3761080 3851582 3854703 3917579 3888090 135524396 136570598 136550493
mcs30_m3Dr6_s80_AB09 NaN NaN 432873085 433368507 434455642 434599993 434492989 NaN NaN NaN
mcs30_m3Dr6_s90_AB00 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m3Dr6_s90_AB01 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m3Dr6_s90_AB02 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m3Dr6_s90_AB03 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m3Dr6_s90_AB04 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m3Dr6_s90_AB05 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m3Dr6_s90_AB06 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m3Dr6_s90_AB07 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m3Dr6_s90_AB08 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m3Dr6_s90_AB09 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m4D_s50_AB00 1889332 49893760 1712051 1741510 1747351 1717224 1734740 48100613 48891943 50643414
mcs30_m4D_s50_AB01 149465389 56689742 149267452 149289329 149303455 149334632 149305189 56691974 56690987 56690360
mcs30_m4D_s50_AB02 NaN 28567040 629780413 629635938 633014318 632983358 632998142 22173383 21968064 21969866
mcs30_m4D_s50_AB03 67412 1545380 70766 70893 65984 69441 66527 1301794 1386732 1251728
mcs30_m4D_s50_AB04 1465160 29548932 1249465 1257972 1279214 1252355 1260391 29548956 29548944 29719656
mcs30_m4D_s50_AB05 26458980 32778315 16990849 17138579 17348050 17269388 17395383 26570638 27483981 26216030
mcs30_m4D_s50_AB06 1367493 3167614 1905390 2174409 1729553 1689100 1835727 3323027 3564040 3440367
mcs30_m4D_s50_AB07 53068822 69871619 50672638 50685501 50712897 50768782 50719742 70675597 71183698 70361980
mcs30_m4D_s50_AB08 15490547 60881685 15475985 15311731 15330949 15337134 15351102 58584831 58299041 58536939
mcs30_m4D_s50_AB09 1534975 14238898 1005783 1025386 1024877 1005626 1023054 14488789 14422732 14563232
mcs30_m4D_s60_AB00 35090476 16191630 2516628 2579711 2567646 2554852 2787724 16438292 16368371 16645763
mcs30_m4D_s60_AB01 221367 7044938 257482 292169 302871 287487 278044 3534611 3821498 4778380
mcs30_m4D_s60_AB02 929634 877953 985030 1007963 1008754 998975 1015365 1046460 780525 875393
mcs30_m4D_s60_AB03 1100463 4238186 557760 587360 565269 559177 575525 7239289 8027241 7013258
mcs30_m4D_s60_AB04 57348 6803235 50423 24795 23032 20003 27927 6345390 10498893 10973291
mcs30_m4D_s60_AB05 646419 70344681 654214 658267 659279 651293 659299 70439638 70499033 70540841
mcs30_m4D_s60_AB06 50936 585203 82691 96620 82293 101019 74778 585203 585203 585203
mcs30_m4D_s60_AB07 75015 1249467 82841 88903 77020 78924 86176 788331 1022004 793885
mcs30_m4D_s60_AB08 2308987 10492083 2247583 2557848 3001856 3398694 3059812 10698422 10677856 10688245
mcs30_m4D_s60_AB09 3776447 8939410 625423 783670 746752 631824 741046 7661846 7678742 7783846
mcs30_m4D_s70_AB00 37400716 NaN 39563688 20506440 11667304 12687013 11043440 NaN NaN NaN
mcs30_m4D_s70_AB01 NaN NaN NaN 785304014 1927508691 783697270 1711405778 841067691 NaN 943828927
mcs30_m4D_s70_AB02 12907250 NaN 9187103 10884785 13961233 19762363 13991516 NaN NaN NaN
mcs30_m4D_s70_AB03 35041058 NaN 31558023 31608063 32504342 33667498 32574207 NaN NaN NaN
mcs30_m4D_s70_AB04 23465045 NaN 20532818 20704548 20629110 20777839 20696405 NaN 586942844 589852284
mcs30_m4D_s70_AB05 25700095 68243070 16388138 17689603 19501669 20212093 19444979 39263353 56646110 39381771
mcs30_m4D_s70_AB06 11839162 NaN 11660237 11674244 11698002 11729556 11706411 NaN NaN NaN
mcs30_m4D_s70_AB07 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m4D_s70_AB08 74856904 NaN 74980307 75075075 75213388 75520520 75661875 NaN NaN NaN
mcs30_m4D_s70_AB09 NaN NaN 102022549 101873977 101919258 101970250 101964537 298186682 298128984 298169549
mcs30_m4D_s80_AB00 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m4D_s80_AB01 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m4D_s80_AB02 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m4D_s80_AB03 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m4D_s80_AB04 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m4D_s80_AB05 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m4D_s80_AB06 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m4D_s80_AB07 NaN NaN 193605414 192979504 194717204 194836540 194813208 NaN NaN NaN
mcs30_m4D_s80_AB08 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m4D_s80_AB09 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m4D_s90_AB00 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m4D_s90_AB01 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m4D_s90_AB02 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m4D_s90_AB03 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m4D_s90_AB04 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m4D_s90_AB05 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m4D_s90_AB06 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m4D_s90_AB07 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m4D_s90_AB08 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m4D_s90_AB09 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m4Dr2_s50_AB00 847317 51434735 853590 861057 864839 852404 869625 32404782 28150027 28746118
mcs30_m4Dr2_s50_AB01 423225 7271598 285676 258400 259001 264085 414357 4456242 4343316 3882305
mcs30_m4Dr2_s50_AB02 4064388 6299048 4254810 4420391 4833551 4665014 4819906 3821785 4449680 3145275
mcs30_m4Dr2_s50_AB03 3443022 22594965 4585350 5801507 8925389 7279058 8728244 6896260 23923277 6913288
mcs30_m4Dr2_s50_AB04 3391798 40843595 3415855 3403480 3416248 3406576 3426526 40843595 40843595 40843595
mcs30_m4Dr2_s50_AB05 6328834 18405037 6342371 6353837 6374618 6351373 6369934 22179343 18013051 18022960
mcs30_m4Dr2_s50_AB06 8696403 85081380 8809994 7463306 5688456 7643469 5696598 48530401 60688746 54684554
mcs30_m4Dr2_s50_AB07 2008614 29201815 2476195 2515126 3251064 4189620 3191132 19395556 22369637 19264114
mcs30_m4Dr2_s50_AB08 1701134 38216265 2024483 1093703 1129465 1181705 1100165 33832606 35784949 34851232
mcs30_m4Dr2_s50_AB09 2878343 82384249 2914293 2961596 3024699 3003404 2989069 82475610 82532351 82618740
mcs30_m4Dr2_s60_AB00 807976 3785469 979620 1115602 1335880 1210195 1201640 1786458 1880035 1885558
mcs30_m4Dr2_s60_AB01 119274 5592121 126119 125601 123706 122988 122275 5742412 5908975 5762229
mcs30_m4Dr2_s60_AB02 235651 16645024 239199 246620 244479 240342 241593 13302868 13305412 13312907
mcs30_m4Dr2_s60_AB03 8048082 25327725 8076952 8082451 8105276 8118175 8113434 9511395 9582713 9536540
mcs30_m4Dr2_s60_AB04 31549 5315184 32360 33628 29606 34859 37560 4616156 4620331 4855472
mcs30_m4Dr2_s60_AB05 581207 8671715 852301 1217677 1182167 1157550 1173741 7975181 8800295 7338375
mcs30_m4Dr2_s60_AB06 1551932 87741728 1550141 1559570 1558481 1550795 1566957 88118209 88060160 88089214
mcs30_m4Dr2_s60_AB07 2568255 6148449 2486619 2618234 2706660 2624507 2710375 6003433 6032159 6006503
mcs30_m4Dr2_s60_AB08 134015 7242832 148013 146622 147448 154080 156919 7285115 7263802 7263582
mcs30_m4Dr2_s60_AB09 532434 20864569 508083 513115 512479 514972 520228 20931770 21080710 20896958
mcs30_m4Dr2_s70_AB00 NaN NaN 143583991 144370611 145014600 145205192 144486817 NaN NaN NaN
mcs30_m4Dr2_s70_AB01 32727741 NaN 10101884 8017352 11050035 15175728 11022304 215798646 190598852 194840666
mcs30_m4Dr2_s70_AB02 1960505 83387198 1595736 1804502 2108037 2011852 1962565 75069794 128463703 121792641
mcs30_m4Dr2_s70_AB03 37309195 NaN 37285570 36023351 36082140 36051280 36100751 NaN NaN NaN
mcs30_m4Dr2_s70_AB04 4098189 NaN 4067313 5176339 2641356 2524179 2533861 NaN NaN NaN
mcs30_m4Dr2_s70_AB05 19537904 187270569 20438998 22537006 30769197 19550704 28694040 176578125 202456843 164000537
mcs30_m4Dr2_s70_AB06 10421779 NaN 8708331 9593750 11889968 11874873 11943756 142909152 212555484 169407629
mcs30_m4Dr2_s70_AB07 4191272 NaN 3227023 5012914 5132928 5454139 5140579 314575554 316386130 318399175
mcs30_m4Dr2_s70_AB08 11586969 101667656 12128595 12617898 14187577 14028906 13899820 101711394 101708096 101713139
mcs30_m4Dr2_s70_AB09 69551696 NaN 70616933 72852427 77826892 77219326 77676526 NaN NaN NaN
mcs30_m4Dr2_s80_AB00 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m4Dr2_s80_AB01 NaN NaN 172149343 126760328 172490004 173675090 171808690 NaN NaN NaN
mcs30_m4Dr2_s80_AB02 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m4Dr2_s80_AB03 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs30_m4Dr2_s80_AB04 NaN NaN NaN NaN NaN NaN NaN 216832137 218859146 218052277
