instance clique james-cpp-max clique-par/t8 clique-par/t16 clique-par/t32 clique-par/t64 clique-par/t32r james-cpp-max-par/t8 james-cpp-max-par/t16 james-cpp-max-par/t32
mcs90_b06_s50_AB09 128 20062 618 587 615 757 646 1030 1049 2084
mcs90_b06_s60_AB00 91 191 1065 1000 479 569 373 191 337 191
mcs90_b06_s60_AB01 54 381 360 303 467 337 383 381 405 381
mcs90_b06_s60_AB02 105 109 382 642 398 578 563 109 109 109
mcs90_b06_s60_AB03 54 154 661 468 478 370 302 154 208 154
mcs90_b06_s60_AB04 54 109 392 620 590 530 459 109 109 109
mcs90_b06_s60_AB05 54 110 419 319 489 330 394 118 220 120
mcs90_b06_s60_AB06 66 131 411 352 444 390 412 131 131 131
mcs90_b06_s60_AB07 54 140 313 469 378 313 445 238 225 140
mcs90_b06_s60_AB08 54 114 435 771 400 419 491 114 114 114
mcs90_b06_s60_AB09 54 296 294 463 366 362 352 838 494 304
mcs90_b06_s70_AB00 63 10663 694 533 534 686 579 1043 1355 961
mcs90_b06_s70_AB01 63 23157 568 1377 668 446 651 23153 22895 23171
mcs90_b06_s70_AB02 63 129 538 1288 456 554 472 708 557 321
mcs90_b06_s70_AB03 63 141 627 560 530 564 546 217 141 141
mcs90_b06_s70_AB04 181 601 763 671 696 543 576 601 601 601
mcs90_b06_s70_AB05 70 152 504 1342 580 634 505 270 268 152
mcs90_b06_s70_AB06 63 128 1511 573 737 633 616 669 172 138
mcs90_b06_s70_AB07 63 176 630 1476 657 616 734 459 186 460
mcs90_b06_s70_AB08 63 256 689 530 566 642 656 256 256 256
mcs90_b06_s70_AB09 63 91743 661 551 611 629 584 938 595 1077
mcs90_b06_s80_AB00 72 408 742 630 809 619 794 1257 1130 419
mcs90_b06_s80_AB01 100 1033 645 1736 1981 597 753 1144 1160 1039
mcs90_b06_s80_AB02 73 429 709 697 864 667 689 429 465 429
mcs90_b06_s80_AB03 77 1830 832 823 851 719 732 816 598 1381
mcs90_b06_s80_AB04 79 479 674 738 648 745 655 1344 642 479
mcs90_b06_s80_AB05 137 27640 535 757 592 994 736 588 1077 1557
mcs90_b06_s80_AB06 74 341374 1390 771 727 678 559 1543 2500 2322
mcs90_b06_s80_AB07 115 233134 670 904 1818 791 808 1415 3765 2420
mcs90_b06_s80_AB08 222 66970 1758 898 1788 1283 1740 564 808 960
mcs90_b06_s80_AB09 95 156452 728 1491 653 706 655 1576 6745 4060
mcs90_b06_s90_AB00 90 2324 917 796 2162 642 1927 2324 2324 2324
mcs90_b06_s90_AB01 114 3483 849 2059 749 1672 1088 4711 4772 3721
mcs90_b06_s90_AB02 790 135107 3942 4573 5019 2733 4367 3411 5624 7201
mcs90_b06_s90_AB03 663 702 2763 5107 4524 5132 2975 1923 725 4132
mcs90_b06_s90_AB04 91 285 1529 2334 829 669 867 1157 1047 829
mcs90_b06_s90_AB05 273 493 2520 4017 2578 1711 3960 541 635 493
mcs90_b06_s90_AB06 85 1822 1900 808 1149 897 819 1822 1886 1822
mcs90_b06_s90_AB07 787 303 4879 3978 3901 3181 6958 1615 424 319
mcs90_b06_s90_AB08 88 351 1876 834 939 1283 2085 627 857 523
mcs90_b06_s90_AB09 208 172424 2385 2576 2559 2463 4267 1278 1511 2560
mcs90_b06m_s100_AB00 90 299 738 1275 816 682 708 797 525 711
mcs90_b06m_s100_AB01 93 323 746 1588 689 817 696 323 323 323
mcs90_b06m_s100_AB02 90 553 684 687 636 612 738 553 625 555
mcs90_b06m_s100_AB03 90 389 825 889 699 718 1428 555 389 389
mcs90_b06m_s100_AB04 90 263 883 718 811 716 816 263 263 263
mcs90_b06m_s100_AB05 90 181 638 1112 645 934 845 181 181 181
mcs90_b06m_s100_AB06 90 279 1644 771 662 482 761 279 279 279
mcs90_b06m_s100_AB07 90 181 700 604 649 821 637 181 181 339
mcs90_b06m_s100_AB08 90 187 793 2075 783 893 881 283 359 187
mcs90_b06m_s100_AB09 90 239 696 563 697 861 793 239 239 239
mcs90_b06m_s10_AB00 16 25 64 65 16 65 66 34 25 25
mcs90_b06m_s10_AB01 33 23 102 107 93 101 101 26 23 23
mcs90_b06m_s10_AB02 30 32 81 83 82 82 30 32 60 32
mcs90_b06m_s10_AB03 19 23 68 68 80 78 68 23 23 52
mcs90_b06m_s10_AB04 9 23 9 58 58 58 58 23 23 43
mcs90_b06m_s10_AB05 15 74 64 83 64 15 64 120 125 117
mcs90_b06m_s10_AB06 22 22 76 73 71 81 72 22 22 22
mcs90_b06m_s10_AB07 18 38 69 69 18 73 73 122 142 61
mcs90_b06m_s10_AB08 28 134 77 75 77 77 77 97 57 132
mcs90_b06m_s10_AB09 24 21 80 80 101 80 100 21 24 21
mcs90_b06m_s15_AB00 121 231 204 312 219 260 256 97 128 250
mcs90_b06m_s15_AB01 173 47 359 309 406 349 322 47 190 47
mcs90_b06m_s15_AB02 128 78 258 269 236 222 215 88 179 162
mcs90_b06m_s15_AB03 74 323 182 202 183 184 168 245 198 101
mcs90_b06m_s15_AB04 119 106 234 272 235 223 230 106 159 298
mcs90_b06m_s15_AB05 105 49 221 245 202 239 201 49 98 49
mcs90_b06m_s15_AB06 238 501 368 354 417 303 410 199 212 200
mcs90_b06m_s15_AB07 115 276 245 206 208 215 224 198 235 149
mcs90_b06m_s15_AB08 82 43 236 269 240 218 193 43 43 43
mcs90_b06m_s15_AB09 112 39 240 216 302 209 228 42 39 39
mcs90_b06m_s20_AB00 34 43 143 143 180 143 143 60 53 43
mcs90_b06m_s20_AB01 70 40 210 234 222 272 165 40 44 40
mcs90_b06m_s20_AB02 30 130 155 172 153 135 152 224 229 235
mcs90_b06m_s20_AB03 75 37 239 258 198 199 198 37 37 37
mcs90_b06m_s20_AB04 129 37 254 307 251 310 277 37 37 37
mcs90_b06m_s20_AB05 48 45 225 184 172 170 225 45 261 300
mcs90_b06m_s20_AB06 33 161 135 153 157 135 158 213 161 243
mcs90_b06m_s20_AB07 19 85 126 126 126 19 126 145 196 139
mcs90_b06m_s20_AB08 18 39 135 135 135 135 135 42 39 52
mcs90_b06m_s20_AB09 91 45 223 208 240 225 230 128 168 45
mcs90_b06m_s25_AB00 259 1918 557 417 663 584 545 200 768 1008
mcs90_b06m_s25_AB01 267 321 612 516 461 516 539 136 395 255
mcs90_b06m_s25_AB02 135 50 272 345 365 465 407 121 184 55
mcs90_b06m_s25_AB03 102 48 275 342 290 284 390 61 59 50
mcs90_b06m_s25_AB04 101 190 253 235 332 411 282 128 164 172
mcs90_b06m_s25_AB05 22 49 181 181 181 181 181 49 57 49
mcs90_b06m_s25_AB06 128 57 390 377 337 305 373 120 73 72
mcs90_b06m_s25_AB07 612 48 737 746 704 907 615 61 61 48
mcs90_b06m_s25_AB08 93 2050 255 596 351 587 489 282 270 1191
mcs90_b06m_s25_AB09 241 353 367 430 390 342 410 486 458 497
mcs90_b06m_s30_AB00 27 55 149 149 149 149 149 55 55 55
mcs90_b06m_s30_AB01 47 55 193 193 263 243 193 55 55 55
mcs90_b06m_s30_AB02 27 186 149 149 149 149 149 230 125 231
mcs90_b06m_s30_AB03 27 56 145 145 145 145 145 67 59 1104
mcs90_b06m_s30_AB04 27 77 149 149 149 149 149 77 82 77
mcs90_b06m_s30_AB05 94 510 209 241 363 318 257 640 503 559
mcs90_b06m_s30_AB06 27 56 151 151 151 151 151 92 192 64
mcs90_b06m_s30_AB07 27 56 147 147 147 147 147 62 62 59
mcs90_b06m_s30_AB08 27 56 176 151 151 151 151 112 64 58
mcs90_b06m_s30_AB09 27 65 163 160 160 160 160 72 65 67
mcs90_b06m_s35_AB00 33 98 251 217 217 217 217 98 110 98
mcs90_b06m_s35_AB01 31 65 212 200 200 200 207 191 73 203
mcs90_b06m_s35_AB02 31 1351 186 186 186 186 186 534 319 448
mcs90_b06m_s35_AB03 33 105 242 213 213 213 213 105 161 105
mcs90_b06m_s35_AB04 33 84 216 216 216 216 216 138 87 84
mcs90_b06m_s35_AB05 305 82 888 488 562 508 637 82 82 82
mcs90_b06m_s35_AB06 31 65 190 190 190 190 190 81 89 93
mcs90_b06m_s35_AB07 31 64 203 247 203 203 203 69 72 69
mcs90_b06m_s35_AB08 35 169 211 211 211 211 211 175 173 169
mcs90_b06m_s35_AB09 31 1803 211 298 192 192 192 334 410 620
mcs90_b06m_s40_AB00 51 107 364 286 334 311 286 196 155 107
mcs90_b06m_s40_AB01 40 2807 319 294 533 322 294 635 764 797
mcs90_b06m_s40_AB02 40 74 330 322 1074 323 455 483 475 77
mcs90_b06m_s40_AB03 37 74 295 263 264 263 268 264 276 90
mcs90_b06m_s40_AB04 91 75 453 392 453 477 460 75 141 75
mcs90_b06m_s40_AB05 37 1447 266 382 304 266 266 571 869 807
mcs90_b06m_s40_AB06 36 2630 326 333 280 283 334 403 720 1062
mcs90_b06m_s40_AB07 36 8718 244 244 256 276 244 807 412 1938
mcs90_b06m_s40_AB08 36 79 271 327 253 277 320 111 118 79
mcs90_b06m_s40_AB09 36 2347 340 428 284 382 323 559 167 459
mcs90_b06m_s50_AB00 99 265 1181 547 1642 964 519 273 847 352
mcs90_b06m_s50_AB01 71 140 639 439 801 494 1741 253 150 140
mcs90_b06m_s50_AB02 377 107 717 1462 1665 984 2221 259 640 127
mcs90_b06m_s50_AB03 49 114 444 507 459 535 680 262 325 160
mcs90_b06m_s50_AB04 1115 221 649 1562 1930 1225 1385 390 1881 333
mcs90_b06m_s50_AB05 57 99 425 432 645 721 743 308 168 134
mcs90_b06m_s50_AB06 51 144 396 669 396 1124 443 161 276 189
mcs90_b06m_s50_AB07 46 140 389 439 603 429 393 626 339 190
mcs90_b06m_s50_AB08 55 262 468 1342 599 576 1036 262 262 306
mcs90_b06m_s50_AB09 1714 338 1314 1735 2992 1623 2063 357 439 591
mcs90_b06m_s60_AB00 54 116 386 374 380 555 323 180 218 116
mcs90_b06m_s60_AB01 57 162 352 982 402 446 451 162 162 162
mcs90_b06m_s60_AB02 54 122 340 377 390 422 451 192 122 122
mcs90_b06m_s60_AB03 54 182 651 357 397 524 358 182 192 182
mcs90_b06m_s60_AB04 54 109 430 338 494 504 661 109 189 111
mcs90_b06m_s60_AB05 54 119 487 402 409 408 397 119 119 119
mcs90_b06m_s60_AB06 54 291 692 388 460 367 547 419 644 291
mcs90_b06m_s60_AB07 54 244 387 378 426 406 534 244 244 244
mcs90_b06m_s60_AB08 55 109 372 317 396 385 325 109 109 109
mcs90_b06m_s60_AB09 54 110 410 478 389 302 378 128 152 120
mcs90_b06m_s70_AB00 63 127 992 537 889 560 571 127 127 127
mcs90_b06m_s70_AB01 67 194 1262 599 531 611 523 194 194 194
mcs90_b06m_s70_AB02 63 137 496 602 572 563 722 696 253 137
mcs90_b06m_s70_AB03 64 127 1417 596 610 592 657 245 127 127
mcs90_b06m_s70_AB04 63 269 424 640 725 816 636 881 690 524
mcs90_b06m_s70_AB05 63 293 647 752 511 616 933 333 293 293
mcs90_b06m_s70_AB06 63 128 487 729 576 580 572 944 1429 403
mcs90_b06m_s70_AB07 63 198 667 501 664 541 547 470 573 348
mcs90_b06m_s70_AB08 63 164 704 693 718 694 661 300 244 164
mcs90_b06m_s70_AB09 67 131 487 557 672 608 629 954 557 1377
mcs90_b06m_s80_AB00 73 423 664 629 1299 788 672 922 1527 435
mcs90_b06m_s80_AB01 75 236 763 1028 728 845 690 236 422 236
mcs90_b06m_s80_AB02 74 393 1515 671 1025 863 647 1015 518 692
mcs90_b06m_s80_AB03 73 821 1718 2534 1449 1074 596 919 1728 880
mcs90_b06m_s80_AB04 73 177 1589 786 693 790 753 824 559 1071
mcs90_b06m_s80_AB05 74 15137 590 710 665 704 710 1735 2122 1064
mcs90_b06m_s80_AB06 104 297 670 644 545 813 705 980 889 1079
mcs90_b06m_s80_AB07 73 621 1635 2872 1118 643 797 1672 1943 3088
mcs90_b06m_s80_AB08 72 444 531 618 768 601 676 444 444 444
mcs90_b06m_s80_AB09 73 336 685 712 600 773 687 1218 2035 364
mcs90_b06m_s90_AB00 169 598 2070 846 2166 1303 2172 1549 2775 695
mcs90_b06m_s90_AB01 120 517 2109 2000 2420 1351 931 1473 3055 525
mcs90_b06m_s90_AB02 81 1060 879 2997 865 850 660 1060 1302 1074
mcs90_b06m_s90_AB03 92 380 862 2081 777 792 775 1235 1478 501
mcs90_b06m_s90_AB04 131 461 1025 964 993 1010 950 903 2233 621
mcs90_b06m_s90_AB05 267 2661 2306 4110 1173 2701 2374 3950 2892 2972
mcs90_b06m_s90_AB06 104 375 746 2362 1078 1090 926 1209 2139 381
mcs90_b06m_s90_AB07 97 477 3564 2196 1042 960 2187 1452 1968 485
mcs90_b06m_s90_AB08 82 1188 628 922 1910 825 848 2642 2984 5295
mcs90_b06m_s90_AB09 81 3002 784 796 853 857 802 2464 3241 3479
mcs90_b09_s100_AB00 90 195 709 657 998 639 731 195 541 195
mcs90_b09_s100_AB01 90 234 798 778 717 594 754 408 234 282
mcs90_b09_s100_AB02 98 335 754 628 699 1147 849 335 335 335
mcs90_b09_s100_AB03 90 393 802 747 793 854 761 555 393 575
mcs90_b09_s100_AB04 90 181 869 459 767 661 799 181 279 181
mcs90_b09_s100_AB05 91 181 647 894 734 709 787 181 305 181
mcs90_b09_s100_AB06 90 237 699 1112 562 831 646 237 417 237
mcs90_b09_s100_AB07 90 487 924 2172 610 825 634 487 487 487
mcs90_b09_s100_AB08 90 205 742 1716 834 861 1078 205 355 205
mcs90_b09_s100_AB09 90 197 1628 1944 695 510 1004 197 197 197
mcs90_b09_s15_AB00 73 116 249 308 183 238 309 114 121 112
mcs90_b09_s15_AB01 114 290 325 254 244 234 208 291 158 180
mcs90_b09_s15_AB02 165 260 295 517 492 301 301 403 424 490
mcs90_b09_s15_AB03 228 139 337 359 305 295 318 264 218 176
mcs90_b09_s15_AB04 121 262 229 228 222 237 226 288 156 365
mcs90_b09_s15_AB05 124 251 243 290 291 252 282 343 248 462
mcs90_b09_s15_AB06 87 286 236 200 210 201 237 273 289 310
mcs90_b09_s15_AB07 141 213 501 241 251 260 308 213 311 213
mcs90_b09_s15_AB08 77 133 176 184 212 197 187 133 133 133
mcs90_b09_s15_AB09 136 363 235 249 242 268 212 204 125 259
mcs90_b09_s20_AB00 34 38 385 162 176 166 159 43 41 38
mcs90_b09_s20_AB01 50 40 176 175 256 154 139 40 47 47
mcs90_b09_s20_AB02 61 231 180 192 212 188 198 380 303 365
mcs90_b09_s20_AB03 47 115 230 186 180 179 194 107 185 124
mcs90_b09_s20_AB04 31 67 187 212 203 170 146 144 96 171
mcs90_b09_s20_AB05 36 39 184 219 155 203 153 39 41 104
mcs90_b09_s20_AB06 29 40 132 185 132 132 132 40 68 96
mcs90_b09_s20_AB07 61 38 247 243 238 183 210 47 74 38
mcs90_b09_s20_AB08 64 120 186 166 235 220 218 108 167 126
mcs90_b09_s20_AB09 29 270 135 135 135 134 135 371 275 287
mcs90_b09_s25_AB00 73 93 283 234 287 279 221 139 217 271
mcs90_b09_s25_AB01 246 286 480 372 407 451 335 298 471 330
mcs90_b09_s25_AB02 133 182 270 318 344 330 327 351 368 349
mcs90_b09_s25_AB03 356 48 534 580 573 580 656 78 66 51
mcs90_b09_s25_AB04 452 533 686 671 627 952 673 156 198 109
mcs90_b09_s25_AB05 328 47 522 520 533 666 536 58 76 303
mcs90_b09_s25_AB06 362 241 794 859 613 618 826 227 284 191
mcs90_b09_s25_AB07 204 71 323 345 383 399 443 89 112 81
mcs90_b09_s25_AB08 135 48 319 335 334 457 390 66 65 55
mcs90_b09_s25_AB09 266 246 470 551 470 627 550 221 173 197
mcs90_b09_s30_AB00 103 87 278 291 387 424 308 87 131 87
mcs90_b09_s30_AB01 26 54 147 147 147 147 147 62 134 59
mcs90_b09_s30_AB02 26 66 158 162 158 158 158 66 116 66
mcs90_b09_s30_AB03 42 54 205 225 217 175 217 59 57 94
mcs90_b09_s30_AB04 26 198 194 149 149 149 149 181 143 332
mcs90_b09_s30_AB05 26 353 148 148 148 148 148 348 294 347
mcs90_b09_s30_AB06 27 59 172 305 171 171 171 103 63 59
mcs90_b09_s30_AB07 26 53 153 153 153 153 153 59 53 97
mcs90_b09_s30_AB08 227 54 431 355 455 364 366 59 75 57
mcs90_b09_s30_AB09 26 53 220 187 187 187 187 53 53 53
mcs90_b09_s35_AB00 30 1132 203 234 203 211 203 341 264 213
mcs90_b09_s35_AB01 30 2023 190 189 189 189 189 442 425 591
mcs90_b09_s35_AB02 30 62 220 454 220 220 220 65 65 65
mcs90_b09_s35_AB03 280 175 468 392 411 475 421 175 175 175
mcs90_b09_s35_AB04 30 73 334 239 282 227 250 73 73 73
mcs90_b09_s35_AB05 185 67 293 516 592 410 437 73 788 67
mcs90_b09_s35_AB06 30 61 201 235 201 201 201 61 61 61
mcs90_b09_s35_AB07 146 77 381 400 397 387 301 77 251 77
mcs90_b09_s35_AB08 30 327 203 203 203 203 203 342 253 300
mcs90_b09_s35_AB09 31 1452 204 199 199 199 199 271 137 153
mcs90_b09_s40_AB00 401 2871 545 687 459 572 588 434 627 200
mcs90_b09_s40_AB01 36 1638 291 256 301 260 256 1289 800 1343
mcs90_b09_s40_AB02 467 74 1052 358 438 392 351 99 84 77
mcs90_b09_s40_AB03 36 76 247 249 265 247 247 336 100 81
mcs90_b09_s40_AB04 446 74 618 589 621 775 1054 222 148 88
mcs90_b09_s40_AB05 279 73 509 698 532 695 452 73 73 73
mcs90_b09_s40_AB06 270 3503 899 612 587 519 749 409 367 424
mcs90_b09_s40_AB07 137 760 924 327 464 364 326 441 310 460
mcs90_b09_s40_AB08 165 9160 358 335 643 349 378 661 919 1648
mcs90_b09_s40_AB09 332 73 457 709 515 509 475 107 73 83
mcs90_b09_s50_AB00 63 197 1211 1204 410 841 1770 220 213 3662
mcs90_b09_s50_AB01 86 99201 1224 2804 1448 411 565 848 1776 2892
mcs90_b09_s50_AB02 54 3719 489 494 1900 508 507 784 660 750
mcs90_b09_s50_AB03 3288 48559 1375 587 666 1655 750 543 604 971
mcs90_b09_s50_AB04 744 15770 1882 1127 2268 1549 2205 1224 1170 860
mcs90_b09_s50_AB05 956 105 488 1739 1712 1956 1486 608 115 142
mcs90_b09_s50_AB06 216 205 645 699 1115 586 1128 378 473 249
mcs90_b09_s50_AB07 5265 99 2768 1625 901 1047 3224 147 112 142
mcs90_b09_s50_AB08 2621 8748 1636 1391 820 2339 689 648 2052 966
mcs90_b09_s50_AB09 69 32109 581 589 473 418 417 963 364 1000
mcs90_b09_s60_AB00 54 109 358 451 416 505 407 203 109 109
mcs90_b09_s60_AB01 54 787 407 420 360 321 428 638 544 410
mcs90_b09_s60_AB02 54 109 386 375 393 393 439 109 109 109
mcs90_b09_s60_AB03 54 109 558 517 424 406 421 109 109 109
mcs90_b09_s60_AB04 56 2681 379 383 472 648 387 2865 2853 2819
mcs90_b09_s60_AB05 54 120 476 452 498 429 484 120 120 152
mcs90_b09_s60_AB06 54 109 333 331 387 432 362 147 109 109
mcs90_b09_s60_AB07 54 141 331 331 416 401 486 203 154 153
mcs90_b09_s60_AB08 54 145 380 375 441 522 448 145 145 145
mcs90_b09_s60_AB09 54 281 445 474 448 468 420 281 281 391
mcs90_b09_s70_AB00 62 133 718 669 833 618 580 485 970 224
mcs90_b09_s70_AB01 64 135 479 517 551 593 535 779 247 142
mcs90_b09_s70_AB02 71 208 578 674 593 656 535 416 310 208
mcs90_b09_s70_AB03 67 325 556 555 436 528 436 360 455 325
mcs90_b09_s70_AB04 62 28863 550 1241 943 640 625 1217 1080 1329
mcs90_b09_s70_AB05 64 144 557 423 537 619 582 144 146 144
mcs90_b09_s70_AB06 76 347 1386 489 711 1017 647 347 347 471
mcs90_b09_s70_AB07 81 167 521 582 656 693 669 656 419 167
mcs90_b09_s70_AB08 63 143 660 1405 602 583 607 211 143 223
mcs90_b09_s70_AB09 119 229 566 1272 614 646 668 229 229 229
mcs90_b09_s80_AB00 73 341 1457 697 689 510 661 1091 1123 607
mcs90_b09_s80_AB01 72 84194 721 673 808 555 978 1309 938 2045
mcs90_b09_s80_AB02 76 571 590 2518 1060 912 781 675 571 571
mcs90_b09_s80_AB03 77 466449 1608 700 634 561 955 169854 169203 170260
mcs90_b09_s80_AB04 90 646 686 543 543 1013 708 646 646 646
mcs90_b09_s80_AB05 72 3711 730 715 662 506 618 1273 1556 1209
mcs90_b09_s80_AB06 72 145 1426 672 726 768 1076 145 145 145
mcs90_b09_s80_AB07 82 344 699 690 685 626 756 1071 457 353
mcs90_b09_s80_AB08 89 177 809 1809 795 720 1791 177 177 251
mcs90_b09_s80_AB09 73 121811 711 797 650 688 987 1416 1785 886
mcs90_b09_s90_AB00 177 15913 2139 1153 3866 979 2530 1474 1033 1783
mcs90_b09_s90_AB01 145 520221 997 1016 845 1065 1102 1860 2158 2262
mcs90_b09_s90_AB02 236 1474564 2176 2245 2340 4025 1271 1330 2027 3868
mcs90_b09_s90_AB03 86 513 905 1099 1245 1307 2135 1541 2202 1474
mcs90_b09_s90_AB04 108 1575586 906 2168 4466 844 2265 1954 1843 2499
mcs90_b09_s90_AB05 92 3866824 1005 2085 1018 1721 2061 1813 1436 1593
mcs90_b09_s90_AB06 102 236 2032 2221 1010 1001 895 942 355 465
mcs90_b09_s90_AB07 179 450 2345 2139 2624 795 798 1495 1508 1527
mcs90_b09_s90_AB08 205 496 2173 1034 2347 1013 2250 496 496 496
mcs90_b09_s90_AB09 108 179 939 699 996 1005 891 700 941 193
mcs90_b09m_s100_AB00 90 181 736 600 585 738 660 181 181 181
mcs90_b09m_s100_AB01 90 209 844 715 649 714 715 209 209 209
mcs90_b09m_s100_AB02 90 229 678 1129 623 884 666 367 265 229
mcs90_b09m_s100_AB03 90 221 770 1038 698 554 679 221 361 221
mcs90_b09m_s100_AB04 90 323 1068 644 811 650 643 323 549 323
mcs90_b09m_s100_AB05 90 221 686 716 710 742 750 221 221 221
mcs90_b09m_s100_AB06 90 181 1046 651 818 716 776 181 181 181
mcs90_b09m_s100_AB07 90 188 716 626 1036 714 737 360 188 418
mcs90_b09m_s100_AB08 90 322 699 821 756 648 820 450 322 322
mcs90_b09m_s100_AB09 90 195 730 671 834 772 677 195 511 283
mcs90_b09m_s15_AB00 103 243 223 310 202 189 284 321 257 432
mcs90_b09m_s15_AB01 82 151 178 166 209 211 181 324 272 328
mcs90_b09m_s15_AB02 126 122 232 237 235 314 231 374 341 295
mcs90_b09m_s15_AB03 114 215 227 287 259 239 217 371 448 307
mcs90_b09m_s15_AB04 111 188 270 263 228 227 233 142 210 232
mcs90_b09m_s15_AB05 161 364 236 289 241 254 284 301 230 270
mcs90_b09m_s15_AB06 176 358 397 283 290 293 253 155 227 128
mcs90_b09m_s15_AB07 184 68 318 372 274 353 229 68 121 68
mcs90_b09m_s15_AB08 170 425 310 289 218 248 284 485 371 477
mcs90_b09m_s15_AB09 107 59 287 215 285 200 206 59 59 59
mcs90_b09m_s20_AB00 18 130 120 120 120 120 120 195 196 279
mcs90_b09m_s20_AB01 18 39 138 138 138 138 138 42 46 39
mcs90_b09m_s20_AB02 99 249 186 209 216 169 196 237 128 190
mcs90_b09m_s20_AB03 73 40 183 206 232 218 213 40 40 44
mcs90_b09m_s20_AB04 34 47 143 143 143 229 234 49 55 47
mcs90_b09m_s20_AB05 64 40 211 187 162 199 181 74 61 40
mcs90_b09m_s20_AB06 31 42 144 195 144 145 161 42 121 48
mcs90_b09m_s20_AB07 75 39 256 269 224 254 237 49 39 45
mcs90_b09m_s20_AB08 34 46 132 136 147 136 132 50 48 50
mcs90_b09m_s20_AB09 86 45 226 228 224 206 256 109 45 45
mcs90_b09m_s25_AB00 147 65 330 296 405 394 425 75 168 139
mcs90_b09m_s25_AB01 170 48 387 419 407 349 336 57 57 48
mcs90_b09m_s25_AB02 705 55 899 982 1009 951 1010 55 55 55
mcs90_b09m_s25_AB03 112 1975 256 256 265 254 260 417 214 342
mcs90_b09m_s25_AB04 206 77 352 423 432 448 338 83 353 84
mcs90_b09m_s25_AB05 79 1765 308 297 250 309 209 374 417 273
mcs90_b09m_s25_AB06 124 55 281 286 369 273 366 80 93 59
mcs90_b09m_s25_AB07 91 65 364 324 275 368 344 73 65 65
mcs90_b09m_s25_AB08 169 48 328 331 423 346 434 57 64 48
mcs90_b09m_s25_AB09 78 67 303 311 326 435 327 90 67 74
mcs90_b09m_s30_AB00 26 966 146 146 146 146 146 243 129 159
mcs90_b09m_s30_AB01 26 70 171 195 171 171 171 116 70 70
mcs90_b09m_s30_AB02 26 469 147 147 147 147 147 436 448 173
mcs90_b09m_s30_AB03 26 128 157 157 157 157 157 249 264 207
mcs90_b09m_s30_AB04 26 53 156 156 156 156 156 53 53 53
mcs90_b09m_s30_AB05 26 53 172 172 205 172 172 53 53 53
mcs90_b09m_s30_AB06 26 55 144 144 144 146 144 73 122 59
mcs90_b09m_s30_AB07 146 54 365 318 307 362 399 66 141 54
mcs90_b09m_s30_AB08 41 61 180 304 243 268 206 65 65 216
mcs90_b09m_s30_AB09 26 53 156 156 156 156 156 55 53 53
mcs90_b09m_s35_AB00 30 64 180 180 180 180 180 73 85 121
mcs90_b09m_s35_AB01 30 79 222 482 340 423 222 79 153 79
mcs90_b09m_s35_AB02 129 62 317 489 398 317 378 83 143 148
mcs90_b09m_s35_AB03 87 67 445 406 288 426 296 67 67 67
mcs90_b09m_s35_AB04 30 67 194 221 222 194 195 89 464 99
mcs90_b09m_s35_AB05 58 63 330 374 321 263 377 83 63 63
mcs90_b09m_s35_AB06 81 83 294 353 334 323 261 110 110 83
mcs90_b09m_s35_AB07 114 61 591 326 468 500 415 61 61 61
mcs90_b09m_s35_AB08 30 1283 192 192 204 192 192 300 296 208
mcs90_b09m_s35_AB09 71 62 288 354 279 316 377 65 283 67
mcs90_b09m_s40_AB00 549 1377 901 602 643 1155 592 670 488 805
mcs90_b09m_s40_AB01 38 75 262 259 277 259 259 83 283 251
mcs90_b09m_s40_AB02 175 99 391 455 423 481 298 264 235 99
mcs90_b09m_s40_AB03 172 183 558 433 582 677 634 265 323 233
mcs90_b09m_s40_AB04 196 75 348 496 495 318 446 276 87 87
mcs90_b09m_s40_AB05 171 75 626 470 369 543 428 83 94 79
mcs90_b09m_s40_AB06 41 115 496 423 263 552 274 155 125 117
mcs90_b09m_s40_AB07 36 2547 340 259 283 259 301 881 803 1231
mcs90_b09m_s40_AB08 36 81 295 270 270 287 283 110 92 89
mcs90_b09m_s40_AB09 63 1940 778 297 438 551 361 764 603 1028
mcs90_b09m_s50_AB00 496 122 573 574 635 642 574 327 154 479
mcs90_b09m_s50_AB01 479 153 466 975 1691 645 538 169 155 155
mcs90_b09m_s50_AB02 407 109 513 1312 1335 473 514 187 165 298
mcs90_b09m_s50_AB03 226 138 701 568 1128 809 935 851 140 144
mcs90_b09m_s50_AB04 922 258 1082 2659 911 916 602 274 272 634
mcs90_b09m_s50_AB05 512 284 547 869 470 636 613 425 426 291
mcs90_b09m_s50_AB06 5527 4173 1574 656 1250 1711 683 592 952 782
mcs90_b09m_s50_AB07 854 121 841 667 505 458 2330 140 1415 397
mcs90_b09m_s50_AB08 5764 339 649 2079 543 2362 1225 416 360 345
mcs90_b09m_s50_AB09 71 133 477 811 543 704 436 684 168 193
mcs90_b09m_s60_AB00 54 110 481 320 431 404 320 280 116 114
mcs90_b09m_s60_AB01 54 109 458 348 496 641 377 109 109 289
mcs90_b09m_s60_AB02 54 116 339 393 481 493 410 194 116 118
mcs90_b09m_s60_AB03 54 119 356 422 400 338 463 119 219 119
mcs90_b09m_s60_AB04 54 187 412 389 410 315 315 203 227 189
mcs90_b09m_s60_AB05 54 137 390 313 429 400 502 317 296 255
mcs90_b09m_s60_AB06 54 176 407 437 494 392 370 232 176 176
